Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;0;9;0|91;0;9;0|,91;0;9;0|91;0;9;0|,88;3;6;3|88;3;6;3|,88;3;6;3|88;3;6;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,88;3;6;3|88;3;6;3|,88;3;6;3|88;3;6;3|,100|100|,100|100|
1,100|100|,88;3;6;3|88;3;6;3|,88;3;6;3|88;3;6;3|,83;6;6;5|83;6;6;5|,83;6;6;5|83;6;6;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,83;6;6;5|83;6;6;5|,83;6;6;5|83;6;6;5|,100|100|,100|100|
2,100|100|,83;6;6;5|83;6;6;5|,83;6;6;5|83;6;6;5|,82;3;9;6|82;3;9;6|,82;3;9;6|82;3;9;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;3;9;6|82;3;9;6|,82;3;9;6|82;3;9;6|,100|100|,100|100|
3,100|100|,82;3;9;6|82;3;9;6|,82;3;9;6|82;3;9;6|,80;2;11;7|80;2;11;7|,80;2;11;7|80;2;11;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,80;2;11;7|80;2;11;7|,80;2;11;7|80;2;11;7|,100|100|,100|100|
4,100|100|,80;2;11;7|80;2;11;7|,80;2;11;7|80;2;11;7|,76;5;7;12|76;5;7;12|,76;5;7;12|76;5;7;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,76;5;7;12|76;5;7;12|,76;5;7;12|76;5;7;12|,100|100|,100|100|
5,100|100|,76;5;7;12|76;5;7;12|,76;5;7;12|76;5;7;12|,72;5;9;14|72;5;9;14|,72;5;9;14|72;5;9;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,72;5;9;14|72;5;9;14|,72;5;9;14|72;5;9;14|,100|100|,100|100|
6,100|100|,72;5;9;14|72;5;9;14|,72;5;9;14|72;5;9;14|,70;3;9;18|70;3;9;18|,70;3;9;18|70;3;9;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,70;3;9;18|70;3;9;18|,70;3;9;18|70;3;9;18|,100|100|,100|100|
7,100|100|,70;3;9;18|70;3;9;18|,70;3;9;18|70;3;9;18|,66;5;11;18|66;5;11;18|,66;5;11;18|66;5;11;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,66;5;11;18|66;5;11;18|,66;5;11;18|66;5;11;18|,100|100|,100|100|
8,100|100|,66;5;11;18|66;5;11;18|,66;5;11;18|66;5;11;18|,60;9;13;18|60;9;13;18|,60;9;13;18|60;9;13;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,60;9;13;18|60;9;13;18|,60;9;13;18|60;9;13;18|,100|100|,100|100|
9,100|100|,60;9;13;18|60;9;13;18|,60;9;13;18|60;9;13;18|,56;10;12;22|56;10;12;22|,56;10;12;22|56;10;12;22|,100|100|,0;0;0;0|0;0;0;0|,100|100|,56;10;12;22|56;10;12;22|,56;10;12;22|56;10;12;22|,100|100|,100|100|
10,100|100|,56;10;12;22|56;10;12;22|,56;10;12;22|56;10;12;22|,53;6;18;23|53;6;18;23|,53;6;18;23|53;6;18;23|,100|100|,0;0;0;0|0;0;0;0|,100|100|,53;6;18;23|53;6;18;23|,53;6;18;23|53;6;18;23|,100|100|,100|100|
11,100|100|,53;6;18;23|53;6;18;23|,53;6;18;23|53;6;18;23|,46;10;19;25|46;10;19;25|,46;10;19;25|46;10;19;25|,100|100|,0;0;0;0|0;0;0;0|,100|100|,46;10;19;25|46;10;19;25|,46;10;19;25|46;10;19;25|,100|100|,100|100|
12,100|100|,46;10;19;25|46;10;19;25|,46;10;19;25|46;10;19;25|,43;9;17;31|43;9;17;31|,43;9;17;31|43;9;17;31|,100|100|,0;0;0;0|0;0;0;0|,100|100|,43;9;17;31|43;9;17;31|,43;9;17;31|43;9;17;31|,100|100|,100|100|
13,100|100|,43;9;17;31|43;9;17;31|,43;9;17;31|43;9;17;31|,41;8;16;35|41;8;16;35|,41;8;16;35|41;8;16;35|,100|100|,0;0;0;0|0;0;0;0|,100|100|,41;8;16;35|41;8;16;35|,41;8;16;35|41;8;16;35|,100|100|,100|100|
14,100|100|,41;8;16;35|41;8;16;35|,41;8;16;35|41;8;16;35|,39;7;14;40|39;7;14;40|,39;7;14;40|39;7;14;40|,100|100|,0;0;0;0|0;0;0;0|,100|100|,39;7;14;40|39;7;14;40|,39;7;14;40|39;7;14;40|,100|100|,100|100|
15,100|100|,39;7;14;40|39;7;14;40|,39;7;14;40|39;7;14;40|,37;5;14;44|37;5;14;44|,37;5;14;44|37;5;14;44|,100|100|,0;0;0;0|0;0;0;0|,100|100|,37;5;14;44|37;5;14;44|,37;5;14;44|37;5;14;44|,100|100|,100|100|
16,100|100|,37;5;14;44|37;5;14;44|,37;5;14;44|37;5;14;44|,32;6;16;46|32;6;16;46|,32;6;16;46|32;6;16;46|,100|100|,0;0;0;0|0;0;0;0|,100|100|,32;6;16;46|32;6;16;46|,32;6;16;46|32;6;16;46|,100|100|,100|100|
17,100|100|,32;6;16;46|32;6;16;46|,32;6;16;46|32;6;16;46|,30;4;16;50|30;4;16;50|,30;4;16;50|30;4;16;50|,100|100|,0;0;0;0|0;0;0;0|,100|100|,30;4;16;50|30;4;16;50|,30;4;16;50|30;4;16;50|,100|100|,100|100|
