Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,93;7;0|93;7;0|,0.0|0.0|,93;7;0|93;7;0|,89;9;2|89;9;2|,89;9;2|89;9;2|,100|100|,0;0;0|0;0;0|,100|100|,89;9;2|89;9;2|,89;9;2|89;9;2|,100|100|,100|100|
1,100|100|,89;9;2|89;9;2|,0.0|0.0|,89;9;2|89;9;2|,85;11;4|85;11;4|,85;11;4|85;11;4|,100|100|,0;0;0|0;0;0|,100|100|,85;11;4|85;11;4|,85;11;4|85;11;4|,100|100|,100|100|
2,100|100|,85;11;4|85;11;4|,0.0|0.0|,85;11;4|85;11;4|,84;10;6|84;10;6|,84;10;6|84;10;6|,100|100|,0;0;0|0;0;0|,100|100|,84;10;6|84;10;6|,84;10;6|84;10;6|,100|100|,100|100|
3,100|100|,84;10;6|84;10;6|,0.0|0.0|,84;10;6|84;10;6|,80;14;6|80;14;6|,80;14;6|80;14;6|,100|100|,0;0;0|0;0;0|,100|100|,80;14;6|80;14;6|,80;14;6|80;14;6|,100|100|,100|100|
4,100|100|,80;14;6|80;14;6|,0.0|0.0|,80;14;6|80;14;6|,77;16;7|77;16;7|,77;16;7|77;16;7|,100|100|,0;0;0|0;0;0|,100|100|,77;16;7|77;16;7|,77;16;7|77;16;7|,100|100|,100|100|
5,100|100|,77;16;7|77;16;7|,0.0|0.0|,77;16;7|77;16;7|,72;18;10|72;18;10|,72;18;10|72;18;10|,100|100|,0;0;0|0;0;0|,100|100|,72;18;10|72;18;10|,72;18;10|72;18;10|,100|100|,100|100|
6,100|100|,72;18;10|72;18;10|,0.0|0.0|,72;18;10|72;18;10|,66;22;12|66;22;12|,66;22;12|66;22;12|,100|100|,0;0;0|0;0;0|,100|100|,66;22;12|66;22;12|,66;22;12|66;22;12|,100|100|,100|100|
7,100|100|,66;22;12|66;22;12|,0.0|0.0|,66;22;12|66;22;12|,57;28;15|57;28;15|,57;28;15|57;28;15|,100|100|,0;0;0|0;0;0|,100|100|,57;28;15|57;28;15|,57;28;15|57;28;15|,100|100|,100|100|
8,100|100|,57;28;15|57;28;15|,0.0|0.0|,57;28;15|57;28;15|,50;28;22|50;28;22|,50;28;22|50;28;22|,100|100|,0;0;0|0;0;0|,100|100|,50;28;22|50;28;22|,50;28;22|50;28;22|,100|100|,100|100|
9,100|100|,50;28;22|50;28;22|,0.0|0.0|,50;28;22|50;28;22|,47;26;27|47;26;27|,47;26;27|47;26;27|,100|100|,0;0;0|0;0;0|,100|100|,47;26;27|47;26;27|,47;26;27|47;26;27|,100|100|,100|100|
10,100|100|,47;26;27|47;26;27|,0.0|0.0|,47;26;27|47;26;27|,38;31;31|38;31;31|,38;31;31|38;31;31|,100|100|,0;0;0|0;0;0|,100|100|,38;31;31|38;31;31|,38;31;31|38;31;31|,100|100|,100|100|
11,100|100|,38;31;31|38;31;31|,0.0|0.0|,38;31;31|38;31;31|,33;31;36|33;31;36|,33;31;36|33;31;36|,100|100|,0;0;0|0;0;0|,100|100|,33;31;36|33;31;36|,33;31;36|33;31;36|,100|100|,100|100|
12,100|100|,33;31;36|33;31;36|,0.0|0.0|,33;31;36|33;31;36|,30;26;44|30;26;44|,30;26;44|30;26;44|,100|100|,0;0;0|0;0;0|,100|100|,30;26;44|30;26;44|,30;26;44|30;26;44|,100|100|,100|100|
13,100|100|,30;26;44|30;26;44|,0.0|0.0|,30;26;44|30;26;44|,29;20;51|29;20;51|,29;20;51|29;20;51|,100|100|,0;0;0|0;0;0|,100|100|,29;20;51|29;20;51|,29;20;51|29;20;51|,100|100|,100|100|
14,100|100|,29;20;51|29;20;51|,0.0|0.0|,29;20;51|29;20;51|,27;19;54|27;19;54|,27;19;54|27;19;54|,100|100|,0;0;0|0;0;0|,100|100|,27;19;54|27;19;54|,27;19;54|27;19;54|,100|100|,100|100|
15,100|100|,27;19;54|27;19;54|,0.0|0.0|,27;19;54|27;19;54|,25;18;57|25;18;57|,25;18;57|25;18;57|,100|100|,0;0;0|0;0;0|,100|100|,25;18;57|25;18;57|,25;18;57|25;18;57|,100|100|,100|100|
16,100|100|,25;18;57|25;18;57|,0.0|0.0|,25;18;57|25;18;57|,25;14;61|25;14;61|,25;14;61|25;14;61|,100|100|,0;0;0|0;0;0|,100|100|,25;14;61|25;14;61|,25;14;61|25;14;61|,100|100|,100|100|
17,100|100|,25;14;61|25;14;61|,0.0|0.0|,25;14;61|25;14;61|,22;15;63|22;15;63|,22;15;63|22;15;63|,100|100|,0;0;0|0;0;0|,100|100|,22;15;63|22;15;63|,22;15;63|22;15;63|,100|100|,100|100|
18,100|100|,22;15;63|22;15;63|,0.0|0.0|,22;15;63|22;15;63|,21;14;65|21;14;65|,21;14;65|21;14;65|,100|100|,0;0;0|0;0;0|,100|100|,21;14;65|21;14;65|,21;14;65|21;14;65|,100|100|,100|100|
