Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,85;15;0|85;15;0|,0.0|0.0|,85;15;0|85;15;0|,79;19;2|79;19;2|,79;19;2|79;19;2|,100|100|,0;0;0|0;0;0|,100|100|,79;19;2|79;19;2|,79;19;2|79;19;2|,100|100|,100|100|
1,100|100|,79;19;2|79;19;2|,0.0|0.0|,79;19;2|79;19;2|,69;24;7|69;24;7|,69;24;7|69;24;7|,100|100|,0;0;0|0;0;0|,100|100|,69;24;7|69;24;7|,69;24;7|69;24;7|,100|100|,100|100|
2,100|100|,69;24;7|69;24;7|,0.0|0.0|,69;24;7|69;24;7|,61;29;10|61;29;10|,61;29;10|61;29;10|,100|100|,0;0;0|0;0;0|,100|100|,61;29;10|61;29;10|,61;29;10|61;29;10|,100|100|,100|100|
3,100|100|,61;29;10|61;29;10|,0.0|0.0|,61;29;10|61;29;10|,49;33;18|49;33;18|,49;33;18|49;33;18|,100|100|,0;0;0|0;0;0|,100|100|,49;33;18|49;33;18|,49;33;18|49;33;18|,100|100|,100|100|
4,100|100|,49;33;18|49;33;18|,0.0|0.0|,49;33;18|49;33;18|,43;33;24|43;33;24|,43;33;24|43;33;24|,100|100|,0;0;0|0;0;0|,100|100|,43;33;24|43;33;24|,43;33;24|43;33;24|,100|100|,100|100|
5,100|100|,43;33;24|43;33;24|,0.0|0.0|,43;33;24|43;33;24|,39;30;31|39;30;31|,39;30;31|39;30;31|,100|100|,0;0;0|0;0;0|,100|100|,39;30;31|39;30;31|,39;30;31|39;30;31|,100|100|,100|100|
6,100|100|,39;30;31|39;30;31|,0.0|0.0|,39;30;31|39;30;31|,33;31;36|33;31;36|,33;31;36|33;31;36|,100|100|,0;0;0|0;0;0|,100|100|,33;31;36|33;31;36|,33;31;36|33;31;36|,100|100|,100|100|
7,100|100|,33;31;36|33;31;36|,0.0|0.0|,33;31;36|33;31;36|,29;32;39|29;32;39|,29;32;39|29;32;39|,100|100|,0;0;0|0;0;0|,100|100|,29;32;39|29;32;39|,29;32;39|29;32;39|,100|100|,100|100|
8,100|100|,29;32;39|29;32;39|,0.0|0.0|,29;32;39|29;32;39|,22;33;45|22;33;45|,22;33;45|22;33;45|,100|100|,0;0;0|0;0;0|,100|100|,22;33;45|22;33;45|,22;33;45|22;33;45|,100|100|,100|100|
9,100|100|,22;33;45|22;33;45|,0.0|0.0|,22;33;45|22;33;45|,17;34;49|17;34;49|,17;34;49|17;34;49|,100|100|,0;0;0|0;0;0|,100|100|,17;34;49|17;34;49|,17;34;49|17;34;49|,100|100|,100|100|
10,100|100|,17;34;49|17;34;49|,0.0|0.0|,17;34;49|17;34;49|,11;34;55|11;34;55|,11;34;55|11;34;55|,100|100|,0;0;0|0;0;0|,100|100|,11;34;55|11;34;55|,11;34;55|11;34;55|,100|100|,100|100|
11,100|100|,11;34;55|11;34;55|,0.0|0.0|,11;34;55|11;34;55|,10;33;57|10;33;57|,10;33;57|10;33;57|,100|100|,0;0;0|0;0;0|,100|100|,10;33;57|10;33;57|,10;33;57|10;33;57|,100|100|,100|100|
12,100|100|,10;33;57|10;33;57|,0.0|0.0|,10;33;57|10;33;57|,9;26;65|9;26;65|,9;26;65|9;26;65|,100|100|,0;0;0|0;0;0|,100|100|,9;26;65|9;26;65|,9;26;65|9;26;65|,100|100|,100|100|
13,100|100|,9;26;65|9;26;65|,0.0|0.0|,9;26;65|9;26;65|,7;21;72|7;21;72|,7;21;72|7;21;72|,100|100|,0;0;0|0;0;0|,100|100|,7;21;72|7;21;72|,7;21;72|7;21;72|,100|100|,100|100|
14,100|100|,7;21;72|7;21;72|,0.0|0.0|,7;21;72|7;21;72|,6;16;78|6;16;78|,6;16;78|6;16;78|,100|100|,0;0;0|0;0;0|,100|100|,6;16;78|6;16;78|,6;16;78|6;16;78|,100|100|,100|100|
15,100|100|,6;16;78|6;16;78|,0.0|0.0|,6;16;78|6;16;78|,6;10;84|6;10;84|,6;10;84|6;10;84|,100|100|,0;0;0|0;0;0|,100|100|,6;10;84|6;10;84|,6;10;84|6;10;84|,100|100|,100|100|
16,100|100|,6;10;84|6;10;84|,0.0|0.0|,6;10;84|6;10;84|,6;7;87|6;7;87|,6;7;87|6;7;87|,100|100|,0;0;0|0;0;0|,100|100|,6;7;87|6;7;87|,6;7;87|6;7;87|,100|100|,100|100|
