Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;0;8;0|92;0;8;0|,92;0;8;0|92;0;8;0|,85;7;7;1|85;7;7;1|,85;7;7;1|85;7;7;1|,100|100|,0;0;0;0|0;0;0;0|,100|100|,85;7;7;1|85;7;7;1|,85;7;7;1|85;7;7;1|,100|100|,100|100|
1,100|100|,85;7;7;1|85;7;7;1|,85;7;7;1|85;7;7;1|,83;7;6;4|83;7;6;4|,83;7;6;4|83;7;6;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,83;7;6;4|83;7;6;4|,83;7;6;4|83;7;6;4|,100|100|,100|100|
2,100|100|,83;7;6;4|83;7;6;4|,83;7;6;4|83;7;6;4|,78;9;7;6|78;9;7;6|,78;9;7;6|78;9;7;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;9;7;6|78;9;7;6|,78;9;7;6|78;9;7;6|,100|100|,100|100|
3,100|100|,78;9;7;6|78;9;7;6|,78;9;7;6|78;9;7;6|,77;8;8;7|77;8;8;7|,77;8;8;7|77;8;8;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;8;8;7|77;8;8;7|,77;8;8;7|77;8;8;7|,100|100|,100|100|
4,100|100|,77;8;8;7|77;8;8;7|,77;8;8;7|77;8;8;7|,68;15;9;8|68;15;9;8|,68;15;9;8|68;15;9;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,68;15;9;8|68;15;9;8|,68;15;9;8|68;15;9;8|,100|100|,100|100|
5,100|100|,68;15;9;8|68;15;9;8|,68;15;9;8|68;15;9;8|,66;8;16;10|66;8;16;10|,66;8;16;10|66;8;16;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,66;8;16;10|66;8;16;10|,66;8;16;10|66;8;16;10|,100|100|,100|100|
6,100|100|,66;8;16;10|66;8;16;10|,66;8;16;10|66;8;16;10|,61;8;19;12|61;8;19;12|,61;8;19;12|61;8;19;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,61;8;19;12|61;8;19;12|,61;8;19;12|61;8;19;12|,100|100|,100|100|
7,100|100|,61;8;19;12|61;8;19;12|,61;8;19;12|61;8;19;12|,55;9;20;16|55;9;20;16|,55;9;20;16|55;9;20;16|,100|100|,0;0;0;0|0;0;0;0|,100|100|,55;9;20;16|55;9;20;16|,55;9;20;16|55;9;20;16|,100|100|,100|100|
8,100|100|,55;9;20;16|55;9;20;16|,55;9;20;16|55;9;20;16|,50;11;20;19|50;11;20;19|,50;11;20;19|50;11;20;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,50;11;20;19|50;11;20;19|,50;11;20;19|50;11;20;19|,100|100|,100|100|
9,100|100|,50;11;20;19|50;11;20;19|,50;11;20;19|50;11;20;19|,46;10;17;27|46;10;17;27|,46;10;17;27|46;10;17;27|,100|100|,0;0;0;0|0;0;0;0|,100|100|,46;10;17;27|46;10;17;27|,46;10;17;27|46;10;17;27|,100|100|,100|100|
10,100|100|,46;10;17;27|46;10;17;27|,46;10;17;27|46;10;17;27|,43;8;18;31|43;8;18;31|,43;8;18;31|43;8;18;31|,100|100|,0;0;0;0|0;0;0;0|,100|100|,43;8;18;31|43;8;18;31|,43;8;18;31|43;8;18;31|,100|100|,100|100|
11,100|100|,43;8;18;31|43;8;18;31|,43;8;18;31|43;8;18;31|,41;6;18;35|41;6;18;35|,41;6;18;35|41;6;18;35|,100|100|,0;0;0;0|0;0;0;0|,100|100|,41;6;18;35|41;6;18;35|,41;6;18;35|41;6;18;35|,100|100|,100|100|
12,100|100|,41;6;18;35|41;6;18;35|,41;6;18;35|41;6;18;35|,38;6;19;37|38;6;19;37|,38;6;19;37|38;6;19;37|,100|100|,0;0;0;0|0;0;0;0|,100|100|,38;6;19;37|38;6;19;37|,38;6;19;37|38;6;19;37|,100|100|,100|100|
13,100|100|,38;6;19;37|38;6;19;37|,38;6;19;37|38;6;19;37|,35;6;20;39|35;6;20;39|,35;6;20;39|35;6;20;39|,100|100|,0;0;0;0|0;0;0;0|,100|100|,35;6;20;39|35;6;20;39|,35;6;20;39|35;6;20;39|,100|100|,100|100|
14,100|100|,35;6;20;39|35;6;20;39|,35;6;20;39|35;6;20;39|,30;11;15;44|30;11;15;44|,30;11;15;44|30;11;15;44|,100|100|,0;0;0;0|0;0;0;0|,100|100|,30;11;15;44|30;11;15;44|,30;11;15;44|30;11;15;44|,100|100|,100|100|
15,100|100|,30;11;15;44|30;11;15;44|,30;11;15;44|30;11;15;44|,27;7;19;47|27;7;19;47|,27;7;19;47|27;7;19;47|,100|100|,0;0;0;0|0;0;0;0|,100|100|,27;7;19;47|27;7;19;47|,27;7;19;47|27;7;19;47|,100|100|,100|100|
16,100|100|,27;7;19;47|27;7;19;47|,27;7;19;47|27;7;19;47|,26;3;22;49|26;3;22;49|,26;3;22;49|26;3;22;49|,100|100|,0;0;0;0|0;0;0;0|,100|100|,26;3;22;49|26;3;22;49|,26;3;22;49|26;3;22;49|,100|100|,100|100|
