Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;0;9;0|91;0;9;0|,0.0|0.0|,91;0;9;0|91;0;9;0|,87;4;8;1|87;4;8;1|,87;4;8;1|87;4;8;1|,100|100|,0;0;0;0|0;0;0;0|,100|100|,87;4;8;1|87;4;8;1|,87;4;8;1|87;4;8;1|,100|100|,100|100|
1,100|100|,87;4;8;1|87;4;8;1|,0.0|0.0|,87;4;8;1|87;4;8;1|,85;3;9;3|85;3;9;3|,85;3;9;3|85;3;9;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,85;3;9;3|85;3;9;3|,85;3;9;3|85;3;9;3|,100|100|,100|100|
2,100|100|,85;3;9;3|85;3;9;3|,0.0|0.0|,85;3;9;3|85;3;9;3|,81;6;9;4|81;6;9;4|,81;6;9;4|81;6;9;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,81;6;9;4|81;6;9;4|,81;6;9;4|81;6;9;4|,100|100|,100|100|
3,100|100|,81;6;9;4|81;6;9;4|,0.0|0.0|,81;6;9;4|81;6;9;4|,78;5;12;5|78;5;12;5|,78;5;12;5|78;5;12;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;5;12;5|78;5;12;5|,78;5;12;5|78;5;12;5|,100|100|,100|100|
4,100|100|,78;5;12;5|78;5;12;5|,0.0|0.0|,78;5;12;5|78;5;12;5|,73;9;10;8|73;9;10;8|,73;9;10;8|73;9;10;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,73;9;10;8|73;9;10;8|,73;9;10;8|73;9;10;8|,100|100|,100|100|
5,100|100|,73;9;10;8|73;9;10;8|,0.0|0.0|,73;9;10;8|73;9;10;8|,71;7;14;8|71;7;14;8|,71;7;14;8|71;7;14;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,71;7;14;8|71;7;14;8|,71;7;14;8|71;7;14;8|,100|100|,100|100|
6,100|100|,71;7;14;8|71;7;14;8|,0.0|0.0|,71;7;14;8|71;7;14;8|,65;11;12;12|65;11;12;12|,65;11;12;12|65;11;12;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,65;11;12;12|65;11;12;12|,65;11;12;12|65;11;12;12|,100|100|,100|100|
7,100|100|,65;11;12;12|65;11;12;12|,0.0|0.0|,65;11;12;12|65;11;12;12|,61;10;17;12|61;10;17;12|,61;10;17;12|61;10;17;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,61;10;17;12|61;10;17;12|,61;10;17;12|61;10;17;12|,100|100|,100|100|
8,100|100|,61;10;17;12|61;10;17;12|,0.0|0.0|,61;10;17;12|61;10;17;12|,56;9;18;17|56;9;18;17|,56;9;18;17|56;9;18;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,56;9;18;17|56;9;18;17|,56;9;18;17|56;9;18;17|,100|100|,100|100|
9,100|100|,56;9;18;17|56;9;18;17|,0.0|0.0|,56;9;18;17|56;9;18;17|,49;9;19;23|49;9;19;23|,49;9;19;23|49;9;19;23|,100|100|,0;0;0;0|0;0;0;0|,100|100|,49;9;19;23|49;9;19;23|,49;9;19;23|49;9;19;23|,100|100|,100|100|
10,100|100|,49;9;19;23|49;9;19;23|,0.0|0.0|,49;9;19;23|49;9;19;23|,46;7;20;27|46;7;20;27|,46;7;20;27|46;7;20;27|,100|100|,0;0;0;0|0;0;0;0|,100|100|,46;7;20;27|46;7;20;27|,46;7;20;27|46;7;20;27|,100|100|,100|100|
11,100|100|,46;7;20;27|46;7;20;27|,0.0|0.0|,46;7;20;27|46;7;20;27|,44;5;22;29|44;5;22;29|,44;5;22;29|44;5;22;29|,100|100|,0;0;0;0|0;0;0;0|,100|100|,44;5;22;29|44;5;22;29|,44;5;22;29|44;5;22;29|,100|100|,100|100|
12,100|100|,44;5;22;29|44;5;22;29|,0.0|0.0|,44;5;22;29|44;5;22;29|,40;7;19;34|40;7;19;34|,40;7;19;34|40;7;19;34|,100|100|,0;0;0;0|0;0;0;0|,100|100|,40;7;19;34|40;7;19;34|,40;7;19;34|40;7;19;34|,100|100|,100|100|
13,100|100|,40;7;19;34|40;7;19;34|,0.0|0.0|,40;7;19;34|40;7;19;34|,35;7;22;36|35;7;22;36|,35;7;22;36|35;7;22;36|,100|100|,0;0;0;0|0;0;0;0|,100|100|,35;7;22;36|35;7;22;36|,35;7;22;36|35;7;22;36|,100|100|,100|100|
14,100|100|,35;7;22;36|35;7;22;36|,0.0|0.0|,35;7;22;36|35;7;22;36|,27;11;20;42|27;11;20;42|,27;11;20;42|27;11;20;42|,100|100|,0;0;0;0|0;0;0;0|,100|100|,27;11;20;42|27;11;20;42|,27;11;20;42|27;11;20;42|,100|100|,100|100|
15,100|100|,27;11;20;42|27;11;20;42|,0.0|0.0|,27;11;20;42|27;11;20;42|,25;7;24;44|25;7;24;44|,25;7;24;44|25;7;24;44|,100|100|,0;0;0;0|0;0;0;0|,100|100|,25;7;24;44|25;7;24;44|,25;7;24;44|25;7;24;44|,100|100|,100|100|
16,100|100|,25;7;24;44|25;7;24;44|,0.0|0.0|,25;7;24;44|25;7;24;44|,19;8;27;46|19;8;27;46|,19;8;27;46|19;8;27;46|,100|100|,0;0;0;0|0;0;0;0|,100|100|,19;8;27;46|19;8;27;46|,19;8;27;46|19;8;27;46|,100|100|,100|100|
17,100|100|,19;8;27;46|19;8;27;46|,0.0|0.0|,19;8;27;46|19;8;27;46|,15;8;28;49|15;8;28;49|,15;8;28;49|15;8;28;49|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;8;28;49|15;8;28;49|,15;8;28;49|15;8;28;49|,100|100|,100|100|
18,100|100|,15;8;28;49|15;8;28;49|,0.0|0.0|,15;8;28;49|15;8;28;49|,14;4;29;53|14;4;29;53|,14;4;29;53|14;4;29;53|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;4;29;53|14;4;29;53|,14;4;29;53|14;4;29;53|,100|100|,100|100|
19,100|100|,14;4;29;53|14;4;29;53|,0.0|0.0|,14;4;29;53|14;4;29;53|,13;1;27;59|13;1;27;59|,13;1;27;59|13;1;27;59|,100|100|,0;0;0;0|0;0;0;0|,100|100|,13;1;27;59|13;1;27;59|,13;1;27;59|13;1;27;59|,100|100|,100|100|
20,100|100|,13;1;27;59|13;1;27;59|,0.0|0.0|,13;1;27;59|13;1;27;59|,11;3;23;63|11;3;23;63|,11;3;23;63|11;3;23;63|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;3;23;63|11;3;23;63|,11;3;23;63|11;3;23;63|,100|100|,100|100|
21,100|100|,11;3;23;63|11;3;23;63|,0.0|0.0|,11;3;23;63|11;3;23;63|,11;1;17;71|11;1;17;71|,11;1;17;71|11;1;17;71|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;1;17;71|11;1;17;71|,11;1;17;71|11;1;17;71|,100|100|,100|100|
22,100|100|,11;1;17;71|11;1;17;71|,0.0|0.0|,11;1;17;71|11;1;17;71|,11;0;10;79|11;0;10;79|,11;0;10;79|11;0;10;79|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;0;10;79|11;0;10;79|,11;0;10;79|11;0;10;79|,100|100|,100|100|
