Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,0.0|0.0|,90;10;0|90;10;0|,87;9;4|87;9;4|,87;9;4|87;9;4|,100|100|,0;0;0|0;0;0|,100|100|,87;9;4|87;9;4|,87;9;4|87;9;4|,100|100|,100|100|
1,100|100|,87;9;4|87;9;4|,0.0|0.0|,87;9;4|87;9;4|,83;11;6|83;11;6|,83;11;6|83;11;6|,100|100|,0;0;0|0;0;0|,100|100|,83;11;6|83;11;6|,83;11;6|83;11;6|,100|100|,100|100|
2,100|100|,83;11;6|83;11;6|,0.0|0.0|,83;11;6|83;11;6|,79;12;9|79;12;9|,79;12;9|79;12;9|,100|100|,0;0;0|0;0;0|,100|100|,79;12;9|79;12;9|,79;12;9|79;12;9|,100|100|,100|100|
3,100|100|,79;12;9|79;12;9|,0.0|0.0|,79;12;9|79;12;9|,75;12;13|75;12;13|,75;12;13|75;12;13|,100|100|,0;0;0|0;0;0|,100|100|,75;12;13|75;12;13|,75;12;13|75;12;13|,100|100|,100|100|
4,100|100|,75;12;13|75;12;13|,0.0|0.0|,75;12;13|75;12;13|,65;19;16|65;19;16|,65;19;16|65;19;16|,100|100|,0;0;0|0;0;0|,100|100|,65;19;16|65;19;16|,65;19;16|65;19;16|,100|100|,100|100|
5,100|100|,65;19;16|65;19;16|,0.0|0.0|,65;19;16|65;19;16|,60;22;18|60;22;18|,60;22;18|60;22;18|,100|100|,0;0;0|0;0;0|,100|100|,60;22;18|60;22;18|,60;22;18|60;22;18|,100|100|,100|100|
6,100|100|,60;22;18|60;22;18|,0.0|0.0|,60;22;18|60;22;18|,54;27;19|54;27;19|,54;27;19|54;27;19|,100|100|,0;0;0|0;0;0|,100|100|,54;27;19|54;27;19|,54;27;19|54;27;19|,100|100|,100|100|
7,100|100|,54;27;19|54;27;19|,0.0|0.0|,54;27;19|54;27;19|,50;27;23|50;27;23|,50;27;23|50;27;23|,100|100|,0;0;0|0;0;0|,100|100|,50;27;23|50;27;23|,50;27;23|50;27;23|,100|100|,100|100|
8,100|100|,50;27;23|50;27;23|,0.0|0.0|,50;27;23|50;27;23|,45;29;26|45;29;26|,45;29;26|45;29;26|,100|100|,0;0;0|0;0;0|,100|100|,45;29;26|45;29;26|,45;29;26|45;29;26|,100|100|,100|100|
9,100|100|,45;29;26|45;29;26|,0.0|0.0|,45;29;26|45;29;26|,37;30;33|37;30;33|,37;30;33|37;30;33|,100|100|,0;0;0|0;0;0|,100|100|,37;30;33|37;30;33|,37;30;33|37;30;33|,100|100|,100|100|
10,100|100|,37;30;33|37;30;33|,0.0|0.0|,37;30;33|37;30;33|,32;23;45|32;23;45|,32;23;45|32;23;45|,100|100|,0;0;0|0;0;0|,100|100|,32;23;45|32;23;45|,32;23;45|32;23;45|,100|100|,100|100|
11,100|100|,32;23;45|32;23;45|,0.0|0.0|,32;23;45|32;23;45|,27;21;52|27;21;52|,27;21;52|27;21;52|,100|100|,0;0;0|0;0;0|,100|100|,27;21;52|27;21;52|,27;21;52|27;21;52|,100|100|,100|100|
12,100|100|,27;21;52|27;21;52|,0.0|0.0|,27;21;52|27;21;52|,25;18;57|25;18;57|,25;18;57|25;18;57|,100|100|,0;0;0|0;0;0|,100|100|,25;18;57|25;18;57|,25;18;57|25;18;57|,100|100|,100|100|
13,100|100|,25;18;57|25;18;57|,0.0|0.0|,25;18;57|25;18;57|,23;17;60|23;17;60|,23;17;60|23;17;60|,100|100|,0;0;0|0;0;0|,100|100|,23;17;60|23;17;60|,23;17;60|23;17;60|,100|100|,100|100|
14,100|100|,23;17;60|23;17;60|,0.0|0.0|,23;17;60|23;17;60|,22;13;65|22;13;65|,22;13;65|22;13;65|,100|100|,0;0;0|0;0;0|,100|100|,22;13;65|22;13;65|,22;13;65|22;13;65|,100|100|,100|100|
15,100|100|,22;13;65|22;13;65|,0.0|0.0|,22;13;65|22;13;65|,21;11;68|21;11;68|,21;11;68|21;11;68|,100|100|,0;0;0|0;0;0|,100|100|,21;11;68|21;11;68|,21;11;68|21;11;68|,100|100|,100|100|
16,100|100|,21;11;68|21;11;68|,0.0|0.0|,21;11;68|21;11;68|,19;12;69|19;12;69|,19;12;69|19;12;69|,100|100|,0;0;0|0;0;0|,100|100|,19;12;69|19;12;69|,19;12;69|19;12;69|,100|100|,100|100|
17,100|100|,19;12;69|19;12;69|,0.0|0.0|,19;12;69|19;12;69|,16;11;73|16;11;73|,16;11;73|16;11;73|,100|100|,0;0;0|0;0;0|,100|100|,16;11;73|16;11;73|,16;11;73|16;11;73|,100|100|,100|100|
18,100|100|,16;11;73|16;11;73|,0.0|0.0|,16;11;73|16;11;73|,16;6;78|16;6;78|,16;6;78|16;6;78|,100|100|,0;0;0|0;0;0|,100|100|,16;6;78|16;6;78|,16;6;78|16;6;78|,100|100|,100|100|
19,100|100|,16;6;78|16;6;78|,0.0|0.0|,16;6;78|16;6;78|,16;6;78|16;6;78|,16;6;78|16;6;78|,100|100|,0;0;0|0;0;0|,100|100|,16;6;78|16;6;78|,16;6;78|16;6;78|,100|100|,100|100|
20,100|100|,16;6;78|16;6;78|,0.0|0.0|,16;6;78|16;6;78|,14;6;80|14;6;80|,14;6;80|14;6;80|,100|100|,0;0;0|0;0;0|,100|100|,14;6;80|14;6;80|,14;6;80|14;6;80|,100|100|,100|100|
21,100|100|,14;6;80|14;6;80|,0.0|0.0|,14;6;80|14;6;80|,14;6;80|14;6;80|,14;6;80|14;6;80|,100|100|,0;0;0|0;0;0|,100|100|,14;6;80|14;6;80|,14;6;80|14;6;80|,100|100|,100|100|
22,100|100|,14;6;80|14;6;80|,0.0|0.0|,14;6;80|14;6;80|,14;3;83|14;3;83|,14;3;83|14;3;83|,100|100|,0;0;0|0;0;0|,100|100|,14;3;83|14;3;83|,14;3;83|14;3;83|,100|100|,100|100|
23,100|100|,14;3;83|14;3;83|,0.0|0.0|,14;3;83|14;3;83|,14;3;83|14;3;83|,14;3;83|14;3;83|,100|100|,0;0;0|0;0;0|,100|100|,14;3;83|14;3;83|,14;3;83|14;3;83|,100|100|,100|100|
24,100|100|,14;3;83|14;3;83|,0.0|0.0|,14;3;83|14;3;83|,14;2;84|14;2;84|,14;2;84|14;2;84|,100|100|,0;0;0|0;0;0|,100|100|,14;2;84|14;2;84|,14;2;84|14;2;84|,100|100|,100|100|
25,100|100|,14;2;84|14;2;84|,0.0|0.0|,14;2;84|14;2;84|,14;2;84|14;2;84|,14;2;84|14;2;84|,100|100|,0;0;0|0;0;0|,100|100|,14;2;84|14;2;84|,14;2;84|14;2;84|,100|100|,100|100|
26,100|100|,14;2;84|14;2;84|,0.0|0.0|,14;2;84|14;2;84|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
27,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
28,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
29,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
30,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
31,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
32,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
33,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
34,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
35,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
36,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
37,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
38,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
39,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
40,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
41,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
42,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
43,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
44,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
45,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
46,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
47,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
48,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
49,100|100|,14;0;86|14;0;86|,0.0|0.0|,14;0;86|14;0;86|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,0;0;0|0;0;0|,100|100|,14;0;86|14;0;86|,14;0;86|14;0;86|,100|100|,100|100|
