Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,88;12;0|88;12;0|,0.0|0.0|,88;12;0|88;12;0|,80;19;1|80;19;1|,80;19;1|80;19;1|,100|100|,0;0;0|0;0;0|,100|100|,80;19;1|80;19;1|,80;19;1|80;19;1|,100|100|,100|100|
1,100|100|,80;19;1|80;19;1|,0.0|0.0|,80;19;1|80;19;1|,70;24;6|70;24;6|,70;24;6|70;24;6|,100|100|,0;0;0|0;0;0|,100|100|,70;24;6|70;24;6|,70;24;6|70;24;6|,100|100|,100|100|
2,100|100|,70;24;6|70;24;6|,0.0|0.0|,70;24;6|70;24;6|,60;26;14|60;26;14|,60;26;14|60;26;14|,100|100|,0;0;0|0;0;0|,100|100|,60;26;14|60;26;14|,60;26;14|60;26;14|,100|100|,100|100|
3,100|100|,60;26;14|60;26;14|,0.0|0.0|,60;26;14|60;26;14|,47;34;19|47;34;19|,47;34;19|47;34;19|,100|100|,0;0;0|0;0;0|,100|100|,47;34;19|47;34;19|,47;34;19|47;34;19|,100|100|,100|100|
4,100|100|,47;34;19|47;34;19|,0.0|0.0|,47;34;19|47;34;19|,42;29;29|42;29;29|,42;29;29|42;29;29|,100|100|,0;0;0|0;0;0|,100|100|,42;29;29|42;29;29|,42;29;29|42;29;29|,100|100|,100|100|
5,100|100|,42;29;29|42;29;29|,0.0|0.0|,42;29;29|42;29;29|,35;29;36|35;29;36|,35;29;36|35;29;36|,100|100|,0;0;0|0;0;0|,100|100|,35;29;36|35;29;36|,35;29;36|35;29;36|,100|100|,100|100|
6,100|100|,35;29;36|35;29;36|,0.0|0.0|,35;29;36|35;29;36|,31;27;42|31;27;42|,31;27;42|31;27;42|,100|100|,0;0;0|0;0;0|,100|100|,31;27;42|31;27;42|,31;27;42|31;27;42|,100|100|,100|100|
7,100|100|,31;27;42|31;27;42|,0.0|0.0|,31;27;42|31;27;42|,27;23;50|27;23;50|,27;23;50|27;23;50|,100|100|,0;0;0|0;0;0|,100|100|,27;23;50|27;23;50|,27;23;50|27;23;50|,100|100|,100|100|
8,100|100|,27;23;50|27;23;50|,0.0|0.0|,27;23;50|27;23;50|,25;21;54|25;21;54|,25;21;54|25;21;54|,100|100|,0;0;0|0;0;0|,100|100|,25;21;54|25;21;54|,25;21;54|25;21;54|,100|100|,100|100|
9,100|100|,25;21;54|25;21;54|,0.0|0.0|,25;21;54|25;21;54|,20;23;57|20;23;57|,20;23;57|20;23;57|,100|100|,0;0;0|0;0;0|,100|100|,20;23;57|20;23;57|,20;23;57|20;23;57|,100|100|,100|100|
10,100|100|,20;23;57|20;23;57|,0.0|0.0|,20;23;57|20;23;57|,19;19;62|19;19;62|,19;19;62|19;19;62|,100|100|,0;0;0|0;0;0|,100|100|,19;19;62|19;19;62|,19;19;62|19;19;62|,100|100|,100|100|
