Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;0;8;0|92;0;8;0|,92;0;8;0|92;0;8;0|,88;4;6;2|88;4;6;2|,88;4;6;2|88;4;6;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,88;4;6;2|88;4;6;2|,88;4;6;2|88;4;6;2|,100|100|,100|100|
1,100|100|,88;4;6;2|88;4;6;2|,88;4;6;2|88;4;6;2|,85;4;9;2|85;4;9;2|,85;4;9;2|85;4;9;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,85;4;9;2|85;4;9;2|,85;4;9;2|85;4;9;2|,100|100|,100|100|
2,100|100|,85;4;9;2|85;4;9;2|,85;4;9;2|85;4;9;2|,78;10;6;6|78;10;6;6|,78;10;6;6|78;10;6;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;10;6;6|78;10;6;6|,78;10;6;6|78;10;6;6|,100|100|,100|100|
3,100|100|,78;10;6;6|78;10;6;6|,78;10;6;6|78;10;6;6|,77;8;8;7|77;8;8;7|,77;8;8;7|77;8;8;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;8;8;7|77;8;8;7|,77;8;8;7|77;8;8;7|,100|100|,100|100|
4,100|100|,77;8;8;7|77;8;8;7|,77;8;8;7|77;8;8;7|,75;5;10;10|75;5;10;10|,75;5;10;10|75;5;10;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,75;5;10;10|75;5;10;10|,75;5;10;10|75;5;10;10|,100|100|,100|100|
5,100|100|,75;5;10;10|75;5;10;10|,75;5;10;10|75;5;10;10|,69;11;9;11|69;11;9;11|,69;11;9;11|69;11;9;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,69;11;9;11|69;11;9;11|,69;11;9;11|69;11;9;11|,100|100|,100|100|
6,100|100|,69;11;9;11|69;11;9;11|,69;11;9;11|69;11;9;11|,66;7;15;12|66;7;15;12|,66;7;15;12|66;7;15;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,66;7;15;12|66;7;15;12|,66;7;15;12|66;7;15;12|,100|100|,100|100|
7,100|100|,66;7;15;12|66;7;15;12|,66;7;15;12|66;7;15;12|,60;9;12;19|60;9;12;19|,60;9;12;19|60;9;12;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,60;9;12;19|60;9;12;19|,60;9;12;19|60;9;12;19|,100|100|,100|100|
8,100|100|,60;9;12;19|60;9;12;19|,60;9;12;19|60;9;12;19|,55;9;16;20|55;9;16;20|,55;9;16;20|55;9;16;20|,100|100|,0;0;0;0|0;0;0;0|,100|100|,55;9;16;20|55;9;16;20|,55;9;16;20|55;9;16;20|,100|100|,100|100|
9,100|100|,55;9;16;20|55;9;16;20|,55;9;16;20|55;9;16;20|,50;11;13;26|50;11;13;26|,50;11;13;26|50;11;13;26|,100|100|,0;0;0;0|0;0;0;0|,100|100|,50;11;13;26|50;11;13;26|,50;11;13;26|50;11;13;26|,100|100|,100|100|
10,100|100|,50;11;13;26|50;11;13;26|,50;11;13;26|50;11;13;26|,44;13;12;31|44;13;12;31|,44;13;12;31|44;13;12;31|,100|100|,0;0;0;0|0;0;0;0|,100|100|,44;13;12;31|44;13;12;31|,44;13;12;31|44;13;12;31|,100|100|,100|100|
11,100|100|,44;13;12;31|44;13;12;31|,44;13;12;31|44;13;12;31|,43;6;17;34|43;6;17;34|,43;6;17;34|43;6;17;34|,100|100|,0;0;0;0|0;0;0;0|,100|100|,43;6;17;34|43;6;17;34|,43;6;17;34|43;6;17;34|,100|100|,100|100|
12,100|100|,43;6;17;34|43;6;17;34|,43;6;17;34|43;6;17;34|,41;6;17;36|41;6;17;36|,41;6;17;36|41;6;17;36|,100|100|,0;0;0;0|0;0;0;0|,100|100|,41;6;17;36|41;6;17;36|,41;6;17;36|41;6;17;36|,100|100|,100|100|
13,100|100|,41;6;17;36|41;6;17;36|,41;6;17;36|41;6;17;36|,38;7;15;40|38;7;15;40|,38;7;15;40|38;7;15;40|,100|100|,0;0;0;0|0;0;0;0|,100|100|,38;7;15;40|38;7;15;40|,38;7;15;40|38;7;15;40|,100|100|,100|100|
