Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;0;8;0|92;0;8;0|,0.0|0.0|,92;0;8;0|92;0;8;0|,88;4;6;2|88;4;6;2|,88;4;6;2|88;4;6;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,88;4;6;2|88;4;6;2|,88;4;6;2|88;4;6;2|,100|100|,100|100|
1,100|100|,88;4;6;2|88;4;6;2|,0.0|0.0|,88;4;6;2|88;4;6;2|,87;4;5;4|87;4;5;4|,87;4;5;4|87;4;5;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,87;4;5;4|87;4;5;4|,87;4;5;4|87;4;5;4|,100|100|,100|100|
2,100|100|,87;4;5;4|87;4;5;4|,0.0|0.0|,87;4;5;4|87;4;5;4|,85;3;7;5|85;3;7;5|,85;3;7;5|85;3;7;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,85;3;7;5|85;3;7;5|,85;3;7;5|85;3;7;5|,100|100|,100|100|
3,100|100|,85;3;7;5|85;3;7;5|,0.0|0.0|,85;3;7;5|85;3;7;5|,84;3;7;6|84;3;7;6|,84;3;7;6|84;3;7;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,84;3;7;6|84;3;7;6|,84;3;7;6|84;3;7;6|,100|100|,100|100|
4,100|100|,84;3;7;6|84;3;7;6|,0.0|0.0|,84;3;7;6|84;3;7;6|,82;3;8;7|82;3;8;7|,82;3;8;7|82;3;8;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;3;8;7|82;3;8;7|,82;3;8;7|82;3;8;7|,100|100|,100|100|
5,100|100|,82;3;8;7|82;3;8;7|,0.0|0.0|,82;3;8;7|82;3;8;7|,78;6;8;8|78;6;8;8|,78;6;8;8|78;6;8;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;6;8;8|78;6;8;8|,78;6;8;8|78;6;8;8|,100|100|,100|100|
6,100|100|,78;6;8;8|78;6;8;8|,0.0|0.0|,78;6;8;8|78;6;8;8|,76;4;9;11|76;4;9;11|,76;4;9;11|76;4;9;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,76;4;9;11|76;4;9;11|,76;4;9;11|76;4;9;11|,100|100|,100|100|
7,100|100|,76;4;9;11|76;4;9;11|,0.0|0.0|,76;4;9;11|76;4;9;11|,74;4;10;12|74;4;10;12|,74;4;10;12|74;4;10;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,74;4;10;12|74;4;10;12|,74;4;10;12|74;4;10;12|,100|100|,100|100|
8,100|100|,74;4;10;12|74;4;10;12|,0.0|0.0|,74;4;10;12|74;4;10;12|,69;6;11;14|69;6;11;14|,69;6;11;14|69;6;11;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,69;6;11;14|69;6;11;14|,69;6;11;14|69;6;11;14|,100|100|,100|100|
9,100|100|,69;6;11;14|69;6;11;14|,0.0|0.0|,69;6;11;14|69;6;11;14|,67;6;11;16|67;6;11;16|,67;6;11;16|67;6;11;16|,100|100|,0;0;0;0|0;0;0;0|,100|100|,67;6;11;16|67;6;11;16|,67;6;11;16|67;6;11;16|,100|100|,100|100|
10,100|100|,67;6;11;16|67;6;11;16|,0.0|0.0|,67;6;11;16|67;6;11;16|,65;6;10;19|65;6;10;19|,65;6;10;19|65;6;10;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,65;6;10;19|65;6;10;19|,65;6;10;19|65;6;10;19|,100|100|,100|100|
11,100|100|,65;6;10;19|65;6;10;19|,0.0|0.0|,65;6;10;19|65;6;10;19|,61;7;10;22|61;7;10;22|,61;7;10;22|61;7;10;22|,100|100|,0;0;0;0|0;0;0;0|,100|100|,61;7;10;22|61;7;10;22|,61;7;10;22|61;7;10;22|,100|100|,100|100|
12,100|100|,61;7;10;22|61;7;10;22|,0.0|0.0|,61;7;10;22|61;7;10;22|,56;9;9;26|56;9;9;26|,56;9;9;26|56;9;9;26|,100|100|,0;0;0;0|0;0;0;0|,100|100|,56;9;9;26|56;9;9;26|,56;9;9;26|56;9;9;26|,100|100|,100|100|
13,100|100|,56;9;9;26|56;9;9;26|,0.0|0.0|,56;9;9;26|56;9;9;26|,55;7;9;29|55;7;9;29|,55;7;9;29|55;7;9;29|,100|100|,0;0;0;0|0;0;0;0|,100|100|,55;7;9;29|55;7;9;29|,55;7;9;29|55;7;9;29|,100|100|,100|100|
14,100|100|,55;7;9;29|55;7;9;29|,0.0|0.0|,55;7;9;29|55;7;9;29|,54;6;8;32|54;6;8;32|,54;6;8;32|54;6;8;32|,100|100|,0;0;0;0|0;0;0;0|,100|100|,54;6;8;32|54;6;8;32|,54;6;8;32|54;6;8;32|,100|100|,100|100|
15,100|100|,54;6;8;32|54;6;8;32|,0.0|0.0|,54;6;8;32|54;6;8;32|,53;4;10;33|53;4;10;33|,53;4;10;33|53;4;10;33|,100|100|,0;0;0;0|0;0;0;0|,100|100|,53;4;10;33|53;4;10;33|,53;4;10;33|53;4;10;33|,100|100|,100|100|
16,100|100|,53;4;10;33|53;4;10;33|,0.0|0.0|,53;4;10;33|53;4;10;33|,51;4;9;36|51;4;9;36|,51;4;9;36|51;4;9;36|,100|100|,0;0;0;0|0;0;0;0|,100|100|,51;4;9;36|51;4;9;36|,51;4;9;36|51;4;9;36|,100|100|,100|100|
17,100|100|,51;4;9;36|51;4;9;36|,0.0|0.0|,51;4;9;36|51;4;9;36|,47;6;10;37|47;6;10;37|,47;6;10;37|47;6;10;37|,100|100|,0;0;0;0|0;0;0;0|,100|100|,47;6;10;37|47;6;10;37|,47;6;10;37|47;6;10;37|,100|100|,100|100|
18,100|100|,47;6;10;37|47;6;10;37|,0.0|0.0|,47;6;10;37|47;6;10;37|,45;5;8;42|45;5;8;42|,45;5;8;42|45;5;8;42|,100|100|,0;0;0;0|0;0;0;0|,100|100|,45;5;8;42|45;5;8;42|,45;5;8;42|45;5;8;42|,100|100|,100|100|
19,100|100|,45;5;8;42|45;5;8;42|,0.0|0.0|,45;5;8;42|45;5;8;42|,43;6;7;44|43;6;7;44|,43;6;7;44|43;6;7;44|,100|100|,0;0;0;0|0;0;0;0|,100|100|,43;6;7;44|43;6;7;44|,43;6;7;44|43;6;7;44|,100|100|,100|100|
20,100|100|,43;6;7;44|43;6;7;44|,0.0|0.0|,43;6;7;44|43;6;7;44|,42;4;9;45|42;4;9;45|,42;4;9;45|42;4;9;45|,100|100|,0;0;0;0|0;0;0;0|,100|100|,42;4;9;45|42;4;9;45|,42;4;9;45|42;4;9;45|,100|100|,100|100|
21,100|100|,42;4;9;45|42;4;9;45|,0.0|0.0|,42;4;9;45|42;4;9;45|,41;2;11;46|41;2;11;46|,41;2;11;46|41;2;11;46|,100|100|,0;0;0;0|0;0;0;0|,100|100|,41;2;11;46|41;2;11;46|,41;2;11;46|41;2;11;46|,100|100|,100|100|
