Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,86;14;0|86;14;0|,86;14;0|86;14;0|,100|100|,0;0;0|0;0;0|,100|100|,86;14;0|86;14;0|,86;14;0|86;14;0|,100|100|,100|100|
1,100|100|,86;14;0|86;14;0|,9.9|9.9|,86;14;0|86;14;0|,81;19;0|81;19;0|,81;19;0|81;19;0|,100|100|,0;0;0|0;0;0|,100|100|,81;19;0|81;19;0|,81;19;0|81;19;0|,100|100|,100|100|
2,100|100|,81;19;0|81;19;0|,10.32|10.32|,81;19;0|81;19;0|,77;23;0|77;23;0|,77;23;0|77;23;0|,100|100|,0;0;0|0;0;0|,100|100|,77;23;0|77;23;0|,77;23;0|77;23;0|,100|100|,100|100|
3,100|100|,77;23;0|77;23;0|,11.07|11.07|,77;23;0|77;23;0|,69;31;0|69;31;0|,69;31;0|69;31;0|,100|100|,0;0;0|0;0;0|,100|100|,69;31;0|69;31;0|,69;31;0|69;31;0|,100|100|,100|100|
4,100|100|,69;31;0|69;31;0|,12.51|12.51|,69;31;0|69;31;0|,62;35;3|62;35;3|,62;35;3|62;35;3|,100|100|,0;0;0|0;0;0|,100|100|,62;35;3|62;35;3|,62;35;3|62;35;3|,100|100|,100|100|
5,100|100|,62;35;3|62;35;3|,14.13|14.13|,62;35;3|62;35;3|,54;39;7|54;39;7|,54;39;7|54;39;7|,100|100|,0;0;0|0;0;0|,100|100|,54;39;7|54;39;7|,54;39;7|54;39;7|,100|100|,100|100|
6,100|100|,54;39;7|54;39;7|,15.91|15.91|,54;39;7|54;39;7|,46;44;10|46;44;10|,46;44;10|46;44;10|,100|100|,0;0;0|0;0;0|,100|100|,46;44;10|46;44;10|,46;44;10|46;44;10|,100|100|,100|100|
7,100|100|,46;44;10|46;44;10|,17.92|17.92|,46;44;10|46;44;10|,41;48;11|41;48;11|,41;48;11|41;48;11|,100|100|,0;0;0|0;0;0|,100|100|,41;48;11|41;48;11|,41;48;11|41;48;11|,100|100|,100|100|
8,100|100|,41;48;11|41;48;11|,20.04|20.04|,41;48;11|41;48;11|,33;56;11|33;56;11|,33;56;11|33;56;11|,100|100|,0;0;0|0;0;0|,100|100|,33;56;11|33;56;11|,33;56;11|33;56;11|,100|100|,100|100|
9,100|100|,33;56;11|33;56;11|,22.63|22.63|,33;56;11|33;56;11|,25;62;13|25;62;13|,25;62;13|25;62;13|,100|100|,0;0;0|0;0;0|,100|100|,25;62;13|25;62;13|,25;62;13|25;62;13|,100|100|,100|100|
10,100|100|,25;62;13|25;62;13|,25.44|25.44|,25;62;13|25;62;13|,19;65;16|19;65;16|,19;65;16|19;65;16|,100|100|,0;0;0|0;0;0|,100|100|,19;65;16|19;65;16|,19;65;16|19;65;16|,100|100|,100|100|
