Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,85;15;0|85;15;0|,85;15;0|85;15;0|,100|100|,0;0;0|0;0;0|,100|100|,85;15;0|85;15;0|,85;15;0|85;15;0|,100|100|,100|100|
1,100|100|,85;15;0|85;15;0|,10.0|10.0|,85;15;0|85;15;0|,80;19;1|80;19;1|,80;19;1|80;19;1|,100|100|,0;0;0|0;0;0|,100|100|,80;19;1|80;19;1|,80;19;1|80;19;1|,100|100|,100|100|
2,100|100|,80;19;1|80;19;1|,10.4|10.4|,80;19;1|80;19;1|,75;23;2|75;23;2|,75;23;2|75;23;2|,100|100|,0;0;0|0;0;0|,100|100|,75;23;2|75;23;2|,75;23;2|75;23;2|,100|100|,100|100|
3,100|100|,75;23;2|75;23;2|,11.14|11.14|,75;23;2|75;23;2|,66;30;4|66;30;4|,66;30;4|66;30;4|,100|100|,0;0;0|0;0;0|,100|100|,66;30;4|66;30;4|,66;30;4|66;30;4|,100|100|,100|100|
4,100|100|,66;30;4|66;30;4|,12.47|12.47|,66;30;4|66;30;4|,58;37;5|58;37;5|,58;37;5|58;37;5|,100|100|,0;0;0|0;0;0|,100|100|,58;37;5|58;37;5|,58;37;5|58;37;5|,100|100|,100|100|
5,100|100|,58;37;5|58;37;5|,14.3|14.3|,58;37;5|58;37;5|,47;45;8|47;45;8|,47;45;8|47;45;8|,100|100|,0;0;0|0;0;0|,100|100|,47;45;8|47;45;8|,47;45;8|47;45;8|,100|100|,100|100|
6,100|100|,47;45;8|47;45;8|,16.65|16.65|,47;45;8|47;45;8|,35;52;13|35;52;13|,35;52;13|35;52;13|,100|100|,0;0;0|0;0;0|,100|100|,35;52;13|35;52;13|,35;52;13|35;52;13|,100|100|,100|100|
7,100|100|,35;52;13|35;52;13|,19.36|19.36|,35;52;13|35;52;13|,29;51;20|29;51;20|,29;51;20|29;51;20|,100|100|,0;0;0|0;0;0|,100|100|,29;51;20|29;51;20|,29;51;20|29;51;20|,100|100|,100|100|
8,100|100|,29;51;20|29;51;20|,21.55|21.55|,29;51;20|29;51;20|,23;54;23|23;54;23|,23;54;23|23;54;23|,100|100|,0;0;0|0;0;0|,100|100|,23;54;23|23;54;23|,23;54;23|23;54;23|,100|100|,100|100|
9,100|100|,23;54;23|23;54;23|,23.72|23.72|,23;54;23|23;54;23|,19;55;26|19;55;26|,19;55;26|19;55;26|,100|100|,0;0;0|0;0;0|,100|100|,19;55;26|19;55;26|,19;55;26|19;55;26|,100|100|,100|100|
10,100|100|,19;55;26|19;55;26|,25.66|25.66|,19;55;26|19;55;26|,14;56;30|14;56;30|,14;56;30|14;56;30|,100|100|,0;0;0|0;0;0|,100|100|,14;56;30|14;56;30|,14;56;30|14;56;30|,100|100|,100|100|
11,100|100|,14;56;30|14;56;30|,27.41|27.41|,14;56;30|14;56;30|,11;57;32|11;57;32|,11;57;32|11;57;32|,100|100|,0;0;0|0;0;0|,100|100|,11;57;32|11;57;32|,11;57;32|11;57;32|,100|100|,100|100|
12,100|100|,11;57;32|11;57;32|,29.0|29.0|,11;57;32|11;57;32|,10;56;34|10;56;34|,10;56;34|10;56;34|,100|100|,0;0;0|0;0;0|,100|100|,10;56;34|10;56;34|,10;56;34|10;56;34|,100|100|,100|100|
13,100|100|,10;56;34|10;56;34|,30.25|30.25|,10;56;34|10;56;34|,6;57;37|6;57;37|,6;57;37|6;57;37|,100|100|,0;0;0|0;0;0|,100|100|,6;57;37|6;57;37|,6;57;37|6;57;37|,100|100|,100|100|
14,100|100|,6;57;37|6;57;37|,31.41|31.41|,6;57;37|6;57;37|,4;56;40|4;56;40|,4;56;40|4;56;40|,100|100|,0;0;0|0;0;0|,100|100|,4;56;40|4;56;40|,4;56;40|4;56;40|,100|100|,100|100|
15,100|100|,4;56;40|4;56;40|,32.3|32.3|,4;56;40|4;56;40|,3;55;42|3;55;42|,3;55;42|3;55;42|,100|100|,0;0;0|0;0;0|,100|100|,3;55;42|3;55;42|,3;55;42|3;55;42|,100|100|,100|100|
16,100|100|,3;55;42|3;55;42|,32.96|32.96|,3;55;42|3;55;42|,2;55;43|2;55;43|,2;55;43|2;55;43|,100|100|,0;0;0|0;0;0|,100|100|,2;55;43|2;55;43|,2;55;43|2;55;43|,100|100|,100|100|
17,100|100|,2;55;43|2;55;43|,33.51|33.51|,2;55;43|2;55;43|,2;50;48|2;50;48|,2;50;48|2;50;48|,100|100|,0;0;0|0;0;0|,100|100|,2;50;48|2;50;48|,2;50;48|2;50;48|,100|100|,100|100|
