Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,88;12;0|88;12;0|,0.0|0.0|,88;12;0|88;12;0|,79;18;3|79;18;3|,79;18;3|79;18;3|,100|100|,0;0;0|0;0;0|,100|100|,79;18;3|79;18;3|,79;18;3|79;18;3|,100|100|,100|100|
1,100|100|,79;18;3|79;18;3|,0.0|0.0|,79;18;3|79;18;3|,73;23;4|73;23;4|,73;23;4|73;23;4|,100|100|,0;0;0|0;0;0|,100|100|,73;23;4|73;23;4|,73;23;4|73;23;4|,100|100|,100|100|
2,100|100|,73;23;4|73;23;4|,0.0|0.0|,73;23;4|73;23;4|,66;26;8|66;26;8|,66;26;8|66;26;8|,100|100|,0;0;0|0;0;0|,100|100|,66;26;8|66;26;8|,66;26;8|66;26;8|,100|100|,100|100|
3,100|100|,66;26;8|66;26;8|,0.0|0.0|,66;26;8|66;26;8|,58;31;11|58;31;11|,58;31;11|58;31;11|,100|100|,0;0;0|0;0;0|,100|100|,58;31;11|58;31;11|,58;31;11|58;31;11|,100|100|,100|100|
4,100|100|,58;31;11|58;31;11|,0.0|0.0|,58;31;11|58;31;11|,50;34;16|50;34;16|,50;34;16|50;34;16|,100|100|,0;0;0|0;0;0|,100|100|,50;34;16|50;34;16|,50;34;16|50;34;16|,100|100|,100|100|
5,100|100|,50;34;16|50;34;16|,0.0|0.0|,50;34;16|50;34;16|,48;37;15|48;37;15|,48;37;15|48;37;15|,100|100|,0;0;0|0;0;0|,100|100|,48;37;15|48;37;15|,48;37;15|48;37;15|,100|100|,100|100|
6,100|100|,48;37;15|48;37;15|,0.0|0.0|,48;37;15|48;37;15|,47;32;21|47;32;21|,47;32;21|47;32;21|,100|100|,0;0;0|0;0;0|,100|100|,47;32;21|47;32;21|,47;32;21|47;32;21|,100|100|,100|100|
7,100|100|,47;32;21|47;32;21|,0.0|0.0|,47;32;21|47;32;21|,40;34;26|40;34;26|,40;34;26|40;34;26|,100|100|,0;0;0|0;0;0|,100|100|,40;34;26|40;34;26|,40;34;26|40;34;26|,100|100|,100|100|
8,100|100|,40;34;26|40;34;26|,0.0|0.0|,40;34;26|40;34;26|,39;31;30|39;31;30|,39;31;30|39;31;30|,100|100|,0;0;0|0;0;0|,100|100|,39;31;30|39;31;30|,39;31;30|39;31;30|,100|100|,100|100|
9,100|100|,39;31;30|39;31;30|,0.0|0.0|,39;31;30|39;31;30|,36;33;31|36;33;31|,36;33;31|36;33;31|,100|100|,0;0;0|0;0;0|,100|100|,36;33;31|36;33;31|,36;33;31|36;33;31|,100|100|,100|100|
10,100|100|,36;33;31|36;33;31|,0.0|0.0|,36;33;31|36;33;31|,36;34;30|36;34;30|,36;34;30|36;34;30|,100|100|,0;0;0|0;0;0|,100|100|,36;34;30|36;34;30|,36;34;30|36;34;30|,100|100|,100|100|
11,100|100|,36;34;30|36;34;30|,0.0|0.0|,36;34;30|36;34;30|,31;36;33|31;36;33|,31;36;33|31;36;33|,100|100|,0;0;0|0;0;0|,100|100|,31;36;33|31;36;33|,31;36;33|31;36;33|,100|100|,100|100|
12,100|100|,31;36;33|31;36;33|,0.0|0.0|,31;36;33|31;36;33|,32;33;35|32;33;35|,32;33;35|32;33;35|,100|100|,0;0;0|0;0;0|,100|100|,32;33;35|32;33;35|,32;33;35|32;33;35|,100|100|,100|100|
13,100|100|,32;33;35|32;33;35|,0.0|0.0|,32;33;35|32;33;35|,30;37;33|30;37;33|,30;37;33|30;37;33|,100|100|,0;0;0|0;0;0|,100|100|,30;37;33|30;37;33|,30;37;33|30;37;33|,100|100|,100|100|
14,100|100|,30;37;33|30;37;33|,0.0|0.0|,30;37;33|30;37;33|,27;40;33|27;40;33|,27;40;33|27;40;33|,100|100|,0;0;0|0;0;0|,100|100|,27;40;33|27;40;33|,27;40;33|27;40;33|,100|100|,100|100|
15,100|100|,27;40;33|27;40;33|,0.0|0.0|,27;40;33|27;40;33|,27;35;38|27;35;38|,27;35;38|27;35;38|,100|100|,0;0;0|0;0;0|,100|100|,27;35;38|27;35;38|,27;35;38|27;35;38|,100|100|,100|100|
16,100|100|,27;35;38|27;35;38|,0.0|0.0|,27;35;38|27;35;38|,34;31;35|34;31;35|,34;31;35|34;31;35|,100|100|,0;0;0|0;0;0|,100|100|,34;31;35|34;31;35|,34;31;35|34;31;35|,100|100|,100|100|
17,100|100|,34;31;35|34;31;35|,0.0|0.0|,34;31;35|34;31;35|,32;29;39|32;29;39|,32;29;39|32;29;39|,100|100|,0;0;0|0;0;0|,100|100|,32;29;39|32;29;39|,32;29;39|32;29;39|,100|100|,100|100|
18,100|100|,32;29;39|32;29;39|,0.0|0.0|,32;29;39|32;29;39|,33;28;39|33;28;39|,33;28;39|33;28;39|,100|100|,0;0;0|0;0;0|,100|100|,33;28;39|33;28;39|,33;28;39|33;28;39|,100|100|,100|100|
19,100|100|,33;28;39|33;28;39|,0.0|0.0|,33;28;39|33;28;39|,42;24;34|42;24;34|,42;24;34|42;24;34|,100|100|,0;0;0|0;0;0|,100|100|,42;24;34|42;24;34|,42;24;34|42;24;34|,100|100|,100|100|
20,100|100|,42;24;34|42;24;34|,0.0|0.0|,42;24;34|42;24;34|,46;24;30|46;24;30|,46;24;30|46;24;30|,100|100|,0;0;0|0;0;0|,100|100|,46;24;30|46;24;30|,46;24;30|46;24;30|,100|100|,100|100|
21,100|100|,46;24;30|46;24;30|,0.0|0.0|,46;24;30|46;24;30|,45;22;33|45;22;33|,45;22;33|45;22;33|,100|100|,0;0;0|0;0;0|,100|100|,45;22;33|45;22;33|,45;22;33|45;22;33|,100|100|,100|100|
22,100|100|,45;22;33|45;22;33|,0.0|0.0|,45;22;33|45;22;33|,47;25;28|47;25;28|,47;25;28|47;25;28|,100|100|,0;0;0|0;0;0|,100|100|,47;25;28|47;25;28|,47;25;28|47;25;28|,100|100|,100|100|
23,100|100|,47;25;28|47;25;28|,0.0|0.0|,47;25;28|47;25;28|,48;28;24|48;28;24|,48;28;24|48;28;24|,100|100|,0;0;0|0;0;0|,100|100|,48;28;24|48;28;24|,48;28;24|48;28;24|,100|100|,100|100|
24,100|100|,48;28;24|48;28;24|,0.0|0.0|,48;28;24|48;28;24|,41;33;26|41;33;26|,41;33;26|41;33;26|,100|100|,0;0;0|0;0;0|,100|100|,41;33;26|41;33;26|,41;33;26|41;33;26|,100|100|,100|100|
25,100|100|,41;33;26|41;33;26|,0.0|0.0|,41;33;26|41;33;26|,42;32;26|42;32;26|,42;32;26|42;32;26|,100|100|,0;0;0|0;0;0|,100|100|,42;32;26|42;32;26|,42;32;26|42;32;26|,100|100|,100|100|
26,100|100|,42;32;26|42;32;26|,0.0|0.0|,42;32;26|42;32;26|,40;32;28|40;32;28|,40;32;28|40;32;28|,100|100|,0;0;0|0;0;0|,100|100|,40;32;28|40;32;28|,40;32;28|40;32;28|,100|100|,100|100|
27,100|100|,40;32;28|40;32;28|,0.0|0.0|,40;32;28|40;32;28|,40;31;29|40;31;29|,40;31;29|40;31;29|,100|100|,0;0;0|0;0;0|,100|100|,40;31;29|40;31;29|,40;31;29|40;31;29|,100|100|,100|100|
28,100|100|,40;31;29|40;31;29|,0.0|0.0|,40;31;29|40;31;29|,39;31;30|39;31;30|,39;31;30|39;31;30|,100|100|,0;0;0|0;0;0|,100|100|,39;31;30|39;31;30|,39;31;30|39;31;30|,100|100|,100|100|
29,100|100|,39;31;30|39;31;30|,0.0|0.0|,39;31;30|39;31;30|,42;28;30|42;28;30|,42;28;30|42;28;30|,100|100|,0;0;0|0;0;0|,100|100|,42;28;30|42;28;30|,42;28;30|42;28;30|,100|100|,100|100|
30,100|100|,42;28;30|42;28;30|,0.0|0.0|,42;28;30|42;28;30|,46;27;27|46;27;27|,46;27;27|46;27;27|,100|100|,0;0;0|0;0;0|,100|100|,46;27;27|46;27;27|,46;27;27|46;27;27|,100|100|,100|100|
