Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,88;12;0|88;12;0|,0.0|0.0|,88;12;0|88;12;0|,85;12;3|85;12;3|,85;12;3|85;12;3|,100|100|,0;0;0|0;0;0|,100|100|,85;12;3|85;12;3|,85;12;3|85;12;3|,100|100|,100|100|
1,100|100|,85;12;3|85;12;3|,0.0|0.0|,85;12;3|85;12;3|,79;13;8|79;13;8|,79;13;8|79;13;8|,100|100|,0;0;0|0;0;0|,100|100|,79;13;8|79;13;8|,79;13;8|79;13;8|,100|100|,100|100|
2,100|100|,79;13;8|79;13;8|,0.0|0.0|,79;13;8|79;13;8|,76;14;10|76;14;10|,76;14;10|76;14;10|,100|100|,0;0;0|0;0;0|,100|100|,76;14;10|76;14;10|,76;14;10|76;14;10|,100|100|,100|100|
3,100|100|,76;14;10|76;14;10|,0.0|0.0|,76;14;10|76;14;10|,72;16;12|72;16;12|,72;16;12|72;16;12|,100|100|,0;0;0|0;0;0|,100|100|,72;16;12|72;16;12|,72;16;12|72;16;12|,100|100|,100|100|
4,100|100|,72;16;12|72;16;12|,0.0|0.0|,72;16;12|72;16;12|,68;18;14|68;18;14|,68;18;14|68;18;14|,100|100|,0;0;0|0;0;0|,100|100|,68;18;14|68;18;14|,68;18;14|68;18;14|,100|100|,100|100|
5,100|100|,68;18;14|68;18;14|,0.0|0.0|,68;18;14|68;18;14|,60;26;14|60;26;14|,60;26;14|60;26;14|,100|100|,0;0;0|0;0;0|,100|100|,60;26;14|60;26;14|,60;26;14|60;26;14|,100|100|,100|100|
6,100|100|,60;26;14|60;26;14|,0.0|0.0|,60;26;14|60;26;14|,55;26;19|55;26;19|,55;26;19|55;26;19|,100|100|,0;0;0|0;0;0|,100|100|,55;26;19|55;26;19|,55;26;19|55;26;19|,100|100|,100|100|
7,100|100|,55;26;19|55;26;19|,0.0|0.0|,55;26;19|55;26;19|,46;31;23|46;31;23|,46;31;23|46;31;23|,100|100|,0;0;0|0;0;0|,100|100|,46;31;23|46;31;23|,46;31;23|46;31;23|,100|100|,100|100|
8,100|100|,46;31;23|46;31;23|,0.0|0.0|,46;31;23|46;31;23|,37;33;30|37;33;30|,37;33;30|37;33;30|,100|100|,0;0;0|0;0;0|,100|100|,37;33;30|37;33;30|,37;33;30|37;33;30|,100|100|,100|100|
9,100|100|,37;33;30|37;33;30|,0.0|0.0|,37;33;30|37;33;30|,30;34;36|30;34;36|,30;34;36|30;34;36|,100|100|,0;0;0|0;0;0|,100|100|,30;34;36|30;34;36|,30;34;36|30;34;36|,100|100|,100|100|
10,100|100|,30;34;36|30;34;36|,0.0|0.0|,30;34;36|30;34;36|,28;31;41|28;31;41|,28;31;41|28;31;41|,100|100|,0;0;0|0;0;0|,100|100|,28;31;41|28;31;41|,28;31;41|28;31;41|,100|100|,100|100|
11,100|100|,28;31;41|28;31;41|,0.0|0.0|,28;31;41|28;31;41|,27;25;48|27;25;48|,27;25;48|27;25;48|,100|100|,0;0;0|0;0;0|,100|100|,27;25;48|27;25;48|,27;25;48|27;25;48|,100|100|,100|100|
12,100|100|,27;25;48|27;25;48|,0.0|0.0|,27;25;48|27;25;48|,26;19;55|26;19;55|,26;19;55|26;19;55|,100|100|,0;0;0|0;0;0|,100|100|,26;19;55|26;19;55|,26;19;55|26;19;55|,100|100|,100|100|
