Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;0;9;0|91;0;9;0|,91;0;9;0|91;0;9;0|,86;5;7;2|86;5;7;2|,86;5;7;2|86;5;7;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,86;5;7;2|86;5;7;2|,86;5;7;2|86;5;7;2|,100|100|,100|100|
1,100|100|,86;5;7;2|86;5;7;2|,86;5;7;2|86;5;7;2|,84;6;5;5|84;6;5;5|,84;6;5;5|84;6;5;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,84;6;5;5|84;6;5;5|,84;6;5;5|84;6;5;5|,100|100|,100|100|
2,100|100|,84;6;5;5|84;6;5;5|,84;6;5;5|84;6;5;5|,82;5;8;5|82;5;8;5|,82;5;8;5|82;5;8;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;5;8;5|82;5;8;5|,82;5;8;5|82;5;8;5|,100|100|,100|100|
3,100|100|,82;5;8;5|82;5;8;5|,82;5;8;5|82;5;8;5|,81;3;11;5|81;3;11;5|,81;3;11;5|81;3;11;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,81;3;11;5|81;3;11;5|,81;3;11;5|81;3;11;5|,100|100|,100|100|
4,100|100|,81;3;11;5|81;3;11;5|,81;3;11;5|81;3;11;5|,78;4;11;7|78;4;11;7|,78;4;11;7|78;4;11;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;4;11;7|78;4;11;7|,78;4;11;7|78;4;11;7|,100|100|,100|100|
5,100|100|,78;4;11;7|78;4;11;7|,78;4;11;7|78;4;11;7|,73;8;11;8|73;8;11;8|,73;8;11;8|73;8;11;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,73;8;11;8|73;8;11;8|,73;8;11;8|73;8;11;8|,100|100|,100|100|
6,100|100|,73;8;11;8|73;8;11;8|,73;8;11;8|73;8;11;8|,70;7;15;8|70;7;15;8|,70;7;15;8|70;7;15;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,70;7;15;8|70;7;15;8|,70;7;15;8|70;7;15;8|,100|100|,100|100|
7,100|100|,70;7;15;8|70;7;15;8|,70;7;15;8|70;7;15;8|,59;16;15;10|59;16;15;10|,59;16;15;10|59;16;15;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,59;16;15;10|59;16;15;10|,59;16;15;10|59;16;15;10|,100|100|,100|100|
8,100|100|,59;16;15;10|59;16;15;10|,59;16;15;10|59;16;15;10|,56;10;21;13|56;10;21;13|,56;10;21;13|56;10;21;13|,100|100|,0;0;0;0|0;0;0;0|,100|100|,56;10;21;13|56;10;21;13|,56;10;21;13|56;10;21;13|,100|100|,100|100|
9,100|100|,56;10;21;13|56;10;21;13|,56;10;21;13|56;10;21;13|,49;12;23;16|49;12;23;16|,49;12;23;16|49;12;23;16|,100|100|,0;0;0;0|0;0;0;0|,100|100|,49;12;23;16|49;12;23;16|,49;12;23;16|49;12;23;16|,100|100|,100|100|
10,100|100|,49;12;23;16|49;12;23;16|,49;12;23;16|49;12;23;16|,44;10;24;22|44;10;24;22|,44;10;24;22|44;10;24;22|,100|100|,0;0;0;0|0;0;0;0|,100|100|,44;10;24;22|44;10;24;22|,44;10;24;22|44;10;24;22|,100|100|,100|100|
11,100|100|,44;10;24;22|44;10;24;22|,44;10;24;22|44;10;24;22|,39;13;24;24|39;13;24;24|,39;13;24;24|39;13;24;24|,100|100|,0;0;0;0|0;0;0;0|,100|100|,39;13;24;24|39;13;24;24|,39;13;24;24|39;13;24;24|,100|100|,100|100|
12,100|100|,39;13;24;24|39;13;24;24|,39;13;24;24|39;13;24;24|,34;13;26;27|34;13;26;27|,34;13;26;27|34;13;26;27|,100|100|,0;0;0;0|0;0;0;0|,100|100|,34;13;26;27|34;13;26;27|,34;13;26;27|34;13;26;27|,100|100|,100|100|
13,100|100|,34;13;26;27|34;13;26;27|,34;13;26;27|34;13;26;27|,30;7;32;31|30;7;32;31|,30;7;32;31|30;7;32;31|,100|100|,0;0;0;0|0;0;0;0|,100|100|,30;7;32;31|30;7;32;31|,30;7;32;31|30;7;32;31|,100|100|,100|100|
14,100|100|,30;7;32;31|30;7;32;31|,30;7;32;31|30;7;32;31|,25;10;25;40|25;10;25;40|,25;10;25;40|25;10;25;40|,100|100|,0;0;0;0|0;0;0;0|,100|100|,25;10;25;40|25;10;25;40|,25;10;25;40|25;10;25;40|,100|100|,100|100|
15,100|100|,25;10;25;40|25;10;25;40|,25;10;25;40|25;10;25;40|,24;4;29;43|24;4;29;43|,24;4;29;43|24;4;29;43|,100|100|,0;0;0;0|0;0;0;0|,100|100|,24;4;29;43|24;4;29;43|,24;4;29;43|24;4;29;43|,100|100|,100|100|
16,100|100|,24;4;29;43|24;4;29;43|,24;4;29;43|24;4;29;43|,20;6;25;49|20;6;25;49|,20;6;25;49|20;6;25;49|,100|100|,0;0;0;0|0;0;0;0|,100|100|,20;6;25;49|20;6;25;49|,20;6;25;49|20;6;25;49|,100|100|,100|100|
17,100|100|,20;6;25;49|20;6;25;49|,20;6;25;49|20;6;25;49|,15;6;26;53|15;6;26;53|,15;6;26;53|15;6;26;53|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;6;26;53|15;6;26;53|,15;6;26;53|15;6;26;53|,100|100|,100|100|
18,100|100|,15;6;26;53|15;6;26;53|,15;6;26;53|15;6;26;53|,14;5;23;58|14;5;23;58|,14;5;23;58|14;5;23;58|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;5;23;58|14;5;23;58|,14;5;23;58|14;5;23;58|,100|100|,100|100|
19,100|100|,14;5;23;58|14;5;23;58|,14;5;23;58|14;5;23;58|,10;8;23;59|10;8;23;59|,10;8;23;59|10;8;23;59|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;8;23;59|10;8;23;59|,10;8;23;59|10;8;23;59|,100|100|,100|100|
20,100|100|,10;8;23;59|10;8;23;59|,10;8;23;59|10;8;23;59|,10;4;22;64|10;4;22;64|,10;4;22;64|10;4;22;64|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;4;22;64|10;4;22;64|,10;4;22;64|10;4;22;64|,100|100|,100|100|
21,100|100|,10;4;22;64|10;4;22;64|,10;4;22;64|10;4;22;64|,10;2;21;67|10;2;21;67|,10;2;21;67|10;2;21;67|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;2;21;67|10;2;21;67|,10;2;21;67|10;2;21;67|,100|100|,100|100|
22,100|100|,10;2;21;67|10;2;21;67|,10;2;21;67|10;2;21;67|,10;1;20;69|10;1;20;69|,10;1;20;69|10;1;20;69|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;1;20;69|10;1;20;69|,10;1;20;69|10;1;20;69|,100|100|,100|100|
23,100|100|,10;1;20;69|10;1;20;69|,10;1;20;69|10;1;20;69|,7;3;19;71|7;3;19;71|,7;3;19;71|7;3;19;71|,100|100|,0;0;0;0|0;0;0;0|,100|100|,7;3;19;71|7;3;19;71|,7;3;19;71|7;3;19;71|,100|100|,100|100|
24,100|100|,7;3;19;71|7;3;19;71|,7;3;19;71|7;3;19;71|,7;1;16;76|7;1;16;76|,7;1;16;76|7;1;16;76|,100|100|,0;0;0;0|0;0;0;0|,100|100|,7;1;16;76|7;1;16;76|,7;1;16;76|7;1;16;76|,100|100|,100|100|
25,100|100|,7;1;16;76|7;1;16;76|,7;1;16;76|7;1;16;76|,6;2;12;80|6;2;12;80|,6;2;12;80|6;2;12;80|,100|100|,0;0;0;0|0;0;0;0|,100|100|,6;2;12;80|6;2;12;80|,6;2;12;80|6;2;12;80|,100|100|,100|100|
26,100|100|,6;2;12;80|6;2;12;80|,6;2;12;80|6;2;12;80|,6;1;11;82|6;1;11;82|,6;1;11;82|6;1;11;82|,100|100|,0;0;0;0|0;0;0;0|,100|100|,6;1;11;82|6;1;11;82|,6;1;11;82|6;1;11;82|,100|100|,100|100|
27,100|100|,6;1;11;82|6;1;11;82|,6;1;11;82|6;1;11;82|,5;1;10;84|5;1;10;84|,5;1;10;84|5;1;10;84|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;1;10;84|5;1;10;84|,5;1;10;84|5;1;10;84|,100|100|,100|100|
28,100|100|,5;1;10;84|5;1;10;84|,5;1;10;84|5;1;10;84|,5;1;8;86|5;1;8;86|,5;1;8;86|5;1;8;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;1;8;86|5;1;8;86|,5;1;8;86|5;1;8;86|,100|100|,100|100|
29,100|100|,5;1;8;86|5;1;8;86|,5;1;8;86|5;1;8;86|,5;1;7;87|5;1;7;87|,5;1;7;87|5;1;7;87|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;1;7;87|5;1;7;87|,5;1;7;87|5;1;7;87|,100|100|,100|100|
30,100|100|,5;1;7;87|5;1;7;87|,5;1;7;87|5;1;7;87|,5;0;8;87|5;0;8;87|,5;0;8;87|5;0;8;87|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;0;8;87|5;0;8;87|,5;0;8;87|5;0;8;87|,100|100|,100|100|
31,100|100|,5;0;8;87|5;0;8;87|,5;0;8;87|5;0;8;87|,5;0;8;87|5;0;8;87|,5;0;8;87|5;0;8;87|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;0;8;87|5;0;8;87|,5;0;8;87|5;0;8;87|,100|100|,100|100|
32,100|100|,5;0;8;87|5;0;8;87|,5;0;8;87|5;0;8;87|,5;0;5;90|5;0;5;90|,5;0;5;90|5;0;5;90|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;0;5;90|5;0;5;90|,5;0;5;90|5;0;5;90|,100|100|,100|100|
33,100|100|,5;0;5;90|5;0;5;90|,5;0;5;90|5;0;5;90|,5;0;4;91|5;0;4;91|,5;0;4;91|5;0;4;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;0;4;91|5;0;4;91|,5;0;4;91|5;0;4;91|,100|100|,100|100|
34,100|100|,5;0;4;91|5;0;4;91|,5;0;4;91|5;0;4;91|,5;0;3;92|5;0;3;92|,5;0;3;92|5;0;3;92|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;0;3;92|5;0;3;92|,5;0;3;92|5;0;3;92|,100|100|,100|100|
35,100|100|,5;0;3;92|5;0;3;92|,5;0;3;92|5;0;3;92|,5;0;3;92|5;0;3;92|,5;0;3;92|5;0;3;92|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;0;3;92|5;0;3;92|,5;0;3;92|5;0;3;92|,100|100|,100|100|
36,100|100|,5;0;3;92|5;0;3;92|,5;0;3;92|5;0;3;92|,5;0;3;92|5;0;3;92|,5;0;3;92|5;0;3;92|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;0;3;92|5;0;3;92|,5;0;3;92|5;0;3;92|,100|100|,100|100|
37,100|100|,5;0;3;92|5;0;3;92|,5;0;3;92|5;0;3;92|,5;0;2;93|5;0;2;93|,5;0;2;93|5;0;2;93|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;0;2;93|5;0;2;93|,5;0;2;93|5;0;2;93|,100|100|,100|100|
38,100|100|,5;0;2;93|5;0;2;93|,5;0;2;93|5;0;2;93|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,100|100|,100|100|
39,100|100|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,100|100|,100|100|
40,100|100|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,100|100|,100|100|
41,100|100|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,100|100|,100|100|
42,100|100|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,100|100|,100|100|
43,100|100|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,100|100|,100|100|
44,100|100|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,100|100|,100|100|
45,100|100|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,100|100|,100|100|
46,100|100|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;0;0;95|5;0;0;95|,5;0;0;95|5;0;0;95|,100|100|,100|100|
