Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;0;8;0|92;0;8;0|,92;0;8;0|92;0;8;0|,89;3;5;3|89;3;5;3|,89;3;5;3|89;3;5;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,89;3;5;3|89;3;5;3|,89;3;5;3|89;3;5;3|,100|100|,100|100|
1,100|100|,89;3;5;3|89;3;5;3|,89;3;5;3|89;3;5;3|,87;2;5;6|87;2;5;6|,87;2;5;6|87;2;5;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,87;2;5;6|87;2;5;6|,87;2;5;6|87;2;5;6|,100|100|,100|100|
2,100|100|,87;2;5;6|87;2;5;6|,87;2;5;6|87;2;5;6|,84;4;4;8|84;4;4;8|,84;4;4;8|84;4;4;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,84;4;4;8|84;4;4;8|,84;4;4;8|84;4;4;8|,100|100|,100|100|
3,100|100|,84;4;4;8|84;4;4;8|,84;4;4;8|84;4;4;8|,82;4;5;9|82;4;5;9|,82;4;5;9|82;4;5;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;4;5;9|82;4;5;9|,82;4;5;9|82;4;5;9|,100|100|,100|100|
4,100|100|,82;4;5;9|82;4;5;9|,82;4;5;9|82;4;5;9|,79;6;5;10|79;6;5;10|,79;6;5;10|79;6;5;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,79;6;5;10|79;6;5;10|,79;6;5;10|79;6;5;10|,100|100|,100|100|
5,100|100|,79;6;5;10|79;6;5;10|,79;6;5;10|79;6;5;10|,79;3;7;11|79;3;7;11|,79;3;7;11|79;3;7;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,79;3;7;11|79;3;7;11|,79;3;7;11|79;3;7;11|,100|100|,100|100|
6,100|100|,79;3;7;11|79;3;7;11|,79;3;7;11|79;3;7;11|,75;5;9;11|75;5;9;11|,75;5;9;11|75;5;9;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,75;5;9;11|75;5;9;11|,75;5;9;11|75;5;9;11|,100|100|,100|100|
7,100|100|,75;5;9;11|75;5;9;11|,75;5;9;11|75;5;9;11|,73;3;11;13|73;3;11;13|,73;3;11;13|73;3;11;13|,100|100|,0;0;0;0|0;0;0;0|,100|100|,73;3;11;13|73;3;11;13|,73;3;11;13|73;3;11;13|,100|100|,100|100|
8,100|100|,73;3;11;13|73;3;11;13|,73;3;11;13|73;3;11;13|,72;1;12;15|72;1;12;15|,72;1;12;15|72;1;12;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,72;1;12;15|72;1;12;15|,72;1;12;15|72;1;12;15|,100|100|,100|100|
9,100|100|,72;1;12;15|72;1;12;15|,72;1;12;15|72;1;12;15|,70;2;11;17|70;2;11;17|,70;2;11;17|70;2;11;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,70;2;11;17|70;2;11;17|,70;2;11;17|70;2;11;17|,100|100|,100|100|
