Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;9;0|91;9;0|,10.0|10.0|,91;9;0|91;9;0|,86;14;0|86;14;0|,86;14;0|86;14;0|,100|100|,0;0;0|0;0;0|,100|100|,86;14;0|86;14;0|,86;14;0|86;14;0|,100|100|,100|100|
1,100|100|,86;14;0|86;14;0|,9.4|9.4|,86;14;0|86;14;0|,80;20;0|80;20;0|,80;20;0|80;20;0|,100|100|,0;0;0|0;0;0|,100|100|,80;20;0|80;20;0|,80;20;0|80;20;0|,100|100|,100|100|
2,100|100|,80;20;0|80;20;0|,9.39|9.39|,80;20;0|80;20;0|,76;24;0|76;24;0|,76;24;0|76;24;0|,100|100|,0;0;0|0;0;0|,100|100|,76;24;0|76;24;0|,76;24;0|76;24;0|,100|100|,100|100|
3,100|100|,76;24;0|76;24;0|,9.98|9.98|,76;24;0|76;24;0|,66;33;1|66;33;1|,66;33;1|66;33;1|,100|100|,0;0;0|0;0;0|,100|100|,66;33;1|66;33;1|,66;33;1|66;33;1|,100|100|,100|100|
4,100|100|,66;33;1|66;33;1|,10.88|10.88|,66;33;1|66;33;1|,54;44;2|54;44;2|,54;44;2|54;44;2|,100|100|,0;0;0|0;0;0|,100|100|,54;44;2|54;44;2|,54;44;2|54;44;2|,100|100|,100|100|
5,100|100|,54;44;2|54;44;2|,12.55|12.55|,54;44;2|54;44;2|,44;51;5|44;51;5|,44;51;5|44;51;5|,100|100|,0;0;0|0;0;0|,100|100|,44;51;5|44;51;5|,44;51;5|44;51;5|,100|100|,100|100|
6,100|100|,44;51;5|44;51;5|,15.07|15.07|,44;51;5|44;51;5|,34;57;9|34;57;9|,34;57;9|34;57;9|,100|100|,0;0;0|0;0;0|,100|100|,34;57;9|34;57;9|,34;57;9|34;57;9|,100|100|,100|100|
7,100|100|,34;57;9|34;57;9|,17.91|17.91|,34;57;9|34;57;9|,28;61;11|28;61;11|,28;61;11|28;61;11|,100|100|,0;0;0|0;0;0|,100|100|,28;61;11|28;61;11|,28;61;11|28;61;11|,100|100|,100|100|
8,100|100|,28;61;11|28;61;11|,20.92|20.92|,28;61;11|28;61;11|,21;62;17|21;62;17|,21;62;17|21;62;17|,100|100|,0;0;0|0;0;0|,100|100|,21;62;17|21;62;17|,21;62;17|21;62;17|,100|100|,100|100|
9,100|100|,21;62;17|21;62;17|,23.88|23.88|,21;62;17|21;62;17|,16;65;19|16;65;19|,16;65;19|16;65;19|,100|100|,0;0;0|0;0;0|,100|100|,16;65;19|16;65;19|,16;65;19|16;65;19|,100|100|,100|100|
10,100|100|,16;65;19|16;65;19|,26.5|26.5|,16;65;19|16;65;19|,12;65;23|12;65;23|,12;65;23|12;65;23|,100|100|,0;0;0|0;0;0|,100|100|,12;65;23|12;65;23|,12;65;23|12;65;23|,100|100|,100|100|
11,100|100|,12;65;23|12;65;23|,29.03|29.03|,12;65;23|12;65;23|,8;67;25|8;67;25|,8;67;25|8;67;25|,100|100|,0;0;0|0;0;0|,100|100|,8;67;25|8;67;25|,8;67;25|8;67;25|,100|100|,100|100|
12,100|100|,8;67;25|8;67;25|,31.17|31.17|,8;67;25|8;67;25|,7;64;29|7;64;29|,7;64;29|7;64;29|,100|100|,0;0;0|0;0;0|,100|100|,7;64;29|7;64;29|,7;64;29|7;64;29|,100|100|,100|100|
13,100|100|,7;64;29|7;64;29|,33.2|33.2|,7;64;29|7;64;29|,6;60;34|6;60;34|,6;60;34|6;60;34|,100|100|,0;0;0|0;0;0|,100|100|,6;60;34|6;60;34|,6;60;34|6;60;34|,100|100|,100|100|
14,100|100|,6;60;34|6;60;34|,34.62|34.62|,6;60;34|6;60;34|,5;57;38|5;57;38|,5;57;38|5;57;38|,100|100|,0;0;0|0;0;0|,100|100|,5;57;38|5;57;38|,5;57;38|5;57;38|,100|100|,100|100|
