Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,93;7;0|93;7;0|,0.0|0.0|,93;7;0|93;7;0|,88;10;2|88;10;2|,88;10;2|88;10;2|,100|100|,0;0;0|0;0;0|,100|100|,88;10;2|88;10;2|,88;10;2|88;10;2|,100|100|,100|100|
1,100|100|,88;10;2|88;10;2|,0.0|0.0|,88;10;2|88;10;2|,81;17;2|81;17;2|,81;17;2|81;17;2|,100|100|,0;0;0|0;0;0|,100|100|,81;17;2|81;17;2|,81;17;2|81;17;2|,100|100|,100|100|
2,100|100|,81;17;2|81;17;2|,0.0|0.0|,81;17;2|81;17;2|,76;17;7|76;17;7|,76;17;7|76;17;7|,100|100|,0;0;0|0;0;0|,100|100|,76;17;7|76;17;7|,76;17;7|76;17;7|,100|100|,100|100|
3,100|100|,76;17;7|76;17;7|,0.0|0.0|,76;17;7|76;17;7|,71;20;9|71;20;9|,71;20;9|71;20;9|,100|100|,0;0;0|0;0;0|,100|100|,71;20;9|71;20;9|,71;20;9|71;20;9|,100|100|,100|100|
4,100|100|,71;20;9|71;20;9|,0.0|0.0|,71;20;9|71;20;9|,68;23;9|68;23;9|,68;23;9|68;23;9|,100|100|,0;0;0|0;0;0|,100|100|,68;23;9|68;23;9|,68;23;9|68;23;9|,100|100|,100|100|
5,100|100|,68;23;9|68;23;9|,0.0|0.0|,68;23;9|68;23;9|,61;30;9|61;30;9|,61;30;9|61;30;9|,100|100|,0;0;0|0;0;0|,100|100|,61;30;9|61;30;9|,61;30;9|61;30;9|,100|100|,100|100|
6,100|100|,61;30;9|61;30;9|,0.0|0.0|,61;30;9|61;30;9|,54;31;15|54;31;15|,54;31;15|54;31;15|,100|100|,0;0;0|0;0;0|,100|100|,54;31;15|54;31;15|,54;31;15|54;31;15|,100|100|,100|100|
7,100|100|,54;31;15|54;31;15|,0.0|0.0|,54;31;15|54;31;15|,52;33;15|52;33;15|,52;33;15|52;33;15|,100|100|,0;0;0|0;0;0|,100|100|,52;33;15|52;33;15|,52;33;15|52;33;15|,100|100|,100|100|
8,100|100|,52;33;15|52;33;15|,0.0|0.0|,52;33;15|52;33;15|,49;37;14|49;37;14|,49;37;14|49;37;14|,100|100|,0;0;0|0;0;0|,100|100|,49;37;14|49;37;14|,49;37;14|49;37;14|,100|100|,100|100|
9,100|100|,49;37;14|49;37;14|,0.0|0.0|,49;37;14|49;37;14|,41;43;16|41;43;16|,41;43;16|41;43;16|,100|100|,0;0;0|0;0;0|,100|100|,41;43;16|41;43;16|,41;43;16|41;43;16|,100|100|,100|100|
10,100|100|,41;43;16|41;43;16|,0.0|0.0|,41;43;16|41;43;16|,33;49;18|33;49;18|,33;49;18|33;49;18|,100|100|,0;0;0|0;0;0|,100|100|,33;49;18|33;49;18|,33;49;18|33;49;18|,100|100|,100|100|
