Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;9;0|91;9;0|,0.0|0.0|,91;9;0|91;9;0|,86;13;1|86;13;1|,86;13;1|86;13;1|,100|100|,0;0;0|0;0;0|,100|100|,86;13;1|86;13;1|,86;13;1|86;13;1|,100|100|,100|100|
1,100|100|,86;13;1|86;13;1|,0.0|0.0|,86;13;1|86;13;1|,80;18;2|80;18;2|,80;18;2|80;18;2|,100|100|,0;0;0|0;0;0|,100|100|,80;18;2|80;18;2|,80;18;2|80;18;2|,100|100|,100|100|
2,100|100|,80;18;2|80;18;2|,0.0|0.0|,80;18;2|80;18;2|,73;19;8|73;19;8|,73;19;8|73;19;8|,100|100|,0;0;0|0;0;0|,100|100|,73;19;8|73;19;8|,73;19;8|73;19;8|,100|100|,100|100|
3,100|100|,73;19;8|73;19;8|,0.0|0.0|,73;19;8|73;19;8|,69;16;15|69;16;15|,69;16;15|69;16;15|,100|100|,0;0;0|0;0;0|,100|100|,69;16;15|69;16;15|,69;16;15|69;16;15|,100|100|,100|100|
4,100|100|,69;16;15|69;16;15|,0.0|0.0|,69;16;15|69;16;15|,64;18;18|64;18;18|,64;18;18|64;18;18|,100|100|,0;0;0|0;0;0|,100|100|,64;18;18|64;18;18|,64;18;18|64;18;18|,100|100|,100|100|
5,100|100|,64;18;18|64;18;18|,0.0|0.0|,64;18;18|64;18;18|,60;18;22|60;18;22|,60;18;22|60;18;22|,100|100|,0;0;0|0;0;0|,100|100|,60;18;22|60;18;22|,60;18;22|60;18;22|,100|100|,100|100|
6,100|100|,60;18;22|60;18;22|,0.0|0.0|,60;18;22|60;18;22|,57;20;23|57;20;23|,57;20;23|57;20;23|,100|100|,0;0;0|0;0;0|,100|100|,57;20;23|57;20;23|,57;20;23|57;20;23|,100|100|,100|100|
7,100|100|,57;20;23|57;20;23|,0.0|0.0|,57;20;23|57;20;23|,55;18;27|55;18;27|,55;18;27|55;18;27|,100|100|,0;0;0|0;0;0|,100|100|,55;18;27|55;18;27|,55;18;27|55;18;27|,100|100|,100|100|
8,100|100|,55;18;27|55;18;27|,0.0|0.0|,55;18;27|55;18;27|,47;22;31|47;22;31|,47;22;31|47;22;31|,100|100|,0;0;0|0;0;0|,100|100|,47;22;31|47;22;31|,47;22;31|47;22;31|,100|100|,100|100|
9,100|100|,47;22;31|47;22;31|,0.0|0.0|,47;22;31|47;22;31|,40;24;36|40;24;36|,40;24;36|40;24;36|,100|100|,0;0;0|0;0;0|,100|100|,40;24;36|40;24;36|,40;24;36|40;24;36|,100|100|,100|100|
10,100|100|,40;24;36|40;24;36|,0.0|0.0|,40;24;36|40;24;36|,38;22;40|38;22;40|,38;22;40|38;22;40|,100|100|,0;0;0|0;0;0|,100|100|,38;22;40|38;22;40|,38;22;40|38;22;40|,100|100|,100|100|
11,100|100|,38;22;40|38;22;40|,0.0|0.0|,38;22;40|38;22;40|,38;19;43|38;19;43|,38;19;43|38;19;43|,100|100|,0;0;0|0;0;0|,100|100|,38;19;43|38;19;43|,38;19;43|38;19;43|,100|100|,100|100|
12,100|100|,38;19;43|38;19;43|,0.0|0.0|,38;19;43|38;19;43|,33;22;45|33;22;45|,33;22;45|33;22;45|,100|100|,0;0;0|0;0;0|,100|100|,33;22;45|33;22;45|,33;22;45|33;22;45|,100|100|,100|100|
13,100|100|,33;22;45|33;22;45|,0.0|0.0|,33;22;45|33;22;45|,29;21;50|29;21;50|,29;21;50|29;21;50|,100|100|,0;0;0|0;0;0|,100|100|,29;21;50|29;21;50|,29;21;50|29;21;50|,100|100|,100|100|
14,100|100|,29;21;50|29;21;50|,0.0|0.0|,29;21;50|29;21;50|,28;16;56|28;16;56|,28;16;56|28;16;56|,100|100|,0;0;0|0;0;0|,100|100|,28;16;56|28;16;56|,28;16;56|28;16;56|,100|100|,100|100|
15,100|100|,28;16;56|28;16;56|,0.0|0.0|,28;16;56|28;16;56|,23;18;59|23;18;59|,23;18;59|23;18;59|,100|100|,0;0;0|0;0;0|,100|100|,23;18;59|23;18;59|,23;18;59|23;18;59|,100|100|,100|100|
16,100|100|,23;18;59|23;18;59|,0.0|0.0|,23;18;59|23;18;59|,23;12;65|23;12;65|,23;12;65|23;12;65|,100|100|,0;0;0|0;0;0|,100|100|,23;12;65|23;12;65|,23;12;65|23;12;65|,100|100|,100|100|
17,100|100|,23;12;65|23;12;65|,0.0|0.0|,23;12;65|23;12;65|,23;10;67|23;10;67|,23;10;67|23;10;67|,100|100|,0;0;0|0;0;0|,100|100|,23;10;67|23;10;67|,23;10;67|23;10;67|,100|100|,100|100|
18,100|100|,23;10;67|23;10;67|,0.0|0.0|,23;10;67|23;10;67|,17;14;69|17;14;69|,17;14;69|17;14;69|,100|100|,0;0;0|0;0;0|,100|100|,17;14;69|17;14;69|,17;14;69|17;14;69|,100|100|,100|100|
19,100|100|,17;14;69|17;14;69|,0.0|0.0|,17;14;69|17;14;69|,16;10;74|16;10;74|,16;10;74|16;10;74|,100|100|,0;0;0|0;0;0|,100|100|,16;10;74|16;10;74|,16;10;74|16;10;74|,100|100|,100|100|
20,100|100|,16;10;74|16;10;74|,0.0|0.0|,16;10;74|16;10;74|,15;8;77|15;8;77|,15;8;77|15;8;77|,100|100|,0;0;0|0;0;0|,100|100|,15;8;77|15;8;77|,15;8;77|15;8;77|,100|100|,100|100|
21,100|100|,15;8;77|15;8;77|,0.0|0.0|,15;8;77|15;8;77|,13;9;78|13;9;78|,13;9;78|13;9;78|,100|100|,0;0;0|0;0;0|,100|100|,13;9;78|13;9;78|,13;9;78|13;9;78|,100|100|,100|100|
22,100|100|,13;9;78|13;9;78|,0.0|0.0|,13;9;78|13;9;78|,13;6;81|13;6;81|,13;6;81|13;6;81|,100|100|,0;0;0|0;0;0|,100|100|,13;6;81|13;6;81|,13;6;81|13;6;81|,100|100|,100|100|
23,100|100|,13;6;81|13;6;81|,0.0|0.0|,13;6;81|13;6;81|,13;4;83|13;4;83|,13;4;83|13;4;83|,100|100|,0;0;0|0;0;0|,100|100|,13;4;83|13;4;83|,13;4;83|13;4;83|,100|100|,100|100|
24,100|100|,13;4;83|13;4;83|,0.0|0.0|,13;4;83|13;4;83|,12;3;85|12;3;85|,12;3;85|12;3;85|,100|100|,0;0;0|0;0;0|,100|100|,12;3;85|12;3;85|,12;3;85|12;3;85|,100|100|,100|100|
25,100|100|,12;3;85|12;3;85|,0.0|0.0|,12;3;85|12;3;85|,12;2;86|12;2;86|,12;2;86|12;2;86|,100|100|,0;0;0|0;0;0|,100|100|,12;2;86|12;2;86|,12;2;86|12;2;86|,100|100|,100|100|
26,100|100|,12;2;86|12;2;86|,0.0|0.0|,12;2;86|12;2;86|,12;2;86|12;2;86|,12;2;86|12;2;86|,100|100|,0;0;0|0;0;0|,100|100|,12;2;86|12;2;86|,12;2;86|12;2;86|,100|100|,100|100|
27,100|100|,12;2;86|12;2;86|,0.0|0.0|,12;2;86|12;2;86|,12;2;86|12;2;86|,12;2;86|12;2;86|,100|100|,0;0;0|0;0;0|,100|100|,12;2;86|12;2;86|,12;2;86|12;2;86|,100|100|,100|100|
28,100|100|,12;2;86|12;2;86|,0.0|0.0|,12;2;86|12;2;86|,12;2;86|12;2;86|,12;2;86|12;2;86|,100|100|,0;0;0|0;0;0|,100|100|,12;2;86|12;2;86|,12;2;86|12;2;86|,100|100|,100|100|
29,100|100|,12;2;86|12;2;86|,0.0|0.0|,12;2;86|12;2;86|,11;3;86|11;3;86|,11;3;86|11;3;86|,100|100|,0;0;0|0;0;0|,100|100|,11;3;86|11;3;86|,11;3;86|11;3;86|,100|100|,100|100|
30,100|100|,11;3;86|11;3;86|,0.0|0.0|,11;3;86|11;3;86|,11;2;87|11;2;87|,11;2;87|11;2;87|,100|100|,0;0;0|0;0;0|,100|100|,11;2;87|11;2;87|,11;2;87|11;2;87|,100|100|,100|100|
31,100|100|,11;2;87|11;2;87|,0.0|0.0|,11;2;87|11;2;87|,11;2;87|11;2;87|,11;2;87|11;2;87|,100|100|,0;0;0|0;0;0|,100|100|,11;2;87|11;2;87|,11;2;87|11;2;87|,100|100|,100|100|
32,100|100|,11;2;87|11;2;87|,0.0|0.0|,11;2;87|11;2;87|,11;2;87|11;2;87|,11;2;87|11;2;87|,100|100|,0;0;0|0;0;0|,100|100|,11;2;87|11;2;87|,11;2;87|11;2;87|,100|100|,100|100|
