Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,88;12;0|88;12;0|,0.0|0.0|,88;12;0|88;12;0|,86;12;2|86;12;2|,86;12;2|86;12;2|,100|100|,0;0;0|0;0;0|,100|100|,86;12;2|86;12;2|,86;12;2|86;12;2|,100|100|,100|100|
1,100|100|,86;12;2|86;12;2|,0.0|0.0|,86;12;2|86;12;2|,80;16;4|80;16;4|,80;16;4|80;16;4|,100|100|,0;0;0|0;0;0|,100|100|,80;16;4|80;16;4|,80;16;4|80;16;4|,100|100|,100|100|
2,100|100|,80;16;4|80;16;4|,0.0|0.0|,80;16;4|80;16;4|,75;17;8|75;17;8|,75;17;8|75;17;8|,100|100|,0;0;0|0;0;0|,100|100|,75;17;8|75;17;8|,75;17;8|75;17;8|,100|100|,100|100|
3,100|100|,75;17;8|75;17;8|,0.0|0.0|,75;17;8|75;17;8|,70;19;11|70;19;11|,70;19;11|70;19;11|,100|100|,0;0;0|0;0;0|,100|100|,70;19;11|70;19;11|,70;19;11|70;19;11|,100|100|,100|100|
4,100|100|,70;19;11|70;19;11|,0.0|0.0|,70;19;11|70;19;11|,64;20;16|64;20;16|,64;20;16|64;20;16|,100|100|,0;0;0|0;0;0|,100|100|,64;20;16|64;20;16|,64;20;16|64;20;16|,100|100|,100|100|
5,100|100|,64;20;16|64;20;16|,0.0|0.0|,64;20;16|64;20;16|,59;21;20|59;21;20|,59;21;20|59;21;20|,100|100|,0;0;0|0;0;0|,100|100|,59;21;20|59;21;20|,59;21;20|59;21;20|,100|100|,100|100|
6,100|100|,59;21;20|59;21;20|,0.0|0.0|,59;21;20|59;21;20|,56;20;24|56;20;24|,56;20;24|56;20;24|,100|100|,0;0;0|0;0;0|,100|100|,56;20;24|56;20;24|,56;20;24|56;20;24|,100|100|,100|100|
7,100|100|,56;20;24|56;20;24|,0.0|0.0|,56;20;24|56;20;24|,51;18;31|51;18;31|,51;18;31|51;18;31|,100|100|,0;0;0|0;0;0|,100|100|,51;18;31|51;18;31|,51;18;31|51;18;31|,100|100|,100|100|
8,100|100|,51;18;31|51;18;31|,0.0|0.0|,51;18;31|51;18;31|,48;17;35|48;17;35|,48;17;35|48;17;35|,100|100|,0;0;0|0;0;0|,100|100|,48;17;35|48;17;35|,48;17;35|48;17;35|,100|100|,100|100|
9,100|100|,48;17;35|48;17;35|,0.0|0.0|,48;17;35|48;17;35|,41;20;39|41;20;39|,41;20;39|41;20;39|,100|100|,0;0;0|0;0;0|,100|100|,41;20;39|41;20;39|,41;20;39|41;20;39|,100|100|,100|100|
