Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,96;4;0|96;4;0|,96;4;0|96;4;0|,93;7;0|93;7;0|,93;7;0|93;7;0|,100|100|,0;0;0|0;0;0|,100|100|,93;7;0|93;7;0|,93;7;0|93;7;0|,100|100|,100|100|
1,100|100|,93;7;0|93;7;0|,93;7;0|93;7;0|,87;12;1|87;12;1|,87;12;1|87;12;1|,100|100|,0;0;0|0;0;0|,100|100|,87;12;1|87;12;1|,87;12;1|87;12;1|,100|100|,100|100|
2,100|100|,87;12;1|87;12;1|,87;12;1|87;12;1|,79;18;3|79;18;3|,79;18;3|79;18;3|,100|100|,0;0;0|0;0;0|,100|100|,79;18;3|79;18;3|,79;18;3|79;18;3|,100|100|,100|100|
3,100|100|,79;18;3|79;18;3|,79;18;3|79;18;3|,71;22;7|71;22;7|,71;22;7|71;22;7|,100|100|,0;0;0|0;0;0|,100|100|,71;22;7|71;22;7|,71;22;7|71;22;7|,100|100|,100|100|
4,100|100|,71;22;7|71;22;7|,71;22;7|71;22;7|,64;26;10|64;26;10|,64;26;10|64;26;10|,100|100|,0;0;0|0;0;0|,100|100|,64;26;10|64;26;10|,64;26;10|64;26;10|,100|100|,100|100|
5,100|100|,64;26;10|64;26;10|,64;26;10|64;26;10|,59;28;13|59;28;13|,59;28;13|59;28;13|,100|100|,0;0;0|0;0;0|,100|100|,59;28;13|59;28;13|,59;28;13|59;28;13|,100|100|,100|100|
6,100|100|,59;28;13|59;28;13|,59;28;13|59;28;13|,53;31;16|53;31;16|,53;31;16|53;31;16|,100|100|,0;0;0|0;0;0|,100|100|,53;31;16|53;31;16|,53;31;16|53;31;16|,100|100|,100|100|
7,100|100|,53;31;16|53;31;16|,53;31;16|53;31;16|,48;33;19|48;33;19|,48;33;19|48;33;19|,100|100|,0;0;0|0;0;0|,100|100|,48;33;19|48;33;19|,48;33;19|48;33;19|,100|100|,100|100|
8,100|100|,48;33;19|48;33;19|,48;33;19|48;33;19|,43;37;20|43;37;20|,43;37;20|43;37;20|,100|100|,0;0;0|0;0;0|,100|100|,43;37;20|43;37;20|,43;37;20|43;37;20|,100|100|,100|100|
9,100|100|,43;37;20|43;37;20|,43;37;20|43;37;20|,38;40;22|38;40;22|,38;40;22|38;40;22|,100|100|,0;0;0|0;0;0|,100|100|,38;40;22|38;40;22|,38;40;22|38;40;22|,100|100|,100|100|
10,100|100|,38;40;22|38;40;22|,38;40;22|38;40;22|,31;46;23|31;46;23|,31;46;23|31;46;23|,100|100|,0;0;0|0;0;0|,100|100|,31;46;23|31;46;23|,31;46;23|31;46;23|,100|100|,100|100|
