Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;0;10;0|90;0;10;0|,90;0;10;0|90;0;10;0|,87;3;7;3|87;3;7;3|,87;3;7;3|87;3;7;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,87;3;7;3|87;3;7;3|,87;3;7;3|87;3;7;3|,100|100|,100|100|
1,100|100|,87;3;7;3|87;3;7;3|,87;3;7;3|87;3;7;3|,84;5;7;4|84;5;7;4|,84;5;7;4|84;5;7;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,84;5;7;4|84;5;7;4|,84;5;7;4|84;5;7;4|,100|100|,100|100|
2,100|100|,84;5;7;4|84;5;7;4|,84;5;7;4|84;5;7;4|,83;4;9;4|83;4;9;4|,83;4;9;4|83;4;9;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,83;4;9;4|83;4;9;4|,83;4;9;4|83;4;9;4|,100|100|,100|100|
3,100|100|,83;4;9;4|83;4;9;4|,83;4;9;4|83;4;9;4|,78;9;8;5|78;9;8;5|,78;9;8;5|78;9;8;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;9;8;5|78;9;8;5|,78;9;8;5|78;9;8;5|,100|100|,100|100|
4,100|100|,78;9;8;5|78;9;8;5|,78;9;8;5|78;9;8;5|,74;7;11;8|74;7;11;8|,74;7;11;8|74;7;11;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,74;7;11;8|74;7;11;8|,74;7;11;8|74;7;11;8|,100|100|,100|100|
5,100|100|,74;7;11;8|74;7;11;8|,74;7;11;8|74;7;11;8|,73;3;14;10|73;3;14;10|,73;3;14;10|73;3;14;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,73;3;14;10|73;3;14;10|,73;3;14;10|73;3;14;10|,100|100|,100|100|
6,100|100|,73;3;14;10|73;3;14;10|,73;3;14;10|73;3;14;10|,66;9;10;15|66;9;10;15|,66;9;10;15|66;9;10;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,66;9;10;15|66;9;10;15|,66;9;10;15|66;9;10;15|,100|100|,100|100|
7,100|100|,66;9;10;15|66;9;10;15|,66;9;10;15|66;9;10;15|,59;10;14;17|59;10;14;17|,59;10;14;17|59;10;14;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,59;10;14;17|59;10;14;17|,59;10;14;17|59;10;14;17|,100|100|,100|100|
8,100|100|,59;10;14;17|59;10;14;17|,59;10;14;17|59;10;14;17|,52;13;18;17|52;13;18;17|,52;13;18;17|52;13;18;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,52;13;18;17|52;13;18;17|,52;13;18;17|52;13;18;17|,100|100|,100|100|
9,100|100|,52;13;18;17|52;13;18;17|,52;13;18;17|52;13;18;17|,51;6;23;20|51;6;23;20|,51;6;23;20|51;6;23;20|,100|100|,0;0;0;0|0;0;0;0|,100|100|,51;6;23;20|51;6;23;20|,51;6;23;20|51;6;23;20|,100|100|,100|100|
10,100|100|,51;6;23;20|51;6;23;20|,51;6;23;20|51;6;23;20|,46;8;21;25|46;8;21;25|,46;8;21;25|46;8;21;25|,100|100|,0;0;0;0|0;0;0;0|,100|100|,46;8;21;25|46;8;21;25|,46;8;21;25|46;8;21;25|,100|100|,100|100|
11,100|100|,46;8;21;25|46;8;21;25|,46;8;21;25|46;8;21;25|,41;10;16;33|41;10;16;33|,41;10;16;33|41;10;16;33|,100|100|,0;0;0;0|0;0;0;0|,100|100|,41;10;16;33|41;10;16;33|,41;10;16;33|41;10;16;33|,100|100|,100|100|
12,100|100|,41;10;16;33|41;10;16;33|,41;10;16;33|41;10;16;33|,38;5;20;37|38;5;20;37|,38;5;20;37|38;5;20;37|,100|100|,0;0;0;0|0;0;0;0|,100|100|,38;5;20;37|38;5;20;37|,38;5;20;37|38;5;20;37|,100|100|,100|100|
13,100|100|,38;5;20;37|38;5;20;37|,38;5;20;37|38;5;20;37|,35;5;20;40|35;5;20;40|,35;5;20;40|35;5;20;40|,100|100|,0;0;0;0|0;0;0;0|,100|100|,35;5;20;40|35;5;20;40|,35;5;20;40|35;5;20;40|,100|100|,100|100|
14,100|100|,35;5;20;40|35;5;20;40|,35;5;20;40|35;5;20;40|,28;10;14;48|28;10;14;48|,28;10;14;48|28;10;14;48|,100|100|,0;0;0;0|0;0;0;0|,100|100|,28;10;14;48|28;10;14;48|,28;10;14;48|28;10;14;48|,100|100|,100|100|
15,100|100|,28;10;14;48|28;10;14;48|,28;10;14;48|28;10;14;48|,27;7;16;50|27;7;16;50|,27;7;16;50|27;7;16;50|,100|100|,0;0;0;0|0;0;0;0|,100|100|,27;7;16;50|27;7;16;50|,27;7;16;50|27;7;16;50|,100|100|,100|100|
16,100|100|,27;7;16;50|27;7;16;50|,27;7;16;50|27;7;16;50|,24;6;17;53|24;6;17;53|,24;6;17;53|24;6;17;53|,100|100|,0;0;0;0|0;0;0;0|,100|100|,24;6;17;53|24;6;17;53|,24;6;17;53|24;6;17;53|,100|100|,100|100|
17,100|100|,24;6;17;53|24;6;17;53|,24;6;17;53|24;6;17;53|,20;7;15;58|20;7;15;58|,20;7;15;58|20;7;15;58|,100|100|,0;0;0;0|0;0;0;0|,100|100|,20;7;15;58|20;7;15;58|,20;7;15;58|20;7;15;58|,100|100|,100|100|
18,100|100|,20;7;15;58|20;7;15;58|,20;7;15;58|20;7;15;58|,19;3;18;60|19;3;18;60|,19;3;18;60|19;3;18;60|,100|100|,0;0;0;0|0;0;0;0|,100|100|,19;3;18;60|19;3;18;60|,19;3;18;60|19;3;18;60|,100|100|,100|100|
19,100|100|,19;3;18;60|19;3;18;60|,19;3;18;60|19;3;18;60|,18;4;16;62|18;4;16;62|,18;4;16;62|18;4;16;62|,100|100|,0;0;0;0|0;0;0;0|,100|100|,18;4;16;62|18;4;16;62|,18;4;16;62|18;4;16;62|,100|100|,100|100|
20,100|100|,18;4;16;62|18;4;16;62|,18;4;16;62|18;4;16;62|,16;3;17;64|16;3;17;64|,16;3;17;64|16;3;17;64|,100|100|,0;0;0;0|0;0;0;0|,100|100|,16;3;17;64|16;3;17;64|,16;3;17;64|16;3;17;64|,100|100|,100|100|
21,100|100|,16;3;17;64|16;3;17;64|,16;3;17;64|16;3;17;64|,14;2;15;69|14;2;15;69|,14;2;15;69|14;2;15;69|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;2;15;69|14;2;15;69|,14;2;15;69|14;2;15;69|,100|100|,100|100|
22,100|100|,14;2;15;69|14;2;15;69|,14;2;15;69|14;2;15;69|,10;6;15;69|10;6;15;69|,10;6;15;69|10;6;15;69|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;6;15;69|10;6;15;69|,10;6;15;69|10;6;15;69|,100|100|,100|100|
23,100|100|,10;6;15;69|10;6;15;69|,10;6;15;69|10;6;15;69|,9;2;17;72|9;2;17;72|,9;2;17;72|9;2;17;72|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;2;17;72|9;2;17;72|,9;2;17;72|9;2;17;72|,100|100|,100|100|
24,100|100|,9;2;17;72|9;2;17;72|,9;2;17;72|9;2;17;72|,7;2;15;76|7;2;15;76|,7;2;15;76|7;2;15;76|,100|100|,0;0;0;0|0;0;0;0|,100|100|,7;2;15;76|7;2;15;76|,7;2;15;76|7;2;15;76|,100|100|,100|100|
25,100|100|,7;2;15;76|7;2;15;76|,7;2;15;76|7;2;15;76|,6;3;10;81|6;3;10;81|,6;3;10;81|6;3;10;81|,100|100|,0;0;0;0|0;0;0;0|,100|100|,6;3;10;81|6;3;10;81|,6;3;10;81|6;3;10;81|,100|100|,100|100|
26,100|100|,6;3;10;81|6;3;10;81|,6;3;10;81|6;3;10;81|,5;2;11;82|5;2;11;82|,5;2;11;82|5;2;11;82|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;2;11;82|5;2;11;82|,5;2;11;82|5;2;11;82|,100|100|,100|100|
27,100|100|,5;2;11;82|5;2;11;82|,5;2;11;82|5;2;11;82|,5;0;10;85|5;0;10;85|,5;0;10;85|5;0;10;85|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;0;10;85|5;0;10;85|,5;0;10;85|5;0;10;85|,100|100|,100|100|
28,100|100|,5;0;10;85|5;0;10;85|,5;0;10;85|5;0;10;85|,4;1;6;89|4;1;6;89|,4;1;6;89|4;1;6;89|,100|100|,0;0;0;0|0;0;0;0|,100|100|,4;1;6;89|4;1;6;89|,4;1;6;89|4;1;6;89|,100|100|,100|100|
29,100|100|,4;1;6;89|4;1;6;89|,4;1;6;89|4;1;6;89|,4;0;6;90|4;0;6;90|,4;0;6;90|4;0;6;90|,100|100|,0;0;0;0|0;0;0;0|,100|100|,4;0;6;90|4;0;6;90|,4;0;6;90|4;0;6;90|,100|100|,100|100|
30,100|100|,4;0;6;90|4;0;6;90|,4;0;6;90|4;0;6;90|,4;0;5;91|4;0;5;91|,4;0;5;91|4;0;5;91|,100|100|,0;0;0;0|0;0;0;0|,100|100|,4;0;5;91|4;0;5;91|,4;0;5;91|4;0;5;91|,100|100|,100|100|
31,100|100|,4;0;5;91|4;0;5;91|,4;0;5;91|4;0;5;91|,4;0;4;92|4;0;4;92|,4;0;4;92|4;0;4;92|,100|100|,0;0;0;0|0;0;0;0|,100|100|,4;0;4;92|4;0;4;92|,4;0;4;92|4;0;4;92|,100|100|,100|100|
32,100|100|,4;0;4;92|4;0;4;92|,4;0;4;92|4;0;4;92|,4;0;2;94|4;0;2;94|,4;0;2;94|4;0;2;94|,100|100|,0;0;0;0|0;0;0;0|,100|100|,4;0;2;94|4;0;2;94|,4;0;2;94|4;0;2;94|,100|100|,100|100|
33,100|100|,4;0;2;94|4;0;2;94|,4;0;2;94|4;0;2;94|,4;0;0;96|4;0;0;96|,4;0;0;96|4;0;0;96|,100|100|,0;0;0;0|0;0;0;0|,100|100|,4;0;0;96|4;0;0;96|,4;0;0;96|4;0;0;96|,100|100|,100|100|
34,100|100|,4;0;0;96|4;0;0;96|,4;0;0;96|4;0;0;96|,4;0;0;96|4;0;0;96|,4;0;0;96|4;0;0;96|,100|100|,0;0;0;0|0;0;0;0|,100|100|,4;0;0;96|4;0;0;96|,4;0;0;96|4;0;0;96|,100|100|,100|100|
35,100|100|,4;0;0;96|4;0;0;96|,4;0;0;96|4;0;0;96|,4;0;0;96|4;0;0;96|,4;0;0;96|4;0;0;96|,100|100|,0;0;0;0|0;0;0;0|,100|100|,4;0;0;96|4;0;0;96|,4;0;0;96|4;0;0;96|,100|100|,100|100|
36,100|100|,4;0;0;96|4;0;0;96|,4;0;0;96|4;0;0;96|,4;0;0;96|4;0;0;96|,4;0;0;96|4;0;0;96|,100|100|,0;0;0;0|0;0;0;0|,100|100|,4;0;0;96|4;0;0;96|,4;0;0;96|4;0;0;96|,100|100|,100|100|
37,100|100|,4;0;0;96|4;0;0;96|,4;0;0;96|4;0;0;96|,4;0;0;96|4;0;0;96|,4;0;0;96|4;0;0;96|,100|100|,0;0;0;0|0;0;0;0|,100|100|,4;0;0;96|4;0;0;96|,4;0;0;96|4;0;0;96|,100|100|,100|100|
