Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,84;16;0|84;16;0|,84;16;0|84;16;0|,100|100|,0;0;0|0;0;0|,100|100|,84;16;0|84;16;0|,84;16;0|84;16;0|,100|100|,100|100|
1,100|100|,84;16;0|84;16;0|,10.1|10.1|,84;16;0|84;16;0|,80;20;0|80;20;0|,80;20;0|80;20;0|,100|100|,0;0;0|0;0;0|,100|100|,80;20;0|80;20;0|,80;20;0|80;20;0|,100|100|,100|100|
2,100|100|,80;20;0|80;20;0|,10.58|10.58|,80;20;0|80;20;0|,73;25;2|73;25;2|,73;25;2|73;25;2|,100|100|,0;0;0|0;0;0|,100|100|,73;25;2|73;25;2|,73;25;2|73;25;2|,100|100|,100|100|
3,100|100|,73;25;2|73;25;2|,11.5|11.5|,73;25;2|73;25;2|,66;31;3|66;31;3|,66;31;3|66;31;3|,100|100|,0;0;0|0;0;0|,100|100|,66;31;3|66;31;3|,66;31;3|66;31;3|,100|100|,100|100|
4,100|100|,66;31;3|66;31;3|,12.87|12.87|,66;31;3|66;31;3|,60;34;6|60;34;6|,60;34;6|60;34;6|,100|100|,0;0;0|0;0;0|,100|100|,60;34;6|60;34;6|,60;34;6|60;34;6|,100|100|,100|100|
5,100|100|,60;34;6|60;34;6|,14.34|14.34|,60;34;6|60;34;6|,59;34;7|59;34;7|,59;34;7|59;34;7|,100|100|,0;0;0|0;0;0|,100|100|,59;34;7|59;34;7|,59;34;7|59;34;7|,100|100|,100|100|
6,100|100|,59;34;7|59;34;7|,15.59|15.59|,59;34;7|59;34;7|,55;37;8|55;37;8|,55;37;8|55;37;8|,100|100|,0;0;0|0;0;0|,100|100|,55;37;8|55;37;8|,55;37;8|55;37;8|,100|100|,100|100|
7,100|100|,55;37;8|55;37;8|,16.95|16.95|,55;37;8|55;37;8|,46;46;8|46;46;8|,46;46;8|46;46;8|,100|100|,0;0;0|0;0;0|,100|100|,46;46;8|46;46;8|,46;46;8|46;46;8|,100|100|,100|100|
8,100|100|,46;46;8|46;46;8|,19.01|19.01|,46;46;8|46;46;8|,37;52;11|37;52;11|,37;52;11|37;52;11|,100|100|,0;0;0|0;0;0|,100|100|,37;52;11|37;52;11|,37;52;11|37;52;11|,100|100|,100|100|
9,100|100|,37;52;11|37;52;11|,21.36|21.36|,37;52;11|37;52;11|,30;55;15|30;55;15|,30;55;15|30;55;15|,100|100|,0;0;0|0;0;0|,100|100|,30;55;15|30;55;15|,30;55;15|30;55;15|,100|100|,100|100|
10,100|100|,30;55;15|30;55;15|,23.65|23.65|,30;55;15|30;55;15|,27;56;17|27;56;17|,27;56;17|27;56;17|,100|100|,0;0;0|0;0;0|,100|100|,27;56;17|27;56;17|,27;56;17|27;56;17|,100|100|,100|100|
11,100|100|,27;56;17|27;56;17|,25.71|25.71|,27;56;17|27;56;17|,21;58;21|21;58;21|,21;58;21|21;58;21|,100|100|,0;0;0|0;0;0|,100|100|,21;58;21|21;58;21|,21;58;21|21;58;21|,100|100|,100|100|
12,100|100|,21;58;21|21;58;21|,27.65|27.65|,21;58;21|21;58;21|,17;59;24|17;59;24|,17;59;24|17;59;24|,100|100|,0;0;0|0;0;0|,100|100|,17;59;24|17;59;24|,17;59;24|17;59;24|,100|100|,100|100|
13,100|100|,17;59;24|17;59;24|,29.4|29.4|,17;59;24|17;59;24|,15;61;24|15;61;24|,15;61;24|15;61;24|,100|100|,0;0;0|0;0;0|,100|100|,15;61;24|15;61;24|,15;61;24|15;61;24|,100|100|,100|100|
14,100|100|,15;61;24|15;61;24|,31.09|31.09|,15;61;24|15;61;24|,11;61;28|11;61;28|,11;61;28|11;61;28|,100|100|,0;0;0|0;0;0|,100|100|,11;61;28|11;61;28|,11;61;28|11;61;28|,100|100|,100|100|
15,100|100|,11;61;28|11;61;28|,32.53|32.53|,11;61;28|11;61;28|,10;61;29|10;61;29|,10;61;29|10;61;29|,100|100|,0;0;0|0;0;0|,100|100|,10;61;29|10;61;29|,10;61;29|10;61;29|,100|100|,100|100|
16,100|100|,10;61;29|10;61;29|,33.75|33.75|,10;61;29|10;61;29|,7;62;31|7;62;31|,7;62;31|7;62;31|,100|100|,0;0;0|0;0;0|,100|100|,7;62;31|7;62;31|,7;62;31|7;62;31|,100|100|,100|100|
17,100|100|,7;62;31|7;62;31|,34.89|34.89|,7;62;31|7;62;31|,3;62;35|3;62;35|,3;62;35|3;62;35|,100|100|,0;0;0|0;0;0|,100|100|,3;62;35|3;62;35|,3;62;35|3;62;35|,100|100|,100|100|
18,100|100|,3;62;35|3;62;35|,35.85|35.85|,3;62;35|3;62;35|,3;59;38|3;59;38|,3;59;38|3;59;38|,100|100|,0;0;0|0;0;0|,100|100|,3;59;38|3;59;38|,3;59;38|3;59;38|,100|100|,100|100|
19,100|100|,3;59;38|3;59;38|,36.38|36.38|,3;59;38|3;59;38|,3;57;40|3;57;40|,3;57;40|3;57;40|,100|100|,0;0;0|0;0;0|,100|100|,3;57;40|3;57;40|,3;57;40|3;57;40|,100|100|,100|100|
20,100|100|,3;57;40|3;57;40|,36.62|36.62|,3;57;40|3;57;40|,3;55;42|3;55;42|,3;55;42|3;55;42|,100|100|,0;0;0|0;0;0|,100|100|,3;55;42|3;55;42|,3;55;42|3;55;42|,100|100|,100|100|
21,100|100|,3;55;42|3;55;42|,36.63|36.63|,3;55;42|3;55;42|,3;53;44|3;53;44|,3;53;44|3;53;44|,100|100|,0;0;0|0;0;0|,100|100|,3;53;44|3;53;44|,3;53;44|3;53;44|,100|100|,100|100|
22,100|100|,3;53;44|3;53;44|,36.43|36.43|,3;53;44|3;53;44|,2;52;46|2;52;46|,2;52;46|2;52;46|,100|100|,0;0;0|0;0;0|,100|100|,2;52;46|2;52;46|,2;52;46|2;52;46|,100|100|,100|100|
23,100|100|,2;52;46|2;52;46|,36.17|36.17|,2;52;46|2;52;46|,2;47;51|2;47;51|,2;47;51|2;47;51|,100|100|,0;0;0|0;0;0|,100|100|,2;47;51|2;47;51|,2;47;51|2;47;51|,100|100|,100|100|
24,100|100|,2;47;51|2;47;51|,35.44|35.44|,2;47;51|2;47;51|,2;46;52|2;46;52|,2;46;52|2;46;52|,100|100|,0;0;0|0;0;0|,100|100|,2;46;52|2;46;52|,2;46;52|2;46;52|,100|100|,100|100|
25,100|100|,2;46;52|2;46;52|,34.73|34.73|,2;46;52|2;46;52|,2;45;53|2;45;53|,2;45;53|2;45;53|,100|100|,0;0;0|0;0;0|,100|100|,2;45;53|2;45;53|,2;45;53|2;45;53|,100|100|,100|100|
26,100|100|,2;45;53|2;45;53|,34.02|34.02|,2;45;53|2;45;53|,2;42;56|2;42;56|,2;42;56|2;42;56|,100|100|,0;0;0|0;0;0|,100|100|,2;42;56|2;42;56|,2;42;56|2;42;56|,100|100|,100|100|
27,100|100|,2;42;56|2;42;56|,33.11|33.11|,2;42;56|2;42;56|,2;42;56|2;42;56|,2;42;56|2;42;56|,100|100|,0;0;0|0;0;0|,100|100|,2;42;56|2;42;56|,2;42;56|2;42;56|,100|100|,100|100|
28,100|100|,2;42;56|2;42;56|,32.35|32.35|,2;42;56|2;42;56|,1;41;58|1;41;58|,1;41;58|1;41;58|,100|100|,0;0;0|0;0;0|,100|100|,1;41;58|1;41;58|,1;41;58|1;41;58|,100|100|,100|100|
29,100|100|,1;41;58|1;41;58|,31.6|31.6|,1;41;58|1;41;58|,1;40;59|1;40;59|,1;40;59|1;40;59|,100|100|,0;0;0|0;0;0|,100|100|,1;40;59|1;40;59|,1;40;59|1;40;59|,100|100|,100|100|
30,100|100|,1;40;59|1;40;59|,30.86|30.86|,1;40;59|1;40;59|,1;36;63|1;36;63|,1;36;63|1;36;63|,100|100|,0;0;0|0;0;0|,100|100|,1;36;63|1;36;63|,1;36;63|1;36;63|,100|100|,100|100|
31,100|100|,1;36;63|1;36;63|,29.83|29.83|,1;36;63|1;36;63|,1;33;66|1;33;66|,1;33;66|1;33;66|,100|100|,0;0;0|0;0;0|,100|100|,1;33;66|1;33;66|,1;33;66|1;33;66|,100|100|,100|100|
32,100|100|,1;33;66|1;33;66|,28.65|28.65|,1;33;66|1;33;66|,1;32;67|1;32;67|,1;32;67|1;32;67|,100|100|,0;0;0|0;0;0|,100|100|,1;32;67|1;32;67|,1;32;67|1;32;67|,100|100|,100|100|
33,100|100|,1;32;67|1;32;67|,27.56|27.56|,1;32;67|1;32;67|,1;30;69|1;30;69|,1;30;69|1;30;69|,100|100|,0;0;0|0;0;0|,100|100|,1;30;69|1;30;69|,1;30;69|1;30;69|,100|100|,100|100|
34,100|100|,1;30;69|1;30;69|,26.42|26.42|,1;30;69|1;30;69|,1;28;71|1;28;71|,1;28;71|1;28;71|,100|100|,0;0;0|0;0;0|,100|100|,1;28;71|1;28;71|,1;28;71|1;28;71|,100|100|,100|100|
35,100|100|,1;28;71|1;28;71|,25.26|25.26|,1;28;71|1;28;71|,1;27;72|1;27;72|,1;27;72|1;27;72|,100|100|,0;0;0|0;0;0|,100|100|,1;27;72|1;27;72|,1;27;72|1;27;72|,100|100|,100|100|
36,100|100|,1;27;72|1;27;72|,24.17|24.17|,1;27;72|1;27;72|,0;27;73|0;27;73|,0;27;73|0;27;73|,100|100|,0;0;0|0;0;0|,100|100|,0;27;73|0;27;73|,0;27;73|0;27;73|,100|100|,100|100|
37,100|100|,0;27;73|0;27;73|,23.24|23.24|,0;27;73|0;27;73|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,0;0;0|0;0;0|,100|100|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,100|100|
38,100|100|,0;25;75|0;25;75|,22.26|22.26|,0;25;75|0;25;75|,0;24;76|0;24;76|,0;24;76|0;24;76|,100|100|,0;0;0|0;0;0|,100|100|,0;24;76|0;24;76|,0;24;76|0;24;76|,100|100|,100|100|
39,100|100|,0;24;76|0;24;76|,21.32|21.32|,0;24;76|0;24;76|,0;22;78|0;22;78|,0;22;78|0;22;78|,100|100|,0;0;0|0;0;0|,100|100|,0;22;78|0;22;78|,0;22;78|0;22;78|,100|100|,100|100|
