Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;9;0|91;9;0|,0.0|0.0|,91;9;0|91;9;0|,88;12;0|88;12;0|,88;12;0|88;12;0|,100|100|,0;0;0|0;0;0|,100|100|,88;12;0|88;12;0|,88;12;0|88;12;0|,100|100|,100|100|
1,100|100|,88;12;0|88;12;0|,0.0|0.0|,88;12;0|88;12;0|,84;13;3|84;13;3|,84;13;3|84;13;3|,100|100|,0;0;0|0;0;0|,100|100|,84;13;3|84;13;3|,84;13;3|84;13;3|,100|100|,100|100|
2,100|100|,84;13;3|84;13;3|,0.0|0.0|,84;13;3|84;13;3|,74;21;5|74;21;5|,74;21;5|74;21;5|,100|100|,0;0;0|0;0;0|,100|100|,74;21;5|74;21;5|,74;21;5|74;21;5|,100|100|,100|100|
3,100|100|,74;21;5|74;21;5|,0.0|0.0|,74;21;5|74;21;5|,66;18;16|66;18;16|,66;18;16|66;18;16|,100|100|,0;0;0|0;0;0|,100|100|,66;18;16|66;18;16|,66;18;16|66;18;16|,100|100|,100|100|
4,100|100|,66;18;16|66;18;16|,0.0|0.0|,66;18;16|66;18;16|,60;21;19|60;21;19|,60;21;19|60;21;19|,100|100|,0;0;0|0;0;0|,100|100|,60;21;19|60;21;19|,60;21;19|60;21;19|,100|100|,100|100|
5,100|100|,60;21;19|60;21;19|,0.0|0.0|,60;21;19|60;21;19|,59;17;24|59;17;24|,59;17;24|59;17;24|,100|100|,0;0;0|0;0;0|,100|100|,59;17;24|59;17;24|,59;17;24|59;17;24|,100|100|,100|100|
6,100|100|,59;17;24|59;17;24|,0.0|0.0|,59;17;24|59;17;24|,51;21;28|51;21;28|,51;21;28|51;21;28|,100|100|,0;0;0|0;0;0|,100|100|,51;21;28|51;21;28|,51;21;28|51;21;28|,100|100|,100|100|
7,100|100|,51;21;28|51;21;28|,0.0|0.0|,51;21;28|51;21;28|,44;25;31|44;25;31|,44;25;31|44;25;31|,100|100|,0;0;0|0;0;0|,100|100|,44;25;31|44;25;31|,44;25;31|44;25;31|,100|100|,100|100|
8,100|100|,44;25;31|44;25;31|,0.0|0.0|,44;25;31|44;25;31|,41;26;33|41;26;33|,41;26;33|41;26;33|,100|100|,0;0;0|0;0;0|,100|100|,41;26;33|41;26;33|,41;26;33|41;26;33|,100|100|,100|100|
9,100|100|,41;26;33|41;26;33|,0.0|0.0|,41;26;33|41;26;33|,34;21;45|34;21;45|,34;21;45|34;21;45|,100|100|,0;0;0|0;0;0|,100|100|,34;21;45|34;21;45|,34;21;45|34;21;45|,100|100|,100|100|
10,100|100|,34;21;45|34;21;45|,0.0|0.0|,34;21;45|34;21;45|,30;20;50|30;20;50|,30;20;50|30;20;50|,100|100|,0;0;0|0;0;0|,100|100|,30;20;50|30;20;50|,30;20;50|30;20;50|,100|100|,100|100|
11,100|100|,30;20;50|30;20;50|,0.0|0.0|,30;20;50|30;20;50|,27;21;52|27;21;52|,27;21;52|27;21;52|,100|100|,0;0;0|0;0;0|,100|100|,27;21;52|27;21;52|,27;21;52|27;21;52|,100|100|,100|100|
12,100|100|,27;21;52|27;21;52|,0.0|0.0|,27;21;52|27;21;52|,26;19;55|26;19;55|,26;19;55|26;19;55|,100|100|,0;0;0|0;0;0|,100|100|,26;19;55|26;19;55|,26;19;55|26;19;55|,100|100|,100|100|
13,100|100|,26;19;55|26;19;55|,0.0|0.0|,26;19;55|26;19;55|,23;17;60|23;17;60|,23;17;60|23;17;60|,100|100|,0;0;0|0;0;0|,100|100|,23;17;60|23;17;60|,23;17;60|23;17;60|,100|100|,100|100|
14,100|100|,23;17;60|23;17;60|,0.0|0.0|,23;17;60|23;17;60|,23;13;64|23;13;64|,23;13;64|23;13;64|,100|100|,0;0;0|0;0;0|,100|100|,23;13;64|23;13;64|,23;13;64|23;13;64|,100|100|,100|100|
15,100|100|,23;13;64|23;13;64|,0.0|0.0|,23;13;64|23;13;64|,23;8;69|23;8;69|,23;8;69|23;8;69|,100|100|,0;0;0|0;0;0|,100|100|,23;8;69|23;8;69|,23;8;69|23;8;69|,100|100|,100|100|
16,100|100|,23;8;69|23;8;69|,0.0|0.0|,23;8;69|23;8;69|,23;7;70|23;7;70|,23;7;70|23;7;70|,100|100|,0;0;0|0;0;0|,100|100|,23;7;70|23;7;70|,23;7;70|23;7;70|,100|100|,100|100|
17,100|100|,23;7;70|23;7;70|,0.0|0.0|,23;7;70|23;7;70|,23;7;70|23;7;70|,23;7;70|23;7;70|,100|100|,0;0;0|0;0;0|,100|100|,23;7;70|23;7;70|,23;7;70|23;7;70|,100|100|,100|100|
18,100|100|,23;7;70|23;7;70|,0.0|0.0|,23;7;70|23;7;70|,23;4;73|23;4;73|,23;4;73|23;4;73|,100|100|,0;0;0|0;0;0|,100|100|,23;4;73|23;4;73|,23;4;73|23;4;73|,100|100|,100|100|
19,100|100|,23;4;73|23;4;73|,0.0|0.0|,23;4;73|23;4;73|,23;4;73|23;4;73|,23;4;73|23;4;73|,100|100|,0;0;0|0;0;0|,100|100|,23;4;73|23;4;73|,23;4;73|23;4;73|,100|100|,100|100|
20,100|100|,23;4;73|23;4;73|,0.0|0.0|,23;4;73|23;4;73|,23;3;74|23;3;74|,23;3;74|23;3;74|,100|100|,0;0;0|0;0;0|,100|100|,23;3;74|23;3;74|,23;3;74|23;3;74|,100|100|,100|100|
21,100|100|,23;3;74|23;3;74|,0.0|0.0|,23;3;74|23;3;74|,23;0;77|23;0;77|,23;0;77|23;0;77|,100|100|,0;0;0|0;0;0|,100|100|,23;0;77|23;0;77|,23;0;77|23;0;77|,100|100|,100|100|
22,100|100|,23;0;77|23;0;77|,0.0|0.0|,23;0;77|23;0;77|,23;0;77|23;0;77|,23;0;77|23;0;77|,100|100|,0;0;0|0;0;0|,100|100|,23;0;77|23;0;77|,23;0;77|23;0;77|,100|100|,100|100|
23,100|100|,23;0;77|23;0;77|,0.0|0.0|,23;0;77|23;0;77|,23;0;77|23;0;77|,23;0;77|23;0;77|,100|100|,0;0;0|0;0;0|,100|100|,23;0;77|23;0;77|,23;0;77|23;0;77|,100|100|,100|100|
24,100|100|,23;0;77|23;0;77|,0.0|0.0|,23;0;77|23;0;77|,23;0;77|23;0;77|,23;0;77|23;0;77|,100|100|,0;0;0|0;0;0|,100|100|,23;0;77|23;0;77|,23;0;77|23;0;77|,100|100|,100|100|
