Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,83;17;0|83;17;0|,83;17;0|83;17;0|,100|100|,0;0;0|0;0;0|,100|100|,83;17;0|83;17;0|,83;17;0|83;17;0|,100|100|,100|100|
1,100|100|,83;17;0|83;17;0|,10.2|10.2|,83;17;0|83;17;0|,79;19;2|79;19;2|,79;19;2|79;19;2|,100|100|,0;0;0|0;0;0|,100|100|,79;19;2|79;19;2|,79;19;2|79;19;2|,100|100|,100|100|
2,100|100|,79;19;2|79;19;2|,10.57|10.57|,79;19;2|79;19;2|,72;25;3|72;25;3|,72;25;3|72;25;3|,100|100|,0;0;0|0;0;0|,100|100|,72;25;3|72;25;3|,72;25;3|72;25;3|,100|100|,100|100|
3,100|100|,72;25;3|72;25;3|,11.48|11.48|,72;25;3|72;25;3|,67;29;4|67;29;4|,67;29;4|67;29;4|,100|100|,0;0;0|0;0;0|,100|100|,67;29;4|67;29;4|,67;29;4|67;29;4|,100|100|,100|100|
4,100|100|,67;29;4|67;29;4|,12.66|12.66|,67;29;4|67;29;4|,57;36;7|57;36;7|,57;36;7|57;36;7|,100|100|,0;0;0|0;0;0|,100|100|,57;36;7|57;36;7|,57;36;7|57;36;7|,100|100|,100|100|
5,100|100|,57;36;7|57;36;7|,14.36|14.36|,57;36;7|57;36;7|,50;42;8|50;42;8|,50;42;8|50;42;8|,100|100|,0;0;0|0;0;0|,100|100|,50;42;8|50;42;8|,50;42;8|50;42;8|,100|100|,100|100|
6,100|100|,50;42;8|50;42;8|,16.41|16.41|,50;42;8|50;42;8|,41;51;8|41;51;8|,41;51;8|41;51;8|,100|100|,0;0;0|0;0;0|,100|100|,41;51;8|41;51;8|,41;51;8|41;51;8|,100|100|,100|100|
7,100|100|,41;51;8|41;51;8|,19.05|19.05|,41;51;8|41;51;8|,31;59;10|31;59;10|,31;59;10|31;59;10|,100|100|,0;0;0|0;0;0|,100|100|,31;59;10|31;59;10|,31;59;10|31;59;10|,100|100|,100|100|
8,100|100|,31;59;10|31;59;10|,22.09|22.09|,31;59;10|31;59;10|,23;63;14|23;63;14|,23;63;14|23;63;14|,100|100|,0;0;0|0;0;0|,100|100|,23;63;14|23;63;14|,23;63;14|23;63;14|,100|100|,100|100|
9,100|100|,23;63;14|23;63;14|,25.08|25.08|,23;63;14|23;63;14|,17;65;18|17;65;18|,17;65;18|17;65;18|,100|100|,0;0;0|0;0;0|,100|100|,17;65;18|17;65;18|,17;65;18|17;65;18|,100|100|,100|100|
10,100|100|,17;65;18|17;65;18|,27.81|27.81|,17;65;18|17;65;18|,10;69;21|10;69;21|,10;69;21|10;69;21|,100|100|,0;0;0|0;0;0|,100|100|,10;69;21|10;69;21|,10;69;21|10;69;21|,100|100|,100|100|
11,100|100|,10;69;21|10;69;21|,30.54|30.54|,10;69;21|10;69;21|,5;71;24|5;71;24|,5;71;24|5;71;24|,100|100|,0;0;0|0;0;0|,100|100|,5;71;24|5;71;24|,5;71;24|5;71;24|,100|100|,100|100|
