Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,88;12;0|88;12;0|,0.0|0.0|,88;12;0|88;12;0|,86;10;4|86;10;4|,86;10;4|86;10;4|,100|100|,0;0;0|0;0;0|,100|100|,86;10;4|86;10;4|,86;10;4|86;10;4|,100|100|,100|100|
1,100|100|,86;10;4|86;10;4|,0.0|0.0|,86;10;4|86;10;4|,86;10;4|86;10;4|,86;10;4|86;10;4|,100|100|,0;0;0|0;0;0|,100|100|,86;10;4|86;10;4|,86;10;4|86;10;4|,100|100|,100|100|
2,100|100|,86;10;4|86;10;4|,0.0|0.0|,86;10;4|86;10;4|,84;12;4|84;12;4|,84;12;4|84;12;4|,100|100|,0;0;0|0;0;0|,100|100|,84;12;4|84;12;4|,84;12;4|84;12;4|,100|100|,100|100|
3,100|100|,84;12;4|84;12;4|,0.0|0.0|,84;12;4|84;12;4|,81;12;7|81;12;7|,81;12;7|81;12;7|,100|100|,0;0;0|0;0;0|,100|100|,81;12;7|81;12;7|,81;12;7|81;12;7|,100|100|,100|100|
4,100|100|,81;12;7|81;12;7|,0.0|0.0|,81;12;7|81;12;7|,79;15;6|79;15;6|,79;15;6|79;15;6|,100|100|,0;0;0|0;0;0|,100|100|,79;15;6|79;15;6|,79;15;6|79;15;6|,100|100|,100|100|
5,100|100|,79;15;6|79;15;6|,0.0|0.0|,79;15;6|79;15;6|,72;20;8|72;20;8|,72;20;8|72;20;8|,100|100|,0;0;0|0;0;0|,100|100|,72;20;8|72;20;8|,72;20;8|72;20;8|,100|100|,100|100|
6,100|100|,72;20;8|72;20;8|,0.0|0.0|,72;20;8|72;20;8|,69;21;10|69;21;10|,69;21;10|69;21;10|,100|100|,0;0;0|0;0;0|,100|100|,69;21;10|69;21;10|,69;21;10|69;21;10|,100|100|,100|100|
7,100|100|,69;21;10|69;21;10|,0.0|0.0|,69;21;10|69;21;10|,61;28;11|61;28;11|,61;28;11|61;28;11|,100|100|,0;0;0|0;0;0|,100|100|,61;28;11|61;28;11|,61;28;11|61;28;11|,100|100|,100|100|
8,100|100|,61;28;11|61;28;11|,0.0|0.0|,61;28;11|61;28;11|,49;39;12|49;39;12|,49;39;12|49;39;12|,100|100|,0;0;0|0;0;0|,100|100|,49;39;12|49;39;12|,49;39;12|49;39;12|,100|100|,100|100|
9,100|100|,49;39;12|49;39;12|,0.0|0.0|,49;39;12|49;39;12|,37;44;19|37;44;19|,37;44;19|37;44;19|,100|100|,0;0;0|0;0;0|,100|100|,37;44;19|37;44;19|,37;44;19|37;44;19|,100|100|,100|100|
10,100|100|,37;44;19|37;44;19|,0.0|0.0|,37;44;19|37;44;19|,36;46;18|36;46;18|,36;46;18|36;46;18|,100|100|,0;0;0|0;0;0|,100|100|,36;46;18|36;46;18|,36;46;18|36;46;18|,100|100|,100|100|
11,100|100|,36;46;18|36;46;18|,0.0|0.0|,36;46;18|36;46;18|,32;45;23|32;45;23|,32;45;23|32;45;23|,100|100|,0;0;0|0;0;0|,100|100|,32;45;23|32;45;23|,32;45;23|32;45;23|,100|100|,100|100|
12,100|100|,32;45;23|32;45;23|,0.0|0.0|,32;45;23|32;45;23|,27;43;30|27;43;30|,27;43;30|27;43;30|,100|100|,0;0;0|0;0;0|,100|100|,27;43;30|27;43;30|,27;43;30|27;43;30|,100|100|,100|100|
13,100|100|,27;43;30|27;43;30|,0.0|0.0|,27;43;30|27;43;30|,34;36;30|34;36;30|,34;36;30|34;36;30|,100|100|,0;0;0|0;0;0|,100|100|,34;36;30|34;36;30|,34;36;30|34;36;30|,100|100|,100|100|
14,100|100|,34;36;30|34;36;30|,0.0|0.0|,34;36;30|34;36;30|,33;29;38|33;29;38|,33;29;38|33;29;38|,100|100|,0;0;0|0;0;0|,100|100|,33;29;38|33;29;38|,33;29;38|33;29;38|,100|100|,100|100|
15,100|100|,33;29;38|33;29;38|,0.0|0.0|,33;29;38|33;29;38|,36;27;37|36;27;37|,36;27;37|36;27;37|,100|100|,0;0;0|0;0;0|,100|100|,36;27;37|36;27;37|,36;27;37|36;27;37|,100|100|,100|100|
16,100|100|,36;27;37|36;27;37|,0.0|0.0|,36;27;37|36;27;37|,38;31;31|38;31;31|,38;31;31|38;31;31|,100|100|,0;0;0|0;0;0|,100|100|,38;31;31|38;31;31|,38;31;31|38;31;31|,100|100|,100|100|
17,100|100|,38;31;31|38;31;31|,0.0|0.0|,38;31;31|38;31;31|,39;29;32|39;29;32|,39;29;32|39;29;32|,100|100|,0;0;0|0;0;0|,100|100|,39;29;32|39;29;32|,39;29;32|39;29;32|,100|100|,100|100|
18,100|100|,39;29;32|39;29;32|,0.0|0.0|,39;29;32|39;29;32|,40;26;34|40;26;34|,40;26;34|40;26;34|,100|100|,0;0;0|0;0;0|,100|100|,40;26;34|40;26;34|,40;26;34|40;26;34|,100|100|,100|100|
19,100|100|,40;26;34|40;26;34|,0.0|0.0|,40;26;34|40;26;34|,39;29;32|39;29;32|,39;29;32|39;29;32|,100|100|,0;0;0|0;0;0|,100|100|,39;29;32|39;29;32|,39;29;32|39;29;32|,100|100|,100|100|
20,100|100|,39;29;32|39;29;32|,0.0|0.0|,39;29;32|39;29;32|,42;32;26|42;32;26|,42;32;26|42;32;26|,100|100|,0;0;0|0;0;0|,100|100|,42;32;26|42;32;26|,42;32;26|42;32;26|,100|100|,100|100|
21,100|100|,42;32;26|42;32;26|,0.0|0.0|,42;32;26|42;32;26|,44;29;27|44;29;27|,44;29;27|44;29;27|,100|100|,0;0;0|0;0;0|,100|100|,44;29;27|44;29;27|,44;29;27|44;29;27|,100|100|,100|100|
22,100|100|,44;29;27|44;29;27|,0.0|0.0|,44;29;27|44;29;27|,46;24;30|46;24;30|,46;24;30|46;24;30|,100|100|,0;0;0|0;0;0|,100|100|,46;24;30|46;24;30|,46;24;30|46;24;30|,100|100|,100|100|
23,100|100|,46;24;30|46;24;30|,0.0|0.0|,46;24;30|46;24;30|,47;21;32|47;21;32|,47;21;32|47;21;32|,100|100|,0;0;0|0;0;0|,100|100|,47;21;32|47;21;32|,47;21;32|47;21;32|,100|100|,100|100|
24,100|100|,47;21;32|47;21;32|,0.0|0.0|,47;21;32|47;21;32|,50;17;33|50;17;33|,50;17;33|50;17;33|,100|100|,0;0;0|0;0;0|,100|100|,50;17;33|50;17;33|,50;17;33|50;17;33|,100|100|,100|100|
25,100|100|,50;17;33|50;17;33|,0.0|0.0|,50;17;33|50;17;33|,56;17;27|56;17;27|,56;17;27|56;17;27|,100|100|,0;0;0|0;0;0|,100|100|,56;17;27|56;17;27|,56;17;27|56;17;27|,100|100|,100|100|
26,100|100|,56;17;27|56;17;27|,0.0|0.0|,56;17;27|56;17;27|,56;18;26|56;18;26|,56;18;26|56;18;26|,100|100|,0;0;0|0;0;0|,100|100|,56;18;26|56;18;26|,56;18;26|56;18;26|,100|100|,100|100|
