Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;0;11;0|89;0;11;0|,89;0;11;0|89;0;11;0|,88;1;5;6|88;1;5;6|,88;1;5;6|88;1;5;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,88;1;5;6|88;1;5;6|,88;1;5;6|88;1;5;6|,100|100|,100|100|
1,100|100|,88;1;5;6|88;1;5;6|,88;1;5;6|88;1;5;6|,85;3;4;8|85;3;4;8|,85;3;4;8|85;3;4;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,85;3;4;8|85;3;4;8|,85;3;4;8|85;3;4;8|,100|100|,100|100|
2,100|100|,85;3;4;8|85;3;4;8|,85;3;4;8|85;3;4;8|,82;4;6;8|82;4;6;8|,82;4;6;8|82;4;6;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;4;6;8|82;4;6;8|,82;4;6;8|82;4;6;8|,100|100|,100|100|
3,100|100|,82;4;6;8|82;4;6;8|,82;4;6;8|82;4;6;8|,81;4;6;9|81;4;6;9|,81;4;6;9|81;4;6;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,81;4;6;9|81;4;6;9|,81;4;6;9|81;4;6;9|,100|100|,100|100|
4,100|100|,81;4;6;9|81;4;6;9|,81;4;6;9|81;4;6;9|,79;4;7;10|79;4;7;10|,79;4;7;10|79;4;7;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,79;4;7;10|79;4;7;10|,79;4;7;10|79;4;7;10|,100|100|,100|100|
5,100|100|,79;4;7;10|79;4;7;10|,79;4;7;10|79;4;7;10|,75;6;6;13|75;6;6;13|,75;6;6;13|75;6;6;13|,100|100|,0;0;0;0|0;0;0;0|,100|100|,75;6;6;13|75;6;6;13|,75;6;6;13|75;6;6;13|,100|100|,100|100|
6,100|100|,75;6;6;13|75;6;6;13|,75;6;6;13|75;6;6;13|,72;6;8;14|72;6;8;14|,72;6;8;14|72;6;8;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,72;6;8;14|72;6;8;14|,72;6;8;14|72;6;8;14|,100|100|,100|100|
7,100|100|,72;6;8;14|72;6;8;14|,72;6;8;14|72;6;8;14|,70;5;10;15|70;5;10;15|,70;5;10;15|70;5;10;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,70;5;10;15|70;5;10;15|,70;5;10;15|70;5;10;15|,100|100|,100|100|
8,100|100|,70;5;10;15|70;5;10;15|,70;5;10;15|70;5;10;15|,68;4;12;16|68;4;12;16|,68;4;12;16|68;4;12;16|,100|100|,0;0;0;0|0;0;0;0|,100|100|,68;4;12;16|68;4;12;16|,68;4;12;16|68;4;12;16|,100|100|,100|100|
9,100|100|,68;4;12;16|68;4;12;16|,68;4;12;16|68;4;12;16|,64;7;11;18|64;7;11;18|,64;7;11;18|64;7;11;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,64;7;11;18|64;7;11;18|,64;7;11;18|64;7;11;18|,100|100|,100|100|
