Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,87;0;13;0|87;0;13;0|,87;0;13;0|87;0;13;0|,81;6;11;2|81;6;11;2|,81;6;11;2|81;6;11;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,81;6;11;2|81;6;11;2|,81;6;11;2|81;6;11;2|,100|100|,100|100|
1,100|100|,81;6;11;2|81;6;11;2|,81;6;11;2|81;6;11;2|,79;6;10;5|79;6;10;5|,79;6;10;5|79;6;10;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,79;6;10;5|79;6;10;5|,79;6;10;5|79;6;10;5|,100|100|,100|100|
2,100|100|,79;6;10;5|79;6;10;5|,79;6;10;5|79;6;10;5|,75;9;8;8|75;9;8;8|,75;9;8;8|75;9;8;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,75;9;8;8|75;9;8;8|,75;9;8;8|75;9;8;8|,100|100|,100|100|
3,100|100|,75;9;8;8|75;9;8;8|,75;9;8;8|75;9;8;8|,73;5;12;10|73;5;12;10|,73;5;12;10|73;5;12;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,73;5;12;10|73;5;12;10|,73;5;12;10|73;5;12;10|,100|100|,100|100|
4,100|100|,73;5;12;10|73;5;12;10|,73;5;12;10|73;5;12;10|,69;8;10;13|69;8;10;13|,69;8;10;13|69;8;10;13|,100|100|,0;0;0;0|0;0;0;0|,100|100|,69;8;10;13|69;8;10;13|,69;8;10;13|69;8;10;13|,100|100|,100|100|
5,100|100|,69;8;10;13|69;8;10;13|,69;8;10;13|69;8;10;13|,66;8;9;17|66;8;9;17|,66;8;9;17|66;8;9;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,66;8;9;17|66;8;9;17|,66;8;9;17|66;8;9;17|,100|100|,100|100|
6,100|100|,66;8;9;17|66;8;9;17|,66;8;9;17|66;8;9;17|,62;9;7;22|62;9;7;22|,62;9;7;22|62;9;7;22|,100|100|,0;0;0;0|0;0;0;0|,100|100|,62;9;7;22|62;9;7;22|,62;9;7;22|62;9;7;22|,100|100|,100|100|
7,100|100|,62;9;7;22|62;9;7;22|,62;9;7;22|62;9;7;22|,60;8;10;22|60;8;10;22|,60;8;10;22|60;8;10;22|,100|100|,0;0;0;0|0;0;0;0|,100|100|,60;8;10;22|60;8;10;22|,60;8;10;22|60;8;10;22|,100|100|,100|100|
8,100|100|,60;8;10;22|60;8;10;22|,60;8;10;22|60;8;10;22|,55;9;12;24|55;9;12;24|,55;9;12;24|55;9;12;24|,100|100|,0;0;0;0|0;0;0;0|,100|100|,55;9;12;24|55;9;12;24|,55;9;12;24|55;9;12;24|,100|100|,100|100|
9,100|100|,55;9;12;24|55;9;12;24|,55;9;12;24|55;9;12;24|,53;7;13;27|53;7;13;27|,53;7;13;27|53;7;13;27|,100|100|,0;0;0;0|0;0;0;0|,100|100|,53;7;13;27|53;7;13;27|,53;7;13;27|53;7;13;27|,100|100|,100|100|
10,100|100|,53;7;13;27|53;7;13;27|,53;7;13;27|53;7;13;27|,49;8;12;31|49;8;12;31|,49;8;12;31|49;8;12;31|,100|100|,0;0;0;0|0;0;0;0|,100|100|,49;8;12;31|49;8;12;31|,49;8;12;31|49;8;12;31|,100|100|,100|100|
11,100|100|,49;8;12;31|49;8;12;31|,49;8;12;31|49;8;12;31|,46;9;11;34|46;9;11;34|,46;9;11;34|46;9;11;34|,100|100|,0;0;0;0|0;0;0;0|,100|100|,46;9;11;34|46;9;11;34|,46;9;11;34|46;9;11;34|,100|100|,100|100|
12,100|100|,46;9;11;34|46;9;11;34|,46;9;11;34|46;9;11;34|,46;6;12;36|46;6;12;36|,46;6;12;36|46;6;12;36|,100|100|,0;0;0;0|0;0;0;0|,100|100|,46;6;12;36|46;6;12;36|,46;6;12;36|46;6;12;36|,100|100|,100|100|
13,100|100|,46;6;12;36|46;6;12;36|,46;6;12;36|46;6;12;36|,43;5;13;39|43;5;13;39|,43;5;13;39|43;5;13;39|,100|100|,0;0;0;0|0;0;0;0|,100|100|,43;5;13;39|43;5;13;39|,43;5;13;39|43;5;13;39|,100|100|,100|100|
14,100|100|,43;5;13;39|43;5;13;39|,43;5;13;39|43;5;13;39|,39;7;12;42|39;7;12;42|,39;7;12;42|39;7;12;42|,100|100|,0;0;0;0|0;0;0;0|,100|100|,39;7;12;42|39;7;12;42|,39;7;12;42|39;7;12;42|,100|100|,100|100|
15,100|100|,39;7;12;42|39;7;12;42|,39;7;12;42|39;7;12;42|,37;4;15;44|37;4;15;44|,37;4;15;44|37;4;15;44|,100|100|,0;0;0;0|0;0;0;0|,100|100|,37;4;15;44|37;4;15;44|,37;4;15;44|37;4;15;44|,100|100|,100|100|
16,100|100|,37;4;15;44|37;4;15;44|,37;4;15;44|37;4;15;44|,36;1;16;47|36;1;16;47|,36;1;16;47|36;1;16;47|,100|100|,0;0;0;0|0;0;0;0|,100|100|,36;1;16;47|36;1;16;47|,36;1;16;47|36;1;16;47|,100|100|,100|100|
17,100|100|,36;1;16;47|36;1;16;47|,36;1;16;47|36;1;16;47|,34;2;15;49|34;2;15;49|,34;2;15;49|34;2;15;49|,100|100|,0;0;0;0|0;0;0;0|,100|100|,34;2;15;49|34;2;15;49|,34;2;15;49|34;2;15;49|,100|100|,100|100|
18,100|100|,34;2;15;49|34;2;15;49|,34;2;15;49|34;2;15;49|,34;1;15;50|34;1;15;50|,34;1;15;50|34;1;15;50|,100|100|,0;0;0;0|0;0;0;0|,100|100|,34;1;15;50|34;1;15;50|,34;1;15;50|34;1;15;50|,100|100|,100|100|
19,100|100|,34;1;15;50|34;1;15;50|,34;1;15;50|34;1;15;50|,34;1;14;51|34;1;14;51|,34;1;14;51|34;1;14;51|,100|100|,0;0;0;0|0;0;0;0|,100|100|,34;1;14;51|34;1;14;51|,34;1;14;51|34;1;14;51|,100|100|,100|100|
20,100|100|,34;1;14;51|34;1;14;51|,34;1;14;51|34;1;14;51|,29;6;10;55|29;6;10;55|,29;6;10;55|29;6;10;55|,100|100|,0;0;0;0|0;0;0;0|,100|100|,29;6;10;55|29;6;10;55|,29;6;10;55|29;6;10;55|,100|100|,100|100|
21,100|100|,29;6;10;55|29;6;10;55|,29;6;10;55|29;6;10;55|,28;4;11;57|28;4;11;57|,28;4;11;57|28;4;11;57|,100|100|,0;0;0;0|0;0;0;0|,100|100|,28;4;11;57|28;4;11;57|,28;4;11;57|28;4;11;57|,100|100|,100|100|
22,100|100|,28;4;11;57|28;4;11;57|,28;4;11;57|28;4;11;57|,26;5;8;61|26;5;8;61|,26;5;8;61|26;5;8;61|,100|100|,0;0;0;0|0;0;0;0|,100|100|,26;5;8;61|26;5;8;61|,26;5;8;61|26;5;8;61|,100|100|,100|100|
23,100|100|,26;5;8;61|26;5;8;61|,26;5;8;61|26;5;8;61|,25;5;7;63|25;5;7;63|,25;5;7;63|25;5;7;63|,100|100|,0;0;0;0|0;0;0;0|,100|100|,25;5;7;63|25;5;7;63|,25;5;7;63|25;5;7;63|,100|100|,100|100|
24,100|100|,25;5;7;63|25;5;7;63|,25;5;7;63|25;5;7;63|,24;1;9;66|24;1;9;66|,24;1;9;66|24;1;9;66|,100|100|,0;0;0;0|0;0;0;0|,100|100|,24;1;9;66|24;1;9;66|,24;1;9;66|24;1;9;66|,100|100|,100|100|
25,100|100|,24;1;9;66|24;1;9;66|,24;1;9;66|24;1;9;66|,24;0;6;70|24;0;6;70|,24;0;6;70|24;0;6;70|,100|100|,0;0;0;0|0;0;0;0|,100|100|,24;0;6;70|24;0;6;70|,24;0;6;70|24;0;6;70|,100|100|,100|100|
26,100|100|,24;0;6;70|24;0;6;70|,24;0;6;70|24;0;6;70|,23;1;5;71|23;1;5;71|,23;1;5;71|23;1;5;71|,100|100|,0;0;0;0|0;0;0;0|,100|100|,23;1;5;71|23;1;5;71|,23;1;5;71|23;1;5;71|,100|100|,100|100|
27,100|100|,23;1;5;71|23;1;5;71|,23;1;5;71|23;1;5;71|,22;2;5;71|22;2;5;71|,22;2;5;71|22;2;5;71|,100|100|,0;0;0;0|0;0;0;0|,100|100|,22;2;5;71|22;2;5;71|,22;2;5;71|22;2;5;71|,100|100|,100|100|
28,100|100|,22;2;5;71|22;2;5;71|,22;2;5;71|22;2;5;71|,22;1;6;71|22;1;6;71|,22;1;6;71|22;1;6;71|,100|100|,0;0;0;0|0;0;0;0|,100|100|,22;1;6;71|22;1;6;71|,22;1;6;71|22;1;6;71|,100|100|,100|100|
29,100|100|,22;1;6;71|22;1;6;71|,22;1;6;71|22;1;6;71|,20;3;4;73|20;3;4;73|,20;3;4;73|20;3;4;73|,100|100|,0;0;0;0|0;0;0;0|,100|100|,20;3;4;73|20;3;4;73|,20;3;4;73|20;3;4;73|,100|100|,100|100|
