Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,88;12;0|88;12;0|,0.0|0.0|,88;12;0|88;12;0|,81;19;0|81;19;0|,81;19;0|81;19;0|,100|100|,0;0;0|0;0;0|,100|100|,81;19;0|81;19;0|,81;19;0|81;19;0|,100|100|,100|100|
1,100|100|,81;19;0|81;19;0|,0.0|0.0|,81;19;0|81;19;0|,73;22;5|73;22;5|,73;22;5|73;22;5|,100|100|,0;0;0|0;0;0|,100|100|,73;22;5|73;22;5|,73;22;5|73;22;5|,100|100|,100|100|
2,100|100|,73;22;5|73;22;5|,0.0|0.0|,73;22;5|73;22;5|,63;28;9|63;28;9|,63;28;9|63;28;9|,100|100|,0;0;0|0;0;0|,100|100|,63;28;9|63;28;9|,63;28;9|63;28;9|,100|100|,100|100|
3,100|100|,63;28;9|63;28;9|,0.0|0.0|,63;28;9|63;28;9|,56;26;18|56;26;18|,56;26;18|56;26;18|,100|100|,0;0;0|0;0;0|,100|100|,56;26;18|56;26;18|,56;26;18|56;26;18|,100|100|,100|100|
4,100|100|,56;26;18|56;26;18|,0.0|0.0|,56;26;18|56;26;18|,51;25;24|51;25;24|,51;25;24|51;25;24|,100|100|,0;0;0|0;0;0|,100|100|,51;25;24|51;25;24|,51;25;24|51;25;24|,100|100|,100|100|
5,100|100|,51;25;24|51;25;24|,0.0|0.0|,51;25;24|51;25;24|,47;22;31|47;22;31|,47;22;31|47;22;31|,100|100|,0;0;0|0;0;0|,100|100|,47;22;31|47;22;31|,47;22;31|47;22;31|,100|100|,100|100|
6,100|100|,47;22;31|47;22;31|,0.0|0.0|,47;22;31|47;22;31|,41;24;35|41;24;35|,41;24;35|41;24;35|,100|100|,0;0;0|0;0;0|,100|100|,41;24;35|41;24;35|,41;24;35|41;24;35|,100|100|,100|100|
7,100|100|,41;24;35|41;24;35|,0.0|0.0|,41;24;35|41;24;35|,34;25;41|34;25;41|,34;25;41|34;25;41|,100|100|,0;0;0|0;0;0|,100|100|,34;25;41|34;25;41|,34;25;41|34;25;41|,100|100|,100|100|
8,100|100|,34;25;41|34;25;41|,0.0|0.0|,34;25;41|34;25;41|,27;25;48|27;25;48|,27;25;48|27;25;48|,100|100|,0;0;0|0;0;0|,100|100|,27;25;48|27;25;48|,27;25;48|27;25;48|,100|100|,100|100|
9,100|100|,27;25;48|27;25;48|,0.0|0.0|,27;25;48|27;25;48|,24;22;54|24;22;54|,24;22;54|24;22;54|,100|100|,0;0;0|0;0;0|,100|100|,24;22;54|24;22;54|,24;22;54|24;22;54|,100|100|,100|100|
