Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,82;18;0|82;18;0|,82;18;0|82;18;0|,100|100|,0;0;0|0;0;0|,100|100|,82;18;0|82;18;0|,82;18;0|82;18;0|,100|100|,100|100|
1,100|100|,82;18;0|82;18;0|,9.5|9.5|,82;18;0|82;18;0|,73;27;0|73;27;0|,73;27;0|73;27;0|,100|100|,0;0;0|0;0;0|,100|100|,73;27;0|73;27;0|,73;27;0|73;27;0|,100|100|,100|100|
2,100|100|,73;27;0|73;27;0|,9.88|9.88|,73;27;0|73;27;0|,64;35;1|64;35;1|,64;35;1|64;35;1|,100|100|,0;0;0|0;0;0|,100|100|,64;35;1|64;35;1|,64;35;1|64;35;1|,100|100|,100|100|
3,100|100|,64;35;1|64;35;1|,11.09|11.09|,64;35;1|64;35;1|,55;43;2|55;43;2|,55;43;2|55;43;2|,100|100|,0;0;0|0;0;0|,100|100|,55;43;2|55;43;2|,55;43;2|55;43;2|,100|100|,100|100|
4,100|100|,55;43;2|55;43;2|,12.93|12.93|,55;43;2|55;43;2|,44;53;3|44;53;3|,44;53;3|44;53;3|,100|100|,0;0;0|0;0;0|,100|100|,44;53;3|44;53;3|,44;53;3|44;53;3|,100|100|,100|100|
5,100|100|,44;53;3|44;53;3|,15.29|15.29|,44;53;3|44;53;3|,40;56;4|40;56;4|,40;56;4|40;56;4|,100|100|,0;0;0|0;0;0|,100|100|,40;56;4|40;56;4|,40;56;4|40;56;4|,100|100|,100|100|
6,100|100|,40;56;4|40;56;4|,18.3|18.3|,40;56;4|40;56;4|,33;61;6|33;61;6|,33;61;6|33;61;6|,100|100|,0;0;0|0;0;0|,100|100|,33;61;6|33;61;6|,33;61;6|33;61;6|,100|100|,100|100|
7,100|100|,33;61;6|33;61;6|,21.15|21.15|,33;61;6|33;61;6|,23;67;10|23;67;10|,23;67;10|23;67;10|,100|100|,0;0;0|0;0;0|,100|100|,23;67;10|23;67;10|,23;67;10|23;67;10|,100|100|,100|100|
8,100|100|,23;67;10|23;67;10|,24.08|24.08|,23;67;10|23;67;10|,15;70;15|15;70;15|,15;70;15|15;70;15|,100|100|,0;0;0|0;0;0|,100|100|,15;70;15|15;70;15|,15;70;15|15;70;15|,100|100|,100|100|
9,100|100|,15;70;15|15;70;15|,27.17|27.17|,15;70;15|15;70;15|,11;70;19|11;70;19|,11;70;19|11;70;19|,100|100|,0;0;0|0;0;0|,100|100|,11;70;19|11;70;19|,11;70;19|11;70;19|,100|100|,100|100|
10,100|100|,11;70;19|11;70;19|,30.09|30.09|,11;70;19|11;70;19|,8;68;24|8;68;24|,8;68;24|8;68;24|,100|100|,0;0;0|0;0;0|,100|100|,8;68;24|8;68;24|,8;68;24|8;68;24|,100|100|,100|100|
