Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;9;0|91;9;0|,0.0|0.0|,91;9;0|91;9;0|,84;12;4|84;12;4|,84;12;4|84;12;4|,100|100|,0;0;0|0;0;0|,100|100|,84;12;4|84;12;4|,84;12;4|84;12;4|,100|100|,100|100|
1,100|100|,84;12;4|84;12;4|,0.0|0.0|,84;12;4|84;12;4|,80;15;5|80;15;5|,80;15;5|80;15;5|,100|100|,0;0;0|0;0;0|,100|100|,80;15;5|80;15;5|,80;15;5|80;15;5|,100|100|,100|100|
2,100|100|,80;15;5|80;15;5|,0.0|0.0|,80;15;5|80;15;5|,73;17;10|73;17;10|,73;17;10|73;17;10|,100|100|,0;0;0|0;0;0|,100|100|,73;17;10|73;17;10|,73;17;10|73;17;10|,100|100|,100|100|
3,100|100|,73;17;10|73;17;10|,0.0|0.0|,73;17;10|73;17;10|,70;18;12|70;18;12|,70;18;12|70;18;12|,100|100|,0;0;0|0;0;0|,100|100|,70;18;12|70;18;12|,70;18;12|70;18;12|,100|100|,100|100|
4,100|100|,70;18;12|70;18;12|,0.0|0.0|,70;18;12|70;18;12|,60;23;17|60;23;17|,60;23;17|60;23;17|,100|100|,0;0;0|0;0;0|,100|100|,60;23;17|60;23;17|,60;23;17|60;23;17|,100|100|,100|100|
5,100|100|,60;23;17|60;23;17|,0.0|0.0|,60;23;17|60;23;17|,52;25;23|52;25;23|,52;25;23|52;25;23|,100|100|,0;0;0|0;0;0|,100|100|,52;25;23|52;25;23|,52;25;23|52;25;23|,100|100|,100|100|
6,100|100|,52;25;23|52;25;23|,0.0|0.0|,52;25;23|52;25;23|,46;28;26|46;28;26|,46;28;26|46;28;26|,100|100|,0;0;0|0;0;0|,100|100|,46;28;26|46;28;26|,46;28;26|46;28;26|,100|100|,100|100|
7,100|100|,46;28;26|46;28;26|,0.0|0.0|,46;28;26|46;28;26|,43;27;30|43;27;30|,43;27;30|43;27;30|,100|100|,0;0;0|0;0;0|,100|100|,43;27;30|43;27;30|,43;27;30|43;27;30|,100|100|,100|100|
8,100|100|,43;27;30|43;27;30|,0.0|0.0|,43;27;30|43;27;30|,38;28;34|38;28;34|,38;28;34|38;28;34|,100|100|,0;0;0|0;0;0|,100|100|,38;28;34|38;28;34|,38;28;34|38;28;34|,100|100|,100|100|
9,100|100|,38;28;34|38;28;34|,0.0|0.0|,38;28;34|38;28;34|,28;34;38|28;34;38|,28;34;38|28;34;38|,100|100|,0;0;0|0;0;0|,100|100|,28;34;38|28;34;38|,28;34;38|28;34;38|,100|100|,100|100|
10,100|100|,28;34;38|28;34;38|,0.0|0.0|,28;34;38|28;34;38|,23;32;45|23;32;45|,23;32;45|23;32;45|,100|100|,0;0;0|0;0;0|,100|100|,23;32;45|23;32;45|,23;32;45|23;32;45|,100|100|,100|100|
11,100|100|,23;32;45|23;32;45|,0.0|0.0|,23;32;45|23;32;45|,19;27;54|19;27;54|,19;27;54|19;27;54|,100|100|,0;0;0|0;0;0|,100|100|,19;27;54|19;27;54|,19;27;54|19;27;54|,100|100|,100|100|
12,100|100|,19;27;54|19;27;54|,0.0|0.0|,19;27;54|19;27;54|,18;24;58|18;24;58|,18;24;58|18;24;58|,100|100|,0;0;0|0;0;0|,100|100|,18;24;58|18;24;58|,18;24;58|18;24;58|,100|100|,100|100|
13,100|100|,18;24;58|18;24;58|,0.0|0.0|,18;24;58|18;24;58|,14;21;65|14;21;65|,14;21;65|14;21;65|,100|100|,0;0;0|0;0;0|,100|100|,14;21;65|14;21;65|,14;21;65|14;21;65|,100|100|,100|100|
14,100|100|,14;21;65|14;21;65|,0.0|0.0|,14;21;65|14;21;65|,12;18;70|12;18;70|,12;18;70|12;18;70|,100|100|,0;0;0|0;0;0|,100|100|,12;18;70|12;18;70|,12;18;70|12;18;70|,100|100|,100|100|
15,100|100|,12;18;70|12;18;70|,0.0|0.0|,12;18;70|12;18;70|,11;16;73|11;16;73|,11;16;73|11;16;73|,100|100|,0;0;0|0;0;0|,100|100|,11;16;73|11;16;73|,11;16;73|11;16;73|,100|100|,100|100|
16,100|100|,11;16;73|11;16;73|,0.0|0.0|,11;16;73|11;16;73|,9;15;76|9;15;76|,9;15;76|9;15;76|,100|100|,0;0;0|0;0;0|,100|100|,9;15;76|9;15;76|,9;15;76|9;15;76|,100|100|,100|100|
17,100|100|,9;15;76|9;15;76|,0.0|0.0|,9;15;76|9;15;76|,9;10;81|9;10;81|,9;10;81|9;10;81|,100|100|,0;0;0|0;0;0|,100|100|,9;10;81|9;10;81|,9;10;81|9;10;81|,100|100|,100|100|
18,100|100|,9;10;81|9;10;81|,0.0|0.0|,9;10;81|9;10;81|,9;7;84|9;7;84|,9;7;84|9;7;84|,100|100|,0;0;0|0;0;0|,100|100|,9;7;84|9;7;84|,9;7;84|9;7;84|,100|100|,100|100|
19,100|100|,9;7;84|9;7;84|,0.0|0.0|,9;7;84|9;7;84|,9;5;86|9;5;86|,9;5;86|9;5;86|,100|100|,0;0;0|0;0;0|,100|100|,9;5;86|9;5;86|,9;5;86|9;5;86|,100|100|,100|100|
20,100|100|,9;5;86|9;5;86|,0.0|0.0|,9;5;86|9;5;86|,9;3;88|9;3;88|,9;3;88|9;3;88|,100|100|,0;0;0|0;0;0|,100|100|,9;3;88|9;3;88|,9;3;88|9;3;88|,100|100|,100|100|
21,100|100|,9;3;88|9;3;88|,0.0|0.0|,9;3;88|9;3;88|,9;3;88|9;3;88|,9;3;88|9;3;88|,100|100|,0;0;0|0;0;0|,100|100|,9;3;88|9;3;88|,9;3;88|9;3;88|,100|100|,100|100|
22,100|100|,9;3;88|9;3;88|,0.0|0.0|,9;3;88|9;3;88|,9;3;88|9;3;88|,9;3;88|9;3;88|,100|100|,0;0;0|0;0;0|,100|100|,9;3;88|9;3;88|,9;3;88|9;3;88|,100|100|,100|100|
23,100|100|,9;3;88|9;3;88|,0.0|0.0|,9;3;88|9;3;88|,9;2;89|9;2;89|,9;2;89|9;2;89|,100|100|,0;0;0|0;0;0|,100|100|,9;2;89|9;2;89|,9;2;89|9;2;89|,100|100|,100|100|
24,100|100|,9;2;89|9;2;89|,0.0|0.0|,9;2;89|9;2;89|,9;2;89|9;2;89|,9;2;89|9;2;89|,100|100|,0;0;0|0;0;0|,100|100|,9;2;89|9;2;89|,9;2;89|9;2;89|,100|100|,100|100|
25,100|100|,9;2;89|9;2;89|,0.0|0.0|,9;2;89|9;2;89|,9;2;89|9;2;89|,9;2;89|9;2;89|,100|100|,0;0;0|0;0;0|,100|100|,9;2;89|9;2;89|,9;2;89|9;2;89|,100|100|,100|100|
26,100|100|,9;2;89|9;2;89|,0.0|0.0|,9;2;89|9;2;89|,9;2;89|9;2;89|,9;2;89|9;2;89|,100|100|,0;0;0|0;0;0|,100|100|,9;2;89|9;2;89|,9;2;89|9;2;89|,100|100|,100|100|
27,100|100|,9;2;89|9;2;89|,0.0|0.0|,9;2;89|9;2;89|,9;2;89|9;2;89|,9;2;89|9;2;89|,100|100|,0;0;0|0;0;0|,100|100|,9;2;89|9;2;89|,9;2;89|9;2;89|,100|100|,100|100|
28,100|100|,9;2;89|9;2;89|,0.0|0.0|,9;2;89|9;2;89|,9;2;89|9;2;89|,9;2;89|9;2;89|,100|100|,0;0;0|0;0;0|,100|100|,9;2;89|9;2;89|,9;2;89|9;2;89|,100|100|,100|100|
29,100|100|,9;2;89|9;2;89|,0.0|0.0|,9;2;89|9;2;89|,9;2;89|9;2;89|,9;2;89|9;2;89|,100|100|,0;0;0|0;0;0|,100|100|,9;2;89|9;2;89|,9;2;89|9;2;89|,100|100|,100|100|
30,100|100|,9;2;89|9;2;89|,0.0|0.0|,9;2;89|9;2;89|,9;1;90|9;1;90|,9;1;90|9;1;90|,100|100|,0;0;0|0;0;0|,100|100|,9;1;90|9;1;90|,9;1;90|9;1;90|,100|100|,100|100|
31,100|100|,9;1;90|9;1;90|,0.0|0.0|,9;1;90|9;1;90|,9;1;90|9;1;90|,9;1;90|9;1;90|,100|100|,0;0;0|0;0;0|,100|100|,9;1;90|9;1;90|,9;1;90|9;1;90|,100|100|,100|100|
32,100|100|,9;1;90|9;1;90|,0.0|0.0|,9;1;90|9;1;90|,9;1;90|9;1;90|,9;1;90|9;1;90|,100|100|,0;0;0|0;0;0|,100|100|,9;1;90|9;1;90|,9;1;90|9;1;90|,100|100|,100|100|
33,100|100|,9;1;90|9;1;90|,0.0|0.0|,9;1;90|9;1;90|,9;1;90|9;1;90|,9;1;90|9;1;90|,100|100|,0;0;0|0;0;0|,100|100|,9;1;90|9;1;90|,9;1;90|9;1;90|,100|100|,100|100|
