Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,84;15;1|84;15;1|,84;15;1|84;15;1|,100|100|,0;0;0|0;0;0|,100|100|,84;15;1|84;15;1|,84;15;1|84;15;1|,100|100|,100|100|
1,100|100|,84;15;1|84;15;1|,10.0|10.0|,84;15;1|84;15;1|,76;21;3|76;21;3|,76;21;3|76;21;3|,100|100|,0;0;0|0;0;0|,100|100|,76;21;3|76;21;3|,76;21;3|76;21;3|,100|100|,100|100|
2,100|100|,76;21;3|76;21;3|,10.6|10.6|,76;21;3|76;21;3|,75;22;3|75;22;3|,75;22;3|75;22;3|,100|100|,0;0;0|0;0;0|,100|100|,75;22;3|75;22;3|,75;22;3|75;22;3|,100|100|,100|100|
3,100|100|,75;22;3|75;22;3|,11.21|11.21|,75;22;3|75;22;3|,72;24;4|72;24;4|,72;24;4|72;24;4|,100|100|,0;0;0|0;0;0|,100|100|,72;24;4|72;24;4|,72;24;4|72;24;4|,100|100|,100|100|
4,100|100|,72;24;4|72;24;4|,11.93|11.93|,72;24;4|72;24;4|,63;32;5|63;32;5|,63;32;5|63;32;5|,100|100|,0;0;0|0;0;0|,100|100|,63;32;5|63;32;5|,63;32;5|63;32;5|,100|100|,100|100|
5,100|100|,63;32;5|63;32;5|,13.34|13.34|,63;32;5|63;32;5|,57;36;7|57;36;7|,57;36;7|57;36;7|,100|100|,0;0;0|0;0;0|,100|100|,57;36;7|57;36;7|,57;36;7|57;36;7|,100|100|,100|100|
6,100|100|,57;36;7|57;36;7|,14.94|14.94|,57;36;7|57;36;7|,52;36;12|52;36;12|,52;36;12|52;36;12|,100|100|,0;0;0|0;0;0|,100|100|,52;36;12|52;36;12|,52;36;12|52;36;12|,100|100|,100|100|
7,100|100|,52;36;12|52;36;12|,16.3|16.3|,52;36;12|52;36;12|,47;39;14|47;39;14|,47;39;14|47;39;14|,100|100|,0;0;0|0;0;0|,100|100|,47;39;14|47;39;14|,47;39;14|47;39;14|,100|100|,100|100|
8,100|100|,47;39;14|47;39;14|,17.75|17.75|,47;39;14|47;39;14|,37;48;15|37;48;15|,37;48;15|37;48;15|,100|100|,0;0;0|0;0;0|,100|100|,37;48;15|37;48;15|,37;48;15|37;48;15|,100|100|,100|100|
9,100|100|,37;48;15|37;48;15|,19.89|19.89|,37;48;15|37;48;15|,29;56;15|29;56;15|,29;56;15|29;56;15|,100|100|,0;0;0|0;0;0|,100|100|,29;56;15|29;56;15|,29;56;15|29;56;15|,100|100|,100|100|
10,100|100|,29;56;15|29;56;15|,22.51|22.51|,29;56;15|29;56;15|,24;58;18|24;58;18|,24;58;18|24;58;18|,100|100|,0;0;0|0;0;0|,100|100|,24;58;18|24;58;18|,24;58;18|24;58;18|,100|100|,100|100|
