Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;8;0|92;8;0|,92;8;0|92;8;0|,90;9;1|90;9;1|,90;9;1|90;9;1|,100|100|,0;0;0|0;0;0|,100|100|,90;9;1|90;9;1|,90;9;1|90;9;1|,100|100|,100|100|
1,100|100|,90;9;1|90;9;1|,90;9;1|90;9;1|,83;15;2|83;15;2|,83;15;2|83;15;2|,100|100|,0;0;0|0;0;0|,100|100|,83;15;2|83;15;2|,83;15;2|83;15;2|,100|100|,100|100|
2,100|100|,83;15;2|83;15;2|,83;15;2|83;15;2|,75;19;6|75;19;6|,75;19;6|75;19;6|,100|100|,0;0;0|0;0;0|,100|100|,75;19;6|75;19;6|,75;19;6|75;19;6|,100|100|,100|100|
3,100|100|,75;19;6|75;19;6|,75;19;6|75;19;6|,71;21;8|71;21;8|,71;21;8|71;21;8|,100|100|,0;0;0|0;0;0|,100|100|,71;21;8|71;21;8|,71;21;8|71;21;8|,100|100|,100|100|
4,100|100|,71;21;8|71;21;8|,71;21;8|71;21;8|,68;22;10|68;22;10|,68;22;10|68;22;10|,100|100|,0;0;0|0;0;0|,100|100|,68;22;10|68;22;10|,68;22;10|68;22;10|,100|100|,100|100|
5,100|100|,68;22;10|68;22;10|,68;22;10|68;22;10|,64;26;10|64;26;10|,64;26;10|64;26;10|,100|100|,0;0;0|0;0;0|,100|100|,64;26;10|64;26;10|,64;26;10|64;26;10|,100|100|,100|100|
6,100|100|,64;26;10|64;26;10|,64;26;10|64;26;10|,59;26;15|59;26;15|,59;26;15|59;26;15|,100|100|,0;0;0|0;0;0|,100|100|,59;26;15|59;26;15|,59;26;15|59;26;15|,100|100|,100|100|
7,100|100|,59;26;15|59;26;15|,59;26;15|59;26;15|,56;22;22|56;22;22|,56;22;22|56;22;22|,100|100|,0;0;0|0;0;0|,100|100|,56;22;22|56;22;22|,56;22;22|56;22;22|,100|100|,100|100|
8,100|100|,56;22;22|56;22;22|,56;22;22|56;22;22|,54;25;21|54;25;21|,54;25;21|54;25;21|,100|100|,0;0;0|0;0;0|,100|100|,54;25;21|54;25;21|,54;25;21|54;25;21|,100|100|,100|100|
9,100|100|,54;25;21|54;25;21|,54;25;21|54;25;21|,50;27;23|50;27;23|,50;27;23|50;27;23|,100|100|,0;0;0|0;0;0|,100|100|,50;27;23|50;27;23|,50;27;23|50;27;23|,100|100|,100|100|
10,100|100|,50;27;23|50;27;23|,50;27;23|50;27;23|,51;29;20|51;29;20|,51;29;20|51;29;20|,100|100|,0;0;0|0;0;0|,100|100|,51;29;20|51;29;20|,51;29;20|51;29;20|,100|100|,100|100|
11,100|100|,51;29;20|51;29;20|,51;29;20|51;29;20|,51;30;19|51;30;19|,51;30;19|51;30;19|,100|100|,0;0;0|0;0;0|,100|100|,51;30;19|51;30;19|,51;30;19|51;30;19|,100|100|,100|100|
12,100|100|,51;30;19|51;30;19|,51;30;19|51;30;19|,45;34;21|45;34;21|,45;34;21|45;34;21|,100|100|,0;0;0|0;0;0|,100|100|,45;34;21|45;34;21|,45;34;21|45;34;21|,100|100|,100|100|
13,100|100|,45;34;21|45;34;21|,45;34;21|45;34;21|,40;41;19|40;41;19|,40;41;19|40;41;19|,100|100|,0;0;0|0;0;0|,100|100|,40;41;19|40;41;19|,40;41;19|40;41;19|,100|100|,100|100|
14,100|100|,40;41;19|40;41;19|,40;41;19|40;41;19|,38;41;21|38;41;21|,38;41;21|38;41;21|,100|100|,0;0;0|0;0;0|,100|100|,38;41;21|38;41;21|,38;41;21|38;41;21|,100|100|,100|100|
15,100|100|,38;41;21|38;41;21|,38;41;21|38;41;21|,38;37;25|38;37;25|,38;37;25|38;37;25|,100|100|,0;0;0|0;0;0|,100|100|,38;37;25|38;37;25|,38;37;25|38;37;25|,100|100|,100|100|
16,100|100|,38;37;25|38;37;25|,38;37;25|38;37;25|,36;36;28|36;36;28|,36;36;28|36;36;28|,100|100|,0;0;0|0;0;0|,100|100|,36;36;28|36;36;28|,36;36;28|36;36;28|,100|100|,100|100|
17,100|100|,36;36;28|36;36;28|,36;36;28|36;36;28|,37;37;26|37;37;26|,37;37;26|37;37;26|,100|100|,0;0;0|0;0;0|,100|100|,37;37;26|37;37;26|,37;37;26|37;37;26|,100|100|,100|100|
18,100|100|,37;37;26|37;37;26|,37;37;26|37;37;26|,41;39;20|41;39;20|,41;39;20|41;39;20|,100|100|,0;0;0|0;0;0|,100|100|,41;39;20|41;39;20|,41;39;20|41;39;20|,100|100|,100|100|
19,100|100|,41;39;20|41;39;20|,41;39;20|41;39;20|,45;33;22|45;33;22|,45;33;22|45;33;22|,100|100|,0;0;0|0;0;0|,100|100|,45;33;22|45;33;22|,45;33;22|45;33;22|,100|100|,100|100|
20,100|100|,45;33;22|45;33;22|,45;33;22|45;33;22|,42;31;27|42;31;27|,42;31;27|42;31;27|,100|100|,0;0;0|0;0;0|,100|100|,42;31;27|42;31;27|,42;31;27|42;31;27|,100|100|,100|100|
21,100|100|,42;31;27|42;31;27|,42;31;27|42;31;27|,42;36;22|42;36;22|,42;36;22|42;36;22|,100|100|,0;0;0|0;0;0|,100|100|,42;36;22|42;36;22|,42;36;22|42;36;22|,100|100|,100|100|
22,100|100|,42;36;22|42;36;22|,42;36;22|42;36;22|,38;38;24|38;38;24|,38;38;24|38;38;24|,100|100|,0;0;0|0;0;0|,100|100|,38;38;24|38;38;24|,38;38;24|38;38;24|,100|100|,100|100|
23,100|100|,38;38;24|38;38;24|,38;38;24|38;38;24|,39;37;24|39;37;24|,39;37;24|39;37;24|,100|100|,0;0;0|0;0;0|,100|100|,39;37;24|39;37;24|,39;37;24|39;37;24|,100|100|,100|100|
24,100|100|,39;37;24|39;37;24|,39;37;24|39;37;24|,36;32;32|36;32;32|,36;32;32|36;32;32|,100|100|,0;0;0|0;0;0|,100|100|,36;32;32|36;32;32|,36;32;32|36;32;32|,100|100|,100|100|
25,100|100|,36;32;32|36;32;32|,36;32;32|36;32;32|,35;39;26|35;39;26|,35;39;26|35;39;26|,100|100|,0;0;0|0;0;0|,100|100|,35;39;26|35;39;26|,35;39;26|35;39;26|,100|100|,100|100|
26,100|100|,35;39;26|35;39;26|,35;39;26|35;39;26|,38;36;26|38;36;26|,38;36;26|38;36;26|,100|100|,0;0;0|0;0;0|,100|100|,38;36;26|38;36;26|,38;36;26|38;36;26|,100|100|,100|100|
27,100|100|,38;36;26|38;36;26|,38;36;26|38;36;26|,41;32;27|41;32;27|,41;32;27|41;32;27|,100|100|,0;0;0|0;0;0|,100|100|,41;32;27|41;32;27|,41;32;27|41;32;27|,100|100|,100|100|
28,100|100|,41;32;27|41;32;27|,41;32;27|41;32;27|,40;29;31|40;29;31|,40;29;31|40;29;31|,100|100|,0;0;0|0;0;0|,100|100|,40;29;31|40;29;31|,40;29;31|40;29;31|,100|100|,100|100|
29,100|100|,40;29;31|40;29;31|,40;29;31|40;29;31|,44;26;30|44;26;30|,44;26;30|44;26;30|,100|100|,0;0;0|0;0;0|,100|100|,44;26;30|44;26;30|,44;26;30|44;26;30|,100|100|,100|100|
30,100|100|,44;26;30|44;26;30|,44;26;30|44;26;30|,45;24;31|45;24;31|,45;24;31|45;24;31|,100|100|,0;0;0|0;0;0|,100|100|,45;24;31|45;24;31|,45;24;31|45;24;31|,100|100|,100|100|
31,100|100|,45;24;31|45;24;31|,45;24;31|45;24;31|,45;29;26|45;29;26|,45;29;26|45;29;26|,100|100|,0;0;0|0;0;0|,100|100|,45;29;26|45;29;26|,45;29;26|45;29;26|,100|100|,100|100|
32,100|100|,45;29;26|45;29;26|,45;29;26|45;29;26|,49;25;26|49;25;26|,49;25;26|49;25;26|,100|100|,0;0;0|0;0;0|,100|100|,49;25;26|49;25;26|,49;25;26|49;25;26|,100|100|,100|100|
33,100|100|,49;25;26|49;25;26|,49;25;26|49;25;26|,54;25;21|54;25;21|,54;25;21|54;25;21|,100|100|,0;0;0|0;0;0|,100|100|,54;25;21|54;25;21|,54;25;21|54;25;21|,100|100|,100|100|
34,100|100|,54;25;21|54;25;21|,54;25;21|54;25;21|,49;25;26|49;25;26|,49;25;26|49;25;26|,100|100|,0;0;0|0;0;0|,100|100|,49;25;26|49;25;26|,49;25;26|49;25;26|,100|100|,100|100|
35,100|100|,49;25;26|49;25;26|,49;25;26|49;25;26|,52;21;27|52;21;27|,52;21;27|52;21;27|,100|100|,0;0;0|0;0;0|,100|100|,52;21;27|52;21;27|,52;21;27|52;21;27|,100|100|,100|100|
36,100|100|,52;21;27|52;21;27|,52;21;27|52;21;27|,45;29;26|45;29;26|,45;29;26|45;29;26|,100|100|,0;0;0|0;0;0|,100|100|,45;29;26|45;29;26|,45;29;26|45;29;26|,100|100|,100|100|
37,100|100|,45;29;26|45;29;26|,45;29;26|45;29;26|,37;34;29|37;34;29|,37;34;29|37;34;29|,100|100|,0;0;0|0;0;0|,100|100|,37;34;29|37;34;29|,37;34;29|37;34;29|,100|100|,100|100|
38,100|100|,37;34;29|37;34;29|,37;34;29|37;34;29|,39;30;31|39;30;31|,39;30;31|39;30;31|,100|100|,0;0;0|0;0;0|,100|100|,39;30;31|39;30;31|,39;30;31|39;30;31|,100|100|,100|100|
39,100|100|,39;30;31|39;30;31|,39;30;31|39;30;31|,38;27;35|38;27;35|,38;27;35|38;27;35|,100|100|,0;0;0|0;0;0|,100|100|,38;27;35|38;27;35|,38;27;35|38;27;35|,100|100|,100|100|
40,100|100|,38;27;35|38;27;35|,38;27;35|38;27;35|,44;25;31|44;25;31|,44;25;31|44;25;31|,100|100|,0;0;0|0;0;0|,100|100|,44;25;31|44;25;31|,44;25;31|44;25;31|,100|100|,100|100|
41,100|100|,44;25;31|44;25;31|,44;25;31|44;25;31|,44;29;27|44;29;27|,44;29;27|44;29;27|,100|100|,0;0;0|0;0;0|,100|100|,44;29;27|44;29;27|,44;29;27|44;29;27|,100|100|,100|100|
