Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,87;13;0|87;13;0|,87;13;0|87;13;0|,100|100|,0;0;0|0;0;0|,100|100|,87;13;0|87;13;0|,87;13;0|87;13;0|,100|100|,100|100|
1,100|100|,87;13;0|87;13;0|,9.8|9.8|,87;13;0|87;13;0|,82;16;2|82;16;2|,82;16;2|82;16;2|,100|100|,0;0;0|0;0;0|,100|100|,82;16;2|82;16;2|,82;16;2|82;16;2|,100|100|,100|100|
2,100|100|,82;16;2|82;16;2|,9.93|9.93|,82;16;2|82;16;2|,77;21;2|77;21;2|,77;21;2|77;21;2|,100|100|,0;0;0|0;0;0|,100|100|,77;21;2|77;21;2|,77;21;2|77;21;2|,100|100|,100|100|
3,100|100|,77;21;2|77;21;2|,10.54|10.54|,77;21;2|77;21;2|,69;29;2|69;29;2|,69;29;2|69;29;2|,100|100|,0;0;0|0;0;0|,100|100|,69;29;2|69;29;2|,69;29;2|69;29;2|,100|100|,100|100|
4,100|100|,69;29;2|69;29;2|,11.86|11.86|,69;29;2|69;29;2|,63;34;3|63;34;3|,63;34;3|63;34;3|,100|100|,0;0;0|0;0;0|,100|100|,63;34;3|63;34;3|,63;34;3|63;34;3|,100|100|,100|100|
5,100|100|,63;34;3|63;34;3|,13.48|13.48|,63;34;3|63;34;3|,51;43;6|51;43;6|,51;43;6|51;43;6|,100|100|,0;0;0|0;0;0|,100|100|,51;43;6|51;43;6|,51;43;6|51;43;6|,100|100|,100|100|
6,100|100|,51;43;6|51;43;6|,15.76|15.76|,51;43;6|51;43;6|,45;46;9|45;46;9|,45;46;9|45;46;9|,100|100|,0;0;0|0;0;0|,100|100|,45;46;9|45;46;9|,45;46;9|45;46;9|,100|100|,100|100|
7,100|100|,45;46;9|45;46;9|,17.99|17.99|,45;46;9|45;46;9|,38;52;10|38;52;10|,38;52;10|38;52;10|,100|100|,0;0;0|0;0;0|,100|100|,38;52;10|38;52;10|,38;52;10|38;52;10|,100|100|,100|100|
8,100|100|,38;52;10|38;52;10|,20.5|20.5|,38;52;10|38;52;10|,31;58;11|31;58;11|,31;58;11|31;58;11|,100|100|,0;0;0|0;0;0|,100|100|,31;58;11|31;58;11|,31;58;11|31;58;11|,100|100|,100|100|
9,100|100|,31;58;11|31;58;11|,23.22|23.22|,31;58;11|31;58;11|,24;62;14|24;62;14|,24;62;14|24;62;14|,100|100|,0;0;0|0;0;0|,100|100|,24;62;14|24;62;14|,24;62;14|24;62;14|,100|100|,100|100|
