Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,84;0;16;0|84;0;16;0|,0.0|0.0|,84;0;16;0|84;0;16;0|,77;7;14;2|77;7;14;2|,77;7;14;2|77;7;14;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;7;14;2|77;7;14;2|,77;7;14;2|77;7;14;2|,100|100|,100|100|
1,100|100|,77;7;14;2|77;7;14;2|,0.0|0.0|,77;7;14;2|77;7;14;2|,69;13;13;5|69;13;13;5|,69;13;13;5|69;13;13;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,69;13;13;5|69;13;13;5|,69;13;13;5|69;13;13;5|,100|100|,100|100|
2,100|100|,69;13;13;5|69;13;13;5|,0.0|0.0|,69;13;13;5|69;13;13;5|,66;9;17;8|66;9;17;8|,66;9;17;8|66;9;17;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,66;9;17;8|66;9;17;8|,66;9;17;8|66;9;17;8|,100|100|,100|100|
3,100|100|,66;9;17;8|66;9;17;8|,0.0|0.0|,66;9;17;8|66;9;17;8|,58;13;17;12|58;13;17;12|,58;13;17;12|58;13;17;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,58;13;17;12|58;13;17;12|,58;13;17;12|58;13;17;12|,100|100|,100|100|
4,100|100|,58;13;17;12|58;13;17;12|,0.0|0.0|,58;13;17;12|58;13;17;12|,54;12;16;18|54;12;16;18|,54;12;16;18|54;12;16;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,54;12;16;18|54;12;16;18|,54;12;16;18|54;12;16;18|,100|100|,100|100|
5,100|100|,54;12;16;18|54;12;16;18|,0.0|0.0|,54;12;16;18|54;12;16;18|,51;8;21;20|51;8;21;20|,51;8;21;20|51;8;21;20|,100|100|,0;0;0;0|0;0;0;0|,100|100|,51;8;21;20|51;8;21;20|,51;8;21;20|51;8;21;20|,100|100|,100|100|
6,100|100|,51;8;21;20|51;8;21;20|,0.0|0.0|,51;8;21;20|51;8;21;20|,46;8;22;24|46;8;22;24|,46;8;22;24|46;8;22;24|,100|100|,0;0;0;0|0;0;0;0|,100|100|,46;8;22;24|46;8;22;24|,46;8;22;24|46;8;22;24|,100|100|,100|100|
7,100|100|,46;8;22;24|46;8;22;24|,0.0|0.0|,46;8;22;24|46;8;22;24|,40;10;22;28|40;10;22;28|,40;10;22;28|40;10;22;28|,100|100|,0;0;0;0|0;0;0;0|,100|100|,40;10;22;28|40;10;22;28|,40;10;22;28|40;10;22;28|,100|100|,100|100|
8,100|100|,40;10;22;28|40;10;22;28|,0.0|0.0|,40;10;22;28|40;10;22;28|,37;8;24;31|37;8;24;31|,37;8;24;31|37;8;24;31|,100|100|,0;0;0;0|0;0;0;0|,100|100|,37;8;24;31|37;8;24;31|,37;8;24;31|37;8;24;31|,100|100|,100|100|
9,100|100|,37;8;24;31|37;8;24;31|,0.0|0.0|,37;8;24;31|37;8;24;31|,30;12;21;37|30;12;21;37|,30;12;21;37|30;12;21;37|,100|100|,0;0;0;0|0;0;0;0|,100|100|,30;12;21;37|30;12;21;37|,30;12;21;37|30;12;21;37|,100|100|,100|100|
10,100|100|,30;12;21;37|30;12;21;37|,0.0|0.0|,30;12;21;37|30;12;21;37|,24;9;26;41|24;9;26;41|,24;9;26;41|24;9;26;41|,100|100|,0;0;0;0|0;0;0;0|,100|100|,24;9;26;41|24;9;26;41|,24;9;26;41|24;9;26;41|,100|100|,100|100|
11,100|100|,24;9;26;41|24;9;26;41|,0.0|0.0|,24;9;26;41|24;9;26;41|,21;8;25;46|21;8;25;46|,21;8;25;46|21;8;25;46|,100|100|,0;0;0;0|0;0;0;0|,100|100|,21;8;25;46|21;8;25;46|,21;8;25;46|21;8;25;46|,100|100|,100|100|
12,100|100|,21;8;25;46|21;8;25;46|,0.0|0.0|,21;8;25;46|21;8;25;46|,19;5;26;50|19;5;26;50|,19;5;26;50|19;5;26;50|,100|100|,0;0;0;0|0;0;0;0|,100|100|,19;5;26;50|19;5;26;50|,19;5;26;50|19;5;26;50|,100|100|,100|100|
13,100|100|,19;5;26;50|19;5;26;50|,0.0|0.0|,19;5;26;50|19;5;26;50|,16;4;23;57|16;4;23;57|,16;4;23;57|16;4;23;57|,100|100|,0;0;0;0|0;0;0;0|,100|100|,16;4;23;57|16;4;23;57|,16;4;23;57|16;4;23;57|,100|100|,100|100|
14,100|100|,16;4;23;57|16;4;23;57|,0.0|0.0|,16;4;23;57|16;4;23;57|,14;5;20;61|14;5;20;61|,14;5;20;61|14;5;20;61|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;5;20;61|14;5;20;61|,14;5;20;61|14;5;20;61|,100|100|,100|100|
15,100|100|,14;5;20;61|14;5;20;61|,0.0|0.0|,14;5;20;61|14;5;20;61|,12;5;17;66|12;5;17;66|,12;5;17;66|12;5;17;66|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;5;17;66|12;5;17;66|,12;5;17;66|12;5;17;66|,100|100|,100|100|
16,100|100|,12;5;17;66|12;5;17;66|,0.0|0.0|,12;5;17;66|12;5;17;66|,10;5;14;71|10;5;14;71|,10;5;14;71|10;5;14;71|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;5;14;71|10;5;14;71|,10;5;14;71|10;5;14;71|,100|100|,100|100|
17,100|100|,10;5;14;71|10;5;14;71|,0.0|0.0|,10;5;14;71|10;5;14;71|,9;4;11;76|9;4;11;76|,9;4;11;76|9;4;11;76|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;4;11;76|9;4;11;76|,9;4;11;76|9;4;11;76|,100|100|,100|100|
