Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;8;0|92;8;0|,10.0|10.0|,92;8;0|92;8;0|,86;14;0|86;14;0|,86;14;0|86;14;0|,100|100|,0;0;0|0;0;0|,100|100|,86;14;0|86;14;0|,86;14;0|86;14;0|,100|100|,100|100|
1,100|100|,86;14;0|86;14;0|,9.3|9.3|,86;14;0|86;14;0|,75;22;3|75;22;3|,75;22;3|75;22;3|,100|100|,0;0;0|0;0;0|,100|100|,75;22;3|75;22;3|,75;22;3|75;22;3|,100|100|,100|100|
2,100|100|,75;22;3|75;22;3|,9.31|9.31|,75;22;3|75;22;3|,69;26;5|69;26;5|,69;26;5|69;26;5|,100|100|,0;0;0|0;0;0|,100|100|,69;26;5|69;26;5|,69;26;5|69;26;5|,100|100|,100|100|
3,100|100|,69;26;5|69;26;5|,10.11|10.11|,69;26;5|69;26;5|,64;29;7|64;29;7|,64;29;7|64;29;7|,100|100|,0;0;0|0;0;0|,100|100|,64;29;7|64;29;7|,64;29;7|64;29;7|,100|100|,100|100|
4,100|100|,64;29;7|64;29;7|,11.19|11.19|,64;29;7|64;29;7|,59;33;8|59;33;8|,59;33;8|59;33;8|,100|100|,0;0;0|0;0;0|,100|100|,59;33;8|59;33;8|,59;33;8|59;33;8|,100|100|,100|100|
5,100|100|,59;33;8|59;33;8|,12.41|12.41|,59;33;8|59;33;8|,49;42;9|49;42;9|,49;42;9|49;42;9|,100|100|,0;0;0|0;0;0|,100|100|,49;42;9|49;42;9|,49;42;9|49;42;9|,100|100|,100|100|
6,100|100|,49;42;9|49;42;9|,13.85|13.85|,49;42;9|49;42;9|,42;42;16|42;42;16|,42;42;16|42;42;16|,100|100|,0;0;0|0;0;0|,100|100|,42;42;16|42;42;16|,42;42;16|42;42;16|,100|100|,100|100|
7,100|100|,42;42;16|42;42;16|,15.97|15.97|,42;42;16|42;42;16|,38;45;17|38;45;17|,38;45;17|38;45;17|,100|100|,0;0;0|0;0;0|,100|100|,38;45;17|38;45;17|,38;45;17|38;45;17|,100|100|,100|100|
8,100|100|,38;45;17|38;45;17|,17.78|17.78|,38;45;17|38;45;17|,31;49;20|31;49;20|,31;49;20|31;49;20|,100|100|,0;0;0|0;0;0|,100|100|,31;49;20|31;49;20|,31;49;20|31;49;20|,100|100|,100|100|
9,100|100|,31;49;20|31;49;20|,19.61|19.61|,31;49;20|31;49;20|,25;53;22|25;53;22|,25;53;22|25;53;22|,100|100|,0;0;0|0;0;0|,100|100|,25;53;22|25;53;22|,25;53;22|25;53;22|,100|100|,100|100|
10,100|100|,25;53;22|25;53;22|,21.57|21.57|,25;53;22|25;53;22|,19;58;23|19;58;23|,19;58;23|19;58;23|,100|100|,0;0;0|0;0;0|,100|100|,19;58;23|19;58;23|,19;58;23|19;58;23|,100|100|,100|100|
