Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;0;8;0|92;0;8;0|,92;0;8;0|92;0;8;0|,89;3;6;2|89;3;6;2|,89;3;6;2|89;3;6;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,89;3;6;2|89;3;6;2|,89;3;6;2|89;3;6;2|,100|100|,100|100|
1,100|100|,89;3;6;2|89;3;6;2|,89;3;6;2|89;3;6;2|,85;5;7;3|85;5;7;3|,85;5;7;3|85;5;7;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,85;5;7;3|85;5;7;3|,85;5;7;3|85;5;7;3|,100|100|,100|100|
2,100|100|,85;5;7;3|85;5;7;3|,85;5;7;3|85;5;7;3|,82;5;9;4|82;5;9;4|,82;5;9;4|82;5;9;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;5;9;4|82;5;9;4|,82;5;9;4|82;5;9;4|,100|100|,100|100|
3,100|100|,82;5;9;4|82;5;9;4|,82;5;9;4|82;5;9;4|,80;4;11;5|80;4;11;5|,80;4;11;5|80;4;11;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,80;4;11;5|80;4;11;5|,80;4;11;5|80;4;11;5|,100|100|,100|100|
4,100|100|,80;4;11;5|80;4;11;5|,80;4;11;5|80;4;11;5|,75;8;10;7|75;8;10;7|,75;8;10;7|75;8;10;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,75;8;10;7|75;8;10;7|,75;8;10;7|75;8;10;7|,100|100|,100|100|
5,100|100|,75;8;10;7|75;8;10;7|,75;8;10;7|75;8;10;7|,70;10;12;8|70;10;12;8|,70;10;12;8|70;10;12;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,70;10;12;8|70;10;12;8|,70;10;12;8|70;10;12;8|,100|100|,100|100|
6,100|100|,70;10;12;8|70;10;12;8|,70;10;12;8|70;10;12;8|,61;16;12;11|61;16;12;11|,61;16;12;11|61;16;12;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,61;16;12;11|61;16;12;11|,61;16;12;11|61;16;12;11|,100|100|,100|100|
7,100|100|,61;16;12;11|61;16;12;11|,61;16;12;11|61;16;12;11|,56;11;20;13|56;11;20;13|,56;11;20;13|56;11;20;13|,100|100|,0;0;0;0|0;0;0;0|,100|100|,56;11;20;13|56;11;20;13|,56;11;20;13|56;11;20;13|,100|100|,100|100|
8,100|100|,56;11;20;13|56;11;20;13|,56;11;20;13|56;11;20;13|,53;9;21;17|53;9;21;17|,53;9;21;17|53;9;21;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,53;9;21;17|53;9;21;17|,53;9;21;17|53;9;21;17|,100|100|,100|100|
9,100|100|,53;9;21;17|53;9;21;17|,53;9;21;17|53;9;21;17|,45;12;24;19|45;12;24;19|,45;12;24;19|45;12;24;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,45;12;24;19|45;12;24;19|,45;12;24;19|45;12;24;19|,100|100|,100|100|
