Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;0;9;0|91;0;9;0|,0.0|0.0|,91;0;9;0|91;0;9;0|,86;5;6;3|86;5;6;3|,86;5;6;3|86;5;6;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,86;5;6;3|86;5;6;3|,86;5;6;3|86;5;6;3|,100|100|,100|100|
1,100|100|,86;5;6;3|86;5;6;3|,0.0|0.0|,86;5;6;3|86;5;6;3|,85;5;6;4|85;5;6;4|,85;5;6;4|85;5;6;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,85;5;6;4|85;5;6;4|,85;5;6;4|85;5;6;4|,100|100|,100|100|
2,100|100|,85;5;6;4|85;5;6;4|,0.0|0.0|,85;5;6;4|85;5;6;4|,83;4;9;4|83;4;9;4|,83;4;9;4|83;4;9;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,83;4;9;4|83;4;9;4|,83;4;9;4|83;4;9;4|,100|100|,100|100|
3,100|100|,83;4;9;4|83;4;9;4|,0.0|0.0|,83;4;9;4|83;4;9;4|,78;7;7;8|78;7;7;8|,78;7;7;8|78;7;7;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;7;7;8|78;7;7;8|,78;7;7;8|78;7;7;8|,100|100|,100|100|
4,100|100|,78;7;7;8|78;7;7;8|,0.0|0.0|,78;7;7;8|78;7;7;8|,77;5;8;10|77;5;8;10|,77;5;8;10|77;5;8;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;5;8;10|77;5;8;10|,77;5;8;10|77;5;8;10|,100|100|,100|100|
5,100|100|,77;5;8;10|77;5;8;10|,0.0|0.0|,77;5;8;10|77;5;8;10|,68;14;5;13|68;14;5;13|,68;14;5;13|68;14;5;13|,100|100|,0;0;0;0|0;0;0;0|,100|100|,68;14;5;13|68;14;5;13|,68;14;5;13|68;14;5;13|,100|100|,100|100|
6,100|100|,68;14;5;13|68;14;5;13|,0.0|0.0|,68;14;5;13|68;14;5;13|,67;9;10;14|67;9;10;14|,67;9;10;14|67;9;10;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,67;9;10;14|67;9;10;14|,67;9;10;14|67;9;10;14|,100|100|,100|100|
7,100|100|,67;9;10;14|67;9;10;14|,0.0|0.0|,67;9;10;14|67;9;10;14|,63;8;13;16|63;8;13;16|,63;8;13;16|63;8;13;16|,100|100|,0;0;0;0|0;0;0;0|,100|100|,63;8;13;16|63;8;13;16|,63;8;13;16|63;8;13;16|,100|100|,100|100|
8,100|100|,63;8;13;16|63;8;13;16|,0.0|0.0|,63;8;13;16|63;8;13;16|,55;12;12;21|55;12;12;21|,55;12;12;21|55;12;12;21|,100|100|,0;0;0;0|0;0;0;0|,100|100|,55;12;12;21|55;12;12;21|,55;12;12;21|55;12;12;21|,100|100|,100|100|
9,100|100|,55;12;12;21|55;12;12;21|,0.0|0.0|,55;12;12;21|55;12;12;21|,46;15;16;23|46;15;16;23|,46;15;16;23|46;15;16;23|,100|100|,0;0;0;0|0;0;0;0|,100|100|,46;15;16;23|46;15;16;23|,46;15;16;23|46;15;16;23|,100|100|,100|100|
10,100|100|,46;15;16;23|46;15;16;23|,0.0|0.0|,46;15;16;23|46;15;16;23|,42;13;17;28|42;13;17;28|,42;13;17;28|42;13;17;28|,100|100|,0;0;0;0|0;0;0;0|,100|100|,42;13;17;28|42;13;17;28|,42;13;17;28|42;13;17;28|,100|100|,100|100|
11,100|100|,42;13;17;28|42;13;17;28|,0.0|0.0|,42;13;17;28|42;13;17;28|,40;6;22;32|40;6;22;32|,40;6;22;32|40;6;22;32|,100|100|,0;0;0;0|0;0;0;0|,100|100|,40;6;22;32|40;6;22;32|,40;6;22;32|40;6;22;32|,100|100|,100|100|
12,100|100|,40;6;22;32|40;6;22;32|,0.0|0.0|,40;6;22;32|40;6;22;32|,39;4;22;35|39;4;22;35|,39;4;22;35|39;4;22;35|,100|100|,0;0;0;0|0;0;0;0|,100|100|,39;4;22;35|39;4;22;35|,39;4;22;35|39;4;22;35|,100|100|,100|100|
13,100|100|,39;4;22;35|39;4;22;35|,0.0|0.0|,39;4;22;35|39;4;22;35|,32;9;20;39|32;9;20;39|,32;9;20;39|32;9;20;39|,100|100|,0;0;0;0|0;0;0;0|,100|100|,32;9;20;39|32;9;20;39|,32;9;20;39|32;9;20;39|,100|100|,100|100|
14,100|100|,32;9;20;39|32;9;20;39|,0.0|0.0|,32;9;20;39|32;9;20;39|,29;6;21;44|29;6;21;44|,29;6;21;44|29;6;21;44|,100|100|,0;0;0;0|0;0;0;0|,100|100|,29;6;21;44|29;6;21;44|,29;6;21;44|29;6;21;44|,100|100|,100|100|
15,100|100|,29;6;21;44|29;6;21;44|,0.0|0.0|,29;6;21;44|29;6;21;44|,25;5;20;50|25;5;20;50|,25;5;20;50|25;5;20;50|,100|100|,0;0;0;0|0;0;0;0|,100|100|,25;5;20;50|25;5;20;50|,25;5;20;50|25;5;20;50|,100|100|,100|100|
16,100|100|,25;5;20;50|25;5;20;50|,0.0|0.0|,25;5;20;50|25;5;20;50|,25;5;10;60|25;5;10;60|,25;5;10;60|25;5;10;60|,100|100|,0;0;0;0|0;0;0;0|,100|100|,25;5;10;60|25;5;10;60|,25;5;10;60|25;5;10;60|,100|100|,100|100|
17,100|100|,25;5;10;60|25;5;10;60|,0.0|0.0|,25;5;10;60|25;5;10;60|,23;4;11;62|23;4;11;62|,23;4;11;62|23;4;11;62|,100|100|,0;0;0;0|0;0;0;0|,100|100|,23;4;11;62|23;4;11;62|,23;4;11;62|23;4;11;62|,100|100|,100|100|
18,100|100|,23;4;11;62|23;4;11;62|,0.0|0.0|,23;4;11;62|23;4;11;62|,20;5;10;65|20;5;10;65|,20;5;10;65|20;5;10;65|,100|100|,0;0;0;0|0;0;0;0|,100|100|,20;5;10;65|20;5;10;65|,20;5;10;65|20;5;10;65|,100|100|,100|100|
19,100|100|,20;5;10;65|20;5;10;65|,0.0|0.0|,20;5;10;65|20;5;10;65|,19;3;10;68|19;3;10;68|,19;3;10;68|19;3;10;68|,100|100|,0;0;0;0|0;0;0;0|,100|100|,19;3;10;68|19;3;10;68|,19;3;10;68|19;3;10;68|,100|100|,100|100|
20,100|100|,19;3;10;68|19;3;10;68|,0.0|0.0|,19;3;10;68|19;3;10;68|,18;2;9;71|18;2;9;71|,18;2;9;71|18;2;9;71|,100|100|,0;0;0;0|0;0;0;0|,100|100|,18;2;9;71|18;2;9;71|,18;2;9;71|18;2;9;71|,100|100|,100|100|
21,100|100|,18;2;9;71|18;2;9;71|,0.0|0.0|,18;2;9;71|18;2;9;71|,18;1;9;72|18;1;9;72|,18;1;9;72|18;1;9;72|,100|100|,0;0;0;0|0;0;0;0|,100|100|,18;1;9;72|18;1;9;72|,18;1;9;72|18;1;9;72|,100|100|,100|100|
22,100|100|,18;1;9;72|18;1;9;72|,0.0|0.0|,18;1;9;72|18;1;9;72|,16;2;7;75|16;2;7;75|,16;2;7;75|16;2;7;75|,100|100|,0;0;0;0|0;0;0;0|,100|100|,16;2;7;75|16;2;7;75|,16;2;7;75|16;2;7;75|,100|100|,100|100|
23,100|100|,16;2;7;75|16;2;7;75|,0.0|0.0|,16;2;7;75|16;2;7;75|,16;1;7;76|16;1;7;76|,16;1;7;76|16;1;7;76|,100|100|,0;0;0;0|0;0;0;0|,100|100|,16;1;7;76|16;1;7;76|,16;1;7;76|16;1;7;76|,100|100|,100|100|
24,100|100|,16;1;7;76|16;1;7;76|,0.0|0.0|,16;1;7;76|16;1;7;76|,14;2;7;77|14;2;7;77|,14;2;7;77|14;2;7;77|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;2;7;77|14;2;7;77|,14;2;7;77|14;2;7;77|,100|100|,100|100|
25,100|100|,14;2;7;77|14;2;7;77|,0.0|0.0|,14;2;7;77|14;2;7;77|,13;1;7;79|13;1;7;79|,13;1;7;79|13;1;7;79|,100|100|,0;0;0;0|0;0;0;0|,100|100|,13;1;7;79|13;1;7;79|,13;1;7;79|13;1;7;79|,100|100|,100|100|
26,100|100|,13;1;7;79|13;1;7;79|,0.0|0.0|,13;1;7;79|13;1;7;79|,13;0;8;79|13;0;8;79|,13;0;8;79|13;0;8;79|,100|100|,0;0;0;0|0;0;0;0|,100|100|,13;0;8;79|13;0;8;79|,13;0;8;79|13;0;8;79|,100|100|,100|100|
27,100|100|,13;0;8;79|13;0;8;79|,0.0|0.0|,13;0;8;79|13;0;8;79|,13;0;4;83|13;0;4;83|,13;0;4;83|13;0;4;83|,100|100|,0;0;0;0|0;0;0;0|,100|100|,13;0;4;83|13;0;4;83|,13;0;4;83|13;0;4;83|,100|100|,100|100|
28,100|100|,13;0;4;83|13;0;4;83|,0.0|0.0|,13;0;4;83|13;0;4;83|,13;0;4;83|13;0;4;83|,13;0;4;83|13;0;4;83|,100|100|,0;0;0;0|0;0;0;0|,100|100|,13;0;4;83|13;0;4;83|,13;0;4;83|13;0;4;83|,100|100|,100|100|
29,100|100|,13;0;4;83|13;0;4;83|,0.0|0.0|,13;0;4;83|13;0;4;83|,12;1;4;83|12;1;4;83|,12;1;4;83|12;1;4;83|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;1;4;83|12;1;4;83|,12;1;4;83|12;1;4;83|,100|100|,100|100|
30,100|100|,12;1;4;83|12;1;4;83|,0.0|0.0|,12;1;4;83|12;1;4;83|,12;1;3;84|12;1;3;84|,12;1;3;84|12;1;3;84|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;1;3;84|12;1;3;84|,12;1;3;84|12;1;3;84|,100|100|,100|100|
31,100|100|,12;1;3;84|12;1;3;84|,0.0|0.0|,12;1;3;84|12;1;3;84|,12;0;4;84|12;0;4;84|,12;0;4;84|12;0;4;84|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;0;4;84|12;0;4;84|,12;0;4;84|12;0;4;84|,100|100|,100|100|
32,100|100|,12;0;4;84|12;0;4;84|,0.0|0.0|,12;0;4;84|12;0;4;84|,10;2;3;85|10;2;3;85|,10;2;3;85|10;2;3;85|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;2;3;85|10;2;3;85|,10;2;3;85|10;2;3;85|,100|100|,100|100|
33,100|100|,10;2;3;85|10;2;3;85|,0.0|0.0|,10;2;3;85|10;2;3;85|,9;2;2;87|9;2;2;87|,9;2;2;87|9;2;2;87|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;2;2;87|9;2;2;87|,9;2;2;87|9;2;2;87|,100|100|,100|100|
34,100|100|,9;2;2;87|9;2;2;87|,0.0|0.0|,9;2;2;87|9;2;2;87|,9;1;3;87|9;1;3;87|,9;1;3;87|9;1;3;87|,100|100|,0;0;0;0|0;0;0;0|,100|100|,9;1;3;87|9;1;3;87|,9;1;3;87|9;1;3;87|,100|100|,100|100|
35,100|100|,9;1;3;87|9;1;3;87|,0.0|0.0|,9;1;3;87|9;1;3;87|,8;2;2;88|8;2;2;88|,8;2;2;88|8;2;2;88|,100|100|,0;0;0;0|0;0;0;0|,100|100|,8;2;2;88|8;2;2;88|,8;2;2;88|8;2;2;88|,100|100|,100|100|
36,100|100|,8;2;2;88|8;2;2;88|,0.0|0.0|,8;2;2;88|8;2;2;88|,8;1;3;88|8;1;3;88|,8;1;3;88|8;1;3;88|,100|100|,0;0;0;0|0;0;0;0|,100|100|,8;1;3;88|8;1;3;88|,8;1;3;88|8;1;3;88|,100|100|,100|100|
37,100|100|,8;1;3;88|8;1;3;88|,0.0|0.0|,8;1;3;88|8;1;3;88|,8;1;2;89|8;1;2;89|,8;1;2;89|8;1;2;89|,100|100|,0;0;0;0|0;0;0;0|,100|100|,8;1;2;89|8;1;2;89|,8;1;2;89|8;1;2;89|,100|100|,100|100|
38,100|100|,8;1;2;89|8;1;2;89|,0.0|0.0|,8;1;2;89|8;1;2;89|,8;0;3;89|8;0;3;89|,8;0;3;89|8;0;3;89|,100|100|,0;0;0;0|0;0;0;0|,100|100|,8;0;3;89|8;0;3;89|,8;0;3;89|8;0;3;89|,100|100|,100|100|
39,100|100|,8;0;3;89|8;0;3;89|,0.0|0.0|,8;0;3;89|8;0;3;89|,8;0;3;89|8;0;3;89|,8;0;3;89|8;0;3;89|,100|100|,0;0;0;0|0;0;0;0|,100|100|,8;0;3;89|8;0;3;89|,8;0;3;89|8;0;3;89|,100|100|,100|100|
