Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;0;8;0|92;0;8;0|,92;0;8;0|92;0;8;0|,88;4;7;1|88;4;7;1|,88;4;7;1|88;4;7;1|,100|100|,0;0;0;0|0;0;0;0|,100|100|,88;4;7;1|88;4;7;1|,88;4;7;1|88;4;7;1|,100|100|,100|100|
1,100|100|,88;4;7;1|88;4;7;1|,88;4;7;1|88;4;7;1|,84;6;8;2|84;6;8;2|,84;6;8;2|84;6;8;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,84;6;8;2|84;6;8;2|,84;6;8;2|84;6;8;2|,100|100|,100|100|
2,100|100|,84;6;8;2|84;6;8;2|,84;6;8;2|84;6;8;2|,82;5;10;3|82;5;10;3|,82;5;10;3|82;5;10;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;5;10;3|82;5;10;3|,82;5;10;3|82;5;10;3|,100|100|,100|100|
3,100|100|,82;5;10;3|82;5;10;3|,82;5;10;3|82;5;10;3|,79;5;10;6|79;5;10;6|,79;5;10;6|79;5;10;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,79;5;10;6|79;5;10;6|,79;5;10;6|79;5;10;6|,100|100|,100|100|
4,100|100|,79;5;10;6|79;5;10;6|,79;5;10;6|79;5;10;6|,74;8;11;7|74;8;11;7|,74;8;11;7|74;8;11;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,74;8;11;7|74;8;11;7|,74;8;11;7|74;8;11;7|,100|100|,100|100|
5,100|100|,74;8;11;7|74;8;11;7|,74;8;11;7|74;8;11;7|,71;6;13;10|71;6;13;10|,71;6;13;10|71;6;13;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,71;6;13;10|71;6;13;10|,71;6;13;10|71;6;13;10|,100|100|,100|100|
6,100|100|,71;6;13;10|71;6;13;10|,71;6;13;10|71;6;13;10|,66;7;10;17|66;7;10;17|,66;7;10;17|66;7;10;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,66;7;10;17|66;7;10;17|,66;7;10;17|66;7;10;17|,100|100|,100|100|
7,100|100|,66;7;10;17|66;7;10;17|,66;7;10;17|66;7;10;17|,62;8;13;17|62;8;13;17|,62;8;13;17|62;8;13;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,62;8;13;17|62;8;13;17|,62;8;13;17|62;8;13;17|,100|100|,100|100|
8,100|100|,62;8;13;17|62;8;13;17|,62;8;13;17|62;8;13;17|,57;10;14;19|57;10;14;19|,57;10;14;19|57;10;14;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,57;10;14;19|57;10;14;19|,57;10;14;19|57;10;14;19|,100|100|,100|100|
9,100|100|,57;10;14;19|57;10;14;19|,57;10;14;19|57;10;14;19|,53;8;16;23|53;8;16;23|,53;8;16;23|53;8;16;23|,100|100|,0;0;0;0|0;0;0;0|,100|100|,53;8;16;23|53;8;16;23|,53;8;16;23|53;8;16;23|,100|100|,100|100|
10,100|100|,53;8;16;23|53;8;16;23|,53;8;16;23|53;8;16;23|,51;6;18;25|51;6;18;25|,51;6;18;25|51;6;18;25|,100|100|,0;0;0;0|0;0;0;0|,100|100|,51;6;18;25|51;6;18;25|,51;6;18;25|51;6;18;25|,100|100|,100|100|
11,100|100|,51;6;18;25|51;6;18;25|,51;6;18;25|51;6;18;25|,46;7;19;28|46;7;19;28|,46;7;19;28|46;7;19;28|,100|100|,0;0;0;0|0;0;0;0|,100|100|,46;7;19;28|46;7;19;28|,46;7;19;28|46;7;19;28|,100|100|,100|100|
12,100|100|,46;7;19;28|46;7;19;28|,46;7;19;28|46;7;19;28|,41;7;20;32|41;7;20;32|,41;7;20;32|41;7;20;32|,100|100|,0;0;0;0|0;0;0;0|,100|100|,41;7;20;32|41;7;20;32|,41;7;20;32|41;7;20;32|,100|100|,100|100|
13,100|100|,41;7;20;32|41;7;20;32|,41;7;20;32|41;7;20;32|,38;6;16;40|38;6;16;40|,38;6;16;40|38;6;16;40|,100|100|,0;0;0;0|0;0;0;0|,100|100|,38;6;16;40|38;6;16;40|,38;6;16;40|38;6;16;40|,100|100|,100|100|
14,100|100|,38;6;16;40|38;6;16;40|,38;6;16;40|38;6;16;40|,34;7;18;41|34;7;18;41|,34;7;18;41|34;7;18;41|,100|100|,0;0;0;0|0;0;0;0|,100|100|,34;7;18;41|34;7;18;41|,34;7;18;41|34;7;18;41|,100|100|,100|100|
15,100|100|,34;7;18;41|34;7;18;41|,34;7;18;41|34;7;18;41|,29;10;16;45|29;10;16;45|,29;10;16;45|29;10;16;45|,100|100|,0;0;0;0|0;0;0;0|,100|100|,29;10;16;45|29;10;16;45|,29;10;16;45|29;10;16;45|,100|100|,100|100|
16,100|100|,29;10;16;45|29;10;16;45|,29;10;16;45|29;10;16;45|,27;6;20;47|27;6;20;47|,27;6;20;47|27;6;20;47|,100|100|,0;0;0;0|0;0;0;0|,100|100|,27;6;20;47|27;6;20;47|,27;6;20;47|27;6;20;47|,100|100|,100|100|
17,100|100|,27;6;20;47|27;6;20;47|,27;6;20;47|27;6;20;47|,26;2;21;51|26;2;21;51|,26;2;21;51|26;2;21;51|,100|100|,0;0;0;0|0;0;0;0|,100|100|,26;2;21;51|26;2;21;51|,26;2;21;51|26;2;21;51|,100|100|,100|100|
18,100|100|,26;2;21;51|26;2;21;51|,26;2;21;51|26;2;21;51|,26;1;17;56|26;1;17;56|,26;1;17;56|26;1;17;56|,100|100|,0;0;0;0|0;0;0;0|,100|100|,26;1;17;56|26;1;17;56|,26;1;17;56|26;1;17;56|,100|100|,100|100|
19,100|100|,26;1;17;56|26;1;17;56|,26;1;17;56|26;1;17;56|,25;1;14;60|25;1;14;60|,25;1;14;60|25;1;14;60|,100|100|,0;0;0;0|0;0;0;0|,100|100|,25;1;14;60|25;1;14;60|,25;1;14;60|25;1;14;60|,100|100|,100|100|
20,100|100|,25;1;14;60|25;1;14;60|,25;1;14;60|25;1;14;60|,22;4;10;64|22;4;10;64|,22;4;10;64|22;4;10;64|,100|100|,0;0;0;0|0;0;0;0|,100|100|,22;4;10;64|22;4;10;64|,22;4;10;64|22;4;10;64|,100|100|,100|100|
21,100|100|,22;4;10;64|22;4;10;64|,22;4;10;64|22;4;10;64|,19;5;10;66|19;5;10;66|,19;5;10;66|19;5;10;66|,100|100|,0;0;0;0|0;0;0;0|,100|100|,19;5;10;66|19;5;10;66|,19;5;10;66|19;5;10;66|,100|100|,100|100|
22,100|100|,19;5;10;66|19;5;10;66|,19;5;10;66|19;5;10;66|,19;2;10;69|19;2;10;69|,19;2;10;69|19;2;10;69|,100|100|,0;0;0;0|0;0;0;0|,100|100|,19;2;10;69|19;2;10;69|,19;2;10;69|19;2;10;69|,100|100|,100|100|
23,100|100|,19;2;10;69|19;2;10;69|,19;2;10;69|19;2;10;69|,19;1;11;69|19;1;11;69|,19;1;11;69|19;1;11;69|,100|100|,0;0;0;0|0;0;0;0|,100|100|,19;1;11;69|19;1;11;69|,19;1;11;69|19;1;11;69|,100|100|,100|100|
24,100|100|,19;1;11;69|19;1;11;69|,19;1;11;69|19;1;11;69|,19;0;7;74|19;0;7;74|,19;0;7;74|19;0;7;74|,100|100|,0;0;0;0|0;0;0;0|,100|100|,19;0;7;74|19;0;7;74|,19;0;7;74|19;0;7;74|,100|100|,100|100|
