Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,84;15;1|84;15;1|,84;15;1|84;15;1|,100|100|,0;0;0|0;0;0|,100|100|,84;15;1|84;15;1|,84;15;1|84;15;1|,100|100|,100|100|
1,100|100|,84;15;1|84;15;1|,10.0|10.0|,84;15;1|84;15;1|,78;21;1|78;21;1|,78;21;1|78;21;1|,100|100|,0;0;0|0;0;0|,100|100|,78;21;1|78;21;1|,78;21;1|78;21;1|,100|100|,100|100|
2,100|100|,78;21;1|78;21;1|,10.6|10.6|,78;21;1|78;21;1|,71;27;2|71;27;2|,71;27;2|71;27;2|,100|100|,0;0;0|0;0;0|,100|100|,71;27;2|71;27;2|,71;27;2|71;27;2|,100|100|,100|100|
3,100|100|,71;27;2|71;27;2|,11.71|11.71|,71;27;2|71;27;2|,66;31;3|66;31;3|,66;31;3|66;31;3|,100|100|,0;0;0|0;0;0|,100|100|,66;31;3|66;31;3|,66;31;3|66;31;3|,100|100|,100|100|
4,100|100|,66;31;3|66;31;3|,13.05|13.05|,66;31;3|66;31;3|,61;35;4|61;35;4|,61;35;4|61;35;4|,100|100|,0;0;0|0;0;0|,100|100|,61;35;4|61;35;4|,61;35;4|61;35;4|,100|100|,100|100|
5,100|100|,61;35;4|61;35;4|,14.6|14.6|,61;35;4|61;35;4|,52;42;6|52;42;6|,52;42;6|52;42;6|,100|100|,0;0;0|0;0;0|,100|100|,52;42;6|52;42;6|,52;42;6|52;42;6|,100|100|,100|100|
6,100|100|,52;42;6|52;42;6|,16.61|16.61|,52;42;6|52;42;6|,44;49;7|44;49;7|,44;49;7|44;49;7|,100|100|,0;0;0|0;0;0|,100|100|,44;49;7|44;49;7|,44;49;7|44;49;7|,100|100|,100|100|
7,100|100|,44;49;7|44;49;7|,19.02|19.02|,44;49;7|44;49;7|,39;53;8|39;53;8|,39;53;8|39;53;8|,100|100|,0;0;0|0;0;0|,100|100|,39;53;8|39;53;8|,39;53;8|39;53;8|,100|100|,100|100|
8,100|100|,39;53;8|39;53;8|,21.46|21.46|,39;53;8|39;53;8|,29;61;10|29;61;10|,29;61;10|29;61;10|,100|100|,0;0;0|0;0;0|,100|100|,29;61;10|29;61;10|,29;61;10|29;61;10|,100|100|,100|100|
9,100|100|,29;61;10|29;61;10|,24.34|24.34|,29;61;10|29;61;10|,20;63;17|20;63;17|,20;63;17|20;63;17|,100|100|,0;0;0|0;0;0|,100|100|,20;63;17|20;63;17|,20;63;17|20;63;17|,100|100|,100|100|
10,100|100|,20;63;17|20;63;17|,26.99|26.99|,20;63;17|20;63;17|,12;67;21|12;67;21|,12;67;21|12;67;21|,100|100|,0;0;0|0;0;0|,100|100|,12;67;21|12;67;21|,12;67;21|12;67;21|,100|100|,100|100|
11,100|100|,12;67;21|12;67;21|,29.64|29.64|,12;67;21|12;67;21|,7;69;24|7;69;24|,7;69;24|7;69;24|,100|100|,0;0;0|0;0;0|,100|100|,7;69;24|7;69;24|,7;69;24|7;69;24|,100|100|,100|100|
12,100|100|,7;69;24|7;69;24|,32.1|32.1|,7;69;24|7;69;24|,7;67;26|7;67;26|,7;67;26|7;67;26|,100|100|,0;0;0|0;0;0|,100|100|,7;67;26|7;67;26|,7;67;26|7;67;26|,100|100|,100|100|
13,100|100|,7;67;26|7;67;26|,33.98|33.98|,7;67;26|7;67;26|,5;67;28|5;67;28|,5;67;28|5;67;28|,100|100|,0;0;0|0;0;0|,100|100|,5;67;28|5;67;28|,5;67;28|5;67;28|,100|100|,100|100|
