Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;0;10;0|90;0;10;0|,90;0;10;0|90;0;10;0|,88;2;6;4|88;2;6;4|,88;2;6;4|88;2;6;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,88;2;6;4|88;2;6;4|,88;2;6;4|88;2;6;4|,100|100|,100|100|
1,100|100|,88;2;6;4|88;2;6;4|,88;2;6;4|88;2;6;4|,86;3;6;5|86;3;6;5|,86;3;6;5|86;3;6;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,86;3;6;5|86;3;6;5|,86;3;6;5|86;3;6;5|,100|100|,100|100|
2,100|100|,86;3;6;5|86;3;6;5|,86;3;6;5|86;3;6;5|,85;2;8;5|85;2;8;5|,85;2;8;5|85;2;8;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,85;2;8;5|85;2;8;5|,85;2;8;5|85;2;8;5|,100|100|,100|100|
3,100|100|,85;2;8;5|85;2;8;5|,85;2;8;5|85;2;8;5|,80;5;8;7|80;5;8;7|,80;5;8;7|80;5;8;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,80;5;8;7|80;5;8;7|,80;5;8;7|80;5;8;7|,100|100|,100|100|
4,100|100|,80;5;8;7|80;5;8;7|,80;5;8;7|80;5;8;7|,77;5;10;8|77;5;10;8|,77;5;10;8|77;5;10;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;5;10;8|77;5;10;8|,77;5;10;8|77;5;10;8|,100|100|,100|100|
5,100|100|,77;5;10;8|77;5;10;8|,77;5;10;8|77;5;10;8|,74;6;11;9|74;6;11;9|,74;6;11;9|74;6;11;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,74;6;11;9|74;6;11;9|,74;6;11;9|74;6;11;9|,100|100|,100|100|
6,100|100|,74;6;11;9|74;6;11;9|,74;6;11;9|74;6;11;9|,71;7;10;12|71;7;10;12|,71;7;10;12|71;7;10;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,71;7;10;12|71;7;10;12|,71;7;10;12|71;7;10;12|,100|100|,100|100|
7,100|100|,71;7;10;12|71;7;10;12|,71;7;10;12|71;7;10;12|,62;12;10;16|62;12;10;16|,62;12;10;16|62;12;10;16|,100|100|,0;0;0;0|0;0;0;0|,100|100|,62;12;10;16|62;12;10;16|,62;12;10;16|62;12;10;16|,100|100|,100|100|
8,100|100|,62;12;10;16|62;12;10;16|,62;12;10;16|62;12;10;16|,60;6;17;17|60;6;17;17|,60;6;17;17|60;6;17;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,60;6;17;17|60;6;17;17|,60;6;17;17|60;6;17;17|,100|100|,100|100|
9,100|100|,60;6;17;17|60;6;17;17|,60;6;17;17|60;6;17;17|,55;7;19;19|55;7;19;19|,55;7;19;19|55;7;19;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,55;7;19;19|55;7;19;19|,55;7;19;19|55;7;19;19|,100|100|,100|100|
10,100|100|,55;7;19;19|55;7;19;19|,55;7;19;19|55;7;19;19|,50;11;13;26|50;11;13;26|,50;11;13;26|50;11;13;26|,100|100|,0;0;0;0|0;0;0;0|,100|100|,50;11;13;26|50;11;13;26|,50;11;13;26|50;11;13;26|,100|100|,100|100|
11,100|100|,50;11;13;26|50;11;13;26|,50;11;13;26|50;11;13;26|,48;8;14;30|48;8;14;30|,48;8;14;30|48;8;14;30|,100|100|,0;0;0;0|0;0;0;0|,100|100|,48;8;14;30|48;8;14;30|,48;8;14;30|48;8;14;30|,100|100|,100|100|
12,100|100|,48;8;14;30|48;8;14;30|,48;8;14;30|48;8;14;30|,45;6;18;31|45;6;18;31|,45;6;18;31|45;6;18;31|,100|100|,0;0;0;0|0;0;0;0|,100|100|,45;6;18;31|45;6;18;31|,45;6;18;31|45;6;18;31|,100|100|,100|100|
13,100|100|,45;6;18;31|45;6;18;31|,45;6;18;31|45;6;18;31|,41;8;18;33|41;8;18;33|,41;8;18;33|41;8;18;33|,100|100|,0;0;0;0|0;0;0;0|,100|100|,41;8;18;33|41;8;18;33|,41;8;18;33|41;8;18;33|,100|100|,100|100|
14,100|100|,41;8;18;33|41;8;18;33|,41;8;18;33|41;8;18;33|,37;8;18;37|37;8;18;37|,37;8;18;37|37;8;18;37|,100|100|,0;0;0;0|0;0;0;0|,100|100|,37;8;18;37|37;8;18;37|,37;8;18;37|37;8;18;37|,100|100|,100|100|
15,100|100|,37;8;18;37|37;8;18;37|,37;8;18;37|37;8;18;37|,35;5;18;42|35;5;18;42|,35;5;18;42|35;5;18;42|,100|100|,0;0;0;0|0;0;0;0|,100|100|,35;5;18;42|35;5;18;42|,35;5;18;42|35;5;18;42|,100|100|,100|100|
16,100|100|,35;5;18;42|35;5;18;42|,35;5;18;42|35;5;18;42|,32;5;19;44|32;5;19;44|,32;5;19;44|32;5;19;44|,100|100|,0;0;0;0|0;0;0;0|,100|100|,32;5;19;44|32;5;19;44|,32;5;19;44|32;5;19;44|,100|100|,100|100|
17,100|100|,32;5;19;44|32;5;19;44|,32;5;19;44|32;5;19;44|,30;4;18;48|30;4;18;48|,30;4;18;48|30;4;18;48|,100|100|,0;0;0;0|0;0;0;0|,100|100|,30;4;18;48|30;4;18;48|,30;4;18;48|30;4;18;48|,100|100|,100|100|
