Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,94;6;0|94;6;0|,0.0|0.0|,94;6;0|94;6;0|,92;7;1|92;7;1|,92;7;1|92;7;1|,100|100|,0;0;0|0;0;0|,100|100|,92;7;1|92;7;1|,92;7;1|92;7;1|,100|100|,100|100|
1,100|100|,92;7;1|92;7;1|,0.0|0.0|,92;7;1|92;7;1|,88;10;2|88;10;2|,88;10;2|88;10;2|,100|100|,0;0;0|0;0;0|,100|100|,88;10;2|88;10;2|,88;10;2|88;10;2|,100|100|,100|100|
2,100|100|,88;10;2|88;10;2|,0.0|0.0|,88;10;2|88;10;2|,83;13;4|83;13;4|,83;13;4|83;13;4|,100|100|,0;0;0|0;0;0|,100|100|,83;13;4|83;13;4|,83;13;4|83;13;4|,100|100|,100|100|
3,100|100|,83;13;4|83;13;4|,0.0|0.0|,83;13;4|83;13;4|,77;17;6|77;17;6|,77;17;6|77;17;6|,100|100|,0;0;0|0;0;0|,100|100|,77;17;6|77;17;6|,77;17;6|77;17;6|,100|100|,100|100|
4,100|100|,77;17;6|77;17;6|,0.0|0.0|,77;17;6|77;17;6|,74;17;9|74;17;9|,74;17;9|74;17;9|,100|100|,0;0;0|0;0;0|,100|100|,74;17;9|74;17;9|,74;17;9|74;17;9|,100|100|,100|100|
5,100|100|,74;17;9|74;17;9|,0.0|0.0|,74;17;9|74;17;9|,69;21;10|69;21;10|,69;21;10|69;21;10|,100|100|,0;0;0|0;0;0|,100|100|,69;21;10|69;21;10|,69;21;10|69;21;10|,100|100|,100|100|
6,100|100|,69;21;10|69;21;10|,0.0|0.0|,69;21;10|69;21;10|,61;24;15|61;24;15|,61;24;15|61;24;15|,100|100|,0;0;0|0;0;0|,100|100|,61;24;15|61;24;15|,61;24;15|61;24;15|,100|100|,100|100|
7,100|100|,61;24;15|61;24;15|,0.0|0.0|,61;24;15|61;24;15|,57;24;19|57;24;19|,57;24;19|57;24;19|,100|100|,0;0;0|0;0;0|,100|100|,57;24;19|57;24;19|,57;24;19|57;24;19|,100|100|,100|100|
8,100|100|,57;24;19|57;24;19|,0.0|0.0|,57;24;19|57;24;19|,51;24;25|51;24;25|,51;24;25|51;24;25|,100|100|,0;0;0|0;0;0|,100|100|,51;24;25|51;24;25|,51;24;25|51;24;25|,100|100|,100|100|
9,100|100|,51;24;25|51;24;25|,0.0|0.0|,51;24;25|51;24;25|,46;26;28|46;26;28|,46;26;28|46;26;28|,100|100|,0;0;0|0;0;0|,100|100|,46;26;28|46;26;28|,46;26;28|46;26;28|,100|100|,100|100|
10,100|100|,46;26;28|46;26;28|,0.0|0.0|,46;26;28|46;26;28|,39;28;33|39;28;33|,39;28;33|39;28;33|,100|100|,0;0;0|0;0;0|,100|100|,39;28;33|39;28;33|,39;28;33|39;28;33|,100|100|,100|100|
11,100|100|,39;28;33|39;28;33|,0.0|0.0|,39;28;33|39;28;33|,33;29;38|33;29;38|,33;29;38|33;29;38|,100|100|,0;0;0|0;0;0|,100|100|,33;29;38|33;29;38|,33;29;38|33;29;38|,100|100|,100|100|
12,100|100|,33;29;38|33;29;38|,0.0|0.0|,33;29;38|33;29;38|,28;29;43|28;29;43|,28;29;43|28;29;43|,100|100|,0;0;0|0;0;0|,100|100|,28;29;43|28;29;43|,28;29;43|28;29;43|,100|100|,100|100|
13,100|100|,28;29;43|28;29;43|,0.0|0.0|,28;29;43|28;29;43|,24;26;50|24;26;50|,24;26;50|24;26;50|,100|100|,0;0;0|0;0;0|,100|100|,24;26;50|24;26;50|,24;26;50|24;26;50|,100|100|,100|100|
14,100|100|,24;26;50|24;26;50|,0.0|0.0|,24;26;50|24;26;50|,19;28;53|19;28;53|,19;28;53|19;28;53|,100|100|,0;0;0|0;0;0|,100|100|,19;28;53|19;28;53|,19;28;53|19;28;53|,100|100|,100|100|
15,100|100|,19;28;53|19;28;53|,0.0|0.0|,19;28;53|19;28;53|,18;23;59|18;23;59|,18;23;59|18;23;59|,100|100|,0;0;0|0;0;0|,100|100|,18;23;59|18;23;59|,18;23;59|18;23;59|,100|100|,100|100|
16,100|100|,18;23;59|18;23;59|,0.0|0.0|,18;23;59|18;23;59|,17;20;63|17;20;63|,17;20;63|17;20;63|,100|100|,0;0;0|0;0;0|,100|100|,17;20;63|17;20;63|,17;20;63|17;20;63|,100|100|,100|100|
17,100|100|,17;20;63|17;20;63|,0.0|0.0|,17;20;63|17;20;63|,15;18;67|15;18;67|,15;18;67|15;18;67|,100|100|,0;0;0|0;0;0|,100|100|,15;18;67|15;18;67|,15;18;67|15;18;67|,100|100|,100|100|
18,100|100|,15;18;67|15;18;67|,0.0|0.0|,15;18;67|15;18;67|,14;15;71|14;15;71|,14;15;71|14;15;71|,100|100|,0;0;0|0;0;0|,100|100|,14;15;71|14;15;71|,14;15;71|14;15;71|,100|100|,100|100|
19,100|100|,14;15;71|14;15;71|,0.0|0.0|,14;15;71|14;15;71|,13;9;78|13;9;78|,13;9;78|13;9;78|,100|100|,0;0;0|0;0;0|,100|100|,13;9;78|13;9;78|,13;9;78|13;9;78|,100|100|,100|100|
20,100|100|,13;9;78|13;9;78|,0.0|0.0|,13;9;78|13;9;78|,12;9;79|12;9;79|,12;9;79|12;9;79|,100|100|,0;0;0|0;0;0|,100|100|,12;9;79|12;9;79|,12;9;79|12;9;79|,100|100|,100|100|
21,100|100|,12;9;79|12;9;79|,0.0|0.0|,12;9;79|12;9;79|,11;7;82|11;7;82|,11;7;82|11;7;82|,100|100|,0;0;0|0;0;0|,100|100|,11;7;82|11;7;82|,11;7;82|11;7;82|,100|100|,100|100|
22,100|100|,11;7;82|11;7;82|,0.0|0.0|,11;7;82|11;7;82|,11;4;85|11;4;85|,11;4;85|11;4;85|,100|100|,0;0;0|0;0;0|,100|100|,11;4;85|11;4;85|,11;4;85|11;4;85|,100|100|,100|100|
23,100|100|,11;4;85|11;4;85|,0.0|0.0|,11;4;85|11;4;85|,10;5;85|10;5;85|,10;5;85|10;5;85|,100|100|,0;0;0|0;0;0|,100|100|,10;5;85|10;5;85|,10;5;85|10;5;85|,100|100|,100|100|
24,100|100|,10;5;85|10;5;85|,0.0|0.0|,10;5;85|10;5;85|,10;5;85|10;5;85|,10;5;85|10;5;85|,100|100|,0;0;0|0;0;0|,100|100|,10;5;85|10;5;85|,10;5;85|10;5;85|,100|100|,100|100|
25,100|100|,10;5;85|10;5;85|,0.0|0.0|,10;5;85|10;5;85|,10;3;87|10;3;87|,10;3;87|10;3;87|,100|100|,0;0;0|0;0;0|,100|100|,10;3;87|10;3;87|,10;3;87|10;3;87|,100|100|,100|100|
26,100|100|,10;3;87|10;3;87|,0.0|0.0|,10;3;87|10;3;87|,10;2;88|10;2;88|,10;2;88|10;2;88|,100|100|,0;0;0|0;0;0|,100|100|,10;2;88|10;2;88|,10;2;88|10;2;88|,100|100|,100|100|
