Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,86;14;0|86;14;0|,0.0|0.0|,86;14;0|86;14;0|,79;20;1|79;20;1|,79;20;1|79;20;1|,100|100|,0;0;0|0;0;0|,100|100|,79;20;1|79;20;1|,79;20;1|79;20;1|,100|100|,100|100|
1,100|100|,79;20;1|79;20;1|,0.0|0.0|,79;20;1|79;20;1|,68;23;9|68;23;9|,68;23;9|68;23;9|,100|100|,0;0;0|0;0;0|,100|100|,68;23;9|68;23;9|,68;23;9|68;23;9|,100|100|,100|100|
2,100|100|,68;23;9|68;23;9|,0.0|0.0|,68;23;9|68;23;9|,60;25;15|60;25;15|,60;25;15|60;25;15|,100|100|,0;0;0|0;0;0|,100|100|,60;25;15|60;25;15|,60;25;15|60;25;15|,100|100|,100|100|
3,100|100|,60;25;15|60;25;15|,0.0|0.0|,60;25;15|60;25;15|,54;22;24|54;22;24|,54;22;24|54;22;24|,100|100|,0;0;0|0;0;0|,100|100|,54;22;24|54;22;24|,54;22;24|54;22;24|,100|100|,100|100|
4,100|100|,54;22;24|54;22;24|,0.0|0.0|,54;22;24|54;22;24|,52;20;28|52;20;28|,52;20;28|52;20;28|,100|100|,0;0;0|0;0;0|,100|100|,52;20;28|52;20;28|,52;20;28|52;20;28|,100|100|,100|100|
5,100|100|,52;20;28|52;20;28|,0.0|0.0|,52;20;28|52;20;28|,44;24;32|44;24;32|,44;24;32|44;24;32|,100|100|,0;0;0|0;0;0|,100|100|,44;24;32|44;24;32|,44;24;32|44;24;32|,100|100|,100|100|
6,100|100|,44;24;32|44;24;32|,0.0|0.0|,44;24;32|44;24;32|,35;26;39|35;26;39|,35;26;39|35;26;39|,100|100|,0;0;0|0;0;0|,100|100|,35;26;39|35;26;39|,35;26;39|35;26;39|,100|100|,100|100|
7,100|100|,35;26;39|35;26;39|,0.0|0.0|,35;26;39|35;26;39|,30;26;44|30;26;44|,30;26;44|30;26;44|,100|100|,0;0;0|0;0;0|,100|100|,30;26;44|30;26;44|,30;26;44|30;26;44|,100|100|,100|100|
8,100|100|,30;26;44|30;26;44|,0.0|0.0|,30;26;44|30;26;44|,28;20;52|28;20;52|,28;20;52|28;20;52|,100|100|,0;0;0|0;0;0|,100|100|,28;20;52|28;20;52|,28;20;52|28;20;52|,100|100|,100|100|
9,100|100|,28;20;52|28;20;52|,0.0|0.0|,28;20;52|28;20;52|,24;21;55|24;21;55|,24;21;55|24;21;55|,100|100|,0;0;0|0;0;0|,100|100|,24;21;55|24;21;55|,24;21;55|24;21;55|,100|100|,100|100|
10,100|100|,24;21;55|24;21;55|,0.0|0.0|,24;21;55|24;21;55|,20;21;59|20;21;59|,20;21;59|20;21;59|,100|100|,0;0;0|0;0;0|,100|100|,20;21;59|20;21;59|,20;21;59|20;21;59|,100|100|,100|100|
11,100|100|,20;21;59|20;21;59|,0.0|0.0|,20;21;59|20;21;59|,19;20;61|19;20;61|,19;20;61|19;20;61|,100|100|,0;0;0|0;0;0|,100|100|,19;20;61|19;20;61|,19;20;61|19;20;61|,100|100|,100|100|
12,100|100|,19;20;61|19;20;61|,0.0|0.0|,19;20;61|19;20;61|,16;21;63|16;21;63|,16;21;63|16;21;63|,100|100|,0;0;0|0;0;0|,100|100|,16;21;63|16;21;63|,16;21;63|16;21;63|,100|100|,100|100|
13,100|100|,16;21;63|16;21;63|,0.0|0.0|,16;21;63|16;21;63|,15;18;67|15;18;67|,15;18;67|15;18;67|,100|100|,0;0;0|0;0;0|,100|100|,15;18;67|15;18;67|,15;18;67|15;18;67|,100|100|,100|100|
14,100|100|,15;18;67|15;18;67|,0.0|0.0|,15;18;67|15;18;67|,13;13;74|13;13;74|,13;13;74|13;13;74|,100|100|,0;0;0|0;0;0|,100|100|,13;13;74|13;13;74|,13;13;74|13;13;74|,100|100|,100|100|
15,100|100|,13;13;74|13;13;74|,0.0|0.0|,13;13;74|13;13;74|,11;10;79|11;10;79|,11;10;79|11;10;79|,100|100|,0;0;0|0;0;0|,100|100|,11;10;79|11;10;79|,11;10;79|11;10;79|,100|100|,100|100|
16,100|100|,11;10;79|11;10;79|,0.0|0.0|,11;10;79|11;10;79|,10;9;81|10;9;81|,10;9;81|10;9;81|,100|100|,0;0;0|0;0;0|,100|100|,10;9;81|10;9;81|,10;9;81|10;9;81|,100|100|,100|100|
17,100|100|,10;9;81|10;9;81|,0.0|0.0|,10;9;81|10;9;81|,10;7;83|10;7;83|,10;7;83|10;7;83|,100|100|,0;0;0|0;0;0|,100|100|,10;7;83|10;7;83|,10;7;83|10;7;83|,100|100|,100|100|
18,100|100|,10;7;83|10;7;83|,0.0|0.0|,10;7;83|10;7;83|,10;7;83|10;7;83|,10;7;83|10;7;83|,100|100|,0;0;0|0;0;0|,100|100|,10;7;83|10;7;83|,10;7;83|10;7;83|,100|100|,100|100|
19,100|100|,10;7;83|10;7;83|,0.0|0.0|,10;7;83|10;7;83|,10;3;87|10;3;87|,10;3;87|10;3;87|,100|100|,0;0;0|0;0;0|,100|100|,10;3;87|10;3;87|,10;3;87|10;3;87|,100|100|,100|100|
20,100|100|,10;3;87|10;3;87|,0.0|0.0|,10;3;87|10;3;87|,10;3;87|10;3;87|,10;3;87|10;3;87|,100|100|,0;0;0|0;0;0|,100|100|,10;3;87|10;3;87|,10;3;87|10;3;87|,100|100|,100|100|
21,100|100|,10;3;87|10;3;87|,0.0|0.0|,10;3;87|10;3;87|,10;2;88|10;2;88|,10;2;88|10;2;88|,100|100|,0;0;0|0;0;0|,100|100|,10;2;88|10;2;88|,10;2;88|10;2;88|,100|100|,100|100|
22,100|100|,10;2;88|10;2;88|,0.0|0.0|,10;2;88|10;2;88|,9;3;88|9;3;88|,9;3;88|9;3;88|,100|100|,0;0;0|0;0;0|,100|100|,9;3;88|9;3;88|,9;3;88|9;3;88|,100|100|,100|100|
23,100|100|,9;3;88|9;3;88|,0.0|0.0|,9;3;88|9;3;88|,9;2;89|9;2;89|,9;2;89|9;2;89|,100|100|,0;0;0|0;0;0|,100|100|,9;2;89|9;2;89|,9;2;89|9;2;89|,100|100|,100|100|
24,100|100|,9;2;89|9;2;89|,0.0|0.0|,9;2;89|9;2;89|,9;2;89|9;2;89|,9;2;89|9;2;89|,100|100|,0;0;0|0;0;0|,100|100|,9;2;89|9;2;89|,9;2;89|9;2;89|,100|100|,100|100|
25,100|100|,9;2;89|9;2;89|,0.0|0.0|,9;2;89|9;2;89|,9;0;91|9;0;91|,9;0;91|9;0;91|,100|100|,0;0;0|0;0;0|,100|100|,9;0;91|9;0;91|,9;0;91|9;0;91|,100|100|,100|100|
26,100|100|,9;0;91|9;0;91|,0.0|0.0|,9;0;91|9;0;91|,9;0;91|9;0;91|,9;0;91|9;0;91|,100|100|,0;0;0|0;0;0|,100|100|,9;0;91|9;0;91|,9;0;91|9;0;91|,100|100|,100|100|
