Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;9;0|91;9;0|,0.0|0.0|,91;9;0|91;9;0|,88;10;2|88;10;2|,88;10;2|88;10;2|,100|100|,0;0;0|0;0;0|,100|100|,88;10;2|88;10;2|,88;10;2|88;10;2|,100|100|,100|100|
1,100|100|,88;10;2|88;10;2|,0.0|0.0|,88;10;2|88;10;2|,86;12;2|86;12;2|,86;12;2|86;12;2|,100|100|,0;0;0|0;0;0|,100|100|,86;12;2|86;12;2|,86;12;2|86;12;2|,100|100|,100|100|
2,100|100|,86;12;2|86;12;2|,0.0|0.0|,86;12;2|86;12;2|,81;15;4|81;15;4|,81;15;4|81;15;4|,100|100|,0;0;0|0;0;0|,100|100|,81;15;4|81;15;4|,81;15;4|81;15;4|,100|100|,100|100|
3,100|100|,81;15;4|81;15;4|,0.0|0.0|,81;15;4|81;15;4|,72;20;8|72;20;8|,72;20;8|72;20;8|,100|100|,0;0;0|0;0;0|,100|100|,72;20;8|72;20;8|,72;20;8|72;20;8|,100|100|,100|100|
4,100|100|,72;20;8|72;20;8|,0.0|0.0|,72;20;8|72;20;8|,68;18;14|68;18;14|,68;18;14|68;18;14|,100|100|,0;0;0|0;0;0|,100|100|,68;18;14|68;18;14|,68;18;14|68;18;14|,100|100|,100|100|
5,100|100|,68;18;14|68;18;14|,0.0|0.0|,68;18;14|68;18;14|,62;21;17|62;21;17|,62;21;17|62;21;17|,100|100|,0;0;0|0;0;0|,100|100|,62;21;17|62;21;17|,62;21;17|62;21;17|,100|100|,100|100|
6,100|100|,62;21;17|62;21;17|,0.0|0.0|,62;21;17|62;21;17|,61;23;16|61;23;16|,61;23;16|61;23;16|,100|100|,0;0;0|0;0;0|,100|100|,61;23;16|61;23;16|,61;23;16|61;23;16|,100|100|,100|100|
7,100|100|,61;23;16|61;23;16|,0.0|0.0|,61;23;16|61;23;16|,58;23;19|58;23;19|,58;23;19|58;23;19|,100|100|,0;0;0|0;0;0|,100|100|,58;23;19|58;23;19|,58;23;19|58;23;19|,100|100|,100|100|
8,100|100|,58;23;19|58;23;19|,0.0|0.0|,58;23;19|58;23;19|,51;25;24|51;25;24|,51;25;24|51;25;24|,100|100|,0;0;0|0;0;0|,100|100|,51;25;24|51;25;24|,51;25;24|51;25;24|,100|100|,100|100|
9,100|100|,51;25;24|51;25;24|,0.0|0.0|,51;25;24|51;25;24|,45;31;24|45;31;24|,45;31;24|45;31;24|,100|100|,0;0;0|0;0;0|,100|100|,45;31;24|45;31;24|,45;31;24|45;31;24|,100|100|,100|100|
10,100|100|,45;31;24|45;31;24|,0.0|0.0|,45;31;24|45;31;24|,44;36;20|44;36;20|,44;36;20|44;36;20|,100|100|,0;0;0|0;0;0|,100|100|,44;36;20|44;36;20|,44;36;20|44;36;20|,100|100|,100|100|
11,100|100|,44;36;20|44;36;20|,0.0|0.0|,44;36;20|44;36;20|,39;41;20|39;41;20|,39;41;20|39;41;20|,100|100|,0;0;0|0;0;0|,100|100|,39;41;20|39;41;20|,39;41;20|39;41;20|,100|100|,100|100|
12,100|100|,39;41;20|39;41;20|,0.0|0.0|,39;41;20|39;41;20|,30;45;25|30;45;25|,30;45;25|30;45;25|,100|100|,0;0;0|0;0;0|,100|100|,30;45;25|30;45;25|,30;45;25|30;45;25|,100|100|,100|100|
13,100|100|,30;45;25|30;45;25|,0.0|0.0|,30;45;25|30;45;25|,28;48;24|28;48;24|,28;48;24|28;48;24|,100|100|,0;0;0|0;0;0|,100|100|,28;48;24|28;48;24|,28;48;24|28;48;24|,100|100|,100|100|
14,100|100|,28;48;24|28;48;24|,0.0|0.0|,28;48;24|28;48;24|,24;44;32|24;44;32|,24;44;32|24;44;32|,100|100|,0;0;0|0;0;0|,100|100|,24;44;32|24;44;32|,24;44;32|24;44;32|,100|100|,100|100|
15,100|100|,24;44;32|24;44;32|,0.0|0.0|,24;44;32|24;44;32|,24;38;38|24;38;38|,24;38;38|24;38;38|,100|100|,0;0;0|0;0;0|,100|100|,24;38;38|24;38;38|,24;38;38|24;38;38|,100|100|,100|100|
16,100|100|,24;38;38|24;38;38|,0.0|0.0|,24;38;38|24;38;38|,23;36;41|23;36;41|,23;36;41|23;36;41|,100|100|,0;0;0|0;0;0|,100|100|,23;36;41|23;36;41|,23;36;41|23;36;41|,100|100|,100|100|
17,100|100|,23;36;41|23;36;41|,0.0|0.0|,23;36;41|23;36;41|,21;30;49|21;30;49|,21;30;49|21;30;49|,100|100|,0;0;0|0;0;0|,100|100|,21;30;49|21;30;49|,21;30;49|21;30;49|,100|100|,100|100|
18,100|100|,21;30;49|21;30;49|,0.0|0.0|,21;30;49|21;30;49|,29;24;47|29;24;47|,29;24;47|29;24;47|,100|100|,0;0;0|0;0;0|,100|100|,29;24;47|29;24;47|,29;24;47|29;24;47|,100|100|,100|100|
19,100|100|,29;24;47|29;24;47|,0.0|0.0|,29;24;47|29;24;47|,31;24;45|31;24;45|,31;24;45|31;24;45|,100|100|,0;0;0|0;0;0|,100|100|,31;24;45|31;24;45|,31;24;45|31;24;45|,100|100|,100|100|
20,100|100|,31;24;45|31;24;45|,0.0|0.0|,31;24;45|31;24;45|,35;18;47|35;18;47|,35;18;47|35;18;47|,100|100|,0;0;0|0;0;0|,100|100|,35;18;47|35;18;47|,35;18;47|35;18;47|,100|100|,100|100|
21,100|100|,35;18;47|35;18;47|,0.0|0.0|,35;18;47|35;18;47|,40;12;48|40;12;48|,40;12;48|40;12;48|,100|100|,0;0;0|0;0;0|,100|100|,40;12;48|40;12;48|,40;12;48|40;12;48|,100|100|,100|100|
22,100|100|,40;12;48|40;12;48|,0.0|0.0|,40;12;48|40;12;48|,49;15;36|49;15;36|,49;15;36|49;15;36|,100|100|,0;0;0|0;0;0|,100|100|,49;15;36|49;15;36|,49;15;36|49;15;36|,100|100|,100|100|
23,100|100|,49;15;36|49;15;36|,0.0|0.0|,49;15;36|49;15;36|,56;15;29|56;15;29|,56;15;29|56;15;29|,100|100|,0;0;0|0;0;0|,100|100|,56;15;29|56;15;29|,56;15;29|56;15;29|,100|100|,100|100|
24,100|100|,56;15;29|56;15;29|,0.0|0.0|,56;15;29|56;15;29|,63;13;24|63;13;24|,63;13;24|63;13;24|,100|100|,0;0;0|0;0;0|,100|100|,63;13;24|63;13;24|,63;13;24|63;13;24|,100|100|,100|100|
25,100|100|,63;13;24|63;13;24|,0.0|0.0|,63;13;24|63;13;24|,60;19;21|60;19;21|,60;19;21|60;19;21|,100|100|,0;0;0|0;0;0|,100|100|,60;19;21|60;19;21|,60;19;21|60;19;21|,100|100|,100|100|
26,100|100|,60;19;21|60;19;21|,0.0|0.0|,60;19;21|60;19;21|,58;20;22|58;20;22|,58;20;22|58;20;22|,100|100|,0;0;0|0;0;0|,100|100|,58;20;22|58;20;22|,58;20;22|58;20;22|,100|100|,100|100|
27,100|100|,58;20;22|58;20;22|,0.0|0.0|,58;20;22|58;20;22|,60;18;22|60;18;22|,60;18;22|60;18;22|,100|100|,0;0;0|0;0;0|,100|100|,60;18;22|60;18;22|,60;18;22|60;18;22|,100|100|,100|100|
28,100|100|,60;18;22|60;18;22|,0.0|0.0|,60;18;22|60;18;22|,60;18;22|60;18;22|,60;18;22|60;18;22|,100|100|,0;0;0|0;0;0|,100|100|,60;18;22|60;18;22|,60;18;22|60;18;22|,100|100|,100|100|
29,100|100|,60;18;22|60;18;22|,0.0|0.0|,60;18;22|60;18;22|,61;18;21|61;18;21|,61;18;21|61;18;21|,100|100|,0;0;0|0;0;0|,100|100|,61;18;21|61;18;21|,61;18;21|61;18;21|,100|100|,100|100|
30,100|100|,61;18;21|61;18;21|,0.0|0.0|,61;18;21|61;18;21|,57;21;22|57;21;22|,57;21;22|57;21;22|,100|100|,0;0;0|0;0;0|,100|100|,57;21;22|57;21;22|,57;21;22|57;21;22|,100|100|,100|100|
31,100|100|,57;21;22|57;21;22|,0.0|0.0|,57;21;22|57;21;22|,52;26;22|52;26;22|,52;26;22|52;26;22|,100|100|,0;0;0|0;0;0|,100|100|,52;26;22|52;26;22|,52;26;22|52;26;22|,100|100|,100|100|
32,100|100|,52;26;22|52;26;22|,0.0|0.0|,52;26;22|52;26;22|,46;30;24|46;30;24|,46;30;24|46;30;24|,100|100|,0;0;0|0;0;0|,100|100|,46;30;24|46;30;24|,46;30;24|46;30;24|,100|100|,100|100|
33,100|100|,46;30;24|46;30;24|,0.0|0.0|,46;30;24|46;30;24|,43;31;26|43;31;26|,43;31;26|43;31;26|,100|100|,0;0;0|0;0;0|,100|100|,43;31;26|43;31;26|,43;31;26|43;31;26|,100|100|,100|100|
34,100|100|,43;31;26|43;31;26|,0.0|0.0|,43;31;26|43;31;26|,40;30;30|40;30;30|,40;30;30|40;30;30|,100|100|,0;0;0|0;0;0|,100|100|,40;30;30|40;30;30|,40;30;30|40;30;30|,100|100|,100|100|
35,100|100|,40;30;30|40;30;30|,0.0|0.0|,40;30;30|40;30;30|,42;31;27|42;31;27|,42;31;27|42;31;27|,100|100|,0;0;0|0;0;0|,100|100|,42;31;27|42;31;27|,42;31;27|42;31;27|,100|100|,100|100|
36,100|100|,42;31;27|42;31;27|,0.0|0.0|,42;31;27|42;31;27|,46;27;27|46;27;27|,46;27;27|46;27;27|,100|100|,0;0;0|0;0;0|,100|100|,46;27;27|46;27;27|,46;27;27|46;27;27|,100|100|,100|100|
37,100|100|,46;27;27|46;27;27|,0.0|0.0|,46;27;27|46;27;27|,46;26;28|46;26;28|,46;26;28|46;26;28|,100|100|,0;0;0|0;0;0|,100|100|,46;26;28|46;26;28|,46;26;28|46;26;28|,100|100|,100|100|
38,100|100|,46;26;28|46;26;28|,0.0|0.0|,46;26;28|46;26;28|,47;23;30|47;23;30|,47;23;30|47;23;30|,100|100|,0;0;0|0;0;0|,100|100|,47;23;30|47;23;30|,47;23;30|47;23;30|,100|100|,100|100|
39,100|100|,47;23;30|47;23;30|,0.0|0.0|,47;23;30|47;23;30|,49;25;26|49;25;26|,49;25;26|49;25;26|,100|100|,0;0;0|0;0;0|,100|100|,49;25;26|49;25;26|,49;25;26|49;25;26|,100|100|,100|100|
40,100|100|,49;25;26|49;25;26|,0.0|0.0|,49;25;26|49;25;26|,48;21;31|48;21;31|,48;21;31|48;21;31|,100|100|,0;0;0|0;0;0|,100|100|,48;21;31|48;21;31|,48;21;31|48;21;31|,100|100|,100|100|
41,100|100|,48;21;31|48;21;31|,0.0|0.0|,48;21;31|48;21;31|,50;23;27|50;23;27|,50;23;27|50;23;27|,100|100|,0;0;0|0;0;0|,100|100|,50;23;27|50;23;27|,50;23;27|50;23;27|,100|100|,100|100|
42,100|100|,50;23;27|50;23;27|,0.0|0.0|,50;23;27|50;23;27|,52;26;22|52;26;22|,52;26;22|52;26;22|,100|100|,0;0;0|0;0;0|,100|100|,52;26;22|52;26;22|,52;26;22|52;26;22|,100|100|,100|100|
43,100|100|,52;26;22|52;26;22|,0.0|0.0|,52;26;22|52;26;22|,50;25;25|50;25;25|,50;25;25|50;25;25|,100|100|,0;0;0|0;0;0|,100|100|,50;25;25|50;25;25|,50;25;25|50;25;25|,100|100|,100|100|
44,100|100|,50;25;25|50;25;25|,0.0|0.0|,50;25;25|50;25;25|,50;21;29|50;21;29|,50;21;29|50;21;29|,100|100|,0;0;0|0;0;0|,100|100|,50;21;29|50;21;29|,50;21;29|50;21;29|,100|100|,100|100|
45,100|100|,50;21;29|50;21;29|,0.0|0.0|,50;21;29|50;21;29|,50;20;30|50;20;30|,50;20;30|50;20;30|,100|100|,0;0;0|0;0;0|,100|100|,50;20;30|50;20;30|,50;20;30|50;20;30|,100|100|,100|100|
46,100|100|,50;20;30|50;20;30|,0.0|0.0|,50;20;30|50;20;30|,52;15;33|52;15;33|,52;15;33|52;15;33|,100|100|,0;0;0|0;0;0|,100|100|,52;15;33|52;15;33|,52;15;33|52;15;33|,100|100|,100|100|
47,100|100|,52;15;33|52;15;33|,0.0|0.0|,52;15;33|52;15;33|,55;16;29|55;16;29|,55;16;29|55;16;29|,100|100|,0;0;0|0;0;0|,100|100|,55;16;29|55;16;29|,55;16;29|55;16;29|,100|100|,100|100|
48,100|100|,55;16;29|55;16;29|,0.0|0.0|,55;16;29|55;16;29|,51;21;28|51;21;28|,51;21;28|51;21;28|,100|100|,0;0;0|0;0;0|,100|100|,51;21;28|51;21;28|,51;21;28|51;21;28|,100|100|,100|100|
49,100|100|,51;21;28|51;21;28|,0.0|0.0|,51;21;28|51;21;28|,55;22;23|55;22;23|,55;22;23|55;22;23|,100|100|,0;0;0|0;0;0|,100|100|,55;22;23|55;22;23|,55;22;23|55;22;23|,100|100|,100|100|
