Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,82;18;0|82;18;0|,0.0|0.0|,82;18;0|82;18;0|,76;21;3|76;21;3|,76;21;3|76;21;3|,100|100|,0;0;0|0;0;0|,100|100|,76;21;3|76;21;3|,76;21;3|76;21;3|,100|100|,100|100|
1,100|100|,76;21;3|76;21;3|,0.0|0.0|,76;21;3|76;21;3|,69;26;5|69;26;5|,69;26;5|69;26;5|,100|100|,0;0;0|0;0;0|,100|100|,69;26;5|69;26;5|,69;26;5|69;26;5|,100|100|,100|100|
2,100|100|,69;26;5|69;26;5|,0.0|0.0|,69;26;5|69;26;5|,64;25;11|64;25;11|,64;25;11|64;25;11|,100|100|,0;0;0|0;0;0|,100|100|,64;25;11|64;25;11|,64;25;11|64;25;11|,100|100|,100|100|
3,100|100|,64;25;11|64;25;11|,0.0|0.0|,64;25;11|64;25;11|,64;23;13|64;23;13|,64;23;13|64;23;13|,100|100|,0;0;0|0;0;0|,100|100|,64;23;13|64;23;13|,64;23;13|64;23;13|,100|100|,100|100|
4,100|100|,64;23;13|64;23;13|,0.0|0.0|,64;23;13|64;23;13|,57;31;12|57;31;12|,57;31;12|57;31;12|,100|100|,0;0;0|0;0;0|,100|100|,57;31;12|57;31;12|,57;31;12|57;31;12|,100|100|,100|100|
5,100|100|,57;31;12|57;31;12|,0.0|0.0|,57;31;12|57;31;12|,46;40;14|46;40;14|,46;40;14|46;40;14|,100|100|,0;0;0|0;0;0|,100|100|,46;40;14|46;40;14|,46;40;14|46;40;14|,100|100|,100|100|
6,100|100|,46;40;14|46;40;14|,0.0|0.0|,46;40;14|46;40;14|,39;43;18|39;43;18|,39;43;18|39;43;18|,100|100|,0;0;0|0;0;0|,100|100|,39;43;18|39;43;18|,39;43;18|39;43;18|,100|100|,100|100|
7,100|100|,39;43;18|39;43;18|,0.0|0.0|,39;43;18|39;43;18|,33;43;24|33;43;24|,33;43;24|33;43;24|,100|100|,0;0;0|0;0;0|,100|100|,33;43;24|33;43;24|,33;43;24|33;43;24|,100|100|,100|100|
8,100|100|,33;43;24|33;43;24|,0.0|0.0|,33;43;24|33;43;24|,29;41;30|29;41;30|,29;41;30|29;41;30|,100|100|,0;0;0|0;0;0|,100|100|,29;41;30|29;41;30|,29;41;30|29;41;30|,100|100|,100|100|
9,100|100|,29;41;30|29;41;30|,0.0|0.0|,29;41;30|29;41;30|,32;37;31|32;37;31|,32;37;31|32;37;31|,100|100|,0;0;0|0;0;0|,100|100|,32;37;31|32;37;31|,32;37;31|32;37;31|,100|100|,100|100|
