Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;9;0|91;9;0|,0.0|0.0|,91;9;0|91;9;0|,87;12;1|87;12;1|,87;12;1|87;12;1|,100|100|,0;0;0|0;0;0|,100|100|,87;12;1|87;12;1|,87;12;1|87;12;1|,100|100|,100|100|
1,100|100|,87;12;1|87;12;1|,0.0|0.0|,87;12;1|87;12;1|,78;21;1|78;21;1|,78;21;1|78;21;1|,100|100|,0;0;0|0;0;0|,100|100|,78;21;1|78;21;1|,78;21;1|78;21;1|,100|100|,100|100|
2,100|100|,78;21;1|78;21;1|,0.0|0.0|,78;21;1|78;21;1|,64;30;6|64;30;6|,64;30;6|64;30;6|,100|100|,0;0;0|0;0;0|,100|100|,64;30;6|64;30;6|,64;30;6|64;30;6|,100|100|,100|100|
3,100|100|,64;30;6|64;30;6|,0.0|0.0|,64;30;6|64;30;6|,53;35;12|53;35;12|,53;35;12|53;35;12|,100|100|,0;0;0|0;0;0|,100|100|,53;35;12|53;35;12|,53;35;12|53;35;12|,100|100|,100|100|
4,100|100|,53;35;12|53;35;12|,0.0|0.0|,53;35;12|53;35;12|,44;37;19|44;37;19|,44;37;19|44;37;19|,100|100|,0;0;0|0;0;0|,100|100|,44;37;19|44;37;19|,44;37;19|44;37;19|,100|100|,100|100|
5,100|100|,44;37;19|44;37;19|,0.0|0.0|,44;37;19|44;37;19|,30;38;32|30;38;32|,30;38;32|30;38;32|,100|100|,0;0;0|0;0;0|,100|100|,30;38;32|30;38;32|,30;38;32|30;38;32|,100|100|,100|100|
6,100|100|,30;38;32|30;38;32|,0.0|0.0|,30;38;32|30;38;32|,25;38;37|25;38;37|,25;38;37|25;38;37|,100|100|,0;0;0|0;0;0|,100|100|,25;38;37|25;38;37|,25;38;37|25;38;37|,100|100|,100|100|
7,100|100|,25;38;37|25;38;37|,0.0|0.0|,25;38;37|25;38;37|,14;42;44|14;42;44|,14;42;44|14;42;44|,100|100|,0;0;0|0;0;0|,100|100|,14;42;44|14;42;44|,14;42;44|14;42;44|,100|100|,100|100|
8,100|100|,14;42;44|14;42;44|,0.0|0.0|,14;42;44|14;42;44|,10;37;53|10;37;53|,10;37;53|10;37;53|,100|100|,0;0;0|0;0;0|,100|100|,10;37;53|10;37;53|,10;37;53|10;37;53|,100|100|,100|100|
9,100|100|,10;37;53|10;37;53|,0.0|0.0|,10;37;53|10;37;53|,8;30;62|8;30;62|,8;30;62|8;30;62|,100|100|,0;0;0|0;0;0|,100|100|,8;30;62|8;30;62|,8;30;62|8;30;62|,100|100|,100|100|
10,100|100|,8;30;62|8;30;62|,0.0|0.0|,8;30;62|8;30;62|,5;29;66|5;29;66|,5;29;66|5;29;66|,100|100|,0;0;0|0;0;0|,100|100|,5;29;66|5;29;66|,5;29;66|5;29;66|,100|100|,100|100|
11,100|100|,5;29;66|5;29;66|,0.0|0.0|,5;29;66|5;29;66|,3;23;74|3;23;74|,3;23;74|3;23;74|,100|100|,0;0;0|0;0;0|,100|100|,3;23;74|3;23;74|,3;23;74|3;23;74|,100|100|,100|100|
12,100|100|,3;23;74|3;23;74|,0.0|0.0|,3;23;74|3;23;74|,3;19;78|3;19;78|,3;19;78|3;19;78|,100|100|,0;0;0|0;0;0|,100|100|,3;19;78|3;19;78|,3;19;78|3;19;78|,100|100|,100|100|
13,100|100|,3;19;78|3;19;78|,0.0|0.0|,3;19;78|3;19;78|,3;15;82|3;15;82|,3;15;82|3;15;82|,100|100|,0;0;0|0;0;0|,100|100|,3;15;82|3;15;82|,3;15;82|3;15;82|,100|100|,100|100|
14,100|100|,3;15;82|3;15;82|,0.0|0.0|,3;15;82|3;15;82|,3;10;87|3;10;87|,3;10;87|3;10;87|,100|100|,0;0;0|0;0;0|,100|100|,3;10;87|3;10;87|,3;10;87|3;10;87|,100|100|,100|100|
15,100|100|,3;10;87|3;10;87|,0.0|0.0|,3;10;87|3;10;87|,3;6;91|3;6;91|,3;6;91|3;6;91|,100|100|,0;0;0|0;0;0|,100|100|,3;6;91|3;6;91|,3;6;91|3;6;91|,100|100|,100|100|
16,100|100|,3;6;91|3;6;91|,0.0|0.0|,3;6;91|3;6;91|,3;5;92|3;5;92|,3;5;92|3;5;92|,100|100|,0;0;0|0;0;0|,100|100|,3;5;92|3;5;92|,3;5;92|3;5;92|,100|100|,100|100|
17,100|100|,3;5;92|3;5;92|,0.0|0.0|,3;5;92|3;5;92|,3;5;92|3;5;92|,3;5;92|3;5;92|,100|100|,0;0;0|0;0;0|,100|100|,3;5;92|3;5;92|,3;5;92|3;5;92|,100|100|,100|100|
18,100|100|,3;5;92|3;5;92|,0.0|0.0|,3;5;92|3;5;92|,3;3;94|3;3;94|,3;3;94|3;3;94|,100|100|,0;0;0|0;0;0|,100|100|,3;3;94|3;3;94|,3;3;94|3;3;94|,100|100|,100|100|
19,100|100|,3;3;94|3;3;94|,0.0|0.0|,3;3;94|3;3;94|,3;3;94|3;3;94|,3;3;94|3;3;94|,100|100|,0;0;0|0;0;0|,100|100|,3;3;94|3;3;94|,3;3;94|3;3;94|,100|100|,100|100|
20,100|100|,3;3;94|3;3;94|,0.0|0.0|,3;3;94|3;3;94|,3;3;94|3;3;94|,3;3;94|3;3;94|,100|100|,0;0;0|0;0;0|,100|100|,3;3;94|3;3;94|,3;3;94|3;3;94|,100|100|,100|100|
21,100|100|,3;3;94|3;3;94|,0.0|0.0|,3;3;94|3;3;94|,3;3;94|3;3;94|,3;3;94|3;3;94|,100|100|,0;0;0|0;0;0|,100|100|,3;3;94|3;3;94|,3;3;94|3;3;94|,100|100|,100|100|
22,100|100|,3;3;94|3;3;94|,0.0|0.0|,3;3;94|3;3;94|,3;2;95|3;2;95|,3;2;95|3;2;95|,100|100|,0;0;0|0;0;0|,100|100|,3;2;95|3;2;95|,3;2;95|3;2;95|,100|100|,100|100|
23,100|100|,3;2;95|3;2;95|,0.0|0.0|,3;2;95|3;2;95|,2;3;95|2;3;95|,2;3;95|2;3;95|,100|100|,0;0;0|0;0;0|,100|100|,2;3;95|2;3;95|,2;3;95|2;3;95|,100|100|,100|100|
24,100|100|,2;3;95|2;3;95|,0.0|0.0|,2;3;95|2;3;95|,2;2;96|2;2;96|,2;2;96|2;2;96|,100|100|,0;0;0|0;0;0|,100|100|,2;2;96|2;2;96|,2;2;96|2;2;96|,100|100|,100|100|
25,100|100|,2;2;96|2;2;96|,0.0|0.0|,2;2;96|2;2;96|,2;2;96|2;2;96|,2;2;96|2;2;96|,100|100|,0;0;0|0;0;0|,100|100|,2;2;96|2;2;96|,2;2;96|2;2;96|,100|100|,100|100|
26,100|100|,2;2;96|2;2;96|,0.0|0.0|,2;2;96|2;2;96|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,0;0;0|0;0;0|,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,100|100|
27,100|100|,2;1;97|2;1;97|,0.0|0.0|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,0;0;0|0;0;0|,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,100|100|
28,100|100|,2;1;97|2;1;97|,0.0|0.0|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,0;0;0|0;0;0|,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,100|100|
29,100|100|,2;1;97|2;1;97|,0.0|0.0|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,0;0;0|0;0;0|,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,100|100|
30,100|100|,2;1;97|2;1;97|,0.0|0.0|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,0;0;0|0;0;0|,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,100|100|
31,100|100|,2;1;97|2;1;97|,0.0|0.0|,2;1;97|2;1;97|,1;2;97|1;2;97|,1;2;97|1;2;97|,100|100|,0;0;0|0;0;0|,100|100|,1;2;97|1;2;97|,1;2;97|1;2;97|,100|100|,100|100|
32,100|100|,1;2;97|1;2;97|,0.0|0.0|,1;2;97|1;2;97|,1;2;97|1;2;97|,1;2;97|1;2;97|,100|100|,0;0;0|0;0;0|,100|100|,1;2;97|1;2;97|,1;2;97|1;2;97|,100|100|,100|100|
33,100|100|,1;2;97|1;2;97|,0.0|0.0|,1;2;97|1;2;97|,1;1;98|1;1;98|,1;1;98|1;1;98|,100|100|,0;0;0|0;0;0|,100|100|,1;1;98|1;1;98|,1;1;98|1;1;98|,100|100|,100|100|
34,100|100|,1;1;98|1;1;98|,0.0|0.0|,1;1;98|1;1;98|,1;1;98|1;1;98|,1;1;98|1;1;98|,100|100|,0;0;0|0;0;0|,100|100|,1;1;98|1;1;98|,1;1;98|1;1;98|,100|100|,100|100|
35,100|100|,1;1;98|1;1;98|,0.0|0.0|,1;1;98|1;1;98|,1;1;98|1;1;98|,1;1;98|1;1;98|,100|100|,0;0;0|0;0;0|,100|100|,1;1;98|1;1;98|,1;1;98|1;1;98|,100|100|,100|100|
36,100|100|,1;1;98|1;1;98|,0.0|0.0|,1;1;98|1;1;98|,1;1;98|1;1;98|,1;1;98|1;1;98|,100|100|,0;0;0|0;0;0|,100|100|,1;1;98|1;1;98|,1;1;98|1;1;98|,100|100|,100|100|
37,100|100|,1;1;98|1;1;98|,0.0|0.0|,1;1;98|1;1;98|,1;1;98|1;1;98|,1;1;98|1;1;98|,100|100|,0;0;0|0;0;0|,100|100|,1;1;98|1;1;98|,1;1;98|1;1;98|,100|100|,100|100|
