Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,84;16;0|84;16;0|,0.0|0.0|,84;16;0|84;16;0|,77;21;2|77;21;2|,77;21;2|77;21;2|,100|100|,0;0;0|0;0;0|,100|100|,77;21;2|77;21;2|,77;21;2|77;21;2|,100|100|,100|100|
1,100|100|,77;21;2|77;21;2|,0.0|0.0|,77;21;2|77;21;2|,72;24;4|72;24;4|,72;24;4|72;24;4|,100|100|,0;0;0|0;0;0|,100|100|,72;24;4|72;24;4|,72;24;4|72;24;4|,100|100|,100|100|
2,100|100|,72;24;4|72;24;4|,0.0|0.0|,72;24;4|72;24;4|,60;32;8|60;32;8|,60;32;8|60;32;8|,100|100|,0;0;0|0;0;0|,100|100|,60;32;8|60;32;8|,60;32;8|60;32;8|,100|100|,100|100|
3,100|100|,60;32;8|60;32;8|,0.0|0.0|,60;32;8|60;32;8|,47;38;15|47;38;15|,47;38;15|47;38;15|,100|100|,0;0;0|0;0;0|,100|100|,47;38;15|47;38;15|,47;38;15|47;38;15|,100|100|,100|100|
4,100|100|,47;38;15|47;38;15|,0.0|0.0|,47;38;15|47;38;15|,38;40;22|38;40;22|,38;40;22|38;40;22|,100|100|,0;0;0|0;0;0|,100|100|,38;40;22|38;40;22|,38;40;22|38;40;22|,100|100|,100|100|
5,100|100|,38;40;22|38;40;22|,0.0|0.0|,38;40;22|38;40;22|,30;40;30|30;40;30|,30;40;30|30;40;30|,100|100|,0;0;0|0;0;0|,100|100|,30;40;30|30;40;30|,30;40;30|30;40;30|,100|100|,100|100|
6,100|100|,30;40;30|30;40;30|,0.0|0.0|,30;40;30|30;40;30|,21;44;35|21;44;35|,21;44;35|21;44;35|,100|100|,0;0;0|0;0;0|,100|100|,21;44;35|21;44;35|,21;44;35|21;44;35|,100|100|,100|100|
7,100|100|,21;44;35|21;44;35|,0.0|0.0|,21;44;35|21;44;35|,16;39;45|16;39;45|,16;39;45|16;39;45|,100|100|,0;0;0|0;0;0|,100|100|,16;39;45|16;39;45|,16;39;45|16;39;45|,100|100|,100|100|
8,100|100|,16;39;45|16;39;45|,0.0|0.0|,16;39;45|16;39;45|,13;32;55|13;32;55|,13;32;55|13;32;55|,100|100|,0;0;0|0;0;0|,100|100|,13;32;55|13;32;55|,13;32;55|13;32;55|,100|100|,100|100|
9,100|100|,13;32;55|13;32;55|,0.0|0.0|,13;32;55|13;32;55|,11;28;61|11;28;61|,11;28;61|11;28;61|,100|100|,0;0;0|0;0;0|,100|100|,11;28;61|11;28;61|,11;28;61|11;28;61|,100|100|,100|100|
10,100|100|,11;28;61|11;28;61|,0.0|0.0|,11;28;61|11;28;61|,9;25;66|9;25;66|,9;25;66|9;25;66|,100|100|,0;0;0|0;0;0|,100|100|,9;25;66|9;25;66|,9;25;66|9;25;66|,100|100|,100|100|
