Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,88;12;0|88;12;0|,10.0|10.0|,88;12;0|88;12;0|,78;22;0|78;22;0|,78;22;0|78;22;0|,100|100|,0;0;0|0;0;0|,100|100|,78;22;0|78;22;0|,78;22;0|78;22;0|,100|100|,100|100|
1,100|100|,78;22;0|78;22;0|,9.7|9.7|,78;22;0|78;22;0|,71;29;0|71;29;0|,71;29;0|71;29;0|,100|100|,0;0;0|0;0;0|,100|100|,71;29;0|71;29;0|,71;29;0|71;29;0|,100|100|,100|100|
2,100|100|,71;29;0|71;29;0|,10.44|10.44|,71;29;0|71;29;0|,64;35;1|64;35;1|,64;35;1|64;35;1|,100|100|,0;0;0|0;0;0|,100|100|,64;35;1|64;35;1|,64;35;1|64;35;1|,100|100|,100|100|
3,100|100|,64;35;1|64;35;1|,11.78|11.78|,64;35;1|64;35;1|,54;41;5|54;41;5|,54;41;5|54;41;5|,100|100|,0;0;0|0;0;0|,100|100|,54;41;5|54;41;5|,54;41;5|54;41;5|,100|100|,100|100|
4,100|100|,54;41;5|54;41;5|,13.51|13.51|,54;41;5|54;41;5|,46;48;6|46;48;6|,46;48;6|46;48;6|,100|100|,0;0;0|0;0;0|,100|100|,46;48;6|46;48;6|,46;48;6|46;48;6|,100|100|,100|100|
5,100|100|,46;48;6|46;48;6|,15.58|15.58|,46;48;6|46;48;6|,37;52;11|37;52;11|,37;52;11|37;52;11|,100|100|,0;0;0|0;0;0|,100|100|,37;52;11|37;52;11|,37;52;11|37;52;11|,100|100|,100|100|
6,100|100|,37;52;11|37;52;11|,18.05|18.05|,37;52;11|37;52;11|,33;53;14|33;53;14|,33;53;14|33;53;14|,100|100|,0;0;0|0;0;0|,100|100|,33;53;14|33;53;14|,33;53;14|33;53;14|,100|100|,100|100|
7,100|100|,33;53;14|33;53;14|,20.54|20.54|,33;53;14|33;53;14|,24;60;16|24;60;16|,24;60;16|24;60;16|,100|100|,0;0;0|0;0;0|,100|100|,24;60;16|24;60;16|,24;60;16|24;60;16|,100|100|,100|100|
8,100|100|,24;60;16|24;60;16|,22.76|22.76|,24;60;16|24;60;16|,18;65;17|18;65;17|,18;65;17|18;65;17|,100|100|,0;0;0|0;0;0|,100|100|,18;65;17|18;65;17|,18;65;17|18;65;17|,100|100|,100|100|
9,100|100|,18;65;17|18;65;17|,25.35|25.35|,18;65;17|18;65;17|,15;65;20|15;65;20|,15;65;20|15;65;20|,100|100|,0;0;0|0;0;0|,100|100|,15;65;20|15;65;20|,15;65;20|15;65;20|,100|100|,100|100|
10,100|100|,15;65;20|15;65;20|,28.04|28.04|,15;65;20|15;65;20|,13;63;24|13;63;24|,13;63;24|13;63;24|,100|100|,0;0;0|0;0;0|,100|100|,13;63;24|13;63;24|,13;63;24|13;63;24|,100|100|,100|100|
11,100|100|,13;63;24|13;63;24|,30.34|30.34|,13;63;24|13;63;24|,9;61;30|9;61;30|,9;61;30|9;61;30|,100|100|,0;0;0|0;0;0|,100|100|,9;61;30|9;61;30|,9;61;30|9;61;30|,100|100|,100|100|
