Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;11;0|89;11;0|,10.0|10.0|,89;11;0|89;11;0|,87;13;0|87;13;0|,87;13;0|87;13;0|,100|100|,0;0;0|0;0;0|,100|100|,87;13;0|87;13;0|,87;13;0|87;13;0|,100|100|,100|100|
1,100|100|,87;13;0|87;13;0|,9.6|9.6|,87;13;0|87;13;0|,82;17;1|82;17;1|,82;17;1|82;17;1|,100|100|,0;0;0|0;0;0|,100|100|,82;17;1|82;17;1|,82;17;1|82;17;1|,100|100|,100|100|
2,100|100|,82;17;1|82;17;1|,9.46|9.46|,82;17;1|82;17;1|,78;21;1|78;21;1|,78;21;1|78;21;1|,100|100|,0;0;0|0;0;0|,100|100|,78;21;1|78;21;1|,78;21;1|78;21;1|,100|100|,100|100|
3,100|100|,78;21;1|78;21;1|,9.74|9.74|,78;21;1|78;21;1|,69;27;4|69;27;4|,69;27;4|69;27;4|,100|100|,0;0;0|0;0;0|,100|100|,69;27;4|69;27;4|,69;27;4|69;27;4|,100|100|,100|100|
4,100|100|,69;27;4|69;27;4|,10.38|10.38|,69;27;4|69;27;4|,62;34;4|62;34;4|,62;34;4|62;34;4|,100|100|,0;0;0|0;0;0|,100|100|,62;34;4|62;34;4|,62;34;4|62;34;4|,100|100|,100|100|
5,100|100|,62;34;4|62;34;4|,11.52|11.52|,62;34;4|62;34;4|,53;42;5|53;42;5|,53;42;5|53;42;5|,100|100|,0;0;0|0;0;0|,100|100|,53;42;5|53;42;5|,53;42;5|53;42;5|,100|100|,100|100|
6,100|100|,53;42;5|53;42;5|,13.19|13.19|,53;42;5|53;42;5|,45;48;7|45;48;7|,45;48;7|45;48;7|,100|100|,0;0;0|0;0;0|,100|100|,45;48;7|45;48;7|,45;48;7|45;48;7|,100|100|,100|100|
7,100|100|,45;48;7|45;48;7|,15.42|15.42|,45;48;7|45;48;7|,38;54;8|38;54;8|,38;54;8|38;54;8|,100|100|,0;0;0|0;0;0|,100|100|,38;54;8|38;54;8|,38;54;8|38;54;8|,100|100|,100|100|
8,100|100|,38;54;8|38;54;8|,17.9|17.9|,38;54;8|38;54;8|,32;57;11|32;57;11|,32;57;11|32;57;11|,100|100|,0;0;0|0;0;0|,100|100|,32;57;11|32;57;11|,32;57;11|32;57;11|,100|100|,100|100|
9,100|100|,32;57;11|32;57;11|,20.62|20.62|,32;57;11|32;57;11|,26;62;12|26;62;12|,26;62;12|26;62;12|,100|100|,0;0;0|0;0;0|,100|100|,26;62;12|26;62;12|,26;62;12|26;62;12|,100|100|,100|100|
10,100|100|,26;62;12|26;62;12|,23.22|23.22|,26;62;12|26;62;12|,20;66;14|20;66;14|,20;66;14|20;66;14|,100|100|,0;0;0|0;0;0|,100|100|,20;66;14|20;66;14|,20;66;14|20;66;14|,100|100|,100|100|
11,100|100|,20;66;14|20;66;14|,25.94|25.94|,20;66;14|20;66;14|,16;65;19|16;65;19|,16;65;19|16;65;19|,100|100|,0;0;0|0;0;0|,100|100|,16;65;19|16;65;19|,16;65;19|16;65;19|,100|100|,100|100|
12,100|100|,16;65;19|16;65;19|,28.65|28.65|,16;65;19|16;65;19|,12;65;23|12;65;23|,12;65;23|12;65;23|,100|100|,0;0;0|0;0;0|,100|100|,12;65;23|12;65;23|,12;65;23|12;65;23|,100|100|,100|100|
13,100|100|,12;65;23|12;65;23|,30.85|30.85|,12;65;23|12;65;23|,11;60;29|11;60;29|,11;60;29|11;60;29|,100|100|,0;0;0|0;0;0|,100|100|,11;60;29|11;60;29|,11;60;29|11;60;29|,100|100|,100|100|
14,100|100|,11;60;29|11;60;29|,32.72|32.72|,11;60;29|11;60;29|,9;57;34|9;57;34|,9;57;34|9;57;34|,100|100|,0;0;0|0;0;0|,100|100|,9;57;34|9;57;34|,9;57;34|9;57;34|,100|100|,100|100|
15,100|100|,9;57;34|9;57;34|,33.82|33.82|,9;57;34|9;57;34|,8;54;38|8;54;38|,8;54;38|8;54;38|,100|100|,0;0;0|0;0;0|,100|100|,8;54;38|8;54;38|,8;54;38|8;54;38|,100|100|,100|100|
16,100|100|,8;54;38|8;54;38|,34.44|34.44|,8;54;38|8;54;38|,6;53;41|6;53;41|,6;53;41|6;53;41|,100|100|,0;0;0|0;0;0|,100|100|,6;53;41|6;53;41|,6;53;41|6;53;41|,100|100|,100|100|
17,100|100|,6;53;41|6;53;41|,34.68|34.68|,6;53;41|6;53;41|,6;53;41|6;53;41|,6;53;41|6;53;41|,100|100|,0;0;0|0;0;0|,100|100|,6;53;41|6;53;41|,6;53;41|6;53;41|,100|100|,100|100|
18,100|100|,6;53;41|6;53;41|,34.78|34.78|,6;53;41|6;53;41|,6;46;48|6;46;48|,6;46;48|6;46;48|,100|100|,0;0;0|0;0;0|,100|100|,6;46;48|6;46;48|,6;46;48|6;46;48|,100|100|,100|100|
19,100|100|,6;46;48|6;46;48|,34.86|34.86|,6;46;48|6;46;48|,5;43;52|5;43;52|,5;43;52|5;43;52|,100|100|,0;0;0|0;0;0|,100|100|,5;43;52|5;43;52|,5;43;52|5;43;52|,100|100|,100|100|
20,100|100|,5;43;52|5;43;52|,34.23|34.23|,5;43;52|5;43;52|,3;42;55|3;42;55|,3;42;55|3;42;55|,100|100|,0;0;0|0;0;0|,100|100|,3;42;55|3;42;55|,3;42;55|3;42;55|,100|100|,100|100|
21,100|100|,3;42;55|3;42;55|,33.4|33.4|,3;42;55|3;42;55|,3;38;59|3;38;59|,3;38;59|3;38;59|,100|100|,0;0;0|0;0;0|,100|100|,3;38;59|3;38;59|,3;38;59|3;38;59|,100|100|,100|100|
22,100|100|,3;38;59|3;38;59|,32.59|32.59|,3;38;59|3;38;59|,2;38;60|2;38;60|,2;38;60|2;38;60|,100|100|,0;0;0|0;0;0|,100|100|,2;38;60|2;38;60|,2;38;60|2;38;60|,100|100|,100|100|
23,100|100|,2;38;60|2;38;60|,31.5|31.5|,2;38;60|2;38;60|,2;36;62|2;36;62|,2;36;62|2;36;62|,100|100|,0;0;0|0;0;0|,100|100|,2;36;62|2;36;62|,2;36;62|2;36;62|,100|100|,100|100|
24,100|100|,2;36;62|2;36;62|,30.57|30.57|,2;36;62|2;36;62|,2;35;63|2;35;63|,2;35;63|2;35;63|,100|100|,0;0;0|0;0;0|,100|100|,2;35;63|2;35;63|,2;35;63|2;35;63|,100|100|,100|100|
25,100|100|,2;35;63|2;35;63|,29.59|29.59|,2;35;63|2;35;63|,2;34;64|2;34;64|,2;34;64|2;34;64|,100|100|,0;0;0|0;0;0|,100|100|,2;34;64|2;34;64|,2;34;64|2;34;64|,100|100|,100|100|
26,100|100|,2;34;64|2;34;64|,28.65|28.65|,2;34;64|2;34;64|,2;32;66|2;32;66|,2;32;66|2;32;66|,100|100|,0;0;0|0;0;0|,100|100|,2;32;66|2;32;66|,2;32;66|2;32;66|,100|100|,100|100|
27,100|100|,2;32;66|2;32;66|,27.75|27.75|,2;32;66|2;32;66|,2;32;66|2;32;66|,2;32;66|2;32;66|,100|100|,0;0;0|0;0;0|,100|100|,2;32;66|2;32;66|,2;32;66|2;32;66|,100|100|,100|100|
28,100|100|,2;32;66|2;32;66|,26.79|26.79|,2;32;66|2;32;66|,2;31;67|2;31;67|,2;31;67|2;31;67|,100|100|,0;0;0|0;0;0|,100|100|,2;31;67|2;31;67|,2;31;67|2;31;67|,100|100|,100|100|
29,100|100|,2;31;67|2;31;67|,25.97|25.97|,2;31;67|2;31;67|,0;31;69|0;31;69|,0;31;69|0;31;69|,100|100|,0;0;0|0;0;0|,100|100|,0;31;69|0;31;69|,0;31;69|0;31;69|,100|100|,100|100|
30,100|100|,0;31;69|0;31;69|,25.18|25.18|,0;31;69|0;31;69|,0;31;69|0;31;69|,0;31;69|0;31;69|,100|100|,0;0;0|0;0;0|,100|100|,0;31;69|0;31;69|,0;31;69|0;31;69|,100|100|,100|100|
31,100|100|,0;31;69|0;31;69|,24.5|24.5|,0;31;69|0;31;69|,0;28;72|0;28;72|,0;28;72|0;28;72|,100|100|,0;0;0|0;0;0|,100|100|,0;28;72|0;28;72|,0;28;72|0;28;72|,100|100|,100|100|
32,100|100|,0;28;72|0;28;72|,23.92|23.92|,0;28;72|0;28;72|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,0;0;0|0;0;0|,100|100|,0;25;75|0;25;75|,0;25;75|0;25;75|,100|100|,100|100|
