Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;0;8;0|92;0;8;0|,92;0;8;0|92;0;8;0|,88;4;8;0|88;4;8;0|,88;4;8;0|88;4;8;0|,100|100|,0;0;0;0|0;0;0;0|,100|100|,88;4;8;0|88;4;8;0|,88;4;8;0|88;4;8;0|,100|100|,100|100|
1,100|100|,88;4;8;0|88;4;8;0|,88;4;8;0|88;4;8;0|,85;5;9;1|85;5;9;1|,85;5;9;1|85;5;9;1|,100|100|,0;0;0;0|0;0;0;0|,100|100|,85;5;9;1|85;5;9;1|,85;5;9;1|85;5;9;1|,100|100|,100|100|
2,100|100|,85;5;9;1|85;5;9;1|,85;5;9;1|85;5;9;1|,81;7;10;2|81;7;10;2|,81;7;10;2|81;7;10;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,81;7;10;2|81;7;10;2|,81;7;10;2|81;7;10;2|,100|100|,100|100|
3,100|100|,81;7;10;2|81;7;10;2|,81;7;10;2|81;7;10;2|,77;6;13;4|77;6;13;4|,77;6;13;4|77;6;13;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;6;13;4|77;6;13;4|,77;6;13;4|77;6;13;4|,100|100|,100|100|
4,100|100|,77;6;13;4|77;6;13;4|,77;6;13;4|77;6;13;4|,74;6;13;7|74;6;13;7|,74;6;13;7|74;6;13;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,74;6;13;7|74;6;13;7|,74;6;13;7|74;6;13;7|,100|100|,100|100|
5,100|100|,74;6;13;7|74;6;13;7|,74;6;13;7|74;6;13;7|,71;4;16;9|71;4;16;9|,71;4;16;9|71;4;16;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,71;4;16;9|71;4;16;9|,71;4;16;9|71;4;16;9|,100|100|,100|100|
6,100|100|,71;4;16;9|71;4;16;9|,71;4;16;9|71;4;16;9|,67;5;17;11|67;5;17;11|,67;5;17;11|67;5;17;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,67;5;17;11|67;5;17;11|,67;5;17;11|67;5;17;11|,100|100|,100|100|
7,100|100|,67;5;17;11|67;5;17;11|,67;5;17;11|67;5;17;11|,61;10;15;14|61;10;15;14|,61;10;15;14|61;10;15;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,61;10;15;14|61;10;15;14|,61;10;15;14|61;10;15;14|,100|100|,100|100|
8,100|100|,61;10;15;14|61;10;15;14|,61;10;15;14|61;10;15;14|,57;10;17;16|57;10;17;16|,57;10;17;16|57;10;17;16|,100|100|,0;0;0;0|0;0;0;0|,100|100|,57;10;17;16|57;10;17;16|,57;10;17;16|57;10;17;16|,100|100|,100|100|
9,100|100|,57;10;17;16|57;10;17;16|,57;10;17;16|57;10;17;16|,52;10;19;19|52;10;19;19|,52;10;19;19|52;10;19;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,52;10;19;19|52;10;19;19|,52;10;19;19|52;10;19;19|,100|100|,100|100|
10,100|100|,52;10;19;19|52;10;19;19|,52;10;19;19|52;10;19;19|,47;11;22;20|47;11;22;20|,47;11;22;20|47;11;22;20|,100|100|,0;0;0;0|0;0;0;0|,100|100|,47;11;22;20|47;11;22;20|,47;11;22;20|47;11;22;20|,100|100|,100|100|
11,100|100|,47;11;22;20|47;11;22;20|,47;11;22;20|47;11;22;20|,45;10;20;25|45;10;20;25|,45;10;20;25|45;10;20;25|,100|100|,0;0;0;0|0;0;0;0|,100|100|,45;10;20;25|45;10;20;25|,45;10;20;25|45;10;20;25|,100|100|,100|100|
12,100|100|,45;10;20;25|45;10;20;25|,45;10;20;25|45;10;20;25|,42;9;19;30|42;9;19;30|,42;9;19;30|42;9;19;30|,100|100|,0;0;0;0|0;0;0;0|,100|100|,42;9;19;30|42;9;19;30|,42;9;19;30|42;9;19;30|,100|100|,100|100|
13,100|100|,42;9;19;30|42;9;19;30|,42;9;19;30|42;9;19;30|,39;6;22;33|39;6;22;33|,39;6;22;33|39;6;22;33|,100|100|,0;0;0;0|0;0;0;0|,100|100|,39;6;22;33|39;6;22;33|,39;6;22;33|39;6;22;33|,100|100|,100|100|
14,100|100|,39;6;22;33|39;6;22;33|,39;6;22;33|39;6;22;33|,38;7;21;34|38;7;21;34|,38;7;21;34|38;7;21;34|,100|100|,0;0;0;0|0;0;0;0|,100|100|,38;7;21;34|38;7;21;34|,38;7;21;34|38;7;21;34|,100|100|,100|100|
15,100|100|,38;7;21;34|38;7;21;34|,38;7;21;34|38;7;21;34|,34;9;21;36|34;9;21;36|,34;9;21;36|34;9;21;36|,100|100|,0;0;0;0|0;0;0;0|,100|100|,34;9;21;36|34;9;21;36|,34;9;21;36|34;9;21;36|,100|100|,100|100|
16,100|100|,34;9;21;36|34;9;21;36|,34;9;21;36|34;9;21;36|,31;6;24;39|31;6;24;39|,31;6;24;39|31;6;24;39|,100|100|,0;0;0;0|0;0;0;0|,100|100|,31;6;24;39|31;6;24;39|,31;6;24;39|31;6;24;39|,100|100|,100|100|
17,100|100|,31;6;24;39|31;6;24;39|,31;6;24;39|31;6;24;39|,26;9;21;44|26;9;21;44|,26;9;21;44|26;9;21;44|,100|100|,0;0;0;0|0;0;0;0|,100|100|,26;9;21;44|26;9;21;44|,26;9;21;44|26;9;21;44|,100|100|,100|100|
18,100|100|,26;9;21;44|26;9;21;44|,26;9;21;44|26;9;21;44|,23;8;24;45|23;8;24;45|,23;8;24;45|23;8;24;45|,100|100|,0;0;0;0|0;0;0;0|,100|100|,23;8;24;45|23;8;24;45|,23;8;24;45|23;8;24;45|,100|100|,100|100|
19,100|100|,23;8;24;45|23;8;24;45|,23;8;24;45|23;8;24;45|,22;4;23;51|22;4;23;51|,22;4;23;51|22;4;23;51|,100|100|,0;0;0;0|0;0;0;0|,100|100|,22;4;23;51|22;4;23;51|,22;4;23;51|22;4;23;51|,100|100|,100|100|
20,100|100|,22;4;23;51|22;4;23;51|,22;4;23;51|22;4;23;51|,16;8;19;57|16;8;19;57|,16;8;19;57|16;8;19;57|,100|100|,0;0;0;0|0;0;0;0|,100|100|,16;8;19;57|16;8;19;57|,16;8;19;57|16;8;19;57|,100|100|,100|100|
21,100|100|,16;8;19;57|16;8;19;57|,16;8;19;57|16;8;19;57|,13;8;16;63|13;8;16;63|,13;8;16;63|13;8;16;63|,100|100|,0;0;0;0|0;0;0;0|,100|100|,13;8;16;63|13;8;16;63|,13;8;16;63|13;8;16;63|,100|100|,100|100|
22,100|100|,13;8;16;63|13;8;16;63|,13;8;16;63|13;8;16;63|,12;6;17;65|12;6;17;65|,12;6;17;65|12;6;17;65|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;6;17;65|12;6;17;65|,12;6;17;65|12;6;17;65|,100|100|,100|100|
23,100|100|,12;6;17;65|12;6;17;65|,12;6;17;65|12;6;17;65|,11;3;16;70|11;3;16;70|,11;3;16;70|11;3;16;70|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;3;16;70|11;3;16;70|,11;3;16;70|11;3;16;70|,100|100|,100|100|
24,100|100|,11;3;16;70|11;3;16;70|,11;3;16;70|11;3;16;70|,11;1;15;73|11;1;15;73|,11;1;15;73|11;1;15;73|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;1;15;73|11;1;15;73|,11;1;15;73|11;1;15;73|,100|100|,100|100|
25,100|100|,11;1;15;73|11;1;15;73|,11;1;15;73|11;1;15;73|,11;1;13;75|11;1;13;75|,11;1;13;75|11;1;13;75|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;1;13;75|11;1;13;75|,11;1;13;75|11;1;13;75|,100|100|,100|100|
26,100|100|,11;1;13;75|11;1;13;75|,11;1;13;75|11;1;13;75|,11;1;13;75|11;1;13;75|,11;1;13;75|11;1;13;75|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;1;13;75|11;1;13;75|,11;1;13;75|11;1;13;75|,100|100|,100|100|
27,100|100|,11;1;13;75|11;1;13;75|,11;1;13;75|11;1;13;75|,11;0;12;77|11;0;12;77|,11;0;12;77|11;0;12;77|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;0;12;77|11;0;12;77|,11;0;12;77|11;0;12;77|,100|100|,100|100|
