Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,2528|1911|1635|1387|1119|835|608|504|401|344|245|249|229|257|128|120|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,2528|1911|1635|1387|1119|835|608|504|401|344|245|249|229|257|128|120|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|2528|1911|1635|1387|1119|835|608|504|401|344|245|249|229|257|248|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|2528|1911|1635|1387|1119|835|608|504|401|344|245|249|229|257|248|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4947|2528|1911|1635|1387|1119|835|608|504|401|344|245|249|229|257|248|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4947|2528|1911|1635|1387|1119|835|608|504|401|344|245|249|229|257|248|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,178|1163|531|426|335|252|172|117|90|61|47|43|48|58|98|58|,4769|1365|1380|1209|1052|867|663|491|414|340|297|202|201|171|159|70|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4769|1365|1380|1209|1052|867|663|491|414|340|297|202|201|171|159|70|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4769|1365|1380|1209|1052|867|663|491|414|340|297|202|201|171|159|70|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4769|1365|1380|1209|1052|867|663|491|414|340|297|202|201|171|229|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4769|1365|1380|1209|1052|867|663|491|414|340|297|202|201|171|229|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4422|4769|1365|1380|1209|1052|867|663|491|414|340|297|202|201|171|229|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4422|4769|1365|1380|1209|1052|867|663|491|414|340|297|202|201|171|229|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,256|2245|389|368|303|248|189|127|87|67|47|48|38|58|62|71|,4166|2524|976|1012|906|804|678|536|404|347|293|249|164|143|109|88|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
2,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4166|2524|976|1012|906|804|678|536|404|347|293|249|164|143|109|88|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4166|2524|976|1012|906|804|678|536|404|347|293|249|164|143|109|88|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4166|2524|976|1012|906|804|678|536|404|347|293|249|164|143|197|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4166|2524|976|1012|906|804|678|536|404|347|293|249|164|143|197|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4672|4166|2524|976|1012|906|804|678|536|404|347|293|249|164|143|197|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4672|4166|2524|976|1012|906|804|678|536|404|347|293|249|164|143|197|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,212|1958|738|261|257|210|175|134|94|71|54|47|50|47|56|53|,4460|2208|1786|715|755|696|629|544|442|333|293|246|199|117|87|56|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
3,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4460|2208|1786|715|755|696|629|544|442|333|293|246|199|117|87|56|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4460|2208|1786|715|755|696|629|544|442|333|293|246|199|117|87|56|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4460|2208|1785|715|755|696|629|543|442|333|293|246|199|117|143|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4460|2208|1785|715|755|696|629|543|442|333|293|246|199|117|143|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4554|4460|2208|1785|715|755|696|629|543|442|333|293|246|199|117|143|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4554|4460|2208|1785|715|755|696|629|543|442|333|293|246|199|117|143|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,152|2108|652|496|181|178|147|128|97|66|47|46|46|55|48|41|,4402|2352|1556|1289|534|577|549|501|446|376|286|247|200|144|69|46|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
4,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4402|2352|1556|1289|534|577|549|501|446|376|286|247|200|144|69|46|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4402|2352|1556|1289|534|577|549|501|446|376|286|247|200|144|69|46|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4402|2351|1555|1289|533|576|549|501|446|376|286|247|200|144|115|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4402|2351|1555|1289|533|576|549|501|446|376|286|247|200|144|115|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4582|4402|2351|1555|1289|533|576|549|501|446|376|286|247|200|144|115|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4582|4402|2351|1555|1289|533|576|549|501|446|376|286|247|200|144|115|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,111|2071|688|427|328|128|120|105|87|70|56|39|47|62|49|31|,4471|2331|1663|1128|961|405|456|444|414|376|320|247|200|138|95|38|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
5,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4471|2331|1663|1128|961|405|456|444|414|376|320|247|200|138|95|38|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4471|2331|1663|1128|961|405|456|444|414|376|320|247|200|138|95|38|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4471|2330|1662|1126|960|405|456|442|414|376|320|247|200|138|133|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4471|2330|1662|1126|960|405|456|442|414|376|320|247|200|138|133|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4603|4471|2330|1662|1126|960|405|456|442|414|376|320|247|200|138|133|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4603|4471|2330|1662|1126|960|405|456|442|414|376|320|247|200|138|133|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,60|2114|696|464|290|225|89|91|80|61|56|56|52|52|50|47|,4543|2357|1634|1198|836|735|316|365|362|353|320|264|195|148|88|48|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4543|2357|1634|1198|836|735|316|365|362|353|320|264|195|148|88|48|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4543|2357|1634|1198|836|735|316|365|362|353|320|264|195|148|88|48|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4543|2356|1634|1196|835|734|316|365|361|353|320|264|195|148|135|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4543|2356|1634|1196|835|734|316|365|361|353|320|264|195|148|135|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4646|4543|2356|1634|1196|835|734|316|365|361|353|320|264|195|148|135|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4646|4543|2356|1634|1196|835|734|316|365|361|353|320|264|195|148|135|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,78|2157|697|454|315|203|159|62|63|55|53|47|49|58|59|42|,4568|2386|1659|1180|881|632|575|254|302|306|300|273|215|137|89|46|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
7,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4568|2386|1659|1180|881|632|575|254|302|306|300|273|215|137|89|46|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4568|2386|1659|1180|881|632|575|254|302|306|300|273|215|137|89|46|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4568|2385|1655|1177|880|629|575|253|300|305|300|271|214|137|134|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4568|2385|1655|1177|880|629|575|253|300|305|300|271|214|137|134|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4649|4568|2385|1655|1177|880|629|575|253|300|305|300|271|214|137|134|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4649|4568|2385|1655|1177|880|629|575|253|300|305|300|271|214|137|134|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,89|2167|714|466|303|209|138|114|49|41|42|48|52|64|53|46|,4560|2401|1671|1189|874|671|491|461|204|259|263|252|219|150|84|43|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
8,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4560|2401|1671|1189|874|671|491|461|204|259|263|252|219|150|84|43|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4560|2401|1671|1189|874|671|491|461|204|259|263|252|219|150|84|43|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4560|2400|1670|1186|873|668|487|461|204|259|261|251|218|150|126|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4560|2400|1670|1186|873|668|487|461|204|259|261|251|218|150|126|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4603|4560|2400|1670|1186|873|668|487|461|204|259|261|251|218|150|126|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4603|4560|2400|1670|1186|873|668|487|461|204|259|261|251|218|150|126|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,49|2159|710|467|312|210|153|99|85|28|32|42|43|58|53|37|,4554|2401|1690|1203|874|663|515|388|376|176|227|219|208|160|97|47|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
9,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|,4554|2401|1690|1203|874|663|515|388|376|176|227|219|208|160|97|47|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|,4554|2401|1690|1203|874|663|515|388|376|176|227|219|208|160|97|47|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|,0|4554|2393|1684|1199|869|657|514|387|375|173|227|219|206|159|144|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|4554|2393|1684|1199|869|657|514|387|375|173|227|219|206|159|144|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4599|4554|2393|1684|1199|869|657|514|387|375|173|227|219|206|159|144|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,4599|4554|2393|1684|1199|869|657|514|387|375|173|227|219|206|159|144|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,29|2168|718|476|313|214|148|104|75|69|23|34|41|58|57|45|,4570|2386|1675|1208|886|655|509|410|312|306|150|193|178|148|102|52|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
