Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,84;16;0|84;16;0|,0.0|0.0|,84;16;0|84;16;0|,78;20;2|78;20;2|,78;20;2|78;20;2|,100|100|,0;0;0|0;0;0|,100|100|,78;20;2|78;20;2|,78;20;2|78;20;2|,100|100|,100|100|
1,100|100|,78;20;2|78;20;2|,0.0|0.0|,78;20;2|78;20;2|,70;25;5|70;25;5|,70;25;5|70;25;5|,100|100|,0;0;0|0;0;0|,100|100|,70;25;5|70;25;5|,70;25;5|70;25;5|,100|100|,100|100|
2,100|100|,70;25;5|70;25;5|,0.0|0.0|,70;25;5|70;25;5|,62;28;10|62;28;10|,62;28;10|62;28;10|,100|100|,0;0;0|0;0;0|,100|100|,62;28;10|62;28;10|,62;28;10|62;28;10|,100|100|,100|100|
3,100|100|,62;28;10|62;28;10|,0.0|0.0|,62;28;10|62;28;10|,53;33;14|53;33;14|,53;33;14|53;33;14|,100|100|,0;0;0|0;0;0|,100|100|,53;33;14|53;33;14|,53;33;14|53;33;14|,100|100|,100|100|
4,100|100|,53;33;14|53;33;14|,0.0|0.0|,53;33;14|53;33;14|,44;36;20|44;36;20|,44;36;20|44;36;20|,100|100|,0;0;0|0;0;0|,100|100|,44;36;20|44;36;20|,44;36;20|44;36;20|,100|100|,100|100|
5,100|100|,44;36;20|44;36;20|,0.0|0.0|,44;36;20|44;36;20|,34;35;31|34;35;31|,34;35;31|34;35;31|,100|100|,0;0;0|0;0;0|,100|100|,34;35;31|34;35;31|,34;35;31|34;35;31|,100|100|,100|100|
6,100|100|,34;35;31|34;35;31|,0.0|0.0|,34;35;31|34;35;31|,26;34;40|26;34;40|,26;34;40|26;34;40|,100|100|,0;0;0|0;0;0|,100|100|,26;34;40|26;34;40|,26;34;40|26;34;40|,100|100|,100|100|
7,100|100|,26;34;40|26;34;40|,0.0|0.0|,26;34;40|26;34;40|,22;35;43|22;35;43|,22;35;43|22;35;43|,100|100|,0;0;0|0;0;0|,100|100|,22;35;43|22;35;43|,22;35;43|22;35;43|,100|100|,100|100|
8,100|100|,22;35;43|22;35;43|,0.0|0.0|,22;35;43|22;35;43|,19;31;50|19;31;50|,19;31;50|19;31;50|,100|100|,0;0;0|0;0;0|,100|100|,19;31;50|19;31;50|,19;31;50|19;31;50|,100|100|,100|100|
9,100|100|,19;31;50|19;31;50|,0.0|0.0|,19;31;50|19;31;50|,17;22;61|17;22;61|,17;22;61|17;22;61|,100|100|,0;0;0|0;0;0|,100|100|,17;22;61|17;22;61|,17;22;61|17;22;61|,100|100|,100|100|
10,100|100|,17;22;61|17;22;61|,0.0|0.0|,17;22;61|17;22;61|,13;21;66|13;21;66|,13;21;66|13;21;66|,100|100|,0;0;0|0;0;0|,100|100|,13;21;66|13;21;66|,13;21;66|13;21;66|,100|100|,100|100|
11,100|100|,13;21;66|13;21;66|,0.0|0.0|,13;21;66|13;21;66|,12;20;68|12;20;68|,12;20;68|12;20;68|,100|100|,0;0;0|0;0;0|,100|100|,12;20;68|12;20;68|,12;20;68|12;20;68|,100|100|,100|100|
12,100|100|,12;20;68|12;20;68|,0.0|0.0|,12;20;68|12;20;68|,11;16;73|11;16;73|,11;16;73|11;16;73|,100|100|,0;0;0|0;0;0|,100|100|,11;16;73|11;16;73|,11;16;73|11;16;73|,100|100|,100|100|
13,100|100|,11;16;73|11;16;73|,0.0|0.0|,11;16;73|11;16;73|,9;12;79|9;12;79|,9;12;79|9;12;79|,100|100|,0;0;0|0;0;0|,100|100|,9;12;79|9;12;79|,9;12;79|9;12;79|,100|100|,100|100|
14,100|100|,9;12;79|9;12;79|,0.0|0.0|,9;12;79|9;12;79|,8;8;84|8;8;84|,8;8;84|8;8;84|,100|100|,0;0;0|0;0;0|,100|100|,8;8;84|8;8;84|,8;8;84|8;8;84|,100|100|,100|100|
15,100|100|,8;8;84|8;8;84|,0.0|0.0|,8;8;84|8;8;84|,8;5;87|8;5;87|,8;5;87|8;5;87|,100|100|,0;0;0|0;0;0|,100|100|,8;5;87|8;5;87|,8;5;87|8;5;87|,100|100|,100|100|
16,100|100|,8;5;87|8;5;87|,0.0|0.0|,8;5;87|8;5;87|,7;6;87|7;6;87|,7;6;87|7;6;87|,100|100|,0;0;0|0;0;0|,100|100|,7;6;87|7;6;87|,7;6;87|7;6;87|,100|100|,100|100|
17,100|100|,7;6;87|7;6;87|,0.0|0.0|,7;6;87|7;6;87|,7;5;88|7;5;88|,7;5;88|7;5;88|,100|100|,0;0;0|0;0;0|,100|100|,7;5;88|7;5;88|,7;5;88|7;5;88|,100|100|,100|100|
18,100|100|,7;5;88|7;5;88|,0.0|0.0|,7;5;88|7;5;88|,7;3;90|7;3;90|,7;3;90|7;3;90|,100|100|,0;0;0|0;0;0|,100|100|,7;3;90|7;3;90|,7;3;90|7;3;90|,100|100|,100|100|
19,100|100|,7;3;90|7;3;90|,0.0|0.0|,7;3;90|7;3;90|,7;3;90|7;3;90|,7;3;90|7;3;90|,100|100|,0;0;0|0;0;0|,100|100|,7;3;90|7;3;90|,7;3;90|7;3;90|,100|100|,100|100|
20,100|100|,7;3;90|7;3;90|,0.0|0.0|,7;3;90|7;3;90|,7;3;90|7;3;90|,7;3;90|7;3;90|,100|100|,0;0;0|0;0;0|,100|100|,7;3;90|7;3;90|,7;3;90|7;3;90|,100|100|,100|100|
21,100|100|,7;3;90|7;3;90|,0.0|0.0|,7;3;90|7;3;90|,7;3;90|7;3;90|,7;3;90|7;3;90|,100|100|,0;0;0|0;0;0|,100|100|,7;3;90|7;3;90|,7;3;90|7;3;90|,100|100|,100|100|
22,100|100|,7;3;90|7;3;90|,0.0|0.0|,7;3;90|7;3;90|,7;3;90|7;3;90|,7;3;90|7;3;90|,100|100|,0;0;0|0;0;0|,100|100|,7;3;90|7;3;90|,7;3;90|7;3;90|,100|100|,100|100|
23,100|100|,7;3;90|7;3;90|,0.0|0.0|,7;3;90|7;3;90|,7;3;90|7;3;90|,7;3;90|7;3;90|,100|100|,0;0;0|0;0;0|,100|100|,7;3;90|7;3;90|,7;3;90|7;3;90|,100|100|,100|100|
24,100|100|,7;3;90|7;3;90|,0.0|0.0|,7;3;90|7;3;90|,7;3;90|7;3;90|,7;3;90|7;3;90|,100|100|,0;0;0|0;0;0|,100|100|,7;3;90|7;3;90|,7;3;90|7;3;90|,100|100|,100|100|
25,100|100|,7;3;90|7;3;90|,0.0|0.0|,7;3;90|7;3;90|,7;1;92|7;1;92|,7;1;92|7;1;92|,100|100|,0;0;0|0;0;0|,100|100|,7;1;92|7;1;92|,7;1;92|7;1;92|,100|100|,100|100|
26,100|100|,7;1;92|7;1;92|,0.0|0.0|,7;1;92|7;1;92|,7;1;92|7;1;92|,7;1;92|7;1;92|,100|100|,0;0;0|0;0;0|,100|100|,7;1;92|7;1;92|,7;1;92|7;1;92|,100|100|,100|100|
27,100|100|,7;1;92|7;1;92|,0.0|0.0|,7;1;92|7;1;92|,7;0;93|7;0;93|,7;0;93|7;0;93|,100|100|,0;0;0|0;0;0|,100|100|,7;0;93|7;0;93|,7;0;93|7;0;93|,100|100|,100|100|
28,100|100|,7;0;93|7;0;93|,0.0|0.0|,7;0;93|7;0;93|,7;0;93|7;0;93|,7;0;93|7;0;93|,100|100|,0;0;0|0;0;0|,100|100|,7;0;93|7;0;93|,7;0;93|7;0;93|,100|100|,100|100|
29,100|100|,7;0;93|7;0;93|,0.0|0.0|,7;0;93|7;0;93|,7;0;93|7;0;93|,7;0;93|7;0;93|,100|100|,0;0;0|0;0;0|,100|100|,7;0;93|7;0;93|,7;0;93|7;0;93|,100|100|,100|100|
30,100|100|,7;0;93|7;0;93|,0.0|0.0|,7;0;93|7;0;93|,7;0;93|7;0;93|,7;0;93|7;0;93|,100|100|,0;0;0|0;0;0|,100|100|,7;0;93|7;0;93|,7;0;93|7;0;93|,100|100|,100|100|
31,100|100|,7;0;93|7;0;93|,0.0|0.0|,7;0;93|7;0;93|,7;0;93|7;0;93|,7;0;93|7;0;93|,100|100|,0;0;0|0;0;0|,100|100|,7;0;93|7;0;93|,7;0;93|7;0;93|,100|100|,100|100|
32,100|100|,7;0;93|7;0;93|,0.0|0.0|,7;0;93|7;0;93|,7;0;93|7;0;93|,7;0;93|7;0;93|,100|100|,0;0;0|0;0;0|,100|100|,7;0;93|7;0;93|,7;0;93|7;0;93|,100|100|,100|100|
33,100|100|,7;0;93|7;0;93|,0.0|0.0|,7;0;93|7;0;93|,7;0;93|7;0;93|,7;0;93|7;0;93|,100|100|,0;0;0|0;0;0|,100|100|,7;0;93|7;0;93|,7;0;93|7;0;93|,100|100|,100|100|
