Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,88;0;12;0|88;0;12;0|,88;0;12;0|88;0;12;0|,84;4;9;3|84;4;9;3|,84;4;9;3|84;4;9;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,84;4;9;3|84;4;9;3|,84;4;9;3|84;4;9;3|,100|100|,100|100|
1,100|100|,84;4;9;3|84;4;9;3|,84;4;9;3|84;4;9;3|,82;5;9;4|82;5;9;4|,82;5;9;4|82;5;9;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;5;9;4|82;5;9;4|,82;5;9;4|82;5;9;4|,100|100|,100|100|
2,100|100|,82;5;9;4|82;5;9;4|,82;5;9;4|82;5;9;4|,79;5;12;4|79;5;12;4|,79;5;12;4|79;5;12;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,79;5;12;4|79;5;12;4|,79;5;12;4|79;5;12;4|,100|100|,100|100|
3,100|100|,79;5;12;4|79;5;12;4|,79;5;12;4|79;5;12;4|,77;5;11;7|77;5;11;7|,77;5;11;7|77;5;11;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,77;5;11;7|77;5;11;7|,77;5;11;7|77;5;11;7|,100|100|,100|100|
4,100|100|,77;5;11;7|77;5;11;7|,77;5;11;7|77;5;11;7|,72;7;10;11|72;7;10;11|,72;7;10;11|72;7;10;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,72;7;10;11|72;7;10;11|,72;7;10;11|72;7;10;11|,100|100|,100|100|
5,100|100|,72;7;10;11|72;7;10;11|,72;7;10;11|72;7;10;11|,67;6;15;12|67;6;15;12|,67;6;15;12|67;6;15;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,67;6;15;12|67;6;15;12|,67;6;15;12|67;6;15;12|,100|100|,100|100|
6,100|100|,67;6;15;12|67;6;15;12|,67;6;15;12|67;6;15;12|,62;8;15;15|62;8;15;15|,62;8;15;15|62;8;15;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,62;8;15;15|62;8;15;15|,62;8;15;15|62;8;15;15|,100|100|,100|100|
7,100|100|,62;8;15;15|62;8;15;15|,62;8;15;15|62;8;15;15|,59;6;17;18|59;6;17;18|,59;6;17;18|59;6;17;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,59;6;17;18|59;6;17;18|,59;6;17;18|59;6;17;18|,100|100|,100|100|
8,100|100|,59;6;17;18|59;6;17;18|,59;6;17;18|59;6;17;18|,58;5;18;19|58;5;18;19|,58;5;18;19|58;5;18;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,58;5;18;19|58;5;18;19|,58;5;18;19|58;5;18;19|,100|100|,100|100|
9,100|100|,58;5;18;19|58;5;18;19|,58;5;18;19|58;5;18;19|,55;6;18;21|55;6;18;21|,55;6;18;21|55;6;18;21|,100|100|,0;0;0;0|0;0;0;0|,100|100|,55;6;18;21|55;6;18;21|,55;6;18;21|55;6;18;21|,100|100|,100|100|
