Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,96;4;0|96;4;0|,96;4;0|96;4;0|,96;3;1|96;3;1|,96;3;1|96;3;1|,100|100|,0;0;0|0;0;0|,100|100|,96;3;1|96;3;1|,96;3;1|96;3;1|,100|100|,100|100|
1,100|100|,96;3;1|96;3;1|,96;3;1|96;3;1|,95;3;2|95;3;2|,95;3;2|95;3;2|,100|100|,0;0;0|0;0;0|,100|100|,95;3;2|95;3;2|,95;3;2|95;3;2|,100|100|,100|100|
2,100|100|,95;3;2|95;3;2|,95;3;2|95;3;2|,94;3;3|94;3;3|,94;3;3|94;3;3|,100|100|,0;0;0|0;0;0|,100|100|,94;3;3|94;3;3|,94;3;3|94;3;3|,100|100|,100|100|
3,100|100|,94;3;3|94;3;3|,94;3;3|94;3;3|,92;6;2|92;6;2|,92;6;2|92;6;2|,100|100|,0;0;0|0;0;0|,100|100|,92;6;2|92;6;2|,92;6;2|92;6;2|,100|100|,100|100|
4,100|100|,92;6;2|92;6;2|,92;6;2|92;6;2|,88;9;3|88;9;3|,88;9;3|88;9;3|,100|100|,0;0;0|0;0;0|,100|100|,88;9;3|88;9;3|,88;9;3|88;9;3|,100|100|,100|100|
5,100|100|,88;9;3|88;9;3|,88;9;3|88;9;3|,81;14;5|81;14;5|,81;14;5|81;14;5|,100|100|,0;0;0|0;0;0|,100|100|,81;14;5|81;14;5|,81;14;5|81;14;5|,100|100|,100|100|
6,100|100|,81;14;5|81;14;5|,81;14;5|81;14;5|,74;20;6|74;20;6|,74;20;6|74;20;6|,100|100|,0;0;0|0;0;0|,100|100|,74;20;6|74;20;6|,74;20;6|74;20;6|,100|100|,100|100|
7,100|100|,74;20;6|74;20;6|,74;20;6|74;20;6|,65;25;10|65;25;10|,65;25;10|65;25;10|,100|100|,0;0;0|0;0;0|,100|100|,65;25;10|65;25;10|,65;25;10|65;25;10|,100|100|,100|100|
8,100|100|,65;25;10|65;25;10|,65;25;10|65;25;10|,56;32;12|56;32;12|,56;32;12|56;32;12|,100|100|,0;0;0|0;0;0|,100|100|,56;32;12|56;32;12|,56;32;12|56;32;12|,100|100|,100|100|
9,100|100|,56;32;12|56;32;12|,56;32;12|56;32;12|,51;31;18|51;31;18|,51;31;18|51;31;18|,100|100|,0;0;0|0;0;0|,100|100|,51;31;18|51;31;18|,51;31;18|51;31;18|,100|100|,100|100|
10,100|100|,51;31;18|51;31;18|,51;31;18|51;31;18|,40;36;24|40;36;24|,40;36;24|40;36;24|,100|100|,0;0;0|0;0;0|,100|100|,40;36;24|40;36;24|,40;36;24|40;36;24|,100|100|,100|100|
11,100|100|,40;36;24|40;36;24|,40;36;24|40;36;24|,29;42;29|29;42;29|,29;42;29|29;42;29|,100|100|,0;0;0|0;0;0|,100|100|,29;42;29|29;42;29|,29;42;29|29;42;29|,100|100|,100|100|
12,100|100|,29;42;29|29;42;29|,29;42;29|29;42;29|,26;44;30|26;44;30|,26;44;30|26;44;30|,100|100|,0;0;0|0;0;0|,100|100|,26;44;30|26;44;30|,26;44;30|26;44;30|,100|100|,100|100|
13,100|100|,26;44;30|26;44;30|,26;44;30|26;44;30|,29;42;29|29;42;29|,29;42;29|29;42;29|,100|100|,0;0;0|0;0;0|,100|100|,29;42;29|29;42;29|,29;42;29|29;42;29|,100|100|,100|100|
14,100|100|,29;42;29|29;42;29|,29;42;29|29;42;29|,27;40;33|27;40;33|,27;40;33|27;40;33|,100|100|,0;0;0|0;0;0|,100|100|,27;40;33|27;40;33|,27;40;33|27;40;33|,100|100|,100|100|
15,100|100|,27;40;33|27;40;33|,27;40;33|27;40;33|,27;37;36|27;37;36|,27;37;36|27;37;36|,100|100|,0;0;0|0;0;0|,100|100|,27;37;36|27;37;36|,27;37;36|27;37;36|,100|100|,100|100|
16,100|100|,27;37;36|27;37;36|,27;37;36|27;37;36|,26;37;37|26;37;37|,26;37;37|26;37;37|,100|100|,0;0;0|0;0;0|,100|100|,26;37;37|26;37;37|,26;37;37|26;37;37|,100|100|,100|100|
17,100|100|,26;37;37|26;37;37|,26;37;37|26;37;37|,30;31;39|30;31;39|,30;31;39|30;31;39|,100|100|,0;0;0|0;0;0|,100|100|,30;31;39|30;31;39|,30;31;39|30;31;39|,100|100|,100|100|
18,100|100|,30;31;39|30;31;39|,30;31;39|30;31;39|,39;28;33|39;28;33|,39;28;33|39;28;33|,100|100|,0;0;0|0;0;0|,100|100|,39;28;33|39;28;33|,39;28;33|39;28;33|,100|100|,100|100|
19,100|100|,39;28;33|39;28;33|,39;28;33|39;28;33|,43;29;28|43;29;28|,43;29;28|43;29;28|,100|100|,0;0;0|0;0;0|,100|100|,43;29;28|43;29;28|,43;29;28|43;29;28|,100|100|,100|100|
20,100|100|,43;29;28|43;29;28|,43;29;28|43;29;28|,41;36;23|41;36;23|,41;36;23|41;36;23|,100|100|,0;0;0|0;0;0|,100|100|,41;36;23|41;36;23|,41;36;23|41;36;23|,100|100|,100|100|
21,100|100|,41;36;23|41;36;23|,41;36;23|41;36;23|,42;34;24|42;34;24|,42;34;24|42;34;24|,100|100|,0;0;0|0;0;0|,100|100|,42;34;24|42;34;24|,42;34;24|42;34;24|,100|100|,100|100|
22,100|100|,42;34;24|42;34;24|,42;34;24|42;34;24|,40;37;23|40;37;23|,40;37;23|40;37;23|,100|100|,0;0;0|0;0;0|,100|100|,40;37;23|40;37;23|,40;37;23|40;37;23|,100|100|,100|100|
23,100|100|,40;37;23|40;37;23|,40;37;23|40;37;23|,36;35;29|36;35;29|,36;35;29|36;35;29|,100|100|,0;0;0|0;0;0|,100|100|,36;35;29|36;35;29|,36;35;29|36;35;29|,100|100|,100|100|
24,100|100|,36;35;29|36;35;29|,36;35;29|36;35;29|,39;32;29|39;32;29|,39;32;29|39;32;29|,100|100|,0;0;0|0;0;0|,100|100|,39;32;29|39;32;29|,39;32;29|39;32;29|,100|100|,100|100|
25,100|100|,39;32;29|39;32;29|,39;32;29|39;32;29|,37;36;27|37;36;27|,37;36;27|37;36;27|,100|100|,0;0;0|0;0;0|,100|100|,37;36;27|37;36;27|,37;36;27|37;36;27|,100|100|,100|100|
26,100|100|,37;36;27|37;36;27|,37;36;27|37;36;27|,40;33;27|40;33;27|,40;33;27|40;33;27|,100|100|,0;0;0|0;0;0|,100|100|,40;33;27|40;33;27|,40;33;27|40;33;27|,100|100|,100|100|
27,100|100|,40;33;27|40;33;27|,40;33;27|40;33;27|,40;31;29|40;31;29|,40;31;29|40;31;29|,100|100|,0;0;0|0;0;0|,100|100|,40;31;29|40;31;29|,40;31;29|40;31;29|,100|100|,100|100|
