Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,88;10;2|88;10;2|,88;10;2|88;10;2|,100|100|,0;0;0|0;0;0|,100|100|,88;10;2|88;10;2|,88;10;2|88;10;2|,100|100|,100|100|
1,100|100|,88;10;2|88;10;2|,9.5|9.5|,88;10;2|88;10;2|,87;10;3|87;10;3|,87;10;3|87;10;3|,100|100|,0;0;0|0;0;0|,100|100|,87;10;3|87;10;3|,87;10;3|87;10;3|,100|100|,100|100|
2,100|100|,87;10;3|87;10;3|,9.07|9.07|,87;10;3|87;10;3|,86;10;4|86;10;4|,86;10;4|86;10;4|,100|100|,0;0;0|0;0;0|,100|100|,86;10;4|86;10;4|,86;10;4|86;10;4|,100|100|,100|100|
3,100|100|,86;10;4|86;10;4|,8.71|8.71|,86;10;4|86;10;4|,82;14;4|82;14;4|,82;14;4|82;14;4|,100|100|,0;0;0|0;0;0|,100|100|,82;14;4|82;14;4|,82;14;4|82;14;4|,100|100|,100|100|
4,100|100|,82;14;4|82;14;4|,8.81|8.81|,82;14;4|82;14;4|,77;19;4|77;19;4|,77;19;4|77;19;4|,100|100|,0;0;0|0;0;0|,100|100|,77;19;4|77;19;4|,77;19;4|77;19;4|,100|100|,100|100|
5,100|100|,77;19;4|77;19;4|,9.39|9.39|,77;19;4|77;19;4|,72;24;4|72;24;4|,72;24;4|72;24;4|,100|100|,0;0;0|0;0;0|,100|100|,72;24;4|72;24;4|,72;24;4|72;24;4|,100|100|,100|100|
6,100|100|,72;24;4|72;24;4|,10.38|10.38|,72;24;4|72;24;4|,64;32;4|64;32;4|,64;32;4|64;32;4|,100|100|,0;0;0|0;0;0|,100|100|,64;32;4|64;32;4|,64;32;4|64;32;4|,100|100|,100|100|
7,100|100|,64;32;4|64;32;4|,12.02|12.02|,64;32;4|64;32;4|,52;42;6|52;42;6|,52;42;6|52;42;6|,100|100|,0;0;0|0;0;0|,100|100|,52;42;6|52;42;6|,52;42;6|52;42;6|,100|100|,100|100|
8,100|100|,52;42;6|52;42;6|,14.42|14.42|,52;42;6|52;42;6|,46;46;8|46;46;8|,46;46;8|46;46;8|,100|100|,0;0;0|0;0;0|,100|100|,46;46;8|46;46;8|,46;46;8|46;46;8|,100|100|,100|100|
9,100|100|,46;46;8|46;46;8|,16.86|16.86|,46;46;8|46;46;8|,40;50;10|40;50;10|,40;50;10|40;50;10|,100|100|,0;0;0|0;0;0|,100|100|,40;50;10|40;50;10|,40;50;10|40;50;10|,100|100|,100|100|
10,100|100|,40;50;10|40;50;10|,19.33|19.33|,40;50;10|40;50;10|,37;50;13|37;50;13|,37;50;13|37;50;13|,100|100|,0;0;0|0;0;0|,100|100|,37;50;13|37;50;13|,37;50;13|37;50;13|,100|100|,100|100|
11,100|100|,37;50;13|37;50;13|,21.43|21.43|,37;50;13|37;50;13|,30;53;17|30;53;17|,30;53;17|30;53;17|,100|100|,0;0;0|0;0;0|,100|100|,30;53;17|30;53;17|,30;53;17|30;53;17|,100|100|,100|100|
12,100|100|,30;53;17|30;53;17|,23.51|23.51|,30;53;17|30;53;17|,27;55;18|27;55;18|,27;55;18|27;55;18|,100|100|,0;0;0|0;0;0|,100|100|,27;55;18|27;55;18|,27;55;18|27;55;18|,100|100|,100|100|
13,100|100|,27;55;18|27;55;18|,25.49|25.49|,27;55;18|27;55;18|,19;62;19|19;62;19|,19;62;19|19;62;19|,100|100|,0;0;0|0;0;0|,100|100|,19;62;19|19;62;19|,19;62;19|19;62;19|,100|100|,100|100|
14,100|100|,19;62;19|19;62;19|,27.86|27.86|,19;62;19|19;62;19|,13;65;22|13;65;22|,13;65;22|13;65;22|,100|100|,0;0;0|0;0;0|,100|100|,13;65;22|13;65;22|,13;65;22|13;65;22|,100|100|,100|100|
15,100|100|,13;65;22|13;65;22|,30.18|30.18|,13;65;22|13;65;22|,10;65;25|10;65;25|,10;65;25|10;65;25|,100|100|,0;0;0|0;0;0|,100|100|,10;65;25|10;65;25|,10;65;25|10;65;25|,100|100|,100|100|
16,100|100|,10;65;25|10;65;25|,32.16|32.16|,10;65;25|10;65;25|,7;64;29|7;64;29|,7;64;29|7;64;29|,100|100|,0;0;0|0;0;0|,100|100|,7;64;29|7;64;29|,7;64;29|7;64;29|,100|100|,100|100|
17,100|100|,7;64;29|7;64;29|,33.73|33.73|,7;64;29|7;64;29|,5;63;32|5;63;32|,5;63;32|5;63;32|,100|100|,0;0;0|0;0;0|,100|100|,5;63;32|5;63;32|,5;63;32|5;63;32|,100|100|,100|100|
18,100|100|,5;63;32|5;63;32|,34.97|34.97|,5;63;32|5;63;32|,4;61;35|4;61;35|,4;61;35|4;61;35|,100|100|,0;0;0|0;0;0|,100|100|,4;61;35|4;61;35|,4;61;35|4;61;35|,100|100|,100|100|
19,100|100|,4;61;35|4;61;35|,35.83|35.83|,4;61;35|4;61;35|,4;57;39|4;57;39|,4;57;39|4;57;39|,100|100|,0;0;0|0;0;0|,100|100|,4;57;39|4;57;39|,4;57;39|4;57;39|,100|100|,100|100|
20,100|100|,4;57;39|4;57;39|,36.15|36.15|,4;57;39|4;57;39|,2;55;43|2;55;43|,2;55;43|2;55;43|,100|100|,0;0;0|0;0;0|,100|100|,2;55;43|2;55;43|,2;55;43|2;55;43|,100|100|,100|100|
21,100|100|,2;55;43|2;55;43|,36.23|36.23|,2;55;43|2;55;43|,1;51;48|1;51;48|,1;51;48|1;51;48|,100|100|,0;0;0|0;0;0|,100|100|,1;51;48|1;51;48|,1;51;48|1;51;48|,100|100|,100|100|
22,100|100|,1;51;48|1;51;48|,35.9|35.9|,1;51;48|1;51;48|,0;51;49|0;51;49|,0;51;49|0;51;49|,100|100|,0;0;0|0;0;0|,100|100|,0;51;49|0;51;49|,0;51;49|0;51;49|,100|100|,100|100|
23,100|100|,0;51;49|0;51;49|,35.61|35.61|,0;51;49|0;51;49|,0;49;51|0;49;51|,0;49;51|0;49;51|,100|100|,0;0;0|0;0;0|,100|100|,0;49;51|0;49;51|,0;49;51|0;49;51|,100|100|,100|100|
24,100|100|,0;49;51|0;49;51|,35.17|35.17|,0;49;51|0;49;51|,0;46;54|0;46;54|,0;46;54|0;46;54|,100|100|,0;0;0|0;0;0|,100|100|,0;46;54|0;46;54|,0;46;54|0;46;54|,100|100|,100|100|
25,100|100|,0;46;54|0;46;54|,34.49|34.49|,0;46;54|0;46;54|,0;46;54|0;46;54|,0;46;54|0;46;54|,100|100|,0;0;0|0;0;0|,100|100|,0;46;54|0;46;54|,0;46;54|0;46;54|,100|100|,100|100|
26,100|100|,0;46;54|0;46;54|,33.92|33.92|,0;46;54|0;46;54|,0;43;57|0;43;57|,0;43;57|0;43;57|,100|100|,0;0;0|0;0;0|,100|100|,0;43;57|0;43;57|,0;43;57|0;43;57|,100|100|,100|100|
27,100|100|,0;43;57|0;43;57|,33.13|33.13|,0;43;57|0;43;57|,0;41;59|0;41;59|,0;41;59|0;41;59|,100|100|,0;0;0|0;0;0|,100|100|,0;41;59|0;41;59|,0;41;59|0;41;59|,100|100|,100|100|
28,100|100|,0;41;59|0;41;59|,32.26|32.26|,0;41;59|0;41;59|,0;40;60|0;40;60|,0;40;60|0;40;60|,100|100|,0;0;0|0;0;0|,100|100|,0;40;60|0;40;60|,0;40;60|0;40;60|,100|100|,100|100|
29,100|100|,0;40;60|0;40;60|,31.42|31.42|,0;40;60|0;40;60|,0;39;61|0;39;61|,0;39;61|0;39;61|,100|100|,0;0;0|0;0;0|,100|100|,0;39;61|0;39;61|,0;39;61|0;39;61|,100|100|,100|100|
30,100|100|,0;39;61|0;39;61|,30.61|30.61|,0;39;61|0;39;61|,0;36;64|0;36;64|,0;36;64|0;36;64|,100|100|,0;0;0|0;0;0|,100|100|,0;36;64|0;36;64|,0;36;64|0;36;64|,100|100|,100|100|
31,100|100|,0;36;64|0;36;64|,29.62|29.62|,0;36;64|0;36;64|,0;32;68|0;32;68|,0;32;68|0;32;68|,100|100|,0;0;0|0;0;0|,100|100|,0;32;68|0;32;68|,0;32;68|0;32;68|,100|100|,100|100|
32,100|100|,0;32;68|0;32;68|,28.38|28.38|,0;32;68|0;32;68|,0;29;71|0;29;71|,0;29;71|0;29;71|,100|100|,0;0;0|0;0;0|,100|100|,0;29;71|0;29;71|,0;29;71|0;29;71|,100|100|,100|100|
33,100|100|,0;29;71|0;29;71|,27.02|27.02|,0;29;71|0;29;71|,0;27;73|0;27;73|,0;27;73|0;27;73|,100|100|,0;0;0|0;0;0|,100|100|,0;27;73|0;27;73|,0;27;73|0;27;73|,100|100|,100|100|
34,100|100|,0;27;73|0;27;73|,25.67|25.67|,0;27;73|0;27;73|,0;23;77|0;23;77|,0;23;77|0;23;77|,100|100|,0;0;0|0;0;0|,100|100|,0;23;77|0;23;77|,0;23;77|0;23;77|,100|100|,100|100|
35,100|100|,0;23;77|0;23;77|,24.12|24.12|,0;23;77|0;23;77|,0;23;77|0;23;77|,0;23;77|0;23;77|,100|100|,0;0;0|0;0;0|,100|100|,0;23;77|0;23;77|,0;23;77|0;23;77|,100|100|,100|100|
36,100|100|,0;23;77|0;23;77|,22.8|22.8|,0;23;77|0;23;77|,0;21;79|0;21;79|,0;21;79|0;21;79|,100|100|,0;0;0|0;0;0|,100|100|,0;21;79|0;21;79|,0;21;79|0;21;79|,100|100|,100|100|
37,100|100|,0;21;79|0;21;79|,21.48|21.48|,0;21;79|0;21;79|,0;19;81|0;19;81|,0;19;81|0;19;81|,100|100|,0;0;0|0;0;0|,100|100|,0;19;81|0;19;81|,0;19;81|0;19;81|,100|100|,100|100|
38,100|100|,0;19;81|0;19;81|,20.16|20.16|,0;19;81|0;19;81|,0;17;83|0;17;83|,0;17;83|0;17;83|,100|100|,0;0;0|0;0;0|,100|100|,0;17;83|0;17;83|,0;17;83|0;17;83|,100|100|,100|100|
39,100|100|,0;17;83|0;17;83|,18.83|18.83|,0;17;83|0;17;83|,0;16;84|0;16;84|,0;16;84|0;16;84|,100|100|,0;0;0|0;0;0|,100|100|,0;16;84|0;16;84|,0;16;84|0;16;84|,100|100|,100|100|
40,100|100|,0;16;84|0;16;84|,17.61|17.61|,0;16;84|0;16;84|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,0;0;0|0;0;0|,100|100|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,100|100|
41,100|100|,0;15;85|0;15;85|,16.47|16.47|,0;15;85|0;15;85|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,0;0;0|0;0;0|,100|100|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,100|100|
42,100|100|,0;15;85|0;15;85|,15.5|15.5|,0;15;85|0;15;85|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,0;0;0|0;0;0|,100|100|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,100|100|
43,100|100|,0;15;85|0;15;85|,14.67|14.67|,0;15;85|0;15;85|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,0;0;0|0;0;0|,100|100|,0;15;85|0;15;85|,0;15;85|0;15;85|,100|100|,100|100|
44,100|100|,0;15;85|0;15;85|,13.97|13.97|,0;15;85|0;15;85|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,0;0;0|0;0;0|,100|100|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,100|100|
45,100|100|,0;14;86|0;14;86|,13.28|13.28|,0;14;86|0;14;86|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,0;0;0|0;0;0|,100|100|,0;14;86|0;14;86|,0;14;86|0;14;86|,100|100|,100|100|
46,100|100|,0;14;86|0;14;86|,12.68|12.68|,0;14;86|0;14;86|,0;12;88|0;12;88|,0;12;88|0;12;88|,100|100|,0;0;0|0;0;0|,100|100|,0;12;88|0;12;88|,0;12;88|0;12;88|,100|100|,100|100|
47,100|100|,0;12;88|0;12;88|,11.98|11.98|,0;12;88|0;12;88|,0;12;88|0;12;88|,0;12;88|0;12;88|,100|100|,0;0;0|0;0;0|,100|100|,0;12;88|0;12;88|,0;12;88|0;12;88|,100|100|,100|100|
48,100|100|,0;12;88|0;12;88|,11.38|11.38|,0;12;88|0;12;88|,0;9;91|0;9;91|,0;9;91|0;9;91|,100|100|,0;0;0|0;0;0|,100|100|,0;9;91|0;9;91|,0;9;91|0;9;91|,100|100|,100|100|
49,100|100|,0;9;91|0;9;91|,10.58|10.58|,0;9;91|0;9;91|,0;9;91|0;9;91|,0;9;91|0;9;91|,100|100|,0;0;0|0;0;0|,100|100|,0;9;91|0;9;91|,0;9;91|0;9;91|,100|100|,100|100|
50,100|100|,0;9;91|0;9;91|,9.89|9.89|,0;9;91|0;9;91|,0;9;91|0;9;91|,0;9;91|0;9;91|,100|100|,0;0;0|0;0;0|,100|100|,0;9;91|0;9;91|,0;9;91|0;9;91|,100|100|,100|100|
51,100|100|,0;9;91|0;9;91|,9.31|9.31|,0;9;91|0;9;91|,0;9;91|0;9;91|,0;9;91|0;9;91|,100|100|,0;0;0|0;0;0|,100|100|,0;9;91|0;9;91|,0;9;91|0;9;91|,100|100|,100|100|
52,100|100|,0;9;91|0;9;91|,8.81|8.81|,0;9;91|0;9;91|,0;9;91|0;9;91|,0;9;91|0;9;91|,100|100|,0;0;0|0;0;0|,100|100|,0;9;91|0;9;91|,0;9;91|0;9;91|,100|100|,100|100|
53,100|100|,0;9;91|0;9;91|,8.39|8.39|,0;9;91|0;9;91|,0;8;92|0;8;92|,0;8;92|0;8;92|,100|100|,0;0;0|0;0;0|,100|100|,0;8;92|0;8;92|,0;8;92|0;8;92|,100|100|,100|100|
54,100|100|,0;8;92|0;8;92|,7.93|7.93|,0;8;92|0;8;92|,0;7;93|0;7;93|,0;7;93|0;7;93|,100|100|,0;0;0|0;0;0|,100|100|,0;7;93|0;7;93|,0;7;93|0;7;93|,100|100|,100|100|
