Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;0;9;0|91;0;9;0|,91;0;9;0|91;0;9;0|,89;2;7;2|89;2;7;2|,89;2;7;2|89;2;7;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,89;2;7;2|89;2;7;2|,89;2;7;2|89;2;7;2|,100|100|,100|100|
1,100|100|,89;2;7;2|89;2;7;2|,89;2;7;2|89;2;7;2|,86;4;7;3|86;4;7;3|,86;4;7;3|86;4;7;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,86;4;7;3|86;4;7;3|,86;4;7;3|86;4;7;3|,100|100|,100|100|
2,100|100|,86;4;7;3|86;4;7;3|,86;4;7;3|86;4;7;3|,85;3;7;5|85;3;7;5|,85;3;7;5|85;3;7;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,85;3;7;5|85;3;7;5|,85;3;7;5|85;3;7;5|,100|100|,100|100|
3,100|100|,85;3;7;5|85;3;7;5|,85;3;7;5|85;3;7;5|,82;4;6;8|82;4;6;8|,82;4;6;8|82;4;6;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;4;6;8|82;4;6;8|,82;4;6;8|82;4;6;8|,100|100|,100|100|
4,100|100|,82;4;6;8|82;4;6;8|,82;4;6;8|82;4;6;8|,78;7;5;10|78;7;5;10|,78;7;5;10|78;7;5;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;7;5;10|78;7;5;10|,78;7;5;10|78;7;5;10|,100|100|,100|100|
5,100|100|,78;7;5;10|78;7;5;10|,78;7;5;10|78;7;5;10|,74;5;9;12|74;5;9;12|,74;5;9;12|74;5;9;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,74;5;9;12|74;5;9;12|,74;5;9;12|74;5;9;12|,100|100|,100|100|
6,100|100|,74;5;9;12|74;5;9;12|,74;5;9;12|74;5;9;12|,70;8;5;17|70;8;5;17|,70;8;5;17|70;8;5;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,70;8;5;17|70;8;5;17|,70;8;5;17|70;8;5;17|,100|100|,100|100|
7,100|100|,70;8;5;17|70;8;5;17|,70;8;5;17|70;8;5;17|,70;3;9;18|70;3;9;18|,70;3;9;18|70;3;9;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,70;3;9;18|70;3;9;18|,70;3;9;18|70;3;9;18|,100|100|,100|100|
8,100|100|,70;3;9;18|70;3;9;18|,70;3;9;18|70;3;9;18|,67;5;10;18|67;5;10;18|,67;5;10;18|67;5;10;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,67;5;10;18|67;5;10;18|,67;5;10;18|67;5;10;18|,100|100|,100|100|
9,100|100|,67;5;10;18|67;5;10;18|,67;5;10;18|67;5;10;18|,64;6;11;19|64;6;11;19|,64;6;11;19|64;6;11;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,64;6;11;19|64;6;11;19|,64;6;11;19|64;6;11;19|,100|100|,100|100|
10,100|100|,64;6;11;19|64;6;11;19|,64;6;11;19|64;6;11;19|,62;5;14;19|62;5;14;19|,62;5;14;19|62;5;14;19|,100|100|,0;0;0;0|0;0;0;0|,100|100|,62;5;14;19|62;5;14;19|,62;5;14;19|62;5;14;19|,100|100|,100|100|
11,100|100|,62;5;14;19|62;5;14;19|,62;5;14;19|62;5;14;19|,60;3;15;22|60;3;15;22|,60;3;15;22|60;3;15;22|,100|100|,0;0;0;0|0;0;0;0|,100|100|,60;3;15;22|60;3;15;22|,60;3;15;22|60;3;15;22|,100|100|,100|100|
12,100|100|,60;3;15;22|60;3;15;22|,60;3;15;22|60;3;15;22|,56;6;13;25|56;6;13;25|,56;6;13;25|56;6;13;25|,100|100|,0;0;0;0|0;0;0;0|,100|100|,56;6;13;25|56;6;13;25|,56;6;13;25|56;6;13;25|,100|100|,100|100|
13,100|100|,56;6;13;25|56;6;13;25|,56;6;13;25|56;6;13;25|,51;9;14;26|51;9;14;26|,51;9;14;26|51;9;14;26|,100|100|,0;0;0;0|0;0;0;0|,100|100|,51;9;14;26|51;9;14;26|,51;9;14;26|51;9;14;26|,100|100|,100|100|
14,100|100|,51;9;14;26|51;9;14;26|,51;9;14;26|51;9;14;26|,50;7;14;29|50;7;14;29|,50;7;14;29|50;7;14;29|,100|100|,0;0;0;0|0;0;0;0|,100|100|,50;7;14;29|50;7;14;29|,50;7;14;29|50;7;14;29|,100|100|,100|100|
15,100|100|,50;7;14;29|50;7;14;29|,50;7;14;29|50;7;14;29|,44;9;15;32|44;9;15;32|,44;9;15;32|44;9;15;32|,100|100|,0;0;0;0|0;0;0;0|,100|100|,44;9;15;32|44;9;15;32|,44;9;15;32|44;9;15;32|,100|100|,100|100|
16,100|100|,44;9;15;32|44;9;15;32|,44;9;15;32|44;9;15;32|,44;6;14;36|44;6;14;36|,44;6;14;36|44;6;14;36|,100|100|,0;0;0;0|0;0;0;0|,100|100|,44;6;14;36|44;6;14;36|,44;6;14;36|44;6;14;36|,100|100|,100|100|
17,100|100|,44;6;14;36|44;6;14;36|,44;6;14;36|44;6;14;36|,38;10;13;39|38;10;13;39|,38;10;13;39|38;10;13;39|,100|100|,0;0;0;0|0;0;0;0|,100|100|,38;10;13;39|38;10;13;39|,38;10;13;39|38;10;13;39|,100|100|,100|100|
