Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,0.0|0.0|,90;10;0|90;10;0|,85;12;3|85;12;3|,85;12;3|85;12;3|,100|100|,0;0;0|0;0;0|,100|100|,85;12;3|85;12;3|,85;12;3|85;12;3|,100|100|,100|100|
1,100|100|,85;12;3|85;12;3|,0.0|0.0|,85;12;3|85;12;3|,77;17;6|77;17;6|,77;17;6|77;17;6|,100|100|,0;0;0|0;0;0|,100|100|,77;17;6|77;17;6|,77;17;6|77;17;6|,100|100|,100|100|
2,100|100|,77;17;6|77;17;6|,0.0|0.0|,77;17;6|77;17;6|,72;19;9|72;19;9|,72;19;9|72;19;9|,100|100|,0;0;0|0;0;0|,100|100|,72;19;9|72;19;9|,72;19;9|72;19;9|,100|100|,100|100|
3,100|100|,72;19;9|72;19;9|,0.0|0.0|,72;19;9|72;19;9|,61;26;13|61;26;13|,61;26;13|61;26;13|,100|100|,0;0;0|0;0;0|,100|100|,61;26;13|61;26;13|,61;26;13|61;26;13|,100|100|,100|100|
4,100|100|,61;26;13|61;26;13|,0.0|0.0|,61;26;13|61;26;13|,49;33;18|49;33;18|,49;33;18|49;33;18|,100|100|,0;0;0|0;0;0|,100|100|,49;33;18|49;33;18|,49;33;18|49;33;18|,100|100|,100|100|
5,100|100|,49;33;18|49;33;18|,0.0|0.0|,49;33;18|49;33;18|,43;32;25|43;32;25|,43;32;25|43;32;25|,100|100|,0;0;0|0;0;0|,100|100|,43;32;25|43;32;25|,43;32;25|43;32;25|,100|100|,100|100|
6,100|100|,43;32;25|43;32;25|,0.0|0.0|,43;32;25|43;32;25|,35;31;34|35;31;34|,35;31;34|35;31;34|,100|100|,0;0;0|0;0;0|,100|100|,35;31;34|35;31;34|,35;31;34|35;31;34|,100|100|,100|100|
7,100|100|,35;31;34|35;31;34|,0.0|0.0|,35;31;34|35;31;34|,31;25;44|31;25;44|,31;25;44|31;25;44|,100|100|,0;0;0|0;0;0|,100|100|,31;25;44|31;25;44|,31;25;44|31;25;44|,100|100|,100|100|
8,100|100|,31;25;44|31;25;44|,0.0|0.0|,31;25;44|31;25;44|,29;21;50|29;21;50|,29;21;50|29;21;50|,100|100|,0;0;0|0;0;0|,100|100|,29;21;50|29;21;50|,29;21;50|29;21;50|,100|100|,100|100|
9,100|100|,29;21;50|29;21;50|,0.0|0.0|,29;21;50|29;21;50|,24;23;53|24;23;53|,24;23;53|24;23;53|,100|100|,0;0;0|0;0;0|,100|100|,24;23;53|24;23;53|,24;23;53|24;23;53|,100|100|,100|100|
10,100|100|,24;23;53|24;23;53|,0.0|0.0|,24;23;53|24;23;53|,23;20;57|23;20;57|,23;20;57|23;20;57|,100|100|,0;0;0|0;0;0|,100|100|,23;20;57|23;20;57|,23;20;57|23;20;57|,100|100|,100|100|
