Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,90;10;0|90;10;0|,10.0|10.0|,90;10;0|90;10;0|,87;13;0|87;13;0|,87;13;0|87;13;0|,100|100|,0;0;0|0;0;0|,100|100|,87;13;0|87;13;0|,87;13;0|87;13;0|,100|100|,100|100|
1,100|100|,87;13;0|87;13;0|,9.8|9.8|,87;13;0|87;13;0|,81;19;0|81;19;0|,81;19;0|81;19;0|,100|100|,0;0;0|0;0;0|,100|100|,81;19;0|81;19;0|,81;19;0|81;19;0|,100|100|,100|100|
2,100|100|,81;19;0|81;19;0|,10.23|10.23|,81;19;0|81;19;0|,73;27;0|73;27;0|,73;27;0|73;27;0|,100|100|,0;0;0|0;0;0|,100|100|,73;27;0|73;27;0|,73;27;0|73;27;0|,100|100|,100|100|
3,100|100|,73;27;0|73;27;0|,11.4|11.4|,73;27;0|73;27;0|,65;33;2|65;33;2|,65;33;2|65;33;2|,100|100|,0;0;0|0;0;0|,100|100|,65;33;2|65;33;2|,65;33;2|65;33;2|,100|100|,100|100|
4,100|100|,65;33;2|65;33;2|,12.99|12.99|,65;33;2|65;33;2|,60;35;5|60;35;5|,60;35;5|60;35;5|,100|100|,0;0;0|0;0;0|,100|100|,60;35;5|60;35;5|,60;35;5|60;35;5|,100|100|,100|100|
5,100|100|,60;35;5|60;35;5|,14.54|14.54|,60;35;5|60;35;5|,52;41;7|52;41;7|,52;41;7|52;41;7|,100|100|,0;0;0|0;0;0|,100|100|,52;41;7|52;41;7|,52;41;7|52;41;7|,100|100|,100|100|
6,100|100|,52;41;7|52;41;7|,16.46|16.46|,52;41;7|52;41;7|,46;46;8|46;46;8|,46;46;8|46;46;8|,100|100|,0;0;0|0;0;0|,100|100|,46;46;8|46;46;8|,46;46;8|46;46;8|,100|100|,100|100|
7,100|100|,46;46;8|46;46;8|,18.59|18.59|,46;46;8|46;46;8|,39;49;12|39;49;12|,39;49;12|39;49;12|,100|100|,0;0;0|0;0;0|,100|100|,39;49;12|39;49;12|,39;49;12|39;49;12|,100|100|,100|100|
8,100|100|,39;49;12|39;49;12|,20.7|20.7|,39;49;12|39;49;12|,32;54;14|32;54;14|,32;54;14|32;54;14|,100|100|,0;0;0|0;0;0|,100|100|,32;54;14|32;54;14|,32;54;14|32;54;14|,100|100|,100|100|
9,100|100|,32;54;14|32;54;14|,23.0|23.0|,32;54;14|32;54;14|,23;58;19|23;58;19|,23;58;19|23;58;19|,100|100|,0;0;0|0;0;0|,100|100|,23;58;19|23;58;19|,23;58;19|23;58;19|,100|100|,100|100|
10,100|100|,23;58;19|23;58;19|,25.35|25.35|,23;58;19|23;58;19|,17;62;21|17;62;21|,17;62;21|17;62;21|,100|100|,0;0;0|0;0;0|,100|100|,17;62;21|17;62;21|,17;62;21|17;62;21|,100|100|,100|100|
11,100|100|,17;62;21|17;62;21|,27.74|27.74|,17;62;21|17;62;21|,9;67;24|9;67;24|,9;67;24|9;67;24|,100|100|,0;0;0|0;0;0|,100|100|,9;67;24|9;67;24|,9;67;24|9;67;24|,100|100|,100|100|
12,100|100|,9;67;24|9;67;24|,30.28|30.28|,9;67;24|9;67;24|,6;65;29|6;65;29|,6;65;29|6;65;29|,100|100|,0;0;0|0;0;0|,100|100|,6;65;29|6;65;29|,6;65;29|6;65;29|,100|100|,100|100|
13,100|100|,6;65;29|6;65;29|,32.24|32.24|,6;65;29|6;65;29|,3;64;33|3;64;33|,3;64;33|3;64;33|,100|100|,0;0;0|0;0;0|,100|100|,3;64;33|3;64;33|,3;64;33|3;64;33|,100|100|,100|100|
14,100|100|,3;64;33|3;64;33|,33.8|33.8|,3;64;33|3;64;33|,1;59;40|1;59;40|,1;59;40|1;59;40|,100|100|,0;0;0|0;0;0|,100|100|,1;59;40|1;59;40|,1;59;40|1;59;40|,100|100|,100|100|
15,100|100|,1;59;40|1;59;40|,34.63|34.63|,1;59;40|1;59;40|,1;55;44|1;55;44|,1;55;44|1;55;44|,100|100|,0;0;0|0;0;0|,100|100|,1;55;44|1;55;44|,1;55;44|1;55;44|,100|100|,100|100|
16,100|100|,1;55;44|1;55;44|,34.94|34.94|,1;55;44|1;55;44|,0;54;46|0;54;46|,0;54;46|0;54;46|,100|100|,0;0;0|0;0;0|,100|100|,0;54;46|0;54;46|,0;54;46|0;54;46|,100|100|,100|100|
17,100|100|,0;54;46|0;54;46|,35.1|35.1|,0;54;46|0;54;46|,0;51;49|0;51;49|,0;51;49|0;51;49|,100|100|,0;0;0|0;0;0|,100|100|,0;51;49|0;51;49|,0;51;49|0;51;49|,100|100|,100|100|
18,100|100|,0;51;49|0;51;49|,34.93|34.93|,0;51;49|0;51;49|,0;49;51|0;49;51|,0;49;51|0;49;51|,100|100|,0;0;0|0;0;0|,100|100|,0;49;51|0;49;51|,0;49;51|0;49;51|,100|100|,100|100|
19,100|100|,0;49;51|0;49;51|,34.59|34.59|,0;49;51|0;49;51|,0;45;55|0;45;55|,0;45;55|0;45;55|,100|100|,0;0;0|0;0;0|,100|100|,0;45;55|0;45;55|,0;45;55|0;45;55|,100|100|,100|100|
20,100|100|,0;45;55|0;45;55|,33.9|33.9|,0;45;55|0;45;55|,0;44;56|0;44;56|,0;44;56|0;44;56|,100|100|,0;0;0|0;0;0|,100|100|,0;44;56|0;44;56|,0;44;56|0;44;56|,100|100|,100|100|
