Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,89;11;0|89;11;0|,0.0|0.0|,89;11;0|89;11;0|,82;7;11|82;7;11|,82;7;11|82;7;11|,100|100|,0;0;0|0;0;0|,100|100|,82;7;11|82;7;11|,82;7;11|82;7;11|,100|100|,100|100|
1,100|100|,82;7;11|82;7;11|,0.0|0.0|,82;7;11|82;7;11|,83;6;11|83;6;11|,83;6;11|83;6;11|,100|100|,0;0;0|0;0;0|,100|100|,83;6;11|83;6;11|,83;6;11|83;6;11|,100|100|,100|100|
2,100|100|,83;6;11|83;6;11|,0.0|0.0|,83;6;11|83;6;11|,86;4;10|86;4;10|,86;4;10|86;4;10|,100|100|,0;0;0|0;0;0|,100|100|,86;4;10|86;4;10|,86;4;10|86;4;10|,100|100|,100|100|
3,100|100|,86;4;10|86;4;10|,0.0|0.0|,86;4;10|86;4;10|,88;3;9|88;3;9|,88;3;9|88;3;9|,100|100|,0;0;0|0;0;0|,100|100|,88;3;9|88;3;9|,88;3;9|88;3;9|,100|100|,100|100|
4,100|100|,88;3;9|88;3;9|,0.0|0.0|,88;3;9|88;3;9|,91;4;5|91;4;5|,91;4;5|91;4;5|,100|100|,0;0;0|0;0;0|,100|100|,91;4;5|91;4;5|,91;4;5|91;4;5|,100|100|,100|100|
5,100|100|,91;4;5|91;4;5|,0.0|0.0|,91;4;5|91;4;5|,89;3;8|89;3;8|,89;3;8|89;3;8|,100|100|,0;0;0|0;0;0|,100|100|,89;3;8|89;3;8|,89;3;8|89;3;8|,100|100|,100|100|
6,100|100|,89;3;8|89;3;8|,0.0|0.0|,89;3;8|89;3;8|,92;1;7|92;1;7|,92;1;7|92;1;7|,100|100|,0;0;0|0;0;0|,100|100|,92;1;7|92;1;7|,92;1;7|92;1;7|,100|100|,100|100|
7,100|100|,92;1;7|92;1;7|,0.0|0.0|,92;1;7|92;1;7|,96;1;3|96;1;3|,96;1;3|96;1;3|,100|100|,0;0;0|0;0;0|,100|100|,96;1;3|96;1;3|,96;1;3|96;1;3|,100|100|,100|100|
8,100|100|,96;1;3|96;1;3|,0.0|0.0|,96;1;3|96;1;3|,97;0;3|97;0;3|,97;0;3|97;0;3|,100|100|,0;0;0|0;0;0|,100|100|,97;0;3|97;0;3|,97;0;3|97;0;3|,100|100|,100|100|
9,100|100|,97;0;3|97;0;3|,0.0|0.0|,97;0;3|97;0;3|,98;0;2|98;0;2|,98;0;2|98;0;2|,100|100|,0;0;0|0;0;0|,100|100|,98;0;2|98;0;2|,98;0;2|98;0;2|,100|100|,100|100|
10,100|100|,98;0;2|98;0;2|,0.0|0.0|,98;0;2|98;0;2|,100;0;0|100;0;0|,100;0;0|100;0;0|,100|100|,0;0;0|0;0;0|,100|100|,100;0;0|100;0;0|,100;0;0|100;0;0|,100|100|,100|100|
11,100|100|,100;0;0|100;0;0|,0.0|0.0|,100;0;0|100;0;0|,100;0;0|100;0;0|,100;0;0|100;0;0|,100|100|,0;0;0|0;0;0|,100|100|,100;0;0|100;0;0|,100;0;0|100;0;0|,100|100|,100|100|
