Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,91;0;9;0|91;0;9;0|,91;0;9;0|91;0;9;0|,89;2;8;1|89;2;8;1|,89;2;8;1|89;2;8;1|,100|100|,0;0;0;0|0;0;0;0|,100|100|,89;2;8;1|89;2;8;1|,89;2;8;1|89;2;8;1|,100|100|,100|100|
1,100|100|,89;2;8;1|89;2;8;1|,89;2;8;1|89;2;8;1|,87;4;7;2|87;4;7;2|,87;4;7;2|87;4;7;2|,100|100|,0;0;0;0|0;0;0;0|,100|100|,87;4;7;2|87;4;7;2|,87;4;7;2|87;4;7;2|,100|100|,100|100|
2,100|100|,87;4;7;2|87;4;7;2|,87;4;7;2|87;4;7;2|,83;8;4;5|83;8;4;5|,83;8;4;5|83;8;4;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,83;8;4;5|83;8;4;5|,83;8;4;5|83;8;4;5|,100|100|,100|100|
3,100|100|,83;8;4;5|83;8;4;5|,83;8;4;5|83;8;4;5|,82;6;7;5|82;6;7;5|,82;6;7;5|82;6;7;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,82;6;7;5|82;6;7;5|,82;6;7;5|82;6;7;5|,100|100|,100|100|
4,100|100|,82;6;7;5|82;6;7;5|,82;6;7;5|82;6;7;5|,76;10;8;6|76;10;8;6|,76;10;8;6|76;10;8;6|,100|100|,0;0;0;0|0;0;0;0|,100|100|,76;10;8;6|76;10;8;6|,76;10;8;6|76;10;8;6|,100|100|,100|100|
5,100|100|,76;10;8;6|76;10;8;6|,76;10;8;6|76;10;8;6|,73;9;8;10|73;9;8;10|,73;9;8;10|73;9;8;10|,100|100|,0;0;0;0|0;0;0;0|,100|100|,73;9;8;10|73;9;8;10|,73;9;8;10|73;9;8;10|,100|100|,100|100|
6,100|100|,73;9;8;10|73;9;8;10|,73;9;8;10|73;9;8;10|,70;8;10;12|70;8;10;12|,70;8;10;12|70;8;10;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,70;8;10;12|70;8;10;12|,70;8;10;12|70;8;10;12|,100|100|,100|100|
7,100|100|,70;8;10;12|70;8;10;12|,70;8;10;12|70;8;10;12|,66;9;11;14|66;9;11;14|,66;9;11;14|66;9;11;14|,100|100|,0;0;0;0|0;0;0;0|,100|100|,66;9;11;14|66;9;11;14|,66;9;11;14|66;9;11;14|,100|100|,100|100|
8,100|100|,66;9;11;14|66;9;11;14|,66;9;11;14|66;9;11;14|,61;9;13;17|61;9;13;17|,61;9;13;17|61;9;13;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,61;9;13;17|61;9;13;17|,61;9;13;17|61;9;13;17|,100|100|,100|100|
9,100|100|,61;9;13;17|61;9;13;17|,61;9;13;17|61;9;13;17|,52;12;18;18|52;12;18;18|,52;12;18;18|52;12;18;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,52;12;18;18|52;12;18;18|,52;12;18;18|52;12;18;18|,100|100|,100|100|
10,100|100|,52;12;18;18|52;12;18;18|,52;12;18;18|52;12;18;18|,47;10;23;20|47;10;23;20|,47;10;23;20|47;10;23;20|,100|100|,0;0;0;0|0;0;0;0|,100|100|,47;10;23;20|47;10;23;20|,47;10;23;20|47;10;23;20|,100|100|,100|100|
11,100|100|,47;10;23;20|47;10;23;20|,47;10;23;20|47;10;23;20|,41;12;22;25|41;12;22;25|,41;12;22;25|41;12;22;25|,100|100|,0;0;0;0|0;0;0;0|,100|100|,41;12;22;25|41;12;22;25|,41;12;22;25|41;12;22;25|,100|100|,100|100|
12,100|100|,41;12;22;25|41;12;22;25|,41;12;22;25|41;12;22;25|,35;11;18;36|35;11;18;36|,35;11;18;36|35;11;18;36|,100|100|,0;0;0;0|0;0;0;0|,100|100|,35;11;18;36|35;11;18;36|,35;11;18;36|35;11;18;36|,100|100|,100|100|
13,100|100|,35;11;18;36|35;11;18;36|,35;11;18;36|35;11;18;36|,32;10;17;41|32;10;17;41|,32;10;17;41|32;10;17;41|,100|100|,0;0;0;0|0;0;0;0|,100|100|,32;10;17;41|32;10;17;41|,32;10;17;41|32;10;17;41|,100|100|,100|100|
14,100|100|,32;10;17;41|32;10;17;41|,32;10;17;41|32;10;17;41|,29;9;15;47|29;9;15;47|,29;9;15;47|29;9;15;47|,100|100|,0;0;0;0|0;0;0;0|,100|100|,29;9;15;47|29;9;15;47|,29;9;15;47|29;9;15;47|,100|100|,100|100|
15,100|100|,29;9;15;47|29;9;15;47|,29;9;15;47|29;9;15;47|,27;6;17;50|27;6;17;50|,27;6;17;50|27;6;17;50|,100|100|,0;0;0;0|0;0;0;0|,100|100|,27;6;17;50|27;6;17;50|,27;6;17;50|27;6;17;50|,100|100|,100|100|
16,100|100|,27;6;17;50|27;6;17;50|,27;6;17;50|27;6;17;50|,27;3;17;53|27;3;17;53|,27;3;17;53|27;3;17;53|,100|100|,0;0;0;0|0;0;0;0|,100|100|,27;3;17;53|27;3;17;53|,27;3;17;53|27;3;17;53|,100|100|,100|100|
17,100|100|,27;3;17;53|27;3;17;53|,27;3;17;53|27;3;17;53|,26;4;15;55|26;4;15;55|,26;4;15;55|26;4;15;55|,100|100|,0;0;0;0|0;0;0;0|,100|100|,26;4;15;55|26;4;15;55|,26;4;15;55|26;4;15;55|,100|100|,100|100|
18,100|100|,26;4;15;55|26;4;15;55|,26;4;15;55|26;4;15;55|,23;4;16;57|23;4;16;57|,23;4;16;57|23;4;16;57|,100|100|,0;0;0;0|0;0;0;0|,100|100|,23;4;16;57|23;4;16;57|,23;4;16;57|23;4;16;57|,100|100|,100|100|
19,100|100|,23;4;16;57|23;4;16;57|,23;4;16;57|23;4;16;57|,23;3;12;62|23;3;12;62|,23;3;12;62|23;3;12;62|,100|100|,0;0;0;0|0;0;0;0|,100|100|,23;3;12;62|23;3;12;62|,23;3;12;62|23;3;12;62|,100|100|,100|100|
20,100|100|,23;3;12;62|23;3;12;62|,23;3;12;62|23;3;12;62|,23;2;12;63|23;2;12;63|,23;2;12;63|23;2;12;63|,100|100|,0;0;0;0|0;0;0;0|,100|100|,23;2;12;63|23;2;12;63|,23;2;12;63|23;2;12;63|,100|100|,100|100|
21,100|100|,23;2;12;63|23;2;12;63|,23;2;12;63|23;2;12;63|,20;3;12;65|20;3;12;65|,20;3;12;65|20;3;12;65|,100|100|,0;0;0;0|0;0;0;0|,100|100|,20;3;12;65|20;3;12;65|,20;3;12;65|20;3;12;65|,100|100|,100|100|
22,100|100|,20;3;12;65|20;3;12;65|,20;3;12;65|20;3;12;65|,18;3;9;70|18;3;9;70|,18;3;9;70|18;3;9;70|,100|100|,0;0;0;0|0;0;0;0|,100|100|,18;3;9;70|18;3;9;70|,18;3;9;70|18;3;9;70|,100|100|,100|100|
23,100|100|,18;3;9;70|18;3;9;70|,18;3;9;70|18;3;9;70|,18;2;9;71|18;2;9;71|,18;2;9;71|18;2;9;71|,100|100|,0;0;0;0|0;0;0;0|,100|100|,18;2;9;71|18;2;9;71|,18;2;9;71|18;2;9;71|,100|100|,100|100|
24,100|100|,18;2;9;71|18;2;9;71|,18;2;9;71|18;2;9;71|,18;0;11;71|18;0;11;71|,18;0;11;71|18;0;11;71|,100|100|,0;0;0;0|0;0;0;0|,100|100|,18;0;11;71|18;0;11;71|,18;0;11;71|18;0;11;71|,100|100|,100|100|
25,100|100|,18;0;11;71|18;0;11;71|,18;0;11;71|18;0;11;71|,15;3;9;73|15;3;9;73|,15;3;9;73|15;3;9;73|,100|100|,0;0;0;0|0;0;0;0|,100|100|,15;3;9;73|15;3;9;73|,15;3;9;73|15;3;9;73|,100|100|,100|100|
26,100|100|,15;3;9;73|15;3;9;73|,15;3;9;73|15;3;9;73|,14;2;11;73|14;2;11;73|,14;2;11;73|14;2;11;73|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;2;11;73|14;2;11;73|,14;2;11;73|14;2;11;73|,100|100|,100|100|
27,100|100|,14;2;11;73|14;2;11;73|,14;2;11;73|14;2;11;73|,14;2;10;74|14;2;10;74|,14;2;10;74|14;2;10;74|,100|100|,0;0;0;0|0;0;0;0|,100|100|,14;2;10;74|14;2;10;74|,14;2;10;74|14;2;10;74|,100|100|,100|100|
28,100|100|,14;2;10;74|14;2;10;74|,14;2;10;74|14;2;10;74|,12;3;9;76|12;3;9;76|,12;3;9;76|12;3;9;76|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;3;9;76|12;3;9;76|,12;3;9;76|12;3;9;76|,100|100|,100|100|
29,100|100|,12;3;9;76|12;3;9;76|,12;3;9;76|12;3;9;76|,12;0;9;79|12;0;9;79|,12;0;9;79|12;0;9;79|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;0;9;79|12;0;9;79|,12;0;9;79|12;0;9;79|,100|100|,100|100|
30,100|100|,12;0;9;79|12;0;9;79|,12;0;9;79|12;0;9;79|,12;0;7;81|12;0;7;81|,12;0;7;81|12;0;7;81|,100|100|,0;0;0;0|0;0;0;0|,100|100|,12;0;7;81|12;0;7;81|,12;0;7;81|12;0;7;81|,100|100|,100|100|
31,100|100|,12;0;7;81|12;0;7;81|,12;0;7;81|12;0;7;81|,11;1;6;82|11;1;6;82|,11;1;6;82|11;1;6;82|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;1;6;82|11;1;6;82|,11;1;6;82|11;1;6;82|,100|100|,100|100|
32,100|100|,11;1;6;82|11;1;6;82|,11;1;6;82|11;1;6;82|,11;1;4;84|11;1;4;84|,11;1;4;84|11;1;4;84|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;1;4;84|11;1;4;84|,11;1;4;84|11;1;4;84|,100|100|,100|100|
33,100|100|,11;1;4;84|11;1;4;84|,11;1;4;84|11;1;4;84|,11;0;5;84|11;0;5;84|,11;0;5;84|11;0;5;84|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;0;5;84|11;0;5;84|,11;0;5;84|11;0;5;84|,100|100|,100|100|
34,100|100|,11;0;5;84|11;0;5;84|,11;0;5;84|11;0;5;84|,11;0;5;84|11;0;5;84|,11;0;5;84|11;0;5;84|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;0;5;84|11;0;5;84|,11;0;5;84|11;0;5;84|,100|100|,100|100|
35,100|100|,11;0;5;84|11;0;5;84|,11;0;5;84|11;0;5;84|,11;0;4;85|11;0;4;85|,11;0;4;85|11;0;4;85|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;0;4;85|11;0;4;85|,11;0;4;85|11;0;4;85|,100|100|,100|100|
36,100|100|,11;0;4;85|11;0;4;85|,11;0;4;85|11;0;4;85|,11;0;4;85|11;0;4;85|,11;0;4;85|11;0;4;85|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;0;4;85|11;0;4;85|,11;0;4;85|11;0;4;85|,100|100|,100|100|
37,100|100|,11;0;4;85|11;0;4;85|,11;0;4;85|11;0;4;85|,11;0;4;85|11;0;4;85|,11;0;4;85|11;0;4;85|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;0;4;85|11;0;4;85|,11;0;4;85|11;0;4;85|,100|100|,100|100|
38,100|100|,11;0;4;85|11;0;4;85|,11;0;4;85|11;0;4;85|,11;0;3;86|11;0;3;86|,11;0;3;86|11;0;3;86|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;0;3;86|11;0;3;86|,11;0;3;86|11;0;3;86|,100|100|,100|100|
39,100|100|,11;0;3;86|11;0;3;86|,11;0;3;86|11;0;3;86|,11;0;2;87|11;0;2;87|,11;0;2;87|11;0;2;87|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;0;2;87|11;0;2;87|,11;0;2;87|11;0;2;87|,100|100|,100|100|
40,100|100|,11;0;2;87|11;0;2;87|,11;0;2;87|11;0;2;87|,10;1;2;87|10;1;2;87|,10;1;2;87|10;1;2;87|,100|100|,0;0;0;0|0;0;0;0|,100|100|,10;1;2;87|10;1;2;87|,10;1;2;87|10;1;2;87|,100|100|,100|100|
