Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,93;7;0|93;7;0|,0.0|0.0|,93;7;0|93;7;0|,93;6;1|93;6;1|,93;6;1|93;6;1|,100|100|,0;0;0|0;0;0|,100|100|,93;6;1|93;6;1|,93;6;1|93;6;1|,100|100|,100|100|
1,100|100|,93;6;1|93;6;1|,0.0|0.0|,93;6;1|93;6;1|,90;8;2|90;8;2|,90;8;2|90;8;2|,100|100|,0;0;0|0;0;0|,100|100|,90;8;2|90;8;2|,90;8;2|90;8;2|,100|100|,100|100|
2,100|100|,90;8;2|90;8;2|,0.0|0.0|,90;8;2|90;8;2|,84;11;5|84;11;5|,84;11;5|84;11;5|,100|100|,0;0;0|0;0;0|,100|100|,84;11;5|84;11;5|,84;11;5|84;11;5|,100|100|,100|100|
3,100|100|,84;11;5|84;11;5|,0.0|0.0|,84;11;5|84;11;5|,81;14;5|81;14;5|,81;14;5|81;14;5|,100|100|,0;0;0|0;0;0|,100|100|,81;14;5|81;14;5|,81;14;5|81;14;5|,100|100|,100|100|
4,100|100|,81;14;5|81;14;5|,0.0|0.0|,81;14;5|81;14;5|,80;14;6|80;14;6|,80;14;6|80;14;6|,100|100|,0;0;0|0;0;0|,100|100|,80;14;6|80;14;6|,80;14;6|80;14;6|,100|100|,100|100|
5,100|100|,80;14;6|80;14;6|,0.0|0.0|,80;14;6|80;14;6|,73;18;9|73;18;9|,73;18;9|73;18;9|,100|100|,0;0;0|0;0;0|,100|100|,73;18;9|73;18;9|,73;18;9|73;18;9|,100|100|,100|100|
6,100|100|,73;18;9|73;18;9|,0.0|0.0|,73;18;9|73;18;9|,68;21;11|68;21;11|,68;21;11|68;21;11|,100|100|,0;0;0|0;0;0|,100|100|,68;21;11|68;21;11|,68;21;11|68;21;11|,100|100|,100|100|
7,100|100|,68;21;11|68;21;11|,0.0|0.0|,68;21;11|68;21;11|,66;15;19|66;15;19|,66;15;19|66;15;19|,100|100|,0;0;0|0;0;0|,100|100|,66;15;19|66;15;19|,66;15;19|66;15;19|,100|100|,100|100|
8,100|100|,66;15;19|66;15;19|,0.0|0.0|,66;15;19|66;15;19|,63;16;21|63;16;21|,63;16;21|63;16;21|,100|100|,0;0;0|0;0;0|,100|100|,63;16;21|63;16;21|,63;16;21|63;16;21|,100|100|,100|100|
9,100|100|,63;16;21|63;16;21|,0.0|0.0|,63;16;21|63;16;21|,57;19;24|57;19;24|,57;19;24|57;19;24|,100|100|,0;0;0|0;0;0|,100|100|,57;19;24|57;19;24|,57;19;24|57;19;24|,100|100|,100|100|
10,100|100|,57;19;24|57;19;24|,0.0|0.0|,57;19;24|57;19;24|,61;19;20|61;19;20|,61;19;20|61;19;20|,100|100|,0;0;0|0;0;0|,100|100|,61;19;20|61;19;20|,61;19;20|61;19;20|,100|100|,100|100|
11,100|100|,61;19;20|61;19;20|,0.0|0.0|,61;19;20|61;19;20|,64;17;19|64;17;19|,64;17;19|64;17;19|,100|100|,0;0;0|0;0;0|,100|100|,64;17;19|64;17;19|,64;17;19|64;17;19|,100|100|,100|100|
12,100|100|,64;17;19|64;17;19|,0.0|0.0|,64;17;19|64;17;19|,64;14;22|64;14;22|,64;14;22|64;14;22|,100|100|,0;0;0|0;0;0|,100|100|,64;14;22|64;14;22|,64;14;22|64;14;22|,100|100|,100|100|
13,100|100|,64;14;22|64;14;22|,0.0|0.0|,64;14;22|64;14;22|,62;17;21|62;17;21|,62;17;21|62;17;21|,100|100|,0;0;0|0;0;0|,100|100|,62;17;21|62;17;21|,62;17;21|62;17;21|,100|100|,100|100|
14,100|100|,62;17;21|62;17;21|,0.0|0.0|,62;17;21|62;17;21|,61;21;18|61;21;18|,61;21;18|61;21;18|,100|100|,0;0;0|0;0;0|,100|100|,61;21;18|61;21;18|,61;21;18|61;21;18|,100|100|,100|100|
15,100|100|,61;21;18|61;21;18|,0.0|0.0|,61;21;18|61;21;18|,56;28;16|56;28;16|,56;28;16|56;28;16|,100|100|,0;0;0|0;0;0|,100|100|,56;28;16|56;28;16|,56;28;16|56;28;16|,100|100|,100|100|
16,100|100|,56;28;16|56;28;16|,0.0|0.0|,56;28;16|56;28;16|,47;29;24|47;29;24|,47;29;24|47;29;24|,100|100|,0;0;0|0;0;0|,100|100|,47;29;24|47;29;24|,47;29;24|47;29;24|,100|100|,100|100|
17,100|100|,47;29;24|47;29;24|,0.0|0.0|,47;29;24|47;29;24|,46;31;23|46;31;23|,46;31;23|46;31;23|,100|100|,0;0;0|0;0;0|,100|100|,46;31;23|46;31;23|,46;31;23|46;31;23|,100|100|,100|100|
18,100|100|,46;31;23|46;31;23|,0.0|0.0|,46;31;23|46;31;23|,44;30;26|44;30;26|,44;30;26|44;30;26|,100|100|,0;0;0|0;0;0|,100|100|,44;30;26|44;30;26|,44;30;26|44;30;26|,100|100|,100|100|
19,100|100|,44;30;26|44;30;26|,0.0|0.0|,44;30;26|44;30;26|,41;34;25|41;34;25|,41;34;25|41;34;25|,100|100|,0;0;0|0;0;0|,100|100|,41;34;25|41;34;25|,41;34;25|41;34;25|,100|100|,100|100|
20,100|100|,41;34;25|41;34;25|,0.0|0.0|,41;34;25|41;34;25|,38;33;29|38;33;29|,38;33;29|38;33;29|,100|100|,0;0;0|0;0;0|,100|100|,38;33;29|38;33;29|,38;33;29|38;33;29|,100|100|,100|100|
21,100|100|,38;33;29|38;33;29|,0.0|0.0|,38;33;29|38;33;29|,37;30;33|37;30;33|,37;30;33|37;30;33|,100|100|,0;0;0|0;0;0|,100|100|,37;30;33|37;30;33|,37;30;33|37;30;33|,100|100|,100|100|
22,100|100|,37;30;33|37;30;33|,0.0|0.0|,37;30;33|37;30;33|,39;29;32|39;29;32|,39;29;32|39;29;32|,100|100|,0;0;0|0;0;0|,100|100|,39;29;32|39;29;32|,39;29;32|39;29;32|,100|100|,100|100|
23,100|100|,39;29;32|39;29;32|,0.0|0.0|,39;29;32|39;29;32|,34;31;35|34;31;35|,34;31;35|34;31;35|,100|100|,0;0;0|0;0;0|,100|100|,34;31;35|34;31;35|,34;31;35|34;31;35|,100|100|,100|100|
24,100|100|,34;31;35|34;31;35|,0.0|0.0|,34;31;35|34;31;35|,34;28;38|34;28;38|,34;28;38|34;28;38|,100|100|,0;0;0|0;0;0|,100|100|,34;28;38|34;28;38|,34;28;38|34;28;38|,100|100|,100|100|
