Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,88;12;0|88;12;0|,0.0|0.0|,88;12;0|88;12;0|,84;13;3|84;13;3|,84;13;3|84;13;3|,100|100|,0;0;0|0;0;0|,100|100|,84;13;3|84;13;3|,84;13;3|84;13;3|,100|100|,100|100|
1,100|100|,84;13;3|84;13;3|,0.0|0.0|,84;13;3|84;13;3|,74;22;4|74;22;4|,74;22;4|74;22;4|,100|100|,0;0;0|0;0;0|,100|100|,74;22;4|74;22;4|,74;22;4|74;22;4|,100|100|,100|100|
2,100|100|,74;22;4|74;22;4|,0.0|0.0|,74;22;4|74;22;4|,72;19;9|72;19;9|,72;19;9|72;19;9|,100|100|,0;0;0|0;0;0|,100|100|,72;19;9|72;19;9|,72;19;9|72;19;9|,100|100|,100|100|
3,100|100|,72;19;9|72;19;9|,0.0|0.0|,72;19;9|72;19;9|,66;16;18|66;16;18|,66;16;18|66;16;18|,100|100|,0;0;0|0;0;0|,100|100|,66;16;18|66;16;18|,66;16;18|66;16;18|,100|100|,100|100|
4,100|100|,66;16;18|66;16;18|,0.0|0.0|,66;16;18|66;16;18|,59;18;23|59;18;23|,59;18;23|59;18;23|,100|100|,0;0;0|0;0;0|,100|100|,59;18;23|59;18;23|,59;18;23|59;18;23|,100|100|,100|100|
5,100|100|,59;18;23|59;18;23|,0.0|0.0|,59;18;23|59;18;23|,58;13;29|58;13;29|,58;13;29|58;13;29|,100|100|,0;0;0|0;0;0|,100|100|,58;13;29|58;13;29|,58;13;29|58;13;29|,100|100|,100|100|
6,100|100|,58;13;29|58;13;29|,0.0|0.0|,58;13;29|58;13;29|,54;13;33|54;13;33|,54;13;33|54;13;33|,100|100|,0;0;0|0;0;0|,100|100|,54;13;33|54;13;33|,54;13;33|54;13;33|,100|100|,100|100|
7,100|100|,54;13;33|54;13;33|,0.0|0.0|,54;13;33|54;13;33|,53;10;37|53;10;37|,53;10;37|53;10;37|,100|100|,0;0;0|0;0;0|,100|100|,53;10;37|53;10;37|,53;10;37|53;10;37|,100|100|,100|100|
8,100|100|,53;10;37|53;10;37|,0.0|0.0|,53;10;37|53;10;37|,51;10;39|51;10;39|,51;10;39|51;10;39|,100|100|,0;0;0|0;0;0|,100|100|,51;10;39|51;10;39|,51;10;39|51;10;39|,100|100|,100|100|
9,100|100|,51;10;39|51;10;39|,0.0|0.0|,51;10;39|51;10;39|,47;13;40|47;13;40|,47;13;40|47;13;40|,100|100|,0;0;0|0;0;0|,100|100|,47;13;40|47;13;40|,47;13;40|47;13;40|,100|100|,100|100|
10,100|100|,47;13;40|47;13;40|,0.0|0.0|,47;13;40|47;13;40|,42;15;43|42;15;43|,42;15;43|42;15;43|,100|100|,0;0;0|0;0;0|,100|100|,42;15;43|42;15;43|,42;15;43|42;15;43|,100|100|,100|100|
11,100|100|,42;15;43|42;15;43|,0.0|0.0|,42;15;43|42;15;43|,37;16;47|37;16;47|,37;16;47|37;16;47|,100|100|,0;0;0|0;0;0|,100|100|,37;16;47|37;16;47|,37;16;47|37;16;47|,100|100|,100|100|
12,100|100|,37;16;47|37;16;47|,0.0|0.0|,37;16;47|37;16;47|,34;15;51|34;15;51|,34;15;51|34;15;51|,100|100|,0;0;0|0;0;0|,100|100|,34;15;51|34;15;51|,34;15;51|34;15;51|,100|100|,100|100|
13,100|100|,34;15;51|34;15;51|,0.0|0.0|,34;15;51|34;15;51|,33;13;54|33;13;54|,33;13;54|33;13;54|,100|100|,0;0;0|0;0;0|,100|100|,33;13;54|33;13;54|,33;13;54|33;13;54|,100|100|,100|100|
14,100|100|,33;13;54|33;13;54|,0.0|0.0|,33;13;54|33;13;54|,31;13;56|31;13;56|,31;13;56|31;13;56|,100|100|,0;0;0|0;0;0|,100|100|,31;13;56|31;13;56|,31;13;56|31;13;56|,100|100|,100|100|
15,100|100|,31;13;56|31;13;56|,0.0|0.0|,31;13;56|31;13;56|,28;13;59|28;13;59|,28;13;59|28;13;59|,100|100|,0;0;0|0;0;0|,100|100|,28;13;59|28;13;59|,28;13;59|28;13;59|,100|100|,100|100|
16,100|100|,28;13;59|28;13;59|,0.0|0.0|,28;13;59|28;13;59|,25;12;63|25;12;63|,25;12;63|25;12;63|,100|100|,0;0;0|0;0;0|,100|100|,25;12;63|25;12;63|,25;12;63|25;12;63|,100|100|,100|100|
17,100|100|,25;12;63|25;12;63|,0.0|0.0|,25;12;63|25;12;63|,24;9;67|24;9;67|,24;9;67|24;9;67|,100|100|,0;0;0|0;0;0|,100|100|,24;9;67|24;9;67|,24;9;67|24;9;67|,100|100|,100|100|
18,100|100|,24;9;67|24;9;67|,0.0|0.0|,24;9;67|24;9;67|,22;8;70|22;8;70|,22;8;70|22;8;70|,100|100|,0;0;0|0;0;0|,100|100|,22;8;70|22;8;70|,22;8;70|22;8;70|,100|100|,100|100|
19,100|100|,22;8;70|22;8;70|,0.0|0.0|,22;8;70|22;8;70|,22;7;71|22;7;71|,22;7;71|22;7;71|,100|100|,0;0;0|0;0;0|,100|100|,22;7;71|22;7;71|,22;7;71|22;7;71|,100|100|,100|100|
20,100|100|,22;7;71|22;7;71|,0.0|0.0|,22;7;71|22;7;71|,21;7;72|21;7;72|,21;7;72|21;7;72|,100|100|,0;0;0|0;0;0|,100|100|,21;7;72|21;7;72|,21;7;72|21;7;72|,100|100|,100|100|
21,100|100|,21;7;72|21;7;72|,0.0|0.0|,21;7;72|21;7;72|,20;7;73|20;7;73|,20;7;73|20;7;73|,100|100|,0;0;0|0;0;0|,100|100|,20;7;73|20;7;73|,20;7;73|20;7;73|,100|100|,100|100|
22,100|100|,20;7;73|20;7;73|,0.0|0.0|,20;7;73|20;7;73|,20;5;75|20;5;75|,20;5;75|20;5;75|,100|100|,0;0;0|0;0;0|,100|100|,20;5;75|20;5;75|,20;5;75|20;5;75|,100|100|,100|100|
23,100|100|,20;5;75|20;5;75|,0.0|0.0|,20;5;75|20;5;75|,18;5;77|18;5;77|,18;5;77|18;5;77|,100|100|,0;0;0|0;0;0|,100|100|,18;5;77|18;5;77|,18;5;77|18;5;77|,100|100|,100|100|
24,100|100|,18;5;77|18;5;77|,0.0|0.0|,18;5;77|18;5;77|,18;4;78|18;4;78|,18;4;78|18;4;78|,100|100|,0;0;0|0;0;0|,100|100|,18;4;78|18;4;78|,18;4;78|18;4;78|,100|100|,100|100|
25,100|100|,18;4;78|18;4;78|,0.0|0.0|,18;4;78|18;4;78|,18;3;79|18;3;79|,18;3;79|18;3;79|,100|100|,0;0;0|0;0;0|,100|100|,18;3;79|18;3;79|,18;3;79|18;3;79|,100|100|,100|100|
26,100|100|,18;3;79|18;3;79|,0.0|0.0|,18;3;79|18;3;79|,18;1;81|18;1;81|,18;1;81|18;1;81|,100|100|,0;0;0|0;0;0|,100|100|,18;1;81|18;1;81|,18;1;81|18;1;81|,100|100|,100|100|
27,100|100|,18;1;81|18;1;81|,0.0|0.0|,18;1;81|18;1;81|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
28,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
29,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
30,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
31,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
32,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
33,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
34,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
35,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
36,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
37,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
38,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
39,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
40,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
41,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
42,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
43,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
44,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
45,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
46,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
47,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
48,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
49,100|100|,18;0;82|18;0;82|,0.0|0.0|,18;0;82|18;0;82|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,0;0;0|0;0;0|,100|100|,18;0;82|18;0;82|,18;0;82|18;0;82|,100|100|,100|100|
