Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,93;7;0|93;7;0|,93;7;0|93;7;0|,88;10;2|88;10;2|,88;10;2|88;10;2|,100|100|,0;0;0|0;0;0|,100|100|,88;10;2|88;10;2|,88;10;2|88;10;2|,100|100|,100|100|
1,100|100|,88;10;2|88;10;2|,88;10;2|88;10;2|,83;14;3|83;14;3|,83;14;3|83;14;3|,100|100|,0;0;0|0;0;0|,100|100|,83;14;3|83;14;3|,83;14;3|83;14;3|,100|100|,100|100|
2,100|100|,83;14;3|83;14;3|,83;14;3|83;14;3|,77;18;5|77;18;5|,77;18;5|77;18;5|,100|100|,0;0;0|0;0;0|,100|100|,77;18;5|77;18;5|,77;18;5|77;18;5|,100|100|,100|100|
3,100|100|,77;18;5|77;18;5|,77;18;5|77;18;5|,73;18;9|73;18;9|,73;18;9|73;18;9|,100|100|,0;0;0|0;0;0|,100|100|,73;18;9|73;18;9|,73;18;9|73;18;9|,100|100|,100|100|
4,100|100|,73;18;9|73;18;9|,73;18;9|73;18;9|,62;27;11|62;27;11|,62;27;11|62;27;11|,100|100|,0;0;0|0;0;0|,100|100|,62;27;11|62;27;11|,62;27;11|62;27;11|,100|100|,100|100|
5,100|100|,62;27;11|62;27;11|,62;27;11|62;27;11|,53;28;19|53;28;19|,53;28;19|53;28;19|,100|100|,0;0;0|0;0;0|,100|100|,53;28;19|53;28;19|,53;28;19|53;28;19|,100|100|,100|100|
6,100|100|,53;28;19|53;28;19|,53;28;19|53;28;19|,44;34;22|44;34;22|,44;34;22|44;34;22|,100|100|,0;0;0|0;0;0|,100|100|,44;34;22|44;34;22|,44;34;22|44;34;22|,100|100|,100|100|
7,100|100|,44;34;22|44;34;22|,44;34;22|44;34;22|,37;34;29|37;34;29|,37;34;29|37;34;29|,100|100|,0;0;0|0;0;0|,100|100|,37;34;29|37;34;29|,37;34;29|37;34;29|,100|100|,100|100|
8,100|100|,37;34;29|37;34;29|,37;34;29|37;34;29|,28;37;35|28;37;35|,28;37;35|28;37;35|,100|100|,0;0;0|0;0;0|,100|100|,28;37;35|28;37;35|,28;37;35|28;37;35|,100|100|,100|100|
9,100|100|,28;37;35|28;37;35|,28;37;35|28;37;35|,25;31;44|25;31;44|,25;31;44|25;31;44|,100|100|,0;0;0|0;0;0|,100|100|,25;31;44|25;31;44|,25;31;44|25;31;44|,100|100|,100|100|
10,100|100|,25;31;44|25;31;44|,25;31;44|25;31;44|,21;29;50|21;29;50|,21;29;50|21;29;50|,100|100|,0;0;0|0;0;0|,100|100|,21;29;50|21;29;50|,21;29;50|21;29;50|,100|100|,100|100|
11,100|100|,21;29;50|21;29;50|,21;29;50|21;29;50|,19;25;56|19;25;56|,19;25;56|19;25;56|,100|100|,0;0;0|0;0;0|,100|100|,19;25;56|19;25;56|,19;25;56|19;25;56|,100|100|,100|100|
12,100|100|,19;25;56|19;25;56|,19;25;56|19;25;56|,15;24;61|15;24;61|,15;24;61|15;24;61|,100|100|,0;0;0|0;0;0|,100|100|,15;24;61|15;24;61|,15;24;61|15;24;61|,100|100|,100|100|
13,100|100|,15;24;61|15;24;61|,15;24;61|15;24;61|,12;24;64|12;24;64|,12;24;64|12;24;64|,100|100|,0;0;0|0;0;0|,100|100|,12;24;64|12;24;64|,12;24;64|12;24;64|,100|100|,100|100|
14,100|100|,12;24;64|12;24;64|,12;24;64|12;24;64|,10;21;69|10;21;69|,10;21;69|10;21;69|,100|100|,0;0;0|0;0;0|,100|100|,10;21;69|10;21;69|,10;21;69|10;21;69|,100|100|,100|100|
15,100|100|,10;21;69|10;21;69|,10;21;69|10;21;69|,10;13;77|10;13;77|,10;13;77|10;13;77|,100|100|,0;0;0|0;0;0|,100|100|,10;13;77|10;13;77|,10;13;77|10;13;77|,100|100|,100|100|
16,100|100|,10;13;77|10;13;77|,10;13;77|10;13;77|,9;12;79|9;12;79|,9;12;79|9;12;79|,100|100|,0;0;0|0;0;0|,100|100|,9;12;79|9;12;79|,9;12;79|9;12;79|,100|100|,100|100|
17,100|100|,9;12;79|9;12;79|,9;12;79|9;12;79|,8;10;82|8;10;82|,8;10;82|8;10;82|,100|100|,0;0;0|0;0;0|,100|100|,8;10;82|8;10;82|,8;10;82|8;10;82|,100|100|,100|100|
18,100|100|,8;10;82|8;10;82|,8;10;82|8;10;82|,7;11;82|7;11;82|,7;11;82|7;11;82|,100|100|,0;0;0|0;0;0|,100|100|,7;11;82|7;11;82|,7;11;82|7;11;82|,100|100|,100|100|
19,100|100|,7;11;82|7;11;82|,7;11;82|7;11;82|,7;11;82|7;11;82|,7;11;82|7;11;82|,100|100|,0;0;0|0;0;0|,100|100|,7;11;82|7;11;82|,7;11;82|7;11;82|,100|100|,100|100|
20,100|100|,7;11;82|7;11;82|,7;11;82|7;11;82|,7;9;84|7;9;84|,7;9;84|7;9;84|,100|100|,0;0;0|0;0;0|,100|100|,7;9;84|7;9;84|,7;9;84|7;9;84|,100|100|,100|100|
21,100|100|,7;9;84|7;9;84|,7;9;84|7;9;84|,7;8;85|7;8;85|,7;8;85|7;8;85|,100|100|,0;0;0|0;0;0|,100|100|,7;8;85|7;8;85|,7;8;85|7;8;85|,100|100|,100|100|
22,100|100|,7;8;85|7;8;85|,7;8;85|7;8;85|,5;10;85|5;10;85|,5;10;85|5;10;85|,100|100|,0;0;0|0;0;0|,100|100|,5;10;85|5;10;85|,5;10;85|5;10;85|,100|100|,100|100|
23,100|100|,5;10;85|5;10;85|,5;10;85|5;10;85|,5;8;87|5;8;87|,5;8;87|5;8;87|,100|100|,0;0;0|0;0;0|,100|100|,5;8;87|5;8;87|,5;8;87|5;8;87|,100|100|,100|100|
24,100|100|,5;8;87|5;8;87|,5;8;87|5;8;87|,5;7;88|5;7;88|,5;7;88|5;7;88|,100|100|,0;0;0|0;0;0|,100|100|,5;7;88|5;7;88|,5;7;88|5;7;88|,100|100|,100|100|
25,100|100|,5;7;88|5;7;88|,5;7;88|5;7;88|,4;7;89|4;7;89|,4;7;89|4;7;89|,100|100|,0;0;0|0;0;0|,100|100|,4;7;89|4;7;89|,4;7;89|4;7;89|,100|100|,100|100|
26,100|100|,4;7;89|4;7;89|,4;7;89|4;7;89|,2;8;90|2;8;90|,2;8;90|2;8;90|,100|100|,0;0;0|0;0;0|,100|100|,2;8;90|2;8;90|,2;8;90|2;8;90|,100|100|,100|100|
27,100|100|,2;8;90|2;8;90|,2;8;90|2;8;90|,2;8;90|2;8;90|,2;8;90|2;8;90|,100|100|,0;0;0|0;0;0|,100|100|,2;8;90|2;8;90|,2;8;90|2;8;90|,100|100|,100|100|
28,100|100|,2;8;90|2;8;90|,2;8;90|2;8;90|,2;7;91|2;7;91|,2;7;91|2;7;91|,100|100|,0;0;0|0;0;0|,100|100|,2;7;91|2;7;91|,2;7;91|2;7;91|,100|100|,100|100|
29,100|100|,2;7;91|2;7;91|,2;7;91|2;7;91|,2;5;93|2;5;93|,2;5;93|2;5;93|,100|100|,0;0;0|0;0;0|,100|100|,2;5;93|2;5;93|,2;5;93|2;5;93|,100|100|,100|100|
30,100|100|,2;5;93|2;5;93|,2;5;93|2;5;93|,2;4;94|2;4;94|,2;4;94|2;4;94|,100|100|,0;0;0|0;0;0|,100|100|,2;4;94|2;4;94|,2;4;94|2;4;94|,100|100|,100|100|
31,100|100|,2;4;94|2;4;94|,2;4;94|2;4;94|,2;4;94|2;4;94|,2;4;94|2;4;94|,100|100|,0;0;0|0;0;0|,100|100|,2;4;94|2;4;94|,2;4;94|2;4;94|,100|100|,100|100|
32,100|100|,2;4;94|2;4;94|,2;4;94|2;4;94|,2;3;95|2;3;95|,2;3;95|2;3;95|,100|100|,0;0;0|0;0;0|,100|100|,2;3;95|2;3;95|,2;3;95|2;3;95|,100|100|,100|100|
33,100|100|,2;3;95|2;3;95|,2;3;95|2;3;95|,2;3;95|2;3;95|,2;3;95|2;3;95|,100|100|,0;0;0|0;0;0|,100|100|,2;3;95|2;3;95|,2;3;95|2;3;95|,100|100|,100|100|
34,100|100|,2;3;95|2;3;95|,2;3;95|2;3;95|,2;3;95|2;3;95|,2;3;95|2;3;95|,100|100|,0;0;0|0;0;0|,100|100|,2;3;95|2;3;95|,2;3;95|2;3;95|,100|100|,100|100|
35,100|100|,2;3;95|2;3;95|,2;3;95|2;3;95|,2;3;95|2;3;95|,2;3;95|2;3;95|,100|100|,0;0;0|0;0;0|,100|100|,2;3;95|2;3;95|,2;3;95|2;3;95|,100|100|,100|100|
36,100|100|,2;3;95|2;3;95|,2;3;95|2;3;95|,2;2;96|2;2;96|,2;2;96|2;2;96|,100|100|,0;0;0|0;0;0|,100|100|,2;2;96|2;2;96|,2;2;96|2;2;96|,100|100|,100|100|
37,100|100|,2;2;96|2;2;96|,2;2;96|2;2;96|,2;2;96|2;2;96|,2;2;96|2;2;96|,100|100|,0;0;0|0;0;0|,100|100|,2;2;96|2;2;96|,2;2;96|2;2;96|,100|100|,100|100|
38,100|100|,2;2;96|2;2;96|,2;2;96|2;2;96|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,0;0;0|0;0;0|,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,100|100|
39,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,0;0;0|0;0;0|,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,100|100|
40,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,0;0;0|0;0;0|,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,100|100|
41,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,0;0;0|0;0;0|,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,100|100|
42,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,0;0;0|0;0;0|,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,100|100|
43,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,0;0;0|0;0;0|,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,100|100|
44,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,0;0;0|0;0;0|,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,100|100|
45,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,0;0;0|0;0;0|,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,100|100|
46,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,0;0;0|0;0;0|,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,100|100|
47,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,0;0;0|0;0;0|,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,100|100|,100|100|
48,100|100|,2;1;97|2;1;97|,2;1;97|2;1;97|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
49,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
50,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
51,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
52,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
53,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
54,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
55,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
56,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
57,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
58,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
59,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
60,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
61,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
62,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
63,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
64,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
65,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
66,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
67,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
68,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
69,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
70,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
71,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
72,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
73,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
74,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
75,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
76,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
77,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
78,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
79,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
80,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
81,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
82,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
83,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
84,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
85,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
86,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
87,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,0;0;0|0;0;0|,100|100|,2;0;98|2;0;98|,2;0;98|2;0;98|,100|100|,100|100|
