Year,N_Initial,States_GetMetrics,EnvResivoir_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,86;0;14;0|86;0;14;0|,0.0|0.0|,86;0;14;0|86;0;14;0|,78;8;13;1|78;8;13;1|,78;8;13;1|78;8;13;1|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;8;13;1|78;8;13;1|,78;8;13;1|78;8;13;1|,100|100|,100|100|
1,100|100|,78;8;13;1|78;8;13;1|,0.0|0.0|,78;8;13;1|78;8;13;1|,75;7;15;3|75;7;15;3|,75;7;15;3|75;7;15;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,75;7;15;3|75;7;15;3|,75;7;15;3|75;7;15;3|,100|100|,100|100|
2,100|100|,75;7;15;3|75;7;15;3|,0.0|0.0|,75;7;15;3|75;7;15;3|,69;12;12;7|69;12;12;7|,69;12;12;7|69;12;12;7|,100|100|,0;0;0;0|0;0;0;0|,100|100|,69;12;12;7|69;12;12;7|,69;12;12;7|69;12;12;7|,100|100|,100|100|
3,100|100|,69;12;12;7|69;12;12;7|,0.0|0.0|,69;12;12;7|69;12;12;7|,63;12;16;9|63;12;16;9|,63;12;16;9|63;12;16;9|,100|100|,0;0;0;0|0;0;0;0|,100|100|,63;12;16;9|63;12;16;9|,63;12;16;9|63;12;16;9|,100|100|,100|100|
4,100|100|,63;12;16;9|63;12;16;9|,0.0|0.0|,63;12;16;9|63;12;16;9|,62;8;19;11|62;8;19;11|,62;8;19;11|62;8;19;11|,100|100|,0;0;0;0|0;0;0;0|,100|100|,62;8;19;11|62;8;19;11|,62;8;19;11|62;8;19;11|,100|100|,100|100|
5,100|100|,62;8;19;11|62;8;19;11|,0.0|0.0|,62;8;19;11|62;8;19;11|,57;9;21;13|57;9;21;13|,57;9;21;13|57;9;21;13|,100|100|,0;0;0;0|0;0;0;0|,100|100|,57;9;21;13|57;9;21;13|,57;9;21;13|57;9;21;13|,100|100|,100|100|
6,100|100|,57;9;21;13|57;9;21;13|,0.0|0.0|,57;9;21;13|57;9;21;13|,52;11;21;16|52;11;21;16|,52;11;21;16|52;11;21;16|,100|100|,0;0;0;0|0;0;0;0|,100|100|,52;11;21;16|52;11;21;16|,52;11;21;16|52;11;21;16|,100|100|,100|100|
7,100|100|,52;11;21;16|52;11;21;16|,0.0|0.0|,52;11;21;16|52;11;21;16|,49;7;26;18|49;7;26;18|,49;7;26;18|49;7;26;18|,100|100|,0;0;0;0|0;0;0;0|,100|100|,49;7;26;18|49;7;26;18|,49;7;26;18|49;7;26;18|,100|100|,100|100|
8,100|100|,49;7;26;18|49;7;26;18|,0.0|0.0|,49;7;26;18|49;7;26;18|,44;9;26;21|44;9;26;21|,44;9;26;21|44;9;26;21|,100|100|,0;0;0;0|0;0;0;0|,100|100|,44;9;26;21|44;9;26;21|,44;9;26;21|44;9;26;21|,100|100|,100|100|
9,100|100|,44;9;26;21|44;9;26;21|,0.0|0.0|,44;9;26;21|44;9;26;21|,39;10;23;28|39;10;23;28|,39;10;23;28|39;10;23;28|,100|100|,0;0;0;0|0;0;0;0|,100|100|,39;10;23;28|39;10;23;28|,39;10;23;28|39;10;23;28|,100|100|,100|100|
10,100|100|,39;10;23;28|39;10;23;28|,0.0|0.0|,39;10;23;28|39;10;23;28|,36;8;27;29|36;8;27;29|,36;8;27;29|36;8;27;29|,100|100|,0;0;0;0|0;0;0;0|,100|100|,36;8;27;29|36;8;27;29|,36;8;27;29|36;8;27;29|,100|100|,100|100|
11,100|100|,36;8;27;29|36;8;27;29|,0.0|0.0|,36;8;27;29|36;8;27;29|,24;18;26;32|24;18;26;32|,24;18;26;32|24;18;26;32|,100|100|,0;0;0;0|0;0;0;0|,100|100|,24;18;26;32|24;18;26;32|,24;18;26;32|24;18;26;32|,100|100|,100|100|
12,100|100|,24;18;26;32|24;18;26;32|,0.0|0.0|,24;18;26;32|24;18;26;32|,23;13;24;40|23;13;24;40|,23;13;24;40|23;13;24;40|,100|100|,0;0;0;0|0;0;0;0|,100|100|,23;13;24;40|23;13;24;40|,23;13;24;40|23;13;24;40|,100|100|,100|100|
13,100|100|,23;13;24;40|23;13;24;40|,0.0|0.0|,23;13;24;40|23;13;24;40|,16;13;27;44|16;13;27;44|,16;13;27;44|16;13;27;44|,100|100|,0;0;0;0|0;0;0;0|,100|100|,16;13;27;44|16;13;27;44|,16;13;27;44|16;13;27;44|,100|100|,100|100|
14,100|100|,16;13;27;44|16;13;27;44|,0.0|0.0|,16;13;27;44|16;13;27;44|,16;3;36;45|16;3;36;45|,16;3;36;45|16;3;36;45|,100|100|,0;0;0;0|0;0;0;0|,100|100|,16;3;36;45|16;3;36;45|,16;3;36;45|16;3;36;45|,100|100|,100|100|
15,100|100|,16;3;36;45|16;3;36;45|,0.0|0.0|,16;3;36;45|16;3;36;45|,11;6;31;52|11;6;31;52|,11;6;31;52|11;6;31;52|,100|100|,0;0;0;0|0;0;0;0|,100|100|,11;6;31;52|11;6;31;52|,11;6;31;52|11;6;31;52|,100|100|,100|100|
16,100|100|,11;6;31;52|11;6;31;52|,0.0|0.0|,11;6;31;52|11;6;31;52|,8;7;30;55|8;7;30;55|,8;7;30;55|8;7;30;55|,100|100|,0;0;0;0|0;0;0;0|,100|100|,8;7;30;55|8;7;30;55|,8;7;30;55|8;7;30;55|,100|100|,100|100|
17,100|100|,8;7;30;55|8;7;30;55|,0.0|0.0|,8;7;30;55|8;7;30;55|,8;4;30;58|8;4;30;58|,8;4;30;58|8;4;30;58|,100|100|,0;0;0;0|0;0;0;0|,100|100|,8;4;30;58|8;4;30;58|,8;4;30;58|8;4;30;58|,100|100|,100|100|
18,100|100|,8;4;30;58|8;4;30;58|,0.0|0.0|,8;4;30;58|8;4;30;58|,7;4;27;62|7;4;27;62|,7;4;27;62|7;4;27;62|,100|100|,0;0;0;0|0;0;0;0|,100|100|,7;4;27;62|7;4;27;62|,7;4;27;62|7;4;27;62|,100|100|,100|100|
19,100|100|,7;4;27;62|7;4;27;62|,0.0|0.0|,7;4;27;62|7;4;27;62|,5;5;22;68|5;5;22;68|,5;5;22;68|5;5;22;68|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;5;22;68|5;5;22;68|,5;5;22;68|5;5;22;68|,100|100|,100|100|
20,100|100|,5;5;22;68|5;5;22;68|,0.0|0.0|,5;5;22;68|5;5;22;68|,5;4;21;70|5;4;21;70|,5;4;21;70|5;4;21;70|,100|100|,0;0;0;0|0;0;0;0|,100|100|,5;4;21;70|5;4;21;70|,5;4;21;70|5;4;21;70|,100|100|,100|100|
21,100|100|,5;4;21;70|5;4;21;70|,0.0|0.0|,5;4;21;70|5;4;21;70|,4;3;18;75|4;3;18;75|,4;3;18;75|4;3;18;75|,100|100|,0;0;0;0|0;0;0;0|,100|100|,4;3;18;75|4;3;18;75|,4;3;18;75|4;3;18;75|,100|100|,100|100|
22,100|100|,4;3;18;75|4;3;18;75|,0.0|0.0|,4;3;18;75|4;3;18;75|,4;1;16;79|4;1;16;79|,4;1;16;79|4;1;16;79|,100|100|,0;0;0;0|0;0;0;0|,100|100|,4;1;16;79|4;1;16;79|,4;1;16;79|4;1;16;79|,100|100|,100|100|
23,100|100|,4;1;16;79|4;1;16;79|,0.0|0.0|,4;1;16;79|4;1;16;79|,4;1;15;80|4;1;15;80|,4;1;15;80|4;1;15;80|,100|100|,0;0;0;0|0;0;0;0|,100|100|,4;1;15;80|4;1;15;80|,4;1;15;80|4;1;15;80|,100|100|,100|100|
24,100|100|,4;1;15;80|4;1;15;80|,0.0|0.0|,4;1;15;80|4;1;15;80|,3;1;9;87|3;1;9;87|,3;1;9;87|3;1;9;87|,100|100|,0;0;0;0|0;0;0;0|,100|100|,3;1;9;87|3;1;9;87|,3;1;9;87|3;1;9;87|,100|100|,100|100|
25,100|100|,3;1;9;87|3;1;9;87|,0.0|0.0|,3;1;9;87|3;1;9;87|,3;0;9;88|3;0;9;88|,3;0;9;88|3;0;9;88|,100|100|,0;0;0;0|0;0;0;0|,100|100|,3;0;9;88|3;0;9;88|,3;0;9;88|3;0;9;88|,100|100|,100|100|
26,100|100|,3;0;9;88|3;0;9;88|,0.0|0.0|,3;0;9;88|3;0;9;88|,3;0;7;90|3;0;7;90|,3;0;7;90|3;0;7;90|,100|100|,0;0;0;0|0;0;0;0|,100|100|,3;0;7;90|3;0;7;90|,3;0;7;90|3;0;7;90|,100|100|,100|100|
27,100|100|,3;0;7;90|3;0;7;90|,0.0|0.0|,3;0;7;90|3;0;7;90|,3;0;7;90|3;0;7;90|,3;0;7;90|3;0;7;90|,100|100|,0;0;0;0|0;0;0;0|,100|100|,3;0;7;90|3;0;7;90|,3;0;7;90|3;0;7;90|,100|100|,100|100|
28,100|100|,3;0;7;90|3;0;7;90|,0.0|0.0|,3;0;7;90|3;0;7;90|,3;0;4;93|3;0;4;93|,3;0;4;93|3;0;4;93|,100|100|,0;0;0;0|0;0;0;0|,100|100|,3;0;4;93|3;0;4;93|,3;0;4;93|3;0;4;93|,100|100|,100|100|
29,100|100|,3;0;4;93|3;0;4;93|,0.0|0.0|,3;0;4;93|3;0;4;93|,3;0;4;93|3;0;4;93|,3;0;4;93|3;0;4;93|,100|100|,0;0;0;0|0;0;0;0|,100|100|,3;0;4;93|3;0;4;93|,3;0;4;93|3;0;4;93|,100|100|,100|100|
30,100|100|,3;0;4;93|3;0;4;93|,0.0|0.0|,3;0;4;93|3;0;4;93|,3;0;3;94|3;0;3;94|,3;0;3;94|3;0;3;94|,100|100|,0;0;0;0|0;0;0;0|,100|100|,3;0;3;94|3;0;3;94|,3;0;3;94|3;0;3;94|,100|100|,100|100|
31,100|100|,3;0;3;94|3;0;3;94|,0.0|0.0|,3;0;3;94|3;0;3;94|,3;0;2;95|3;0;2;95|,3;0;2;95|3;0;2;95|,100|100|,0;0;0;0|0;0;0;0|,100|100|,3;0;2;95|3;0;2;95|,3;0;2;95|3;0;2;95|,100|100|,100|100|
32,100|100|,3;0;2;95|3;0;2;95|,0.0|0.0|,3;0;2;95|3;0;2;95|,3;0;1;96|3;0;1;96|,3;0;1;96|3;0;1;96|,100|100|,0;0;0;0|0;0;0;0|,100|100|,3;0;1;96|3;0;1;96|,3;0;1;96|3;0;1;96|,100|100|,100|100|
33,100|100|,3;0;1;96|3;0;1;96|,0.0|0.0|,3;0;1;96|3;0;1;96|,3;0;1;96|3;0;1;96|,3;0;1;96|3;0;1;96|,100|100|,0;0;0;0|0;0;0;0|,100|100|,3;0;1;96|3;0;1;96|,3;0;1;96|3;0;1;96|,100|100|,100|100|
34,100|100|,3;0;1;96|3;0;1;96|,0.0|0.0|,3;0;1;96|3;0;1;96|,3;0;1;96|3;0;1;96|,3;0;1;96|3;0;1;96|,100|100|,0;0;0;0|0;0;0;0|,100|100|,3;0;1;96|3;0;1;96|,3;0;1;96|3;0;1;96|,100|100|,100|100|
35,100|100|,3;0;1;96|3;0;1;96|,0.0|0.0|,3;0;1;96|3;0;1;96|,3;0;1;96|3;0;1;96|,3;0;1;96|3;0;1;96|,100|100|,0;0;0;0|0;0;0;0|,100|100|,3;0;1;96|3;0;1;96|,3;0;1;96|3;0;1;96|,100|100|,100|100|
36,100|100|,3;0;1;96|3;0;1;96|,0.0|0.0|,3;0;1;96|3;0;1;96|,3;0;1;96|3;0;1;96|,3;0;1;96|3;0;1;96|,100|100|,0;0;0;0|0;0;0;0|,100|100|,3;0;1;96|3;0;1;96|,3;0;1;96|3;0;1;96|,100|100|,100|100|
