Year,N_Initial,States_GetMetrics,States_AfterAnyAddedInds,States_SecondUpdate,States_SecondUpdate_AfterDeathsRemoved,N_AfterEmigration,States_AddedAge0s,N_AfterEmiMort,States_ThirdUpdate,States_ThirdUpdate_AfterDeathsRemoved,N_AfterImmigration,N_AfterImmiMort
0,100|100|,92;0;8;0|92;0;8;0|,92;0;8;0|92;0;8;0|,88;4;7;1|88;4;7;1|,88;4;7;1|88;4;7;1|,100|100|,0;0;0;0|0;0;0;0|,100|100|,88;4;7;1|88;4;7;1|,88;4;7;1|88;4;7;1|,100|100|,100|100|
1,100|100|,88;4;7;1|88;4;7;1|,88;4;7;1|88;4;7;1|,83;9;5;3|83;9;5;3|,83;9;5;3|83;9;5;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,83;9;5;3|83;9;5;3|,83;9;5;3|83;9;5;3|,100|100|,100|100|
2,100|100|,83;9;5;3|83;9;5;3|,83;9;5;3|83;9;5;3|,80;8;9;3|80;8;9;3|,80;8;9;3|80;8;9;3|,100|100|,0;0;0;0|0;0;0;0|,100|100|,80;8;9;3|80;8;9;3|,80;8;9;3|80;8;9;3|,100|100|,100|100|
3,100|100|,80;8;9;3|80;8;9;3|,80;8;9;3|80;8;9;3|,78;8;10;4|78;8;10;4|,78;8;10;4|78;8;10;4|,100|100|,0;0;0;0|0;0;0;0|,100|100|,78;8;10;4|78;8;10;4|,78;8;10;4|78;8;10;4|,100|100|,100|100|
4,100|100|,78;8;10;4|78;8;10;4|,78;8;10;4|78;8;10;4|,71;10;14;5|71;10;14;5|,71;10;14;5|71;10;14;5|,100|100|,0;0;0;0|0;0;0;0|,100|100|,71;10;14;5|71;10;14;5|,71;10;14;5|71;10;14;5|,100|100|,100|100|
5,100|100|,71;10;14;5|71;10;14;5|,71;10;14;5|71;10;14;5|,67;10;15;8|67;10;15;8|,67;10;15;8|67;10;15;8|,100|100|,0;0;0;0|0;0;0;0|,100|100|,67;10;15;8|67;10;15;8|,67;10;15;8|67;10;15;8|,100|100|,100|100|
6,100|100|,67;10;15;8|67;10;15;8|,67;10;15;8|67;10;15;8|,59;13;16;12|59;13;16;12|,59;13;16;12|59;13;16;12|,100|100|,0;0;0;0|0;0;0;0|,100|100|,59;13;16;12|59;13;16;12|,59;13;16;12|59;13;16;12|,100|100|,100|100|
7,100|100|,59;13;16;12|59;13;16;12|,59;13;16;12|59;13;16;12|,56;11;18;15|56;11;18;15|,56;11;18;15|56;11;18;15|,100|100|,0;0;0;0|0;0;0;0|,100|100|,56;11;18;15|56;11;18;15|,56;11;18;15|56;11;18;15|,100|100|,100|100|
8,100|100|,56;11;18;15|56;11;18;15|,56;11;18;15|56;11;18;15|,53;6;24;17|53;6;24;17|,53;6;24;17|53;6;24;17|,100|100|,0;0;0;0|0;0;0;0|,100|100|,53;6;24;17|53;6;24;17|,53;6;24;17|53;6;24;17|,100|100|,100|100|
9,100|100|,53;6;24;17|53;6;24;17|,53;6;24;17|53;6;24;17|,48;6;25;21|48;6;25;21|,48;6;25;21|48;6;25;21|,100|100|,0;0;0;0|0;0;0;0|,100|100|,48;6;25;21|48;6;25;21|,48;6;25;21|48;6;25;21|,100|100|,100|100|
